"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
14630	22942	"Woryty"	53.7525	20.206322	170	"AWI"	170	2029	2605	2269	0	2	199	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	2	0	14	0	0	1	0	0	0	0	0	96	0	2	0	0	0	0	3	0	0	88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0
14630	22942	"Woryty"	53.7525	20.206322	180	"AWI"	180	2181	2721	2400	1	1	223	1	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	40	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	28	0	7	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	7	0	0
14630	22942	"Woryty"	53.7525	20.206322	200	"AWI"	200	2272	3309	2659	1	0	286	2	0	1	0	21	0	0	0	0	1	0	0	0	0	0	0	30	0	0	0	0	0	0	3	0	16	0	0	1	0	0	0	0	0	21	0	3	0	0	0	0	6	0	0	73	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	5	0	0
14630	22942	"Woryty"	53.7525	20.206322	220	"AWI"	220	2484	3597	2958	0	1	230	3	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	67	0	6	0	0	0	0	5	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	14	0	0
14630	22942	"Woryty"	53.7525	20.206322	230	"AWI"	230	2536	3782	3109	0	1	215	2	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	62	0	1	0	0	0	0	3	2	20	0	0	1	0	0	0	0	0	55	0	4	0	0	0	0	7	0	0	105	0	0	0	0	0	0	0	1	0	0	0	0	0	1	21	12	0	0
14630	22942	"Woryty"	53.7525	20.206322	240	"AWI"	240	2667	3934	3261	0	1	220	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	30	0	5	0	0	0	0	2	0	0	97	0	2	0	0	0	0	0	0	0	0	0	0	0	1	24	8	0	0
14630	22942	"Woryty"	53.7525	20.206322	250	"AWI"	250	2848	4017	3433	1	0	310	1	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	87	0	0	0	0	0	0	5	1	25	0	0	0	0	0	0	0	0	34	0	5	0	0	0	0	8	0	0	107	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0
14630	22942	"Woryty"	53.7525	20.206322	260	"AWI"	260	2965	4146	3605	0	2	313	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	92	0	0	0	0	1	0	1	2	35	1	0	1	0	0	0	0	0	30	0	11	0	0	0	0	5	0	1	119	0	2	1	0	0	0	0	0	0	0	0	2	0	0	15	8	0	0
14630	22942	"Woryty"	53.7525	20.206322	270	"AWI"	270	3072	4317	3769	0	4	216	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	2	2	26	0	0	0	0	0	0	0	0	24	0	7	0	0	0	0	2	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	13	0	1
14630	22942	"Woryty"	53.7525	20.206322	280	"AWI"	280	3353	4360	3899	0	1	229	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	247	0	0	0	0	0	0	5	1	42	0	0	0	0	0	0	0	0	16	0	4	0	0	0	0	4	0	0	125	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0
14630	22942	"Woryty"	53.7525	20.206322	300	"AWI"	300	3715	4556	4166	0	3	261	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	4	2	34	0	0	0	0	0	0	0	0	13	0	7	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	0	0
14630	22942	"Woryty"	53.7525	20.206322	320	"AWI"	320	4177	4822	4461	0	3	294	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	1	2	54	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	1	0	0	0	0	1	45	48	0	0
14630	22942	"Woryty"	53.7525	20.206322	340	"AWI"	340	4363	5323	4761	0	2	286	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	1	0	35	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	136	0	1	0	0	0	0	0	0	1	0	0	0	0	0	36	9	0	0
14630	22942	"Woryty"	53.7525	20.206322	360	"AWI"	360	4549	5585	5105	0	3	261	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	1	0	59	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	142	0	1	0	0	0	0	0	0	1	0	0	0	0	2	45	48	0	0
14630	22942	"Woryty"	53.7525	20.206322	370	"AWI"	370	4604	5821	5264	0	3	186	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	96	0	0	0	0	0	0	1	0	25	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	3	0	0	1	1	0	0	30	44	0	0
14630	22942	"Woryty"	53.7525	20.206322	380	"AWI"	380	4935	5890	5407	0	2	265	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	2	2	47	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	6	0	0	103	0	1	0	0	0	0	0	1	1	0	0	1	2	0	42	37	0	0
14630	22942	"Woryty"	53.7525	20.206322	390	"AWI"	390	5237	5954	5553	0	2	350	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	204	0	0	0	0	0	0	0	1	47	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	122	0	1	0	0	0	0	0	0	0	0	0	3	0	1	63	26	0	0
14630	22942	"Woryty"	53.7525	20.206322	405	"AWI"	405	5555	6138	5805	0	5	226	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	3	36	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	1	0	0	1	0	0	57	31	0	0
14630	22942	"Woryty"	53.7525	20.206322	410	"AWI"	410	5783	6259	5985	0	1	280	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	5	0	0	114	0	1	0	0	0	0	0	0	1	0	0	1	1	0	80	55	0	1
14630	22942	"Woryty"	53.7525	20.206322	430	"AWI"	430	6413	6931	6724	0	3	259	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	81	0	1	0	0	0	0	0	2	1	0	0	0	0	0	70	75	0	0
14630	22942	"Woryty"	53.7525	20.206322	450	"AWI"	450	6814	7323	7098	0	4	261	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	4	38	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	92	0	0	0	0	0	0	0	0	2	0	1	0	0	0	98	92	0	0
14630	22942	"Woryty"	53.7525	20.206322	470	"AWI"	470	7055	7468	7277	0	2	206	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	3	43	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	96	0	0	0	0	0	0	0	0	0	0	2	0	0	0	70	108	0	1
14630	22942	"Woryty"	53.7525	20.206322	480	"AWI"	480	7222	7591	7405	0	2	249	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	55	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	109	0	0
14630	22942	"Woryty"	53.7525	20.206322	500	"AWI"	500	7345	8239	7648	0	3	259	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	1	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	70	0	0
14630	22942	"Woryty"	53.7525	20.206322	520	"AWI"	520	7518	8582	7942	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	3	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	94	0	0
14630	22942	"Woryty"	53.7525	20.206322	540	"AWI"	540	7637	8950	8238	0	0	143	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	91	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	55	0	0
14630	22942	"Woryty"	53.7525	20.206322	565	"AWI"	565	8065	9131	8644	0	0	223	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
14630	22942	"Woryty"	53.7525	20.206322	580	"AWI"	580	8375	9278	8861	0	0	262	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	1	0	0	1	0	4	32	49	0	0
14630	22942	"Woryty"	53.7525	20.206322	590	"AWI"	590	8635	9336	8994	0	0	234	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0	26	46	0	0
14630	22942	"Woryty"	53.7525	20.206322	610	"AWI"	610	8915	9562	9263	0	0	226	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	2	7	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	34	0	0
14630	22942	"Woryty"	53.7525	20.206322	620	"AWI"	620	9049	9677	9382	0	0	144	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
14630	22942	"Woryty"	53.7525	20.206322	640	"AWI"	640	9148	10185	9596	0	0	63	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	0	1
14630	22942	"Woryty"	53.7525	20.206322	650	"AWI"	650	9242	10289	9696	0	0	32	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0
14630	22942	"Woryty"	53.7525	20.206322	660	"AWI"	660	9300	10442	9797	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
14630	22942	"Woryty"	53.7525	20.206322	680	"AWI"	680	9428	10748	9994	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	142	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
14630	22942	"Woryty"	53.7525	20.206322	695	"AWI"	695	9524	10920	10141	0	0	2	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	457	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
14630	22942	"Woryty"	53.7525	20.206322	720	"AWI"	720	9717	11211	10401	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
14630	22942	"Woryty"	53.7525	20.206322	740	"AWI"	740	9858	11443	10619	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0
14630	22942	"Woryty"	53.7525	20.206322	760	"AWI"	760	10041	11589	10820	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0
14630	22942	"Woryty"	53.7525	20.206322	785	"AWI"	785	10268	11835	11084	0	0	0	1	12	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	0	0
14630	22942	"Woryty"	53.7525	20.206322	795	"AWI"	795	10370	11921	11181	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	800	"AWI"	800	10407	11957	11236	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	810	"AWI"	810	10495	12053	11330	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	820	"AWI"	820	10646	12124	11436	0	0	0	5	0	0	1	13	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	830	"AWI"	830	10741	12205	11548	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0
14630	22942	"Woryty"	53.7525	20.206322	850	"AWI"	850	10924	12380	11756	0	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	865	"AWI"	865	11073	12463	11908	0	0	0	2	0	0	0	18	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	870	"AWI"	870	11113	12505	11962	0	0	0	3	0	0	0	24	0	0	368	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
14630	22942	"Woryty"	53.7525	20.206322	880	"AWI"	880	11253	12574	12057	0	0	0	6	0	0	0	41	0	0	308	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	138	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	890	"AWI"	890	11419	12611	12161	0	0	0	9	0	0	0	50	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	900	"AWI"	900	11556	12662	12278	0	0	0	12	0	0	0	46	0	0	150	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	910	"AWI"	910	11693	12727	12387	0	0	0	2	0	0	1	55	0	0	149	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	915	"AWI"	915	11848	12742	12434	0	0	0	11	0	0	0	62	0	0	161	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	920	"AWI"	920	11980	12761	12483	0	0	0	13	0	0	0	46	0	0	190	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	925	"AWI"	925	12127	12780	12531	0	0	0	10	0	0	0	95	0	0	80	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	930	"AWI"	930	12248	12805	12580	0	0	1	14	0	0	0	68	0	0	128	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	940	"AWI"	940	12418	12914	12674	0	0	0	8	0	0	0	42	0	0	101	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	944	"AWI"	944	12476	12963	12719	0	0	0	4	0	0	0	37	0	0	90	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	948	"AWI"	948	12566	12985	12778	0	0	0	8	0	0	1	56	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	952	"AWI"	952	12657	13013	12836	0	0	1	12	0	0	0	24	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	956	"AWI"	956	12733	13047	12894	0	0	0	6	0	0	0	96	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
14630	22942	"Woryty"	53.7525	20.206322	960	"AWI"	960	12787	13086	12953	0	0	1	10	0	0	0	51	0	0	80	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
