"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	1	"AWI"	1	400	2050	1333	0	0	10.9201213346815	0	0	0	0.606673407482305	0	0	6.26895854398382	0	2.22446916076845	0	0.303336703741153	0	0	0	0	0	2.02224469160768	31.2436804853387	0	0	0	0.101112234580384	0	0	0	0	0.404448938321537	0	0.101112234580384	0.202224469160768	0	0	0	0	0	0	1.82002022244692	0	0.606673407482305	37.2093023255814	0	0	0	0	0	2.93225480283114	0	0	0	1.71890798786653	0	0.70778564206269	0	0	0	0	0	0	0.202224469160768	0.404448938321537	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	5	"AWI"	5	515	2097	1434	0	0	8.86899918633035	0.081366965012205	0	0	0	0	0	8.70626525630594	0	0.569568755085435	0	0	0	0	0	0	0	4.47518307567128	13.8323840520749	0	0	0	0	0	0	0.569568755085435	0	0.244100895036615	0	0	0.32546786004882	0.081366965012205	0	0	0.244100895036615	0	0	1.13913751017087	0	0.732302685109845	52.9698942229455	0	0	0	0.244100895036615	0	4.8006509357201	0	0	0	1.22050447518308	0	0.081366965012205	0	0	0	0	0	0.081366965012205	0.48820179007323	0.244100895036615	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	10	"AWI"	10	611	2199	1555	0	0.0832639467110741	7.66028309741882	0	0	0	0.166527893422148	0	0	10.9075770191507	0	0.915903413821815	0.0832639467110741	0	0	0	0	0	0	2.91423813488759	11.9900083263947	0	0	0	0	0	0	0.166527893422148	0	0.249791840133222	0	0	1.24895920066611	0	0	0	0.166527893422148	0	0	2.83097418817652	0	0.582847626977519	51.4571190674438	0	0	0	0.249791840133222	0	5.41215653621982	0	0	0	2.16486261448793	0	0	0	0	0	0.0832639467110741	0	0.0832639467110741	0.499583680266445	0.0832639467110741	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	15	"AWI"	15	789	2256	1686	0	0	10.5061349693252	0.0766871165644172	0	0	0.460122699386503	0	0	7.66871165644172	0	0.53680981595092	0	0.0766871165644172	0	0	0	0	0	3.1441717791411	14.340490797546	0	0	0	0	0	0	0.460122699386503	0	0.0766871165644172	0	0	0.53680981595092	0	0	0	0.460122699386503	0	0	2.60736196319018	0	0.613496932515337	52.3006134969325	0	0	0	0.230061349693252	0	4.06441717791411	0	0.0766871165644172	0	0.383435582822086	0.920245398773006	0	0	0	0	0.0766871165644172	0	0.153374233128834	0.230061349693252	0	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	20	"AWI"	20	938	2339	1819	0	0	9.38775510204082	0.0816326530612245	0	0	0.489795918367347	0	0	14.8571428571429	0	0.571428571428571	0	0	0	0	0	0	0	2.12244897959184	7.6734693877551	0	0	0	0	0	0	0.244897959183673	0	0	0	0	0	0	0	0	0	0	0	2.12244897959184	0	0.73469387755102	54.0408163265306	0	0	0	0.408163265306122	0	5.55102040816327	0	0	0	0.653061224489796	0	0.163265306122449	0	0	0	0	0.0816326530612245	0	0.163265306122449	0.571428571428571	0.0816326530612245
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	25	"AWI"	25	1146	2399	1929	0	0	8.75202593192869	0	0	0	0.324149108589951	0	0.243111831442464	12.1555915721232	0	0.972447325769854	0	0	0	0	0	0	0	4.05186385737439	10.6158833063209	0	0	0	0	0	0	0.486223662884927	0	0.243111831442464	0	0	0.648298217179903	0.0810372771474878	0	0	0.324149108589951	0	0	2.51215559157212	0	0.891410048622366	51.5397082658023	0	0	0	0.0810372771474878	0	4.78119935170178	0	0	0	0.648298217179903	0	0.162074554294976	0	0	0	0	0	0.162074554294976	0.0810372771474878	0.162074554294976	0.0810372771474878
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	30	"AWI"	30	1291	2485	2047	0	0	11.0504774897681	0	0	0	0.409276944065484	0	0	10.9822646657572	0	5.38881309686221	0	0	0	0	0	0	0	4.29740791268759	19.0995907230559	0	0	0	0	0	0	0.136425648021828	0	0.613915416098227	0	0	0.136425648021828	0.0682128240109141	0	0	0.136425648021828	0	0	2.38744884038199	0	0.477489768076398	34.7885402455662	0	0	0	0.272851296043656	0	7.09413369713506	0	0	0	1.77353342428377	0	0.477489768076398	0	0	0	0	0	0.136425648021828	0.0682128240109141	0.204638472032742	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	35	"AWI"	35	1671	2533	2158	0.0501756146512795	0	7.52634219769192	0.150526843953838	0	0	0.451580531861515	0	0	11.5403913697943	0	1.4550928248871	0.0501756146512795	0	0	0	0	0	0	2.65930757651781	51.881585549423	0	0	0	0	0	0	0.0501756146512795	0	0.150526843953838	0	0	0	0	0	0	0.150526843953838	0	0	0.602107375815354	0	0.301053687907677	18.3642749623683	0	0	0	0.100351229302559	0	2.75965880582037	0	0	0	1.30456598093327	0	0.150526843953838	0	0	0	0	0	0.0501756146512795	0.200702458605118	0.0501756146512795	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	40	"AWI"	40	1869	2609	2289	0	0.0711237553342817	11.4509246088193	0.142247510668563	0	0	0.213371266002845	0	0	4.76529160739687	0	0.497866287339972	0.142247510668563	0	0	0	0	0	0	3.20056899004267	35.5618776671408	0	0	0	0	0	0	0.142247510668563	0	0.142247510668563	0	0	0.213371266002845	0.0711237553342817	0	0	0.355618776671408	0	0	0.85348506401138	0	0.640113798008535	34.850640113798	0	0	0	0.213371266002845	0	4.12517780938834	0	0	0	1.49359886201991	0	0.284495021337127	0	0	0	0	0.0711237553342817	0.142247510668563	0.284495021337127	0.0711237553342817	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	45	"AWI"	45	2121	2654	2381	0.0592768227622999	0.1185536455246	9.30646117368109	0.1778304682869	0	0	0.4742145820984	0	0	3.9715471250741	0	1.5411973918198	0.0592768227622999	0	0	0	0	0	0	3.2009484291642	35.8624777711915	0	0	0	0	0	0	0	0	0.2371072910492	0	0	0.2371072910492	0.0592768227622999	0	0.0592768227622999	0	0.0592768227622999	0	2.2525192649674	0	0.948429164196799	31.4759928867813	0	0	0	0.3556609365738	0	6.34262003556609	0	0	0	2.1932424422051	0	0.3556609365738	0	0	0	0	0	0.1185536455246	0.533491404860699	0	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	49	"AWI"	49	2217	2728	2469	0	0.0628930817610063	12.7672955974843	0.0628930817610063	0	0	0.566037735849057	0	0	5.09433962264151	0	1.44654088050314	0	0	0	0	0	0	0	3.14465408805031	29.1194968553459	0	0	0	0	0	0	0.0628930817610063	0	0.0628930817610063	0	0	0.314465408805031	0	0	0	0.251572327044025	0.0628930817610063	0	1.63522012578616	0	0.628930817610063	35.1572327044025	0	0	0	0.188679245283019	0	6.41509433962264	0	0	0	2.13836477987421	0	0.314465408805031	0	0	0	0	0	0.314465408805031	0.188679245283019	0	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	55	"AWI"	55	2318	2843	2584	0	0.0699790062981106	23.5129461161651	0.209937018894332	0	0	0.349895031490553	0	0	9.79706088173548	0	0.769769069279216	0	0	0	0	0	0	0	5.10846745976207	14.3456962911127	0	0	0	0	0	0	0.209937018894332	0	0	0	0	0.139958012596221	0	0	0	1.11966410076977	0	0	1.53953813855843	0	0.629811056682995	32.9601119664101	0	0	0	0.0699790062981106	0	6.57802659202239	0	0	0	0.559832050384884	0	0.139958012596221	0	0	0	0	0	0.559832050384884	1.11966410076977	0.209937018894332	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	60	"AWI"	60	2384	2997	2668	0	0.191693290734824	13.3546325878594	0.0638977635782748	0	0	0.447284345047923	0	0	7.3482428115016	0	0	0.0638977635782748	0	0	0	0	0	0	4.21725239616613	24.5367412140575	0	0	0	0	0	0	0.191693290734824	0.0638977635782748	0.575079872204473	0	0	0.319488817891374	0.0638977635782748	0	0	1.34185303514377	0.0638977635782748	0	3.25878594249201	0.0638977635782748	0.319488817891374	34.0575079872204	0	0	0	0.255591054313099	0	6.26198083067093	0	0	0	0.575079872204473	1.40575079872204	0.0638977635782748	0	0	0	0	0	0.255591054313099	0.575079872204473	0.0638977635782748	0
14571	22845	"Zarnowiec Peat Bog"	54.72321	18.10602	65	"AWI"	65	2457	3071	2754	0.070871722182849	0	10.1346562721474	0.283486888731396	0	0	0.283486888731396	0	0	14.3869596031184	0	1.20481927710843	0	0	0	0	0	0	0	8.71722182849043	15.3791637136782	0	0	0	0	0	0	0.070871722182849	0	0.212615166548547	0	0	0.425230333097094	0.070871722182849	0	0.070871722182849	0.283486888731396	0	0	1.91353649893692	0.070871722182849	0.212615166548547	38.9085754783841	0	0	0	0.141743444365698	0	5.10276399716513	0	0	0	1.06307583274274	0	0.354358610914245	0	0	0	0	0	0.212615166548547	0.354358610914245	0.070871722182849	0
