"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15712	24112	"Na bahne"	50.198894	15.96132	1	"AWI"	1	-111	59	-34	0	0	80.9473684210526	0.578947368421053	0	0	0.157894736842105	0	0	6.42105263157895	0	0.0526315789473684	0	0	0	0	0	0	0	0.789473684210526	0	0	0	0	0	0	0.105263157894737	0	0	0	0	0	0	0	0	0.0526315789473684	1.26315789473684	7.42105263157895	0	0	0	0	1.36842105263158	0	0	0.0526315789473684	0	0.210526315789474	0	0	0	0	0.157894736842105	0	0.421052631578947	0
15712	24112	"Na bahne"	50.198894	15.96132	20	"AWI"	20	-52	313	95	0	0.230414746543779	21.4285714285714	0	0.806451612903226	0.230414746543779	0.115207373271889	0	0	5.64516129032258	0	0.921658986175115	0	0.115207373271889	0	0.115207373271889	0	0	0	0.230414746543779	16.9354838709677	0	0	0	0	0.115207373271889	0.576036866359447	0	0	0.230414746543779	0	0	0	0	0	0.345622119815668	1.72811059907834	16.4746543778802	0	22.2350230414747	0.460829493087558	0	3.91705069124424	2.30414746543779	0	0.460829493087558	3.80184331797235	0.460829493087558	0	0	0	0	0	0.115207373271889	0	0
15712	24112	"Na bahne"	50.198894	15.96132	40	"AWI"	40	24	546	235	0.302571860816944	0	54.6898638426626	0.302571860816944	1.58850226928896	0.075642965204236	0.151285930408472	0	0	3.93343419062027	0	0.226928895612708	0	1.0590015128593	0	0.075642965204236	0	0	0	1.0590015128593	1.21028744326778	0	0	0	0	0.37821482602118	2.26928895612708	0	0	0	0	0	0	0	0	0.226928895612708	2.49621785173979	18.6081694402421	0	0	0.302571860816944	0	6.73222390317701	1.43721633888048	0	0.226928895612708	2.04236006051437	0.37821482602118	0	0	0	0	0	0.075642965204236	0.151285930408472	0
15712	24112	"Na bahne"	50.198894	15.96132	60	"AWI"	60	95	666	396	0.466926070038911	0	29.3385214007782	0.311284046692607	0.778210116731518	0	0.700389105058366	0	0.0778210116731518	8.715953307393	0	0.389105058365759	0	2.17898832684825	0	0.466926070038911	0.0778210116731518	0	0	1.47859922178988	14.0856031128405	0	0	0	0	0.0778210116731518	0.155642023346304	0	0	0	0	0	0	0	0	0.389105058365759	4.43579766536965	22.8793774319066	0	0	0	0	5.29182879377432	2.33463035019455	0	0.466926070038911	3.73540856031128	0.778210116731518	0	0	0	0.0778210116731518	0.0778210116731518	0	0.233463035019455	0
15712	24112	"Na bahne"	50.198894	15.96132	80	"AWI"	80	302	754	538	1.28102481985588	0	9.76781425140112	0	0.400320256204964	0	0.480384307445957	0	0	4.72377902321858	0.480384307445957	0.240192153722978	0	2.32185748598879	0	0.480384307445957	0	0	0	0.480384307445957	37.3098478783026	0	0	0	0	0.0800640512409928	0.160128102481986	0	0	0	0.0800640512409928	0	0	0	0	0.160128102481986	6.6453162530024	25.7806244995997	0	0	0.240192153722978	0	6.56525220176141	0	0	0.160128102481986	1.1208967173739	0.880704563650921	0	0	0	0	0	0	0.160128102481986	0
15712	24112	"Na bahne"	50.198894	15.96132	100	"AWI"	100	443	859	677	0.152671755725191	0.0763358778625954	28.8549618320611	0.152671755725191	1.22137404580153	0	2.06106870229008	0	0	30.6106870229008	0	0	0.305343511450382	3.96946564885496	0	0	0	0	0	2.21374045801527	4.50381679389313	0	0	0	0	0.83969465648855	0	0	0	0	0	0	0	0	0	0.0763358778625954	0.916030534351145	16.030534351145	0	0	0	0	4.42748091603053	0.916030534351145	0	0.0763358778625954	1.90839694656489	0.534351145038168	0	0	0	0	0	0.0763358778625954	0.0763358778625954	0
15712	24112	"Na bahne"	50.198894	15.96132	120	"AWI"	120	550	933	764	2.51497005988024	0	5.38922155688623	0.958083832335329	0.239520958083832	0	3.95209580838323	0	0	6.22754491017964	0	0.359281437125749	0.119760479041916	4.19161676646707	0	0.119760479041916	0	0	0	1.19760479041916	10.7784431137725	1.55688622754491	0	0	0	2.15568862275449	0.958083832335329	0	0	0	0	0	0	0.119760479041916	0.718562874251497	0	0.958083832335329	33.8922155688623	0	0	0.119760479041916	0.479041916167665	5.1497005988024	11.2574850299401	0	2.87425149700599	0	3.35329341317365	0	0	0	0	0.119760479041916	0.239520958083832	0	0
15712	24112	"Na bahne"	50.198894	15.96132	140	"AWI"	140	606	1027	830	0.265957446808511	0	66.5558510638298	0.132978723404255	0.731382978723404	0	1.79521276595745	0	0	8.24468085106383	0.0664893617021277	0	0.265957446808511	1.13031914893617	0	0.199468085106383	0.0664893617021277	0	0	1.59574468085106	0.664893617021277	0	0.0664893617021277	0	0	1.46276595744681	0	0.0664893617021277	0	0	0	0	0	0	0	0.398936170212766	0.465425531914894	7.77925531914894	0	0	0	0	1.52925531914894	0	0	0	2.79255319148936	1.26329787234043	0	0	0	0	0.731382978723404	0.664893617021277	1.06382978723404	0
15712	24112	"Na bahne"	50.198894	15.96132	160	"AWI"	160	646	1113	887	2.91363163371488	0.312174817898023	14.2559833506764	0.832466181061394	0.416233090530697	0	2.18522372528616	0	0	17.1696149843913	0	0	0	1.45681581685744	0	0	0.104058272632674	0	0	1.66493236212279	0.72840790842872	4.89073881373569	0	0	0	8.01248699271592	0	0	0	0	0	0	0	0	0	4.16233090530697	2.80957336108221	29.5525494276795	0	0	0	0.104058272632674	3.01768990634755	0	0	0	0	1.04058272632674	0	0	0	0	2.18522372528616	2.08116545265349	0.104058272632674	0
15712	24112	"Na bahne"	50.198894	15.96132	180	"AWI"	180	705	1170	946	1.23552123552124	0	29.8841698841699	0	0	0	1.31274131274131	0	0	16.8339768339768	0.154440154440154	0	0.154440154440154	1.62162162162162	0	0.0772200772200772	0	0	0	1.62162162162162	0.540540540540541	0	0	0	0	3.93822393822394	0.231660231660232	0.0772200772200772	0	0	0	0	0	0	0	2.93436293436293	1.85328185328185	29.3436293436293	0	0	0	0	3.86100386100386	0.694980694980695	0	0	0	1.31274131274131	0	0	0	0	0.617760617760618	1.46718146718147	0.231660231660232	0
