"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Ilex"	"Juglans"	"Lamiaceae"	"Linaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3110	4047	"Mobeche Forest"	48.51667	-1	12	"AWI"	12	-46	214	53	0	1.57894736842105	0	1.57894736842105	3.68421052631579	0	0	1.05263157894737	1.57894736842105	0	7.36842105263158	1.57894736842105	18.9473684210526	0	0	4.73684210526316	0	0	0	0	0	0.526315789473684	0.526315789473684	0	13.1578947368421	3.68421052631579	25.7894736842105	0	14.2105263157895	0	0	0	0	0	0	0	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	15	"AWI"	15	-35	247	71	0	1.2448132780083	0.829875518672199	2.4896265560166	2.9045643153527	0	0	0	1.6597510373444	0	3.3195020746888	1.2448132780083	27.3858921161826	0	0	4.149377593361	0	0	0	0	0	0.4149377593361	0	0	4.9792531120332	0.4149377593361	29.045643153527	0	19.0871369294606	0	0	0	0	0	0	0	0	0.829875518672199	0
3110	4047	"Mobeche Forest"	48.51667	-1	17	"AWI"	17	-23	258	84	0	2.29357798165138	0.458715596330275	0.917431192660551	6.42201834862385	0.458715596330275	0	0.458715596330275	0.458715596330275	0	2.29357798165138	0.458715596330275	24.3119266055046	0	0.458715596330275	2.29357798165138	0.917431192660551	0	0	0	0	0	0	0	6.88073394495413	1.8348623853211	26.605504587156	0	21.5596330275229	0	0	0	0.458715596330275	0.458715596330275	0	0	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	20	"AWI"	20	-11	277	105	0	0	1.21457489878543	0.809716599190283	7.28744939271255	0.404858299595142	0	0	0	0	2.83400809716599	2.02429149797571	31.5789473684211	0	1.21457489878543	4.45344129554656	1.21457489878543	0	0	0.404858299595142	0.404858299595142	0	0	0	4.04858299595142	0	20.6477732793522	0.404858299595142	20.2429149797571	0	0	0	0.404858299595142	0.404858299595142	0	0	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	22	"AWI"	22	-5	292	118	0.378787878787879	0.757575757575758	0.378787878787879	0.757575757575758	3.78787878787879	1.13636363636364	0	0.378787878787879	1.13636363636364	0	4.54545454545455	0.378787878787879	21.969696969697	0	0.757575757575758	4.54545454545455	0.378787878787879	0	0	0	0.378787878787879	0	0	0	3.78787878787879	0.757575757575758	24.6212121212121	0	27.2727272727273	0	0	0	0.757575757575758	0.378787878787879	0.378787878787879	0.378787878787879	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	25	"AWI"	25	3	319	138	1.2448132780083	0	0.4149377593361	0	3.7344398340249	0.4149377593361	0	0	0.4149377593361	0	4.9792531120332	1.2448132780083	12.8630705394191	0	0	3.3195020746888	0.829875518672199	0	0	0	0	0	0	0	1.6597510373444	0	28.6307053941909	0	39.4190871369295	0	0	0	0.4149377593361	0	0	0.4149377593361	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	27	"AWI"	27	7	340	150	0	1.60427807486631	2.13903743315508	1.60427807486631	3.20855614973262	0	0	0	1.06951871657754	0.53475935828877	5.88235294117647	2.13903743315508	7.48663101604278	0	0.53475935828877	2.67379679144385	0	0	0.53475935828877	0	0	0	0	0	2.13903743315508	4.81283422459893	34.2245989304813	0	28.8770053475936	0	0	0	0	0	0	0.53475935828877	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	30	"AWI"	30	25	357	169	0	2.06896551724138	0	1.37931034482759	2.06896551724138	1.37931034482759	0	0	2.75862068965517	0	6.20689655172414	0	9.6551724137931	0	0	1.37931034482759	0.689655172413793	0	0	0	0	0	0	0	0.689655172413793	2.75862068965517	40	0	26.8965517241379	0	0	0	0.689655172413793	0	0	1.37931034482759	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	32	"AWI"	32	37	366	183	0	7.63888888888889	0	0	2.08333333333333	0	0	0	1.38888888888889	0	2.08333333333333	0.694444444444444	7.63888888888889	0	0	3.47222222222222	0	0	0	0	0	0	0	0	1.38888888888889	3.47222222222222	37.5	0	31.9444444444444	0	0	0	0	0	0	0.694444444444444	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	35	"AWI"	35	50	380	202	0	1.59574468085106	1.59574468085106	2.12765957446809	0.531914893617021	0	0	1.06382978723404	0	0	1.59574468085106	1.06382978723404	34.0425531914894	0	0	2.65957446808511	0	0	0	0	0	0	0	0	1.06382978723404	1.59574468085106	27.1276595744681	0	22.8723404255319	0	0	0	0	0	0	0.531914893617021	0.531914893617021	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	37	"AWI"	37	58	394	216	0	2.34375	0.78125	2.34375	0	0	0	0	0	0	5.46875	0	57.8125	0	0	0.78125	0	0	0	0	0	0	0	0	0	1.5625	0	0.78125	26.5625	0	0	0	1.5625	0	0	0	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	40	"AWI"	40	68	415	235	0	1.14285714285714	1.14285714285714	0	0	0	0	0	0	0	2.85714285714286	1.71428571428571	68	0	0	2.28571428571429	0	0	0	0	0	0	0	0	0	0.571428571428571	10.8571428571429	0	10.8571428571429	0	0	0	0	0.571428571428571	0	0	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	41	"AWI"	41	70	423	242	0	1.3986013986014	0.699300699300699	0	0	0	0	0	0.699300699300699	0	4.1958041958042	1.3986013986014	58.7412587412587	0	0	1.3986013986014	0	0	0	0	0	0	0	0	0.699300699300699	0.699300699300699	19.5804195804196	0	9.79020979020979	0	0	0	0	0.699300699300699	0	0	0	0	0
3110	4047	"Mobeche Forest"	48.51667	-1	42	"AWI"	42	77	429	249	0	17.2932330827068	0	0.75187969924812	1.50375939849624	0	0	0	0	0	0.75187969924812	0.75187969924812	35.3383458646617	0	0	0.75187969924812	0	0	0	0	0	0	0	0	0	0.75187969924812	29.3233082706767	0.75187969924812	10.5263157894737	0	0	0	0	0	0	0	0	0.75187969924812	0.75187969924812
3110	4047	"Mobeche Forest"	48.51667	-1	45	"AWI"	45	103	442	268	0	15.7894736842105	0	2.33918128654971	0.584795321637427	0	0	0	0	0	0.584795321637427	1.16959064327485	19.8830409356725	0	0	2.33918128654971	0	0	0	0	0	0	0	0	1.75438596491228	1.16959064327485	27.4853801169591	0.584795321637427	24.5614035087719	0	0	0	0	0	0.584795321637427	0	0	1.16959064327485	0
