"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	9	"AWI"	9	1576	2881	2182	0.53475935828877	0	4.81283422459893	8.55614973262032	0.53475935828877	0	0	0	0.53475935828877	21.3903743315508	0	0	2.13903743315508	21.9251336898396	0	0	0.53475935828877	0	0	0	0	0	0	0	1.06951871657754	6.95187165775401	0	20.855614973262	0	6.95187165775401	0	0	0	0	0.53475935828877	0	0	0	0	0.53475935828877	2.13903743315508	0
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	28	"AWI"	28	1939	3203	2638	0	0	10.3260869565217	9.23913043478261	0.543478260869565	0	0	0	0.543478260869565	0.543478260869565	0	0.543478260869565	7.60869565217391	10.8695652173913	0	0	0	0	0	0	0	0	0	0	0	3.80434782608696	0	43.4782608695652	0	2.17391304347826	9.78260869565217	0	0	0	0	0	0	0	0	0	0.543478260869565	0
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	36	"AWI"	36	2144	3376	2829	0	0	13.3333333333333	3.50877192982456	0.701754385964912	0	0.701754385964912	0	0	2.45614035087719	0	0	4.56140350877193	16.140350877193	0	0	0	0	0.350877192982456	0	0	0	0	0.701754385964912	0	7.01754385964912	1.05263157894737	29.4736842105263	0	18.2456140350877	0	0	0	0	0.350877192982456	0	0.350877192982456	0	0	0	0.701754385964912	0.350877192982456
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	46	"AWI"	46	2341	3568	3079	0	0	24.9122807017544	0.701754385964912	1.05263157894737	0.350877192982456	0	0	0.701754385964912	0.350877192982456	0	0	3.50877192982456	33.3333333333333	0	0	0.350877192982456	0	0	0	0	0	0	0	0	1.05263157894737	0	22.4561403508772	0	8.7719298245614	0	0	0	0	2.10526315789474	0	0	0	0	0.350877192982456	0	0
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	54	"AWI"	54	2654	3645	3267	0	0.343642611683849	20.6185567010309	3.43642611683849	0	0	0.343642611683849	0	0.343642611683849	1.03092783505155	0.343642611683849	0	4.12371134020619	19.5876288659794	0	0	1.03092783505155	0	0	0	0	0	0	0	0	0	0	26.4604810996564	0.343642611683849	19.2439862542955	0	0	0	0	2.06185567010309	0	0	0	0	0	0.343642611683849	0.343642611683849
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	63	"AWI"	63	2884	3791	3488	0	0	34.8432055749129	0.696864111498258	1.04529616724739	0.696864111498258	0.348432055749129	0	0	0	0	0	4.8780487804878	16.7247386759582	0	0	0	0	0	0.348432055749129	0.696864111498258	0	0.348432055749129	0	0	0	3.13588850174216	19.1637630662021	0	10.801393728223	0.348432055749129	0	1.04529616724739	0	2.78745644599303	0	0	0.696864111498258	0	0	0.348432055749129	1.04529616724739
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	71	"AWI"	71	3413	3856	3660	0	0	21.7081850533808	0.711743772241993	0	0	1.06761565836299	0	0.355871886120996	0.711743772241993	0	0	7.82918149466192	7.11743772241993	0	0	1.42348754448399	0	0	0	0.355871886120996	0	0	0	0	0	3.20284697508897	27.0462633451957	0	18.1494661921708	1.06761565836299	0	0.711743772241993	0	1.06761565836299	0	0	0	0	0	5.69395017793594	1.77935943060498
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	80	"AWI"	80	3698	4070	3880	0	0	33.6538461538462	0	0	0.961538461538462	0	0	0	0	0	0	6.25	2.40384615384615	0	0	0	0.480769230769231	0	0	0	0	0	0	0	1.44230769230769	0	0	0	38.4615384615385	0	0	0	0	4.80769230769231	0	0	0	4.32692307692308	0	7.21153846153846	0
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	88	"AWI"	88	3783	4442	4073	0	0	41.6382252559727	1.70648464163823	0.341296928327645	1.02389078498294	0	0	0	0	0	0	7.50853242320819	2.73037542662116	0	0	0.341296928327645	0	0	0	0	0	0	0	0	0.341296928327645	0	0	0	31.3993174061433	0	0	0	0	0	0	0	0	5.80204778156997	0	6.14334470989761	1.02389078498294
23818	41276	"Woolwich Trade Park"	51.49167	0.08556	97	"AWI"	97	3908	4762	4285	0	0	42.258064516129	0.32258064516129	0	0.32258064516129	0	0	1.61290322580645	0	0	0	13.8709677419355	5.80645161290323	0	0	0.645161290322581	0	0	0	0	0	0	0	0	0.645161290322581	0	0	0	19.3548387096774	0	0	0	0	1.61290322580645	0	0	0	6.45161290322581	0	6.12903225806452	0.967741935483871
