"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Melanthiaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	10	"AWI"	10	2920	5438	4632	1.41129032258065	0	3.83064516129032	0	0	0	0.806451612903226	0	0	0	1.00806451612903	0	0	0	0	0.604838709677419	40.1209677419355	0	0	0	0	0.201612903225806	0	0	0	0	0	1.00806451612903	0.604838709677419	0	21.1693548387097	25.4032258064516	0	0	0	0	0.201612903225806	1.61290322580645	0	0.201612903225806	0	0	1.20967741935484	0	0	0.201612903225806	0	0	0.403225806451613
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	20	"AWI"	20	3565	5495	4784	3.66795366795367	0.193050193050193	2.8957528957529	0.193050193050193	0	0	0.965250965250965	0	0.579150579150579	0.386100386100386	1.15830115830116	0	0	0	0	0.386100386100386	36.2934362934363	0	0	0	0	0.193050193050193	0	0	0	0	0.386100386100386	0.579150579150579	0.386100386100386	0	18.3397683397683	30.3088803088803	0	0	0.193050193050193	0.193050193050193	0.193050193050193	0.772200772200772	0	0	0	0.193050193050193	0.579150579150579	0.193050193050193	0	0.193050193050193	0	0	0.579150579150579
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	30	"AWI"	30	4111	5575	4948	4.27661510464058	0.0909918107370337	0	0	0	0	1.00090991810737	0	0.545950864422202	0.0909918107370337	0.454959053685168	0.181983621474067	0	0	0	0.181983621474067	38.3985441310282	0	0	0	0	0.181983621474067	0	0	0	0	0	0.272975432211101	0.636942675159236	0	8.46223839854413	42.2202001819836	0	0	0	0	0.545950864422202	1.72884440400364	0	0.0909918107370337	0	0	0.272975432211101	0.0909918107370337	0	0.0909918107370337	0	0.0909918107370337	0.0909918107370337
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	40	"AWI"	40	4470	5694	5135	4.90196078431373	0.122549019607843	2.08333333333333	0.122549019607843	0.122549019607843	0	0.857843137254902	0	0.245098039215686	0	0.980392156862745	0	0	0	0	0	33.4558823529412	0	0	0	0	0	0	0	0	0	0	0.122549019607843	0.612745098039216	0	10.0490196078431	44.3627450980392	0	0	0	0	0.245098039215686	0.735294117647059	0	0	0	0	0.490196078431373	0.245098039215686	0	0.245098039215686	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	50	"AWI"	50	4801	5786	5317	1.95852534562212	0	0	0	0.115207373271889	0	0.230414746543779	0	0.691244239631336	0	0.460829493087558	0	0	0	0	0.806451612903226	59.6774193548387	0	0	0	0	0	0	0	0	0	0	0	0.230414746543779	0	1.036866359447	33.1797235023041	0	0	0	0	0.460829493087558	0.230414746543779	0	0	0	0	0.115207373271889	0.115207373271889	0	0	0	0.691244239631336	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	60	"AWI"	60	5130	5855	5494	1.88356164383562	0	0	0	0	0	0.171232876712329	0	1.1986301369863	0	0.513698630136986	0	0	0	0	0.171232876712329	59.9315068493151	0	0	0	0	0	0	0	0	0	0	0	0.342465753424658	0	2.56849315068493	32.3630136986301	0	0	0	0	0.171232876712329	0	0	0	0	0	0	0.513698630136986	0	0	0	0.171232876712329	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	70	"AWI"	70	5409	5960	5679	1.87074829931973	0	0	0.170068027210884	0	0	0.850340136054422	0	0.680272108843537	0	0	0	0	0	0	0.170068027210884	63.0952380952381	0	0	0	0	0	0	0	0	0	0	0	0.170068027210884	0	2.2108843537415	30.1020408163265	0	0	0	0	0	0.170068027210884	0	0	0	0	0.340136054421769	0	0	0.170068027210884	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	80	"AWI"	80	5563	6144	5867	1.52542372881356	0	0.508474576271186	0	0	0	0.169491525423729	0	1.01694915254237	0	0	0	0	0	0	0.847457627118644	64.4915254237288	0	0	0	0	0	0	0	0	0.0847457627118644	0	0	0.593220338983051	0	0.508474576271186	29.0677966101695	0	0	0	0	0.0847457627118644	0.254237288135593	0	0	0	0	0	0	0	0	0	0.847457627118644	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	90	"AWI"	90	5792	6360	6085	0.88809946714032	0.088809946714032	0	0	0	0	0	0	0.44404973357016	0	0.177619893428064	0	0	0	0	0.44404973357016	77.5310834813499	0	0	0	0	0	0	0	0	0	0	0.088809946714032	0.177619893428064	0	1.59857904085258	17.5843694493783	0	0	0.088809946714032	0	0.177619893428064	0.177619893428064	0	0.088809946714032	0	0.088809946714032	0	0.088809946714032	0	0.177619893428064	0	0.088809946714032	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	100	"AWI"	100	5979	6654	6339	0.62015503875969	0	0	0	0	0	0.155038759689922	0	1.3953488372093	0	0	0	0	0	0	0.775193798449612	40.3100775193798	0	0	0	0	0	0	0.155038759689922	0	0.155038759689922	0	0.465116279069767	0.155038759689922	0	0.62015503875969	52.2480620155039	0	0	0	0	0.62015503875969	0.775193798449612	0	0	0	0	0.310077519379845	0.310077519379845	0	0	0	0.930232558139535	0
