"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3279	4259	"Mayralampi"	62.34206	26.23393	820	"AWI"	820	-126	75	-52	0	0	69	0	0	1	0	230	0	0	0	0	0	10	0	0	0	0	7	0	14	1	0	0	1	0	95	594	0	120	5	0	0	0	0	21	1	0	0	1
3279	4259	"Mayralampi"	62.34206	26.23393	822.5	"AWI"	822.5	-58.5	273.5	106.5	0	0	129	0	0	3	2	366	1	4	0	0	1	21	0	0	0	0	8	0	43	0	0	0	0	0	40	454	0	120	6	1	0	11	0	49	0	0	0	3
3279	4259	"Mayralampi"	62.34206	26.23393	825	"AWI"	825	-32	566	257	0	0	151	1	1	2	2	433	4	0	0	0	3	14	0	0	19	0	12	0	25	0	0	0	0	0	20	367	0	0	10	3	0	0	0	18	4	0	1	1
3279	4259	"Mayralampi"	62.34206	26.23393	827.5	"AWI"	827.5	218	602.5	417	0	0	142	1	0	4	0	437	0	0	0	0	1	13	0	0	0	0	17	0	21	0	0	0	0	0	25	370	0	0	16	1	0	0	0	10	0	0	1	5
3279	4259	"Mayralampi"	62.34206	26.23393	830	"AWI"	830	344	683	581	0	0	68	2	0	5	0	435	0	0	0	0	4	8	0	0	0	0	4	0	29	0	0	0	0	0	55	424	0	0	13	2	0	0	1	8	0	0	2	2
3279	4259	"Mayralampi"	62.34206	26.23393	832.5	"AWI"	832.5	450.5	955	693	0	0	72	1	0	1	0	430	1	0	0	0	2	9	0	0	1	1	5	0	25	0	0	0	0	0	62	404	0	0	22	0	0	0	1	3	0	0	3	3
3279	4259	"Mayralampi"	62.34206	26.23393	835	"AWI"	835	517	1297	796	0	0	73	0	0	4	0	471	0	0	0	0	5	14	0	0	0	0	10	0	32	0	0	0	0	3	79	384	0	0	30	8	0	0	0	4	3	0	4	2
3279	4259	"Mayralampi"	62.34206	26.23393	837.5	"AWI"	837.5	603.5	1411	936.5	0	0	60	0	0	2	0	402	0	0	0	0	3	10	0	0	0	1	6	0	32	0	0	0	0	0	78	427	0	0	17	7	0	0	0	1	2	0	1	4
3279	4259	"Mayralampi"	62.34206	26.23393	840	"AWI"	840	653	1613	1057	0	0	40	0	1	3	0	389	0	0	0	0	4	7	0	0	0	1	8	0	14	0	0	0	0	3	85	432	0	0	33	5	0	0	0	1	5	0	1	0
3279	4259	"Mayralampi"	62.34206	26.23393	842.5	"AWI"	842.5	775.5	1708	1199	0	0	30	0	0	2	0	526	0	0	0	0	0	5	0	0	1	0	4	0	25	0	0	0	0	0	25	378	0	0	28	5	0	0	0	1	0	0	1	2
3279	4259	"Mayralampi"	62.34206	26.23393	845	"AWI"	845	841	1863	1336	0	0	43	1	0	2	0	468	0	0	0	0	2	8	0	0	0	1	2	0	21	0	1	0	0	0	68	389	4	0	24	2	0	0	0	1	0	0	2	1
3279	4259	"Mayralampi"	62.34206	26.23393	847.5	"AWI"	847.5	987	1931	1470.5	0	0	78	0	3	2	0	402	0	0	0	0	2	11	0	0	0	1	14	0	27	0	0	0	0	4	67	362	0	0	50	16	0	0	3	0	0	0	5	0
3279	4259	"Mayralampi"	62.34206	26.23393	850	"AWI"	850	1077	2058	1605	0	0	125	3	0	2	0	346	0	0	0	0	7	4	0	0	0	1	10	0	12	0	0	0	0	2	90	394	0	0	17	9	0	0	0	0	0	0	6	0
3279	4259	"Mayralampi"	62.34206	26.23393	852.5	"AWI"	852.5	1272	2118.5	1736.5	0	0	91	1	0	2	0	354	1	0	0	0	9	7	0	0	0	1	5	0	13	0	0	0	0	0	81	405	0	0	54	8	0	0	0	1	0	1	3	2
3279	4259	"Mayralampi"	62.34206	26.23393	855	"AWI"	855	1382	2224	1873	0	0	114	0	0	5	0	446	0	0	0	0	4	8	0	0	0	0	12	0	19	0	0	0	0	0	66	319	0	0	25	10	0	0	0	1	1	0	4	0
3279	4259	"Mayralampi"	62.34206	26.23393	857.5	"AWI"	857.5	1666	2264	1985	0	0	96	2	0	3	0	389	2	0	0	0	5	14	0	0	1	2	8	0	16	0	0	0	0	1	86	375	0	0	24	11	0	0	0	1	0	1	3	3
3279	4259	"Mayralampi"	62.34206	26.23393	860	"AWI"	860	1844	2328	2107	0	0	65	0	0	0	0	482	0	0	0	0	2	5	0	0	0	1	6	0	16	0	0	0	0	0	57	373	0	0	7	6	0	0	0	1	1	0	2	1
3279	4259	"Mayralampi"	62.34206	26.23393	862.5	"AWI"	862.5	1941	2549.5	2222.5	0	0	118	2	0	0	0	484	2	0	0	1	11	9	0	0	0	0	3	0	32	0	0	0	0	3	56	317	0	0	24	3	0	0	0	0	1	1	7	0
3279	4259	"Mayralampi"	62.34206	26.23393	865	"AWI"	865	1987	2851	2326	0	0	80	0	0	2	0	433	0	0	0	0	5	7	0	0	0	0	1	0	21	0	0	0	0	2	95	360	0	0	16	5	0	0	1	0	0	0	3	0
3279	4259	"Mayralampi"	62.34206	26.23393	867.5	"AWI"	867.5	2076	2992	2444	0	0	72	2	0	1	0	443	0	0	0	0	3	5	0	0	0	0	3	0	10	0	0	0	0	0	70	384	0	0	17	5	0	0	0	1	0	0	3	0
3279	4259	"Mayralampi"	62.34206	26.23393	870	"AWI"	870	2128	3195	2554	0	0	69	1	0	1	0	477	0	0	0	1	7	5	0	0	0	0	3	0	15	0	0	0	0	1	74	342	0	0	15	5	0	0	0	0	1	2	4	0
3279	4259	"Mayralampi"	62.34206	26.23393	872.5	"AWI"	872.5	2213.5	3320.5	2674	0	0	97	0	1	0	0	492	0	0	0	0	8	8	0	0	1	3	3	0	22	0	0	0	0	2	31	356	0	0	14	5	0	0	0	0	0	0	6	1
3279	4259	"Mayralampi"	62.34206	26.23393	875	"AWI"	875	2273	3490	2789	0	0	54	0	0	3	0	481	1	0	0	0	5	9	0	0	0	0	4	0	36	0	0	0	0	0	66	376	0	0	11	11	0	0	0	1	0	2	3	1
