"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Grossulariaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14475	22674	"Lake Mikolajki"	53.77171	21.60414	290	"AWI"	290	7606	9898	8950	0	0.584795321637427	0	0	0	2.92397660818713	0	0	0	4.09356725146199	0	0	0	42.6900584795322	18.1286549707602	0	0	0	0	0.584795321637427	0	0.584795321637427	0	0	0	0	0	0	0	0	7.01754385964912	0	2.33918128654971	0	0	0	0	0	0	0	0	0	0	0.584795321637427	20.4678362573099	0
14475	22674	"Lake Mikolajki"	53.77171	21.60414	300	"AWI"	300	7893	10044	9176	0	0	0	0	0	5.92592592592593	0	0	0	0.740740740740741	0	0	0	31.1111111111111	10.3703703703704	0	0	0	0	2.22222222222222	0	0	0	0	0.740740740740741	0	0	0	0	0	5.92592592592593	0	1.48148148148148	0	0	0	0.740740740740741	0	0	0	0.740740740740741	0.740740740740741	0	0	39.2592592592593	0
14475	22674	"Lake Mikolajki"	53.77171	21.60414	340	"AWI"	340	9224	10674	10086	0	0	0.613496932515337	0	0	2.04498977505112	0	73.2106339468303	0	0.81799591002045	0	0	0	7.15746421267894	3.2719836400818	0	0	0	0	0	0	0	0	0	0	0.613496932515337	0	0	0	0	5.31697341513292	0	0	0	0	0	0	0	0	0	0	0	0	0	6.95296523517382	0
14475	22674	"Lake Mikolajki"	53.77171	21.60414	365	"AWI"	365	10227	11001	10600	0	0	0.480769230769231	0	0	0	0	87.9807692307692	0	0.961538461538462	0	0	0	0.961538461538462	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40384615384615	0	0	0	0	0	0.480769230769231	0	0	0	0	0	0	0	0.480769230769231	0
14475	22674	"Lake Mikolajki"	53.77171	21.60414	385	"AWI"	385	10621	11365	11017	0	0	3.57142857142857	0	0	0	0	0	0	0	0	0	0	0	96.4285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14475	22674	"Lake Mikolajki"	53.77171	21.60414	400	"AWI"	400	10893	11909	11384	0	0	1.12359550561798	0	0	2.24719101123596	0	78.6516853932584	1.12359550561798	0	0	0	0	0	11.2359550561798	0	0	0	0	1.12359550561798	0	0	0	0	0	0	0	0	0	0	1.12359550561798	0	0	0	0	0	0	0	0	0	0	0	0	0	2.24719101123596	1.12359550561798
14475	22674	"Lake Mikolajki"	53.77171	21.60414	420	"AWI"	420	11394	12357	11891	0	0	3.33333333333333	0	0	3.33333333333333	0	0	0	0	0	0	0	0	80	0	0	0	0	0	3.33333333333333	3.33333333333333	0	0	0	3.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0
14475	22674	"Lake Mikolajki"	53.77171	21.60414	430	"AWI"	430	11746	12529	12157	0	0	1.94647201946472	0	0	6.32603406326034	0	26.0340632603406	0	0	0	0	0	0	47.2019464720195	0	0.121654501216545	0	0	0	0	17.3965936739659	0	0.121654501216545	0	0.48661800486618	0	0	0	0	0	0	0	0	0	0	0.24330900243309	0	0	0	0	0	0.121654501216545	0	0	0
14475	22674	"Lake Mikolajki"	53.77171	21.60414	435	"AWI"	435	11931	12591	12305	0	0	2.96296296296296	0	0	11.1111111111111	0	19.3827160493827	0	0	0	0	0	0	33.5802469135802	0	0.123456790123457	0	0	0	0	31.7283950617284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123456790123457	0.987654320987654	0	0	0
14475	22674	"Lake Mikolajki"	53.77171	21.60414	440	"AWI"	440	12029	12711	12462	0	0	3.77358490566038	0.290275761973875	0	11.4658925979681	0	30.188679245283	0	0	0	0	0	0	25.8345428156749	0	0	0	0	0	0	21.6255442670537	0	0.145137880986938	0	0.145137880986938	0	0	0	0	0.435413642960813	0	0	0	0	0	0.290275761973875	0	5.22496371552975	0.290275761973875	0	0	0.290275761973875	0	0	0
