"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	10	"AWI"	10	-55	-9	-28	11.8518518518519	0	0	0	0	0	0	0	0	0	2.22222222222222	0	0	0	0	0	0	0	12.5925925925926	72.5925925925926	0	0	0.740740740740741	0	0	0	0	0	0	0
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	20	"AWI"	20	7	81	34	9.35251798561151	1.43884892086331	0	1.43884892086331	0	34.5323741007194	0	0	0	0	5.75539568345324	0	0	0	0	0	0	0.719424460431655	5.75539568345324	36.6906474820144	2.87769784172662	0	0	0	0	1.43884892086331	0	0	0	0
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	30	"AWI"	30	50	204	122	6.66666666666667	0	0	2.5	0	40.8333333333333	0	0	0	0	18.3333333333333	0	0	0	0	0	0	0	5.83333333333333	25.8333333333333	0	0	0	0	0	0	0	0	0	0
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	40	"AWI"	40	102	348	207	6.06060606060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.1515151515152	78.7878787878788	0	0	0	0	0	0	0	0	0	0
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	50	"AWI"	50	182	457	307	13.6363636363636	0	0.505050505050505	0.505050505050505	0	0	0	0.505050505050505	0	0.505050505050505	25.7575757575758	0	0	1.01010101010101	0	0	0	0	5.05050505050505	41.4141414141414	8.08080808080808	0	0	1.01010101010101	0	1.01010101010101	1.01010101010101	0	0	0
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	60	"AWI"	60	261	546	432	4.76190476190476	0	0	0	0	5.19480519480519	0	0	0	0	1.94805194805195	0	0	0	0	0	0	0.216450216450216	7.57575757575758	79.8701298701299	0	0	0.216450216450216	0	0	0	0.216450216450216	0	0	0
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	80	"AWI"	80	457	622	551	2.56410256410256	0	0	0.32051282051282	0	5.76923076923077	0	0	0	0	0.641025641025641	0	0	0	0	0	0	0	10.8974358974359	79.4871794871795	0	0	0	0	0	0	0.32051282051282	0	0	0
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	90	"AWI"	90	523	651	596	7.02875399361022	0	0	0	0	15.9744408945687	0	0	0	0.638977635782748	0.638977635782748	0	0	6.70926517571885	0	0	0	0	9.90415335463259	58.14696485623	0	0	0	0	0	0.319488817891374	0	0	0.319488817891374	0.319488817891374
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	110	"AWI"	110	610	839	709	9.90990990990991	0	0	0	0	18.9189189189189	0	0	0	0	1.8018018018018	0	0	0	0	0	0	0	12.6126126126126	56.7567567567568	0	0	0	0	0	0	0	0	0	0
26566	46457	"Nizhneosinovskoye peat bog"	60.68702	29.14831	120	"AWI"	120	663	928	773	24.3589743589744	0	0	0	0	0	0	0	0	0	7.69230769230769	0	0	0	0	0	0	0	10.8974358974359	53.8461538461538	0	0	0	0.641025641025641	0	0	0.641025641025641	0	1.28205128205128	0.641025641025641
