"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acacia"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3174	24084	"Švarcenberk"	49.143988	14.703396	130	"AWI"	130	4702	5632	5256	15.3512575888985	0	0	0	0.173460537727667	0	0	0.954032957502168	0	0	0	0.0867302688638335	0	0.173460537727667	0	0	0	3.98959236773634	1.64787510841284	0	0	0	0	0	4.16305290546401	0	0.2601908065915	0	0	0	0	0	0	0	0	0	0	21.856027753686	33.5646140503036	0	8.93321769297485	0	0	0	0	0	5.20381613183001	0	0	0	0	0.173460537727667	0.173460537727667	0	0.346921075455334	0	0	1.21422376409367	1.64787510841284	0.0867302688638335	0
3174	24084	"Švarcenberk"	49.143988	14.703396	150	"AWI"	150	5041	5736	5409	19.4760820045558	0	0.341685649202733	0	0.113895216400911	0	0	0.227790432801822	0	0	0	0	0	0	0	0	0	6.71981776765376	9.33940774487472	0	0	0	0	0	16.628701594533	0	0.455580865603645	0	0	0	0	0	0	0	0	0	0	27.2209567198178	8.65603644646925	0	0	0	0	0	0.227790432801822	0	5.01138952164009	0	0	0	0	0.569476082004556	0	0	0	0	0.113895216400911	1.48063781321185	3.41685649202733	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	156	"AWI"	156	5085	5795	5458	12.0242214532872	0	0.173010380622837	0	0.173010380622837	0	0	0.0865051903114187	0	0	0	0	0	0.0865051903114187	0	0	0	3.46020761245675	9.08304498269896	0	0	0	0	0	17.0415224913495	0.173010380622837	0.0865051903114187	0	0	0	0	0	0	0	0	0	0	33.8235294117647	10.8996539792388	0	0	0	0	0.519031141868512	0	0	7.17993079584775	0	0	0	0	0	0	0	0	0	0.0865051903114187	1.98961937716263	3.11418685121107	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	162	"AWI"	162	5141	5856	5514	9.33734939759036	0	0.301204819277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21285140562249	8.53413654618474	0	0	0	0	0	16.1646586345382	0.200803212851406	0.602409638554217	0	0	0	0	0.100401606425703	0	0	0	0	0	37.3493975903614	11.3453815261044	0	0	0	0	0.502008032128514	0	0	7.63052208835341	0	0	0	0	0	0	0	0	0	0	2.71084337349398	1.80722891566265	0	0.200803212851406
3174	24084	"Švarcenberk"	49.143988	14.703396	168	"AWI"	168	5193	5933	5577	4.17710944026734	0	0.50125313283208	0	0	0	0	0.0835421888053467	0	0	0	0	0	0	0	0	0	4.51127819548872	1.92147034252297	0	0	0	0	0	13.2832080200501	0.167084377610693	1.67084377610693	0	0	0	0	0	0	0	0	0	0	50.9607351712615	10.1921470342523	0	0	0	0	1.33667502088555	0.0835421888053467	0	7.76942355889724	0	0	0	0	0	0	0	0	0	0	1.75438596491228	1.58730158730159	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	176	"AWI"	176	5244	6070	5654	5.08010941774131	0	0.0390777647518562	0	0	0	0	0.0390777647518562	0	0	0	0	0	0	0	0	0	3.98593200468933	0.898788589292692	0	0	0	0	0	5.62719812426729	0.0781555295037124	1.05509964830012	0	0	0	0	0	0	0	0	0	0	66.9011332551778	6.91676436107855	0	0	0	0	0.0781555295037124	0.0781555295037124	0	6.91676436107855	0	0	0	0	0	0	0	0	0	0.0781555295037124	0.937866354044549	1.28956623681125	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	182	"AWI"	182	5277	6211	5711	1.98525241066364	0	0.283607487237663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52921157118548	2.49574588769144	0	0	0	0	0	5.95575723199092	0.170164492342598	0.170164492342598	0	0	0	0.170164492342598	0	0	0	0	0	0	55.4169030062394	7.71412365286444	0	0	0	0	0.397050482132728	0.113442994895065	0	9.30232558139535	0	0	0	0	0.170164492342598	0	0	0	0	0	3.74361883153715	2.38230289279637	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	188	"AWI"	188	5306	6356	5763	2.26781857451404	0	0.431965442764579	0	0	0	0	0.431965442764579	0	0	0	0	0	0	0	0	0	12.2030237580994	2.69978401727862	0	0	0	0.107991360691145	0	5.39956803455724	0.431965442764579	1.83585313174946	0.107991360691145	0	0	0.215982721382289	0	0	0	0	0	0	42.2246220302376	9.1792656587473	0	0	0	0	0.323974082073434	0.107991360691145	0	10.7991360691145	0	0	0	0	0.215982721382289	0	0	0	0.215982721382289	0	5.72354211663067	4.75161987041037	0	0.323974082073434
3174	24084	"Švarcenberk"	49.143988	14.703396	194	"AWI"	194	5382	6398	5835	2.06572769953052	0	0.0938967136150235	0	0	0	0	0.0938967136150235	0	0	0	0	0	0	0	0	0	13.4272300469484	4.03755868544601	0	0	0	0	0	7.23004694835681	0.187793427230047	1.50234741784038	0	0	0	0	0	0	0	0	0	0	41.4084507042254	10.4225352112676	0	0	0	0	0.0938967136150235	0.0938967136150235	0	11.2676056338028	0	0	0	0	0.657276995305164	0	0	0	0	0	4.4131455399061	3.00469483568075	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	200	"AWI"	200	5428	6458	5901	2.12765957446809	0	0.111982082866741	0	0	0	0	0.223964165733483	0	0	0	0	0	0	0	0	0	17.1332586786114	4.70324748040314	0	0	0	0	0	6.38297872340426	0	1.00783874580067	0	0	0	0	0	0	0	0	0	0	41.3213885778275	10.7502799552072	0	1.67973124300112	0	0	0.111982082866741	0	0	10.4143337066069	0	0	0	0	0.223964165733483	0	0	0	0	0	1.9036954087346	1.9036954087346	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	206	"AWI"	206	5473	6527	5968	1.69597989949749	0	0.942211055276382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.8241206030151	13.9447236180905	0	0	0	0	0	5.15075376884422	0	0.753768844221105	0	0	0	0	0	0	0	0	0	0	35.8040201005025	8.91959798994975	0	2.76381909547739	0	0	0.0628140703517588	0	0	11.1809045226131	0	0	0	0	0.251256281407035	0	0	0	0	0	2.32412060301508	1.38190954773869	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	212	"AWI"	212	5504	6617	6033	2.3794614902943	0	0.0626174076393237	0	0	0	0.187852222917971	0	0	0	0	0	0	0.125234815278647	0	0	0	4.69630557294928	22.5422667501565	0	0	0	0	0	5.76080150281778	0	0.814026299311208	0	0	0	0	0	0	0	0	0.313087038196619	0	30.6825297432686	11.020663744521	0	0	0	0	0	0.125234815278647	0	16.4683782091421	0	0	0	0	0.187852222917971	0	0.0626174076393237	0	0	0	3.06825297432686	1.50281778334377	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	218	"AWI"	218	5541	6718	6099	0.855365474339036	0	0	0	0	0	0	0	0	0	0	0	0	0.233281493001555	0	0	0	10.49766718507	5.98755832037325	0	0	0	0	0	4.43234836702955	0	1.63297045101089	0	0	0	0	0	0	0	0	0	0	38.9580093312597	11.7418351477449	0	0	0	0	0	0.233281493001555	0	17.651632970451	0	0	0	0	0.0777604976671851	0	0	0	0	0	3.34370139968896	4.35458786936236	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	226	"AWI"	226	5639	6775	6185	0	0	0.112866817155756	0	0	0	0	0	0	0	0	0	0	0.564334085778781	0	0	0	8.2392776523702	3.04740406320542	0	0	0	0	0	2.93453724604966	0	1.12866817155756	0	0	0	0	0	0	0	0	0	0	45.4853273137698	10.2708803611738	0	0	0	0	0	0.338600451467269	0	19.9774266365688	0	0	0.225733634311512	0	0.338600451467269	0	0	0	0	0	2.93453724604966	4.40180586907449	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	232	"AWI"	232	5699	6825	6254	0.761421319796954	0	0.190355329949239	0	0	0	0.190355329949239	0	0	0	0	0	0	0.126903553299492	0	0	0	22.9060913705584	2.98223350253807	0	0	0	0	0	3.74365482233503	0	1.71319796954315	0	0	0	0	0	0	0	0	0	0	40.4822335025381	10.0253807106599	0	0	0	0	0	0.126903553299492	0	11.738578680203	0	0	0.126903553299492	0	0.190355329949239	0	0.0634517766497462	0	0	0	3.10913705583756	1.39593908629442	0.126903553299492	0
3174	24084	"Švarcenberk"	49.143988	14.703396	238	"AWI"	238	5737	6890	6317	1.07449856733524	0	0	0	0	0	0.214899713467049	0	0	0	0	0.143266475644699	0	0	0	0	0	24.6418338108883	2.43553008595989	0	0	0	0	0	3.86819484240688	0.286532951289398	2.00573065902579	0	0	0	0	0	0	0	0	0	0	41.189111747851	12.1060171919771	0	0	0	0	0.143266475644699	0	0	6.23209169054441	0	0	0	0	0.0716332378223496	0	0	0	0	0	3.86819484240688	1.57593123209169	0.143266475644699	0
3174	24084	"Švarcenberk"	49.143988	14.703396	244	"AWI"	244	5776	6966	6378	0.3	0	0	0	0	0	0.2	0.1	0	0	0	0	0	0	0	0	0	23.5	2.9	0	0	0	0	0	4.1	0	2.6	0	0	0	0	0	0	0	0	0	0	33.3	12	0	0	0	0	0.5	0.2	0	13	0	0	0	0	0.2	0	0	0	0	0	4.1	3	0	0
