"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Ilex"	"Juglans"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Tilia"	"Ulmus"	"Urticaceae"
3113	4055	"Fougères"	48.51667	-0.83333	175	"AWI"	175	-37	274	147	6.50406504065041	1.6260162601626	0	0	0	0	0	0	0	0	0	16.260162601626	4.0650406504065	1.6260162601626	51.219512195122	0	0	0	0	0	0	0	0.813008130081301	0	0	14.6341463414634	0	0	0	0	0	0	3.2520325203252	0	0
3113	4055	"Fougères"	48.51667	-0.83333	180	"AWI"	180	-6	294	169	12.0915032679739	0	1.30718954248366	0.326797385620915	0.980392156862745	0	0.65359477124183	0	0	0.65359477124183	0	12.7450980392157	1.63398692810458	0.980392156862745	39.2156862745098	3.26797385620915	0	0	0	0	0	0	2.28758169934641	14.0522875816993	0	7.51633986928105	0	0	0	0	0.65359477124183	0	0.326797385620915	0.980392156862745	0.326797385620915
3113	4055	"Fougères"	48.51667	-0.83333	185	"AWI"	185	22	320	192	7.02341137123746	0.334448160535117	0	0.334448160535117	0	0	1.00334448160535	0	0	0	0	5.01672240802676	2.34113712374582	0.668896321070234	62.2073578595318	1.33779264214047	0	0	0	0.334448160535117	0	0.668896321070234	0.668896321070234	11.0367892976589	0	6.02006688963211	0	0	0	0.668896321070234	0.334448160535117	0	0	0	0
3113	4055	"Fougères"	48.51667	-0.83333	190	"AWI"	190	48	344	215	8.94736842105263	0	1.05263157894737	1.05263157894737	0.263157894736842	0	0.263157894736842	0.526315789473684	0	0	0.526315789473684	3.94736842105263	1.57894736842105	1.57894736842105	61.0526315789474	2.36842105263158	0.263157894736842	0	0	0	0	0	0.789473684210526	9.47368421052632	0	3.94736842105263	0	0	0	0	1.57894736842105	0.526315789473684	0	0	0.263157894736842
3113	4055	"Fougères"	48.51667	-0.83333	195	"AWI"	195	78	369	238	3.64741641337386	0.303951367781155	0	0.303951367781155	0	0	0.911854103343465	0.303951367781155	0	0	0	5.47112462006079	0.303951367781155	3.95136778115502	61.3981762917933	2.43161094224924	0.303951367781155	0	0	0.60790273556231	0	0.303951367781155	1.51975683890578	12.4620060790274	0	4.86322188449848	0	0	0	0.303951367781155	0.60790273556231	0	0	0	0
3113	4055	"Fougères"	48.51667	-0.83333	200	"AWI"	200	108	392	260	10.1871101871102	0	0	0.623700623700624	0	0	0.207900207900208	0	0	0	0.207900207900208	8.10810810810811	2.49480249480249	1.03950103950104	53.4303534303534	2.07900207900208	0	0	0	0.207900207900208	0	0.207900207900208	1.87110187110187	11.6424116424116	0	5.82120582120582	0	0	0	0.207900207900208	1.24740124740125	0.207900207900208	0.207900207900208	0	0
3113	4055	"Fougères"	48.51667	-0.83333	203	"AWI"	203	131	404	272	56.35103926097	0.23094688221709	0	0.92378752886836	0	1.15473441108545	0.46189376443418	0	0	0	0	2.77136258660508	1.61662817551963	0.46189376443418	21.0161662817552	0.46189376443418	0	0	0	0.46189376443418	0.23094688221709	0.23094688221709	0.69284064665127	5.54272517321016	0	5.08083140877598	0	0	0.23094688221709	0	1.38568129330254	0.23094688221709	0.23094688221709	0	0.23094688221709
3113	4055	"Fougères"	48.51667	-0.83333	207	"AWI"	207	157	423	292	63.8655462184874	0	0.210084033613445	0.420168067226891	0	0	0.420168067226891	0	0	0.210084033613445	0.210084033613445	1.68067226890756	0.210084033613445	1.05042016806723	19.7478991596639	0.840336134453782	0.210084033613445	0	0	0.210084033613445	0.210084033613445	0	0.840336134453782	3.78151260504202	0	4.20168067226891	0	0	0	0.420168067226891	0.630252100840336	0	0.630252100840336	0	0
3113	4055	"Fougères"	48.51667	-0.83333	210	"AWI"	210	171	441	307	77.5280898876404	0.449438202247191	0.224719101123596	0.224719101123596	0	1.12359550561798	0.224719101123596	0.224719101123596	0	0	0	0.449438202247191	0.449438202247191	1.12359550561798	10.1123595505618	0.224719101123596	0	0	0	0.224719101123596	0	0	0.449438202247191	2.47191011235955	0.449438202247191	2.47191011235955	0	0.224719101123596	0.224719101123596	0	0.449438202247191	0.224719101123596	0.449438202247191	0	0
3113	4055	"Fougères"	48.51667	-0.83333	213	"AWI"	213	189	458	323	69.0553745928339	0.651465798045603	0	0.325732899022801	0	0	0.325732899022801	0	0	0	0.325732899022801	1.95439739413681	0.651465798045603	0.977198697068404	11.400651465798	0.651465798045603	0	0	0	0	0	0.651465798045603	0.325732899022801	6.51465798045603	0	4.23452768729642	0.325732899022801	0.325732899022801	0	0.325732899022801	0.651465798045603	0	0	0.325732899022801	0
3113	4055	"Fougères"	48.51667	-0.83333	215	"AWI"	215	196	470	334	73.1645569620253	0	0.253164556962025	0.759493670886076	0	0	0.253164556962025	0.253164556962025	0	0	0.253164556962025	1.0126582278481	0.506329113924051	0.759493670886076	10.379746835443	1.0126582278481	0	0	0	0	0	0	0.506329113924051	6.07594936708861	0	3.54430379746835	0	0	0	0.506329113924051	0.253164556962025	0	0.253164556962025	0	0.253164556962025
