"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	82	"AWI"	82	2977	4166	3668	47	0	48	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	14	0	6	0	0	0	1	0	0	0	6	0	7	0	0	0	0	78	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	86	"AWI"	86	3292	4357	3924	50	1	45	0	1	0	0	8	1	0	1	0	0	0	0	0	0	0	0	0	15	0	5	0	0	0	0	0	0	0	1	0	3	0	0	0	0	78	176	0	29	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	88	"AWI"	88	3445	4441	4051	58	0	49	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	6	0	4	1	0	0	0	0	0	0	4	0	7	0	0	0	0	72	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	90	"AWI"	90	3642	4494	4163	52	1	59	1	0	0	0	11	0	0	2	1	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0	0	0	3	0	9	0	0	0	0	61	152	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	92	"AWI"	92	3778	4576	4281	52	0	54	1	0	0	0	10	0	0	1	0	0	0	0	0	0	0	1	0	16	0	1	0	0	0	0	0	0	0	2	0	13	0	0	0	0	73	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	94	"AWI"	94	3904	4613	4391	46	0	38	1	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	1	0	0	0	2	0	5	0	0	0	0	52	159	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	96	"AWI"	96	4019	4674	4504	50	2	19	0	0	0	0	4	0	0	4	0	1	0	0	0	0	0	0	0	15	0	1	0	0	0	2	0	0	0	4	0	4	0	0	0	0	44	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	98	"AWI"	98	4369	4688	4600	57	0	14	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	5	0	0	0	7	0	7	0	0	0	0	33	171	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	100	"AWI"	100	4664	4726	4694	67	0	16	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	9	0	1	1	0	0	0	0	0	0	0	0	12	0	0	0	0	20	159	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	102	"AWI"	102	4689	4863	4745	82	1	32	0	0	0	0	7	0	0	3	0	0	0	0	0	0	0	1	0	12	0	6	0	0	0	1	0	0	0	3	0	8	1	1	0	0	25	224	0	0	0	6	1	0	0	0	0	0	2	0	0	0	0	1	0	7	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	106	"AWI"	106	4736	5060	4859	79	0	14	0	0	0	1	3	0	0	3	1	0	0	0	0	0	0	0	0	11	0	6	0	0	0	1	0	0	0	4	0	20	0	0	0	0	33	183	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	108	"AWI"	108	4765	5136	4917	78	2	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	3	1	0	0	0	0	1	0	0	0	0	19	169	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	1	8	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	110	"AWI"	110	4799	5193	4977	83	2	13	0	0	0	0	8	0	0	1	0	0	0	0	0	0	2	0	0	8	0	5	0	0	0	1	0	0	0	3	0	11	0	0	0	0	23	219	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	1	0	6	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	112	"AWI"	112	4844	5256	5035	64	0	0	0	0	0	0	5	0	0	3	0	1	0	0	0	0	1	0	0	11	0	5	0	0	0	0	0	0	0	0	0	23	0	0	0	0	10	244	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	4	4	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	114.5	"AWI"	114.5	4894	5336	5114	66	2	10	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	13	0	3	0	0	0	1	0	0	1	3	0	11	0	0	0	0	27	196	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	117	"AWI"	117	4971	5393	5188	76	1	10	0	0	0	0	6	0	0	5	0	1	0	0	0	0	0	0	0	16	0	2	0	0	0	1	0	0	2	1	0	11	0	0	0	0	10	254	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	6	1	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	120	"AWI"	120	5065	5471	5274	83	3	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	8	0	4	1	0	0	0	0	0	1	3	0	11	0	0	1	0	8	239	0	0	0	6	1	0	0	0	0	0	2	0	0	0	0	0	2	5	0	0	1
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	124	"AWI"	124	5197	5568	5417	71	2	0	0	0	0	0	5	0	0	1	1	0	0	0	0	0	0	0	0	15	0	2	0	0	0	0	0	0	1	1	0	8	1	0	0	0	5	201	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	126	"AWI"	126	5255	5705	5489	83	1	15	0	0	0	0	7	0	0	3	0	1	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	1	0	4	0	0	0	0	3	253	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	2	5	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	128	"AWI"	128	5362	5813	5593	57	0	0	1	0	0	1	6	0	0	3	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	4	220	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	2	3	7	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	130	"AWI"	130	5416	5968	5696	72	0	23	0	0	0	0	5	0	0	4	0	0	1	0	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	7	0	8	0	0	0	0	5	254	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	1	3	8	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	132	"AWI"	132	5545	6032	5800	51	3	0	1	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	215	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	1	2	8	2	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	134	"AWI"	134	5607	6117	5903	61	4	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	2	1	0	1	4	0	11	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	136	"AWI"	136	5823	6165	5990	66	1	0	0	0	0	0	7	0	0	3	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	15	2	1	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	138	"AWI"	138	5953	6258	6081	61	0	11	0	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0	0	15	0	2	0	0	0	0	1	0	0	2	0	10	0	0	0	0	0	187	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	140	"AWI"	140	6015	6398	6173	79	2	0	0	0	0	0	9	0	0	11	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	3	0	0	3	0	12	0	0	0	0	1	239	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	1	7	11	1	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	144	"AWI"	144	6107	6702	6338	92	1	0	0	0	0	0	3	0	0	6	0	1	0	0	0	0	0	0	0	23	0	10	0	0	0	0	0	0	0	1	0	14	0	0	0	0	1	223	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	1	21	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	148	"AWI"	148	6216	6894	6510	68	0	0	0	0	0	1	6	0	0	13	0	0	0	0	0	0	0	0	0	21	0	12	0	0	0	0	3	0	0	2	0	3	0	0	0	0	0	244	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	3	5	11	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	152	"AWI"	152	6351	7049	6697	38	1	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	31	0	2	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	19	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	156	"AWI"	156	6499	7193	6882	48	2	14	0	0	0	0	4	0	0	13	0	1	0	0	0	0	0	0	0	14	0	5	0	0	0	0	3	0	0	2	0	8	0	0	0	0	0	171	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	6	16	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	160	"AWI"	160	6660	7338	7070	55	1	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	2	0	10	0	0	2	0	0	161	0	0	0	5	0	0	0	0	0	3	1	0	0	1	0	0	12	28	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	164	"AWI"	164	6857	7454	7224	41	1	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	20	0	4	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	3	17	21	1	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	168	"AWI"	168	7152	7545	7401	12	0	0	0	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	36	0	4	0	0	0	0	2	0	0	2	0	12	0	0	0	0	0	156	0	0	0	3	0	0	1	0	1	0	1	0	0	0	0	1	11	16	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	172	"AWI"	172	7451	7686	7561	16	2	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	225	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	1	17	22	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	176	"AWI"	176	7533	7939	7700	10	1	0	0	0	0	1	4	0	0	16	0	0	0	0	0	0	0	0	0	30	0	6	0	0	0	0	4	0	0	3	0	5	1	0	0	0	0	215	0	0	0	3	0	0	0	0	0	0	3	3	0	0	1	1	22	19	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	180	"AWI"	180	7631	8093	7849	5	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	22	0	4	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	196	0	0	0	2	0	0	0	0	0	0	2	0	0	0	1	0	6	40	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	184	"AWI"	184	7750	8223	8003	5	2	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	1	0	0	28	0	6	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	190	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	25	44	0	1	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	188	"AWI"	188	7927	8306	8153	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	16	0	2	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	6	23	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	192	"AWI"	192	8122	8439	8304	1	1	14	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	33	0	7	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	227	0	0	0	2	0	0	0	0	3	0	1	0	0	0	0	0	23	47	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	196	"AWI"	196	8249	8837	8467	1	0	0	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	69	0	7	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	1	0	1	14	36	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	200	"AWI"	200	8356	9099	8653	1	2	0	1	0	0	0	6	0	0	9	1	1	0	0	0	0	0	0	0	62	0	10	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	1	9	39	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	204	"AWI"	204	8481	9335	8848	7	0	8	0	0	0	0	6	0	0	12	0	0	0	0	0	0	0	0	0	56	0	10	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	0	0	0	0	0	17	47	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	208	"AWI"	208	8627	9546	9044	1	1	6	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	53	0	7	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	10	43	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	212	"AWI"	212	8794	9738	9241	2	0	10	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	84	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	55	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	216	"AWI"	216	8945	9926	9437	1	0	10	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	110	0	4	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	7	28	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	220	"AWI"	220	9141	10109	9631	0	0	0	1	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	74	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	3	9	56	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	224	"AWI"	224	9309	10276	9823	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	93	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	5	37	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	228	"AWI"	228	9526	10420	10020	0	0	10	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	77	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	5	21	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	236	"AWI"	236	10001	10707	10399	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	49	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	26	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	240	"AWI"	240	10319	10908	10564	0	0	6	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	122	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	8	17	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	244	"AWI"	244	10469	11161	10738	0	0	8	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	49	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	1	0	0	12	0	0	0
16675	26520	"Lac  Superieur de Fully"	46.17667	7.09361	248	"AWI"	248	10576	11510	10912	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
