"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxodium"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
15862	24412	"La Chaumette"	44.74722	3.085	55	"AWI"	55	4967	5881	5419	1	2	0	6	0	0	0	1	0	11	0	0	0	0	0	0	0	41	0	76	0	0	0	0	0	5	21	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	58	2	0	0	0	0	0	0	0	0	0	14	0	9	0	0
15862	24412	"La Chaumette"	44.74722	3.085	60	"AWI"	60	5032	6002	5508	1	0	0	5	0	1	14	2	0	13	0	0	0	0	0	0	1	90	0	59	0	0	0	0	0	14	13	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	65	"AWI"	65	5149	6145	5635	1	1	0	0	0	1	0	1	0	8	0	0	0	0	0	0	0	56	0	52	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	35	2	0	0	0	2	0	2	0	1	0	15	0	5	0	0
15862	24412	"La Chaumette"	44.74722	3.085	70	"AWI"	70	5220	6343	5750	0	0	0	3	0	1	11	0	0	11	0	0	0	0	0	0	0	41	0	36	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	49	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	75	"AWI"	75	5275	6610	5859	1	1	0	2	0	1	0	1	0	2	0	0	0	0	0	0	0	40	0	51	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	26	0	0	0	0	4	0	0	0	7	0	7	0	5	0	0
15862	24412	"La Chaumette"	44.74722	3.085	80	"AWI"	80	5405	6707	5995	1	1	0	3	0	0	1	0	0	13	0	0	0	0	0	0	1	58	0	45	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	37	0	0	0	8	0	0	0	58	1	0	0	0	7	0	0	0	0	0	12	0	7	0	0
15862	24412	"La Chaumette"	44.74722	3.085	85	"AWI"	85	5487	6835	6134	2	0	0	2	0	2	0	0	0	12	0	0	0	0	0	0	0	56	0	29	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	44	0	0	0	2	1	0	0	0	0	0	4	0	4	0	0
15862	24412	"La Chaumette"	44.74722	3.085	90	"AWI"	90	5552	7056	6265	2	0	0	3	0	1	17	0	0	19	0	0	0	0	0	0	0	71	0	40	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	27	0	0	0	0	0	0	0	74	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	95	"AWI"	95	5718	7131	6403	0	0	0	1	1	0	0	1	0	7	0	0	0	0	0	0	0	53	0	32	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	1	0	6	0	10	0	0
15862	24412	"La Chaumette"	44.74722	3.085	100	"AWI"	100	5826	7255	6543	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	60	0	39	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	16	0	13	0	0
15862	24412	"La Chaumette"	44.74722	3.085	105	"AWI"	105	5903	7432	6685	0	0	0	0	0	0	8	1	0	14	0	0	0	0	1	0	0	55	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	79	0	0	0	0	1	0	1	0	0	0	11	0	10	0	0
15862	24412	"La Chaumette"	44.74722	3.085	110	"AWI"	110	6094	7509	6819	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	44	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	75	0	0	0	0	0	0	0	0	0	0	6	0	16	0	0
15862	24412	"La Chaumette"	44.74722	3.085	115	"AWI"	115	6221	7600	6967	0	0	0	3	1	1	0	0	0	15	0	0	0	0	0	0	0	64	0	32	0	0	0	1	0	0	11	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	82	0	0	0	0	2	0	0	0	1	0	14	0	9	0	0
15862	24412	"La Chaumette"	44.74722	3.085	120	"AWI"	120	6308	7748	7105	0	0	0	1	0	2	0	0	0	24	0	0	0	0	0	0	0	65	0	100	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	114	0	0	0	0	2	0	0	0	0	0	12	0	11	0	0
15862	24412	"La Chaumette"	44.74722	3.085	125	"AWI"	125	6517	7807	7225	1	2	0	2	0	0	0	0	0	26	0	0	0	0	0	0	0	36	0	71	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	81	0	0	0	0	2	0	0	0	1	0	11	0	11	0	0
15862	24412	"La Chaumette"	44.74722	3.085	130	"AWI"	130	6697	7891	7353	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	65	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0
15862	24412	"La Chaumette"	44.74722	3.085	135	"AWI"	135	6820	8027	7485	0	1	0	1	0	1	0	0	3	23	0	0	0	0	0	0	0	111	0	26	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	55	0	0	0	0	1	0	0	0	2	0	8	0	14	0	0
15862	24412	"La Chaumette"	44.74722	3.085	140	"AWI"	140	7125	8091	7604	0	0	0	0	0	0	1	1	0	31	0	0	0	0	0	0	0	150	0	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	26	0	0	0	9	0	0	0	90	0	0	0	0	0	0	0	0	0	0	12	0	11	0	0
15862	24412	"La Chaumette"	44.74722	3.085	145	"AWI"	145	7327	8188	7733	0	0	0	1	0	1	0	0	0	26	0	0	0	0	0	0	0	112	0	26	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	76	0	0	0	1	0	0	0	0	0	0	14	0	14	0	0
15862	24412	"La Chaumette"	44.74722	3.085	150	"AWI"	150	7427	8358	7867	0	1	0	0	0	2	0	1	0	41	0	0	0	0	0	0	0	120	0	25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	71	0	0	0	1	0	0	0	0	0	0	6	0	20	0	0
15862	24412	"La Chaumette"	44.74722	3.085	155	"AWI"	155	7578	8477	8011	0	0	0	1	0	0	0	0	0	36	0	0	0	0	0	0	1	113	0	78	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	74	2	0	0	1	0	0	0	0	0	0	3	0	17	0	0
15862	24412	"La Chaumette"	44.74722	3.085	160	"AWI"	160	7666	8664	8151	0	0	0	2	0	3	0	1	0	30	0	0	0	0	0	0	1	150	0	41	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	83	0	0	0	0	22	0	0	0	0	0	2	0	28	0	0
15862	24412	"La Chaumette"	44.74722	3.085	165	"AWI"	165	7731	8920	8282	0	1	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	116	0	31	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0
15862	24412	"La Chaumette"	44.74722	3.085	170	"AWI"	170	7935	9013	8419	0	0	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	80	0	32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	86	0	0	0	1	0	0	0	0	0	0	1	0	18	0	0
15862	24412	"La Chaumette"	44.74722	3.085	175	"AWI"	175	8061	9148	8559	0	0	0	0	0	1	0	0	0	29	0	0	0	0	0	0	0	147	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	63	0	0	0	1	1	0	0	0	0	0	2	0	18	0	0
15862	24412	"La Chaumette"	44.74722	3.085	180	"AWI"	180	8157	9330	8699	0	1	0	0	0	5	0	2	0	44	0	0	0	0	1	0	0	150	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	72	0	0	0	1	0	0	0	0	0	0	0	0	21	0	0
15862	24412	"La Chaumette"	44.74722	3.085	185	"AWI"	185	8265	9449	8820	0	0	0	0	0	1	1	3	0	60	0	0	0	0	1	0	0	150	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
15862	24412	"La Chaumette"	44.74722	3.085	190	"AWI"	190	8350	9613	8938	0	0	0	1	0	0	0	3	0	70	0	0	0	0	0	0	0	150	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	0	61	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0
15862	24412	"La Chaumette"	44.74722	3.085	195	"AWI"	195	8409	9858	9050	0	1	0	0	0	2	1	0	0	54	0	0	0	0	0	0	1	117	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	57	0	0	0	2	4	0	0	0	1	0	0	0	15	0	0
15862	24412	"La Chaumette"	44.74722	3.085	200	"AWI"	200	8532	9966	9171	0	1	0	1	0	1	38	2	0	58	0	0	0	0	0	0	0	150	0	35	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	1	0	75	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0
15862	24412	"La Chaumette"	44.74722	3.085	205	"AWI"	205	8600	10141	9293	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	0	0	92	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
15862	24412	"La Chaumette"	44.74722	3.085	210	"AWI"	210	8663	10322	9410	0	2	0	0	0	2	0	0	0	65	0	0	0	0	0	0	0	100	0	31	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	30	1	0	2	0	0	1	0	67	0	0	0	2	1	0	0	0	0	1	0	0	22	0	0
15862	24412	"La Chaumette"	44.74722	3.085	215	"AWI"	215	8781	10416	9534	0	0	0	0	0	0	0	1	0	42	0	0	0	0	0	0	0	43	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	25	0	0	0	2	1	0	0	0	0	0	0	0	6	0	0
15862	24412	"La Chaumette"	44.74722	3.085	220	"AWI"	220	8857	10548	9656	0	0	0	0	0	0	0	1	3	55	0	0	0	0	0	0	0	86	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	1	0	43	0	0	0	2	1	0	0	0	0	0	0	0	14	0	0
15862	24412	"La Chaumette"	44.74722	3.085	225	"AWI"	225	8925	10742	9768	0	0	0	0	0	0	0	1	0	26	0	0	0	0	0	0	0	61	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0
15862	24412	"La Chaumette"	44.74722	3.085	230	"AWI"	230	9065	10841	9890	0	1	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	88	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	29	0	0	0	6	0	0	0	0	0	0	0	0	16	0	0
15862	24412	"La Chaumette"	44.74722	3.085	235	"AWI"	235	9162	10958	10016	0	0	0	0	0	1	0	3	0	49	0	0	0	0	0	0	0	66	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	32	0	0	0	2	1	0	0	0	1	0	0	0	13	0	0
15862	24412	"La Chaumette"	44.74722	3.085	240	"AWI"	240	9241	11123	10138	0	0	0	0	0	1	0	2	0	70	0	0	0	0	2	0	1	100	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	62	0	0	0	6	5	0	0	0	0	0	0	0	6	0	0
15862	24412	"La Chaumette"	44.74722	3.085	245	"AWI"	245	9366	11231	10254	0	0	0	0	0	4	0	4	0	50	0	0	0	0	0	0	0	35	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	23	0	0	0	29	0	0	0	6	2	0	1	0	1	0	0	0	3	0	0
15862	24412	"La Chaumette"	44.74722	3.085	250	"AWI"	250	9453	11352	10377	0	0	0	0	0	0	0	6	0	66	0	0	0	0	0	0	1	46	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	13	0	0	0	40	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0
15862	24412	"La Chaumette"	44.74722	3.085	255	"AWI"	255	9543	11494	10499	0	0	0	0	0	2	0	1	0	15	0	0	0	0	0	0	2	18	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	17	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	260	"AWI"	260	9692	11583	10625	0	0	0	0	1	4	0	8	0	73	1	0	0	0	0	0	0	12	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	27	0	0	0	16	8	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	265	"AWI"	265	9798	11685	10754	0	0	0	0	0	2	0	2	0	63	0	0	0	0	0	0	1	16	0	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	31	0	0	0	5	1	0	0	0	0	0	0	0	2	0	0
15862	24412	"La Chaumette"	44.74722	3.085	270	"AWI"	270	9887	11827	10875	0	0	0	0	0	3	0	5	0	82	0	0	0	0	0	0	0	2	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	16	0	0	0	29	0	0	0	6	1	0	0	0	0	0	0	0	2	0	0
15862	24412	"La Chaumette"	44.74722	3.085	275	"AWI"	275	10051	11911	10993	0	0	0	0	0	3	0	1	0	61	0	0	0	0	0	0	0	3	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1	3	0	18	0	0	0	6	2	0	1	0	0	0	0	0	1	0	0
15862	24412	"La Chaumette"	44.74722	3.085	280	"AWI"	280	10182	12014	11114	0	0	0	0	0	3	0	6	0	39	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	1	0	5	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	285	"AWI"	285	10267	12149	11228	0	0	0	0	0	5	0	5	0	44	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	4	0	0	0	22	2	0	2	0	0	1	0	0	1	1	0
15862	24412	"La Chaumette"	44.74722	3.085	290	"AWI"	290	10420	12221	11341	0	0	0	0	0	1	0	3	0	25	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	295	"AWI"	295	10553	12314	11461	0	0	0	0	0	2	0	4	0	29	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	1	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	305	"AWI"	305	10782	12511	11684	0	0	0	0	1	3	0	8	0	22	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	310	"AWI"	310	10903	12597	11791	0	0	0	0	1	3	0	6	0	9	0	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	2	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	315	"AWI"	315	10976	12722	11897	0	0	0	0	3	2	0	22	0	7	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	320	"AWI"	320	11117	12782	11995	0	0	0	1	5	1	0	33	0	7	0	0	0	0	2	0	1	0	0	9	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	5	0	0	0	1	0
15862	24412	"La Chaumette"	44.74722	3.085	325	"AWI"	325	11212	12856	12098	0	0	0	0	2	0	0	17	0	3	0	0	0	0	13	0	0	0	0	9	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	33	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	4	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	330	"AWI"	330	11299	12970	12200	0	0	0	0	1	7	0	15	0	15	1	0	0	0	1	0	2	0	0	9	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	5	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	335	"AWI"	335	11446	13037	12303	0	0	0	0	1	1	0	7	0	2	1	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	340	"AWI"	340	11555	13106	12410	0	0	0	0	0	4	0	8	0	15	0	0	0	0	2	0	1	0	0	7	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	3	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	345	"AWI"	345	11643	13216	12507	0	0	0	0	0	5	0	7	0	16	0	0	0	0	3	0	2	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	350	"AWI"	350	11763	13295	12583	0	0	0	0	0	4	0	7	0	10	0	0	0	0	5	0	4	0	0	6	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	31	0	0	0	0	0	0	0	3	0	0	0	3	1	0	0	0	0	9	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	355	"AWI"	355	11860	13402	12664	0	0	0	0	2	5	0	6	0	18	0	0	0	0	3	0	2	0	1	8	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	360	"AWI"	360	11947	13524	12750	0	0	0	0	1	4	0	14	0	24	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	14	3	1	0	0	0	16	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	365	"AWI"	365	12060	13612	12827	0	0	0	0	0	1	0	20	0	28	0	0	0	0	2	0	4	0	2	4	0	0	0	0	0	0	0	0	0	16	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	6	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	370	"AWI"	370	12150	13715	12911	0	0	0	0	1	2	0	9	0	14	0	0	0	0	0	0	0	1	0	6	0	0	2	0	0	0	0	0	0	27	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	375	"AWI"	375	12221	13832	12993	0	0	0	0	0	1	0	5	0	33	0	0	0	0	0	0	1	0	0	5	0	0	0	0	1	0	0	0	0	29	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	380	"AWI"	380	12345	13907	13068	0	0	0	0	0	5	0	17	0	19	0	0	0	0	1	0	0	0	0	6	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	6	1	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	385	"AWI"	385	12437	14037	13145	0	0	0	0	0	7	0	5	0	28	0	0	0	0	3	0	2	0	0	5	1	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	9	4	0	0	0	0	1	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	390	"AWI"	390	12514	14145	13225	0	0	0	0	0	0	0	12	0	21	0	0	0	0	1	0	1	0	0	11	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0
15862	24412	"La Chaumette"	44.74722	3.085	395	"AWI"	395	12654	14246	13304	0	0	0	0	1	1	0	18	0	16	1	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0
