"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Liliaceae"	"Nartheciaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
26067	45221	"Glen West"	54.41667	-8.03333	92	"AWI"	92	2287	2610	2477	12.5177809388336	0	0	0	0	2.56045519203414	0	0	0	63.0156472261735	5.8321479374111	0	0	0	1.84921763869132	0	0	1.84921763869132	0	0	0	0	0	0.42674253200569	0.995732574679943	0	0	8.96159317211949	0	0	0	0	0.568990042674253	0	0	1.28022759601707	0.142247510668563
26067	45221	"Glen West"	54.41667	-8.03333	94	"AWI"	94	2341	2634	2513	19.1919191919192	0	0	0	0	1.68350168350168	0	0	0	53.1986531986532	14.4781144781145	0	0	0	2.52525252525253	0	0	0.841750841750842	0	0	0	0	0	0.168350168350168	0.841750841750842	0	0	5.55555555555556	0	0	0	0	0	0	0	1.51515151515152	0
26067	45221	"Glen West"	54.41667	-8.03333	96	"AWI"	96	2397	2655	2544	13.6054421768707	0	0	0.170068027210884	0	0.850340136054422	0	0	0	62.7551020408163	9.35374149659864	0	0	0.170068027210884	1.70068027210884	0	0.170068027210884	0	0	0	0	0	0	0.510204081632653	2.04081632653061	0	0	7.31292517006803	0	0	0	0	0.170068027210884	0	0	1.19047619047619	0
26067	45221	"Glen West"	54.41667	-8.03333	97	"AWI"	97	2436	2661	2558	15.7894736842105	0	0	0	0	2.03735144312394	0	0	0	59.4227504244482	10.3565365025467	0	0	0	1.86757215619694	0.169779286926995	0	1.18845500848896	0	0	0	0	0	0.169779286926995	1.52801358234295	0	0	5.60271646859083	0	0	0	0	0	0	0	1.86757215619694	0
26067	45221	"Glen West"	54.41667	-8.03333	99	"AWI"	99	2496	2678	2588	12.2861586314152	0	0	0	0	0.777604976671851	0	0	0	77.1384136858476	2.95489891135303	0	0	0	1.39968895800933	0	0	0	0	0	0	0	0	0.15552099533437	1.08864696734059	0	0	2.95489891135303	0	0	0	0	0	0	0	1.24416796267496	0
26067	45221	"Glen West"	54.41667	-8.03333	100	"AWI"	100	2510	2690	2605	7.19557195571956	0	0	0	0	1.8450184501845	0	0	0	80.2583025830258	2.02952029520295	0	0	0	0.18450184501845	0	0	1.1070110701107	0	0	0	0	0	0.3690036900369	1.1070110701107	0	0	4.7970479704797	0	0.18450184501845	0	0	0	0	0	0.922509225092251	0
26067	45221	"Glen West"	54.41667	-8.03333	101	"AWI"	101	2539	2693	2619	9.28030303030303	0	0	0	0	0.757575757575758	0	0	0	83.5227272727273	0.378787878787879	0	0	0	0.189393939393939	0	0	0.568181818181818	0	0.378787878787879	0	0	0	0.378787878787879	1.13636363636364	0	0	1.51515151515152	0	0	0	0	0	0	0	1.89393939393939	0
26067	45221	"Glen West"	54.41667	-8.03333	102	"AWI"	102	2566	2697	2634	8.43373493975904	0	0	0.172117039586919	0	0.688468158347676	0	0	0	77.9690189328744	2.40963855421687	0	0	0	0.688468158347676	0	0	0	0	0.860585197934595	0	0	0	0.344234079173838	1.37693631669535	0	0	5.16351118760757	0	0	0	0	0	0	0	1.89328743545611	0
26067	45221	"Glen West"	54.41667	-8.03333	103	"AWI"	103	2586	2702	2648	8.53889943074004	0	0	0.189753320683112	0	0.94876660341556	0	0	0	83.111954459203	1.32827324478178	0	0	0	0.189753320683112	0	0	1.89753320683112	0	0.189753320683112	0.189753320683112	0	0	0	0.569259962049336	0	0	1.70777988614801	0	0	0	0	0	0	0	1.13851992409867	0
26067	45221	"Glen West"	54.41667	-8.03333	104	"AWI"	104	2599	2710	2663	17.6258992805755	0	0	0.359712230215827	0	1.97841726618705	0	0	0	61.6906474820144	6.47482014388489	0	0	0	0.899280575539568	0	0	2.51798561151079	0	0	0	0	0	0.359712230215827	0.719424460431655	0	0	4.31654676258993	0	0	0	0	0.179856115107914	0	0	2.69784172661871	0.179856115107914
