"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3412	4420	"Siikasuo"	61.3	22.06667	0	"AWI"	0	-148	12	-69	0	0	52	2	0	3	0	143	1	0	0	0	0	0	0	0	0	0	0	0	26	0	0	2	0	0	0	370	462	0	77	0	0	5	4	0	11	0	1	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	5	"AWI"	5	-97	135	5	0	0	43	1	2	2	0	127	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	421	409	0	57	0	0	0	0	0	3	0	1	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	10	"AWI"	10	-76	305	73	0	0	43	0	1	3	0	206	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	3	0	0	0	315	444	0	47	0	0	0	0	0	3	0	0	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	15	"AWI"	15	-60	488	140	0	0	63	0	0	4	0	158	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	3	0	0	0	292	484	0	45	1	1	0	0	0	0	0	0	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	20	"AWI"	20	11	570	222	0	0	41	0	0	0	0	269	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	1	0	0	0	235	454	0	23	0	0	0	0	0	3	0	0	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	25	"AWI"	25	58	647	311	0	0	62	1	0	0	0	481	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	155	336	0	17	0	3	0	0	0	2	0	0	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	30	"AWI"	30	92	754	396	0	0	101	1	0	0	0	513	0	0	0	0	0	0	0	0	3	1	3	0	0	0	0	2	0	0	0	96	298	0	26	0	1	0	0	0	0	0	0	0	0	0	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	35	"AWI"	35	271	868	511	0	0	122	0	0	2	0	425	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	72	381	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	40	"AWI"	40	406	1050	666	0	0	108	0	0	3	0	289	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	63	534	0	0	0	3	0	0	0	0	0	2	0	0	1	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	45	"AWI"	45	488	1354	814	1	0	51	0	0	1	0	261	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	1	83	594	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	50	"AWI"	50	682	1639	1041	0	0	108	1	0	0	0	334	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	154	397	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	55	"AWI"	55	932	1863	1402	0	0	99	0	0	1	0	432	0	0	0	0	0	0	0	0	1	5	0	22	0	0	0	0	0	0	0	176	309	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	60	"AWI"	60	1086	2209	1765	0	0	149	0	1	2	0	464	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	134	241	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	65	"AWI"	65	1275	2584	2079	0	0	79	1	0	2	0	394	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	32	492	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	70	"AWI"	70	1721	2641	2263	0	0	99	1	0	1	0	521	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	132	239	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	71	"AWI"	71	1813	2653	2299	0	0	125	0	0	1	0	538	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	103	225	0	0	0	1	0	0	2	0	0	1	0	0	1	3	0	0
3412	4420	"Siikasuo"	61.3	22.06667	72.5	"AWI"	72.5	1925	2672	2352	0	0	79	0	0	1	0	588	0	0	0	1	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	99	226	0	0	0	2	0	0	0	0	0	0	0	1	0	1	1	0
3412	4420	"Siikasuo"	61.3	22.06667	74	"AWI"	74	2026	2698	2409	0	0	92	0	0	3	0	481	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	137	280	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	75	"AWI"	75	2085	2717	2453	0	0	105	1	1	3	0	454	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	1	0	0	91	329	0	0	0	1	0	0	0	0	3	0	0	0	2	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	77.5	"AWI"	77.5	2202	2812	2556	0	0	90	0	2	1	0	548	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	100	250	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	80	"AWI"	80	2272	2971	2656	0	0	80	0	0	3	0	593	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	1	112	206	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
3412	4420	"Siikasuo"	61.3	22.06667	85	"AWI"	85	2396	3019	2727	0	0	98	0	0	5	0	536	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	147	207	0	0	0	3	0	0	0	0	0	1	0	0	3	4	0	0
3412	4420	"Siikasuo"	61.3	22.06667	90	"AWI"	90	2474	3081	2797	0	0	84	0	0	5	0	469	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	226	207	0	0	0	4	0	0	0	1	0	0	0	0	2	2	0	0
3412	4420	"Siikasuo"	61.3	22.06667	95	"AWI"	95	2522	3175	2869	0	0	104	0	1	1	0	570	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	1	128	180	0	0	0	5	0	0	0	2	0	1	0	0	2	3	0	0
3412	4420	"Siikasuo"	61.3	22.06667	100	"AWI"	100	2632	3226	2934	0	0	138	0	0	2	0	543	0	0	0	0	0	0	0	0	1	15	1	0	0	0	0	0	0	0	0	130	167	0	0	0	4	0	0	0	0	1	0	0	0	3	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	105	"AWI"	105	2739	3263	2999	0	0	150	0	0	5	0	553	0	0	0	0	0	0	0	0	2	14	2	0	0	1	0	0	0	0	0	84	189	0	0	0	7	0	0	1	0	0	0	0	0	0	2	0	0
3412	4420	"Siikasuo"	61.3	22.06667	110	"AWI"	110	2810	3321	3069	0	0	140	1	0	2	0	500	0	0	0	0	0	0	0	0	3	17	2	0	0	0	1	0	0	0	0	125	235	1	0	0	7	0	0	0	1	0	1	1	0	1	1	0	0
3412	4420	"Siikasuo"	61.3	22.06667	112.5	"AWI"	112.5	2836.5	3359.5	3102.5	0	0	106	0	1	2	0	618	0	0	0	0	0	0	0	0	8	19	5	0	0	0	1	0	0	0	0	100	145	0	0	0	5	0	0	0	0	1	1	0	0	1	7	0	0
3412	4420	"Siikasuo"	61.3	22.06667	115	"AWI"	115	2869	3381	3128	0	0	122	1	0	4	0	489	0	0	0	0	0	0	0	0	4	22	1	0	0	0	1	0	0	1	1	154	202	0	0	0	5	0	0	0	1	0	0	1	0	2	2	0	0
3412	4420	"Siikasuo"	61.3	22.06667	117.5	"AWI"	117.5	2898	3410	3157	0	0	96	0	2	1	0	276	0	0	0	0	0	0	0	0	10	22	3	0	0	1	0	0	0	0	1	423	154	0	0	2	5	0	0	0	0	0	0	0	0	4	17	1	0
3412	4420	"Siikasuo"	61.3	22.06667	120	"AWI"	120	2920	3443	3186	0	0	165	0	0	1	0	355	0	0	0	0	0	0	0	0	3	23	40	0	0	0	0	0	0	0	0	311	102	0	0	2	7	0	0	0	0	1	6	0	0	4	32	0	0
3412	4420	"Siikasuo"	61.3	22.06667	125	"AWI"	125	2954	3527	3237	0	0	110	0	0	1	0	346	0	0	0	0	0	0	0	0	2	33	2	0	0	0	0	0	0	0	0	360	101	0	0	0	11	0	0	0	0	0	0	0	0	6	37	0	0
3412	4420	"Siikasuo"	61.3	22.06667	130	"AWI"	130	2992	3609	3286	0	0	130	0	1	3	0	487	0	0	0	0	0	0	0	1	0	48	0	0	0	0	0	0	0	0	0	137	152	0	0	2	4	0	0	1	0	0	3	0	0	14	26	0	0
3412	4420	"Siikasuo"	61.3	22.06667	135	"AWI"	135	3045	3650	3339	0	2	181	0	0	0	0	469	0	2	0	0	0	0	0	0	3	49	19	0	0	0	0	0	0	0	0	77	152	0	0	1	5	0	0	0	1	0	3	0	0	17	47	0	0
3412	4420	"Siikasuo"	61.3	22.06667	140	"AWI"	140	3087	3711	3392	0	2	168	0	0	0	0	493	0	15	0	0	0	0	0	0	1	84	3	0	0	0	1	0	0	0	1	66	142	0	0	0	4	0	0	0	0	0	0	0	0	15	53	0	0
3412	4420	"Siikasuo"	61.3	22.06667	145	"AWI"	145	3130	3775	3442	0	0	192	1	0	3	0	514	0	0	0	0	0	0	0	0	8	49	6	0	0	0	1	0	0	0	2	36	195	0	0	0	7	0	0	0	0	1	0	0	0	14	43	0	0
3412	4420	"Siikasuo"	61.3	22.06667	150	"AWI"	150	3196	3814	3498	0	0	94	0	0	0	0	697	0	0	0	0	0	0	0	0	2	57	5	0	0	0	1	0	0	0	0	28	115	0	0	1	8	0	0	0	0	0	0	1	0	2	16	0	0
3412	4420	"Siikasuo"	61.3	22.06667	155	"AWI"	155	3240	3858	3552	0	0	116	0	0	2	0	649	0	0	0	0	0	0	0	0	3	81	8	0	0	0	2	0	0	0	1	20	89	0	0	1	7	0	0	0	0	0	1	0	0	10	38	0	0
3412	4420	"Siikasuo"	61.3	22.06667	160	"AWI"	160	3279	3928	3602	0	0	163	0	0	1	0	581	1	0	0	0	0	0	0	0	0	59	1	0	0	0	0	0	0	0	0	83	80	0	0	1	3	0	7	0	0	0	0	0	0	7	25	0	0
3412	4420	"Siikasuo"	61.3	22.06667	165	"AWI"	165	3355	3959	3651	0	0	148	0	0	4	0	622	0	0	0	0	0	0	0	0	10	44	10	0	0	0	2	0	0	0	0	28	112	0	0	1	5	0	0	0	0	0	1	0	0	4	35	0	0
3412	4420	"Siikasuo"	61.3	22.06667	167.5	"AWI"	167.5	3384.5	3978.5	3676	0	0	150	0	1	7	0	594	0	0	0	1	0	0	0	0	2	60	1	0	0	0	1	0	0	0	0	59	106	0	0	2	5	0	0	0	0	0	0	1	0	3	32	0	0
3412	4420	"Siikasuo"	61.3	22.06667	170	"AWI"	170	3411	4007	3699	0	0	176	0	1	5	0	555	0	0	0	1	0	0	0	0	0	51	28	0	0	0	1	0	0	0	0	82	88	0	0	0	7	0	0	0	0	0	2	0	0	10	31	0	0
3412	4420	"Siikasuo"	61.3	22.06667	172.5	"AWI"	172.5	3429.5	4035	3723	0	0	104	0	0	2	0	730	0	0	0	1	0	0	0	0	2	30	4	0	0	1	1	0	0	0	0	11	96	0	0	0	1	0	0	0	0	0	0	1	0	10	15	1	0
3412	4420	"Siikasuo"	61.3	22.06667	175	"AWI"	175	3446	4066	3747	0	0	80	0	0	8	0	746	0	0	0	0	0	0	0	0	15	28	44	0	0	0	2	0	0	0	1	17	91	0	0	0	5	0	0	0	0	0	0	0	0	8	25	0	0
3412	4420	"Siikasuo"	61.3	22.06667	180	"AWI"	180	3481	4103	3783	0	0	133	0	0	4	0	637	0	0	0	0	0	0	0	0	4	68	16	0	0	0	0	0	0	0	0	13	91	0	0	0	5	0	0	0	0	0	0	0	0	5	52	0	0
3412	4420	"Siikasuo"	61.3	22.06667	185	"AWI"	185	3509	4155	3814	0	0	141	0	0	3	0	685	0	0	0	0	0	0	0	0	4	111	9	0	0	0	0	0	0	0	0	4	54	0	0	0	6	0	0	0	0	0	1	0	0	4	48	0	0
3412	4420	"Siikasuo"	61.3	22.06667	190	"AWI"	190	3529	4219	3847	0	4	99	0	1	2	0	643	0	0	0	0	0	0	0	0	13	84	7	0	0	0	0	0	0	0	0	16	109	0	0	0	6	0	0	0	0	0	0	1	0	6	35	0	0
3412	4420	"Siikasuo"	61.3	22.06667	195	"AWI"	195	3558	4275	3879	0	0	171	1	0	6	0	665	0	0	0	0	0	0	0	0	6	64	42	0	0	0	0	0	0	0	0	11	119	0	0	1	11	0	0	0	0	0	2	2	0	6	62	0	0
3412	4420	"Siikasuo"	61.3	22.06667	200	"AWI"	200	3590	4319	3911	0	0	115	0	0	0	0	648	0	0	0	0	0	0	0	0	7	73	5	0	0	0	0	0	0	0	0	42	74	0	0	0	11	0	0	0	0	0	3	0	0	1	36	0	0
3412	4420	"Siikasuo"	61.3	22.06667	205	"AWI"	205	3619	4380	3943	0	2	144	1	0	1	0	600	0	0	0	0	0	0	0	0	3	93	33	0	0	1	2	0	0	0	0	19	66	0	0	0	6	0	0	0	0	0	1	0	0	5	65	0	0
3412	4420	"Siikasuo"	61.3	22.06667	210	"AWI"	210	3649	4436	3975	0	0	272	1	0	1	0	458	0	0	0	0	0	0	0	0	13	52	22	0	0	1	0	1	0	0	0	8	121	0	0	0	6	0	0	0	0	0	0	2	0	3	80	0	0
3412	4420	"Siikasuo"	61.3	22.06667	215	"AWI"	215	3683	4489	4008	0	0	167	0	0	2	0	624	0	0	0	0	0	0	0	0	0	51	18	0	0	0	0	0	0	0	0	16	76	0	0	0	4	0	0	0	0	0	0	0	0	4	66	0	0
3412	4420	"Siikasuo"	61.3	22.06667	220	"AWI"	220	3708	4554	4039	0	0	130	0	0	1	0	650	0	0	0	0	0	0	0	0	6	37	6	0	0	0	2	0	0	0	0	29	91	0	0	0	4	0	0	0	0	0	0	1	0	5	68	0	1
3412	4420	"Siikasuo"	61.3	22.06667	222.5	"AWI"	222.5	3718	4583.5	4055.5	0	0	200	0	1	1	0	650	0	0	0	0	0	0	0	0	1	40	6	0	0	0	0	0	0	0	0	12	73	0	0	1	12	0	0	0	0	0	3	0	0	6	54	0	0
3412	4420	"Siikasuo"	61.3	22.06667	225	"AWI"	225	3741	4616	4075	0	0	412	0	0	2	0	403	0	0	0	0	0	0	0	0	2	22	19	0	0	0	2	1	0	0	0	13	88	0	0	2	8	0	0	0	0	0	1	1	0	4	45	0	0
3412	4420	"Siikasuo"	61.3	22.06667	227.5	"AWI"	227.5	3765.5	4658.5	4106	0	0	212	0	0	3	0	590	0	0	0	0	0	0	0	0	1	53	15	0	0	0	3	0	0	0	0	15	80	0	0	1	8	0	0	0	0	0	0	1	0	7	82	0	0
3412	4420	"Siikasuo"	61.3	22.06667	230	"AWI"	230	3789	4700	4136	0	0	174	0	0	6	0	475	0	0	0	0	0	0	0	0	1	97	8	0	0	0	2	0	0	0	0	18	126	0	0	0	6	0	0	0	0	0	0	0	0	3	104	0	0
3412	4420	"Siikasuo"	61.3	22.06667	235	"AWI"	235	3825	4795	4190	1	0	149	0	0	2	0	590	0	0	0	0	1	0	0	0	3	83	3	0	0	0	0	0	0	0	0	18	68	0	0	0	6	0	0	1	0	0	2	0	0	3	91	0	0
3412	4420	"Siikasuo"	61.3	22.06667	240	"AWI"	240	3852	4912	4247	0	0	147	0	0	2	0	554	0	0	0	0	0	0	0	0	3	44	86	0	0	0	0	0	0	0	0	20	160	0	0	0	5	0	0	0	0	0	3	2	0	2	67	0	0
