"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	4	"AWI"	4	-72	244	38	2	1	1	2	0	116	0	0	3	0	1	1	0	0	83	2	1	0	0	0	3	0	0	0	1	1	0	1	50	0	16	0	0	0	0	0	2	0	0	3	0	0	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	8	"AWI"	8	-17	395	151	5	0	0	0	0	96	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	38	0	7	0	0	0	0	0	2	0	0	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	12	"AWI"	12	38	539	282	4	0	0	1	0	144	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	2	75	0	29	0	1	0	0	0	7	0	0	2	0	0	3
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	20	"AWI"	20	202	813	508	4	0	0	1	0	108	1	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	61	0	15	0	1	0	0	0	4	0	0	0	0	0	4
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	28	"AWI"	28	453	949	769	3	1	0	0	0	122	3	0	1	0	3	0	0	0	71	0	0	0	0	0	5	2	0	0	0	0	0	1	74	0	21	0	1	0	0	0	1	0	0	3	0	0	5
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	36	"AWI"	36	839	1098	970	9	0	0	0	0	137	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	82	0	20	0	0	0	0	0	1	0	0	1	0	0	5
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	44	"AWI"	44	1019	1306	1163	1	0	0	1	0	104	0	0	0	0	0	0	0	0	38	0	0	0	0	0	2	2	0	0	0	0	0	1	77	0	21	0	0	0	0	0	4	0	0	4	0	1	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	52	"AWI"	52	1305	1491	1361	10	0	0	1	0	144	0	0	3	1	0	1	0	0	0	0	0	0	0	0	9	2	1	0	0	0	0	2	88	0	27	3	2	0	0	0	8	0	0	3	0	4	3
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	60	"AWI"	60	1394	1853	1587	5	0	0	3	0	109	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	78	0	21	0	1	1	0	0	5	0	0	0	0	1	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	62	"AWI"	62	1444	1887	1650	8	0	0	1	0	80	1	0	1	0	3	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	57	0	14	0	1	1	0	0	2	0	0	4	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	68	"AWI"	68	1594	2070	1842	3	0	0	0	0	106	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	2	93	0	8	0	1	3	0	0	2	0	0	0	0	0	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	76	"AWI"	76	1958	2280	2140	16	0	0	0	0	170	2	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	1	115	0	22	1	1	0	0	0	3	0	0	3	0	0	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	84	"AWI"	84	2212	2629	2444	8	0	0	3	0	129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	61	0	14	0	1	0	0	0	5	0	1	0	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	92	"AWI"	92	2617	2858	2751	7	0	1	0	0	133	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	99	0	29	0	1	1	0	0	1	0	0	4	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	100	"AWI"	100	2801	3191	2981	17	0	0	1	0	160	0	0	1	0	3	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	125	0	19	0	1	0	0	0	3	0	0	2	0	1	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	108	"AWI"	108	2963	3392	3179	12	0	1	1	0	98	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	101	0	17	1	0	0	0	0	3	0	0	4	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	116	"AWI"	116	3160	3562	3378	6	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	57	0	8	1	0	0	0	0	3	0	0	2	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	124	"AWI"	124	3448	3686	3563	11	0	0	1	0	182	1	0	0	0	1	2	0	0	112	0	0	0	0	0	8	4	0	0	0	0	0	1	76	0	28	2	1	0	0	0	4	0	0	0	1	1	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	132	"AWI"	132	3591	4017	3773	16	0	0	0	0	129	1	0	1	0	3	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	93	0	10	0	0	0	0	0	6	0	0	2	0	0	4
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	140	"AWI"	140	3723	4204	3980	18	0	0	1	0	127	0	0	2	0	0	2	0	0	71	0	0	0	0	0	1	2	0	0	0	0	0	1	98	0	12	1	2	0	0	0	1	0	0	1	0	1	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	148	"AWI"	148	4020	4345	4184	18	0	0	2	0	148	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	107	0	18	0	0	0	0	0	1	0	0	5	0	1	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	150	"AWI"	150	4052	4420	4234	3	0	0	1	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	1	173	0	12	0	2	0	0	0	5	0	0	1	0	1	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	160	"AWI"	160	4261	4699	4481	11	0	0	1	0	131	0	0	0	0	3	0	0	0	71	0	0	0	0	0	2	2	0	0	0	0	0	1	229	0	18	0	0	0	0	0	4	0	0	0	0	0	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	168	"AWI"	168	4510	4801	4668	15	0	0	2	0	113	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	157	0	25	0	1	0	0	0	3	0	0	3	0	0	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	170	"AWI"	170	4551	4827	4720	17	0	0	0	0	136	0	0	0	0	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	1	150	0	12	0	2	0	0	0	1	0	0	6	0	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	176	"AWI"	176	4686	5170	4899	22	0	0	0	0	139	1	0	1	0	3	2	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	148	0	10	0	2	0	0	0	4	0	0	5	0	0	5
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	184	"AWI"	184	4915	5410	5208	18	0	1	2	0	110	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	141	0	17	0	0	0	0	0	1	0	0	6	0	2	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	192	"AWI"	192	5329	5579	5482	16	0	1	2	0	133	0	0	1	0	5	0	0	0	0	0	0	0	1	0	6	6	0	0	0	0	0	0	58	0	17	1	0	0	0	0	4	0	0	2	0	1	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	200	"AWI"	200	5433	5910	5661	30	0	1	0	0	116	1	0	0	0	5	1	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	1	181	0	14	0	1	0	0	0	1	0	0	3	0	5	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	208	"AWI"	208	5601	6062	5849	15	0	1	0	0	135	1	0	2	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	179	0	22	0	0	0	0	0	0	0	0	2	0	2	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	216	"AWI"	216	5790	6200	6024	18	0	1	0	0	214	1	0	0	0	10	0	0	0	60	0	0	0	0	0	7	7	0	0	0	0	0	1	256	0	32	2	1	0	0	0	0	0	1	3	0	1	3
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	224	"AWI"	224	6007	6270	6191	25	0	0	1	0	237	0	0	0	0	3	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	134	0	20	2	2	0	0	0	1	0	0	0	0	2	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	232	"AWI"	232	6165	6559	6363	38	0	0	0	0	203	0	0	0	0	3	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	356	0	11	0	3	0	0	0	2	0	0	3	0	10	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	240	"AWI"	240	6332	6745	6551	43	0	0	0	0	147	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	131	0	14	2	0	0	0	0	1	0	0	3	0	5	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	248	"AWI"	248	6616	6874	6744	31	0	0	0	0	139	0	0	2	0	4	0	0	0	0	0	0	0	0	0	3	6	0	2	0	0	0	0	276	0	19	4	0	0	0	0	3	0	0	2	0	4	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	252	"AWI"	252	6700	6962	6829	25	0	0	1	0	151	0	0	1	0	2	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	143	0	16	0	0	2	0	0	1	0	0	1	0	5	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	260	"AWI"	260	6802	7214	7003	31	0	3	2	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	1	195	0	21	0	0	0	0	0	1	0	0	3	0	0	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	264	"AWI"	264	6899	7277	7108	29	0	0	1	0	218	0	0	0	0	4	1	0	0	0	0	0	0	0	0	11	5	0	2	0	0	0	0	200	0	29	0	0	0	0	0	2	0	0	1	0	1	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	268	"AWI"	268	7012	7336	7201	45	0	3	1	0	240	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	210	0	20	0	0	0	0	0	2	0	0	1	0	1	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	276	"AWI"	276	7238	7459	7368	49	1	1	0	0	212	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	156	0	15	0	0	2	0	0	2	0	0	0	0	4	5
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	284	"AWI"	284	7344	7659	7493	45	1	0	4	0	199	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	192	0	22	0	2	0	0	0	3	0	1	0	0	3	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	292	"AWI"	292	7454	7788	7631	27	0	0	1	0	195	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	345	0	36	2	0	1	0	0	1	0	0	1	1	0	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	300	"AWI"	300	7583	7904	7768	35	0	0	0	0	158	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	224	0	22	0	0	0	0	0	3	0	0	0	0	3	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	308	"AWI"	308	7779	8075	7928	27	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	108	0	14	0	0	2	0	0	2	0	0	0	0	1	3
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	316	"AWI"	316	7927	8346	8137	17	0	0	2	0	196	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	143	0	40	0	0	0	0	0	1	0	2	1	0	2	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	324	"AWI"	324	8167	8483	8346	20	0	0	1	0	167	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	11	0	2	0	1	0	0	175	0	56	0	0	0	0	0	2	0	0	0	0	1	1
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	332	"AWI"	332	8428	8660	8537	18	0	0	1	0	188	0	0	0	1	4	0	0	0	13	0	0	0	0	0	16	8	0	0	0	0	0	0	103	0	35	0	1	1	0	0	7	0	0	0	0	2	0
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	340	"AWI"	340	8541	8930	8715	23	0	1	1	0	256	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	26	0	3	0	0	0	6	0	0	0	0	1	2
13476	20279	"Liten Cap’pesjav’ri"	71.074352	25.367798	348	"AWI"	348	8724	9063	8899	15	0	2	0	0	190	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	80	0	23	0	0	0	0	0	2	0	0	1	0	2	1
