"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Violaceae"
14274	22346	"Stráženská slat"	48.899104	13.741768	0	"AWI"	0	-138	25	-53	0	0	0	0	0	0	0	0	29.4117647058824	0	0	0	0	0	0	0	0	0	0.980392156862745	0	0	0	0	0.980392156862745	0	0	0	0	0	0	0	0	0	0	0	30.8823529411765	32.3529411764706	0	3.92156862745098	0	0	0	0	0	0.980392156862745	0	0	0	0.490196078431373	0	0	0	0	0	0	0	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	10	"AWI"	10	-73	447	81	0.62111801242236	0	0	1.24223602484472	0	0	0	0	11.1801242236025	0	0	0.62111801242236	0	0	0	0.62111801242236	0	0	1.86335403726708	3.1055900621118	5.59006211180124	0.62111801242236	0	5.59006211180124	0.62111801242236	0	0	0	0	0	0	0	0	0	1.86335403726708	34.1614906832298	22.9813664596273	0	0	0	0	0	0.62111801242236	0	3.1055900621118	0	0	0	4.34782608695652	0.62111801242236	0	0	0	0	0	0	0.62111801242236	0
14274	22346	"Stráženská slat"	48.899104	13.741768	20	"AWI"	20	-46	943	208	2.16216216216216	0	0	0.540540540540541	0	0	0	0	15.1351351351351	0	0.540540540540541	0	0	0	0	0	0	0	2.7027027027027	0.540540540540541	0	0.540540540540541	0	7.56756756756757	0	0	0	0	0	0	0	0	0	0	0	18.3783783783784	41.6216216216216	0	0	0	0	0	0	0	5.40540540540541	0	0	0	4.32432432432432	0.540540540540541	0	0	0	0	0	0	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	30	"AWI"	30	38	1147	379	4.70588235294118	0	0	0	0	0	0.392156862745098	0	7.84313725490196	0	0	0	0	0	0	0.392156862745098	0	0	1.56862745098039	4.70588235294118	0	0	0	5.49019607843137	0	0	0	0	0	0	0	0	0	0	0	14.5098039215686	39.2156862745098	0	17.2549019607843	0	0	0	0	0	1.96078431372549	0	0	0	1.56862745098039	0	0	0	0	0	0	0	0.392156862745098	0
14274	22346	"Stráženská slat"	48.899104	13.741768	40	"AWI"	40	88	1454	539	9.05923344947735	0	0	0.348432055749129	0	0	1.04529616724739	0	13.588850174216	0	0.696864111498258	0	0	0	0	0	0	0	2.78745644599303	0.348432055749129	0	0	0	21.602787456446	0	0	0	0	0	0	0	0	0	0	0	16.3763066202091	25.4355400696864	0	0	0	0	0	0	0	7.66550522648084	0	0	0.348432055749129	0	0	0	0	0	0	0	0	0.696864111498258	0
14274	22346	"Stráženská slat"	48.899104	13.741768	50	"AWI"	50	192	1661	706	4.48717948717949	0	0	0	0	0	0.641025641025641	0	16.6666666666667	0	0	0.32051282051282	0.961538461538462	0	0	0.32051282051282	0	0	2.56410256410256	0.961538461538462	0	0.32051282051282	0	19.5512820512821	0	0	0	0	0.32051282051282	0.32051282051282	0	0.32051282051282	0	0	0	14.4230769230769	30.7692307692308	0	0	0	0	0	0	0	5.44871794871795	0	0	0	1.6025641025641	0	0	0	0	0	0	0	0	0
14274	22346	"Stráženská slat"	48.899104	13.741768	60	"AWI"	60	258	1907	865	12.7118644067797	0	0	0	0	0	0.282485875706215	0	6.21468926553672	0	0	0	0.282485875706215	0	0	0	0	0	1.9774011299435	0	0	0	0	39.5480225988701	0	0	0	0	0	0	0	0	0	0	0	21.1864406779661	13.8418079096045	0	0	0	0	0	0	0	2.25988700564972	0	0	0	0.847457627118644	0	0	0	0	0	0	0	0.847457627118644	0
14274	22346	"Stráženská slat"	48.899104	13.741768	70	"AWI"	70	370	2089	1030	20.8754208754209	0	0	0	0	0	0.673400673400673	0	7.07070707070707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2525252525253	0.336700336700337	0	0	0	0	0	0	0	0	0	0	23.5690235690236	13.1313131313131	0	4.04040404040404	0	0	0	0	0	3.36700336700337	0	0	0	0	0	0	0	0	0	0	0.336700336700337	1.34680134680135	0
14274	22346	"Stráženská slat"	48.899104	13.741768	80	"AWI"	80	447	2309	1196	14.9253731343284	0	0	0	0	0	0	0	4.47761194029851	0	0	0	0.373134328358209	0	0	0	0	0	2.98507462686567	0	0	0	0	39.1791044776119	0.373134328358209	0	0	0	0	0	0	0	0	0	0	24.6268656716418	9.70149253731343	0	0	0	0	0	0	0	2.61194029850746	0	0	0.373134328358209	0	0	0	0	0	0	0	0	0.373134328358209	0
14274	22346	"Stráženská slat"	48.899104	13.741768	90	"AWI"	90	567	2513	1351	18.9320388349515	0	0	0	0	0	0.485436893203883	0	7.76699029126214	0	0	0	0.485436893203883	0	0	0	0	0	2.9126213592233	0.485436893203883	0	0	0	24.2718446601942	0	0	0	0	0	0	0	0	0	0	0	25.2427184466019	8.25242718446602	0	6.31067961165049	0	0	0	0	0	2.9126213592233	0	0	0	0	0	0	0	0	0	0	0.970873786407767	0.970873786407767	0
