"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
17506	29236	"Praz Rodet"	46.56667	6.17361	19	"AWI"	19	-48	249	88	7	1	8	1	0	0	0	1	0	19	0	0	0	0	0	0	0	7	0	0	0	0	16	0	27	0	0	0	0	0	16	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	62	88	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	21	"AWI"	21	-33	266	104	11	0	0	1	0	0	0	1	0	26	0	0	1	0	2	0	0	9	0	0	0	0	5	0	31	0	0	0	0	0	24	0	4	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	15	0	49	0	0	0	0	73	0	0	0	0	20	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	10	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	22	"AWI"	22	-24	272	113	8	1	0	0	0	0	0	2	0	17	0	0	1	0	0	0	0	2	0	0	0	0	9	0	26	0	0	0	0	0	25	0	6	0	0	0	0	0	2	4	0	0	0	0	0	1	0	0	10	0	70	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	23	"AWI"	23	-16	278	121	7	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	1	0	0	0	0	6	0	25	0	0	0	0	0	15	0	3	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	6	0	31	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	24	"AWI"	24	-9	287	130	8	1	0	3	0	0	0	2	0	8	0	2	0	0	0	0	0	3	0	0	0	0	21	0	30	0	0	0	0	0	11	0	6	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	27	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	9	3	0	0	0	0	0	0	1	2	9	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	25	"AWI"	25	-2	297	139	4	0	7	1	0	0	0	2	0	10	0	1	1	0	0	0	0	2	0	0	0	0	4	0	40	0	0	0	0	0	19	0	7	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	10	1	52	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	8	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	27	"AWI"	27	7	311	159	13	1	13	5	0	0	0	0	0	19	0	0	1	0	0	0	0	6	0	0	0	0	19	0	41	0	0	0	0	0	43	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	9	0	167	120	0	0	0	0	0	2	0	1	13	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	4	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	29	"AWI"	29	16	335	177	17	0	0	2	0	0	0	4	0	17	0	5	0	0	0	0	0	4	0	0	0	0	18	0	37	0	0	0	0	0	15	0	8	0	0	0	0	0	2	1	0	0	0	0	0	5	0	0	3	0	58	119	2	0	3	0	0	0	0	0	16	0	0	0	0	0	2	0	3	0	0	0	1	0	0	0	2	6	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	31	"AWI"	31	29	351	195	13	0	0	0	1	0	0	2	0	6	1	0	0	0	0	0	0	5	0	0	0	0	11	0	75	0	0	0	0	0	14	0	8	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	2	0	47	0	0	0	1	0	0	0	0	0	20	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	3	6	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	33	"AWI"	33	47	359	212	11	0	8	3	0	0	0	2	0	11	1	3	0	0	0	0	0	1	0	0	0	0	10	0	147	0	0	11	0	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	41	97	0	0	1	0	0	0	0	0	15	0	0	0	0	0	1	13	0	0	0	0	1	0	0	0	2	3	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	35	"AWI"	35	60	369	230	8	0	11	2	0	0	0	1	0	9	0	1	1	0	0	0	0	6	0	0	0	0	11	0	166	0	0	0	0	0	12	0	3	0	0	0	0	0	2	3	0	0	0	0	0	6	0	0	3	0	32	121	1	0	0	0	0	1	0	0	23	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	7	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	37	"AWI"	37	72	380	247	9	0	6	0	0	0	0	0	0	6	0	0	1	0	0	0	0	4	0	0	0	0	7	0	40	0	0	0	0	0	10	0	5	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	4	0	42	164	0	0	2	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	39	"AWI"	39	81	397	264	11	0	11	1	0	0	0	0	0	19	0	1	0	0	0	0	0	2	0	0	0	0	8	0	58	0	0	0	0	0	7	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	19	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0	1	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	41	"AWI"	41	100	412	281	6	0	4	0	0	0	0	3	0	12	0	1	1	0	0	0	0	2	0	0	0	0	12	0	64	0	0	0	0	0	26	0	1	0	0	0	0	0	1	4	0	0	0	0	0	5	0	0	3	0	48	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	43	"AWI"	43	130	420	298	4	0	8	1	0	0	0	1	0	22	0	0	1	0	0	0	0	8	0	0	0	0	16	0	200	1	0	0	0	0	16	0	5	0	0	0	0	0	1	3	0	0	0	0	0	3	0	0	2	0	37	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	17	1	0	0	0	0	0	1	0	1	3	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	45	"AWI"	45	155	430	315	4	0	0	1	0	0	0	2	0	12	0	0	1	0	0	0	0	3	0	0	0	0	16	0	201	0	0	0	0	0	5	1	3	0	0	0	0	0	3	4	0	0	0	0	0	1	0	0	8	0	64	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	6	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	47	"AWI"	47	168	441	334	5	0	15	2	0	0	0	1	0	16	0	2	0	0	0	0	0	6	1	0	0	0	8	0	222	0	0	0	0	0	10	0	3	0	0	0	0	0	3	2	0	1	0	0	0	1	0	0	2	0	47	0	0	0	1	73	0	0	0	0	21	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	49	"AWI"	49	183	457	351	7	0	3	3	0	0	0	6	0	10	0	2	0	0	0	0	0	7	0	0	0	0	11	0	82	0	0	0	0	0	34	0	1	0	0	0	0	0	9	0	0	0	0	0	0	5	0	0	2	0	55	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	51	"AWI"	51	210	475	373	8	0	15	2	0	0	0	5	0	8	0	2	0	0	0	0	0	8	0	1	0	0	26	0	37	0	0	0	0	0	50	0	0	0	0	0	0	0	12	3	0	0	0	0	0	8	0	0	9	0	40	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	3	2	1
17506	29236	"Praz Rodet"	46.56667	6.17361	53	"AWI"	53	249	494	402	20	1	0	2	0	0	0	2	0	12	0	0	0	0	22	0	0	9	0	0	0	0	16	0	16	0	0	0	0	0	74	0	1	0	0	0	0	0	6	6	0	0	0	0	0	8	0	0	12	0	57	0	0	0	0	0	0	0	0	2	39	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	2	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	55	"AWI"	55	269	525	425	37	0	0	1	0	0	0	7	0	22	0	1	0	0	0	0	0	2	0	0	0	0	23	0	11	0	0	0	0	0	40	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	5	0	136	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	3	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	57	"AWI"	57	278	575	448	42	0	17	0	0	0	0	1	0	15	0	0	1	0	0	0	0	1	0	0	0	0	16	0	20	0	0	0	0	0	30	0	3	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	1	0	107	0	0	0	0	0	0	0	1	0	29	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	6	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	59	"AWI"	59	286	633	469	57	0	0	0	0	0	0	3	0	8	0	0	1	0	18	0	0	1	0	0	0	0	14	0	19	0	0	0	0	0	22	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	124	0	1	0	0	0	0	0	0	0	24	0	0	0	0	0	1	9	0	0	0	0	1	0	0	0	1	0	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	61	"AWI"	61	308	675	493	74	0	0	2	0	0	0	4	0	4	0	0	0	0	0	0	0	5	0	0	0	0	6	0	12	0	0	0	0	0	32	0	1	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	2	0	100	31	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	2
17506	29236	"Praz Rodet"	46.56667	6.17361	63	"AWI"	63	337	701	522	96	0	0	1	0	0	0	3	0	13	0	0	1	0	13	0	0	1	0	0	0	0	3	0	16	0	0	0	0	0	38	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	1	0	233	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	3	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	65	"AWI"	65	360	735	550	90	0	7	2	0	0	0	4	0	9	0	1	0	0	0	0	0	3	0	0	0	0	10	0	10	0	0	0	0	0	56	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	123	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	67	"AWI"	67	377	777	578	94	0	4	2	0	0	0	2	0	9	0	0	0	0	0	0	0	3	0	0	0	0	3	0	17	0	0	0	0	0	47	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	146	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	2	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	69	"AWI"	69	391	825	604	55	1	10	1	0	0	0	2	0	17	0	1	1	0	0	0	0	2	0	0	0	0	21	0	10	0	0	0	0	0	84	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	8	0	122	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	0	2	0	1	1	1	1	0	3
17506	29236	"Praz Rodet"	46.56667	6.17361	71	"AWI"	71	418	861	632	62	0	13	1	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	14	0	6	0	0	0	0	0	29	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	207	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	6	3	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	73	"AWI"	73	456	877	661	52	0	13	4	0	0	0	2	0	7	0	0	0	0	0	0	0	2	0	0	0	0	13	0	51	0	0	0	0	0	63	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0	140	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	2	2	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	75	"AWI"	75	479	896	694	48	0	13	0	0	0	0	2	0	24	0	0	0	0	0	0	0	3	0	0	1	0	20	0	13	0	0	0	0	0	68	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	156	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4	1	0
17506	29236	"Praz Rodet"	46.56667	6.17361	77	"AWI"	77	499	921	727	66	0	15	0	0	0	0	1	0	20	0	0	0	0	0	0	0	2	0	0	0	0	14	0	5	0	0	0	0	0	62	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	170	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	79	"AWI"	79	523	961	755	95	1	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	10	0	8	0	0	0	0	0	45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	286	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	81	"AWI"	81	560	990	785	88	0	8	0	0	0	0	2	0	12	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	186	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	83	"AWI"	83	628	1004	818	114	1	20	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	0	0	0	0	19	0	55	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	198	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	2	0	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	85	"AWI"	85	676	1024	851	93	1	0	2	0	0	0	4	0	23	1	1	3	0	2	0	0	0	0	0	0	0	22	0	16	0	0	0	0	0	69	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	92	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	1	0	9	0	0	0	0	0	1	0	2	1	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	87	"AWI"	87	716	1043	885	81	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	16	0	9	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	83	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	5	1	1	0
17506	29236	"Praz Rodet"	46.56667	6.17361	89	"AWI"	89	742	1078	920	71	4	6	0	0	0	0	1	0	16	0	0	1	0	8	0	0	1	0	0	0	0	21	0	16	0	0	0	0	0	40	0	3	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	14	0	72	44	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	91	"AWI"	91	787	1107	951	89	3	17	1	0	0	0	5	0	20	0	0	0	0	0	0	0	0	0	0	0	0	13	0	12	0	0	0	0	0	77	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	24	0	109	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	2	0	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	93	"AWI"	93	850	1123	976	91	0	0	0	0	0	0	2	0	15	0	0	2	0	0	0	0	1	0	0	0	0	16	0	17	0	0	0	0	0	28	0	4	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	5	0	142	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	3	1	0
17506	29236	"Praz Rodet"	46.56667	6.17361	95	"AWI"	95	908	1145	1002	102	0	39	0	0	0	0	3	0	37	0	0	0	0	0	0	0	1	0	0	0	0	23	0	19	0	0	0	0	0	40	0	4	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	13	0	189	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	97	"AWI"	97	954	1169	1030	39	0	25	0	0	0	0	4	0	17	0	0	0	0	0	0	0	1	0	0	0	0	19	0	7	0	0	0	0	0	64	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	15	0	107	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	3	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	99	"AWI"	99	973	1208	1063	44	3	40	1	0	0	0	5	0	15	0	1	1	0	0	0	0	0	0	0	0	0	45	0	11	0	0	0	0	0	150	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	34	0	83	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	11	2	1	0
17506	29236	"Praz Rodet"	46.56667	6.17361	101	"AWI"	101	997	1244	1092	51	1	0	3	0	0	0	1	0	16	0	0	0	0	5	0	0	0	0	0	0	0	10	0	4	0	0	0	0	0	128	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	0	101	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	106	"AWI"	106	1037	1325	1169	62	1	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	1	0	0	0	0	11	0	9	0	0	0	0	0	196	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	155	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	1	3	1	1
17506	29236	"Praz Rodet"	46.56667	6.17361	112	"AWI"	112	1093	1459	1254	155	1	19	0	0	0	0	1	0	8	1	0	1	0	0	0	0	0	0	0	0	0	19	0	2	0	0	0	0	0	96	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	24	0	141	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	116	"AWI"	116	1141	1491	1319	58	0	0	1	0	0	0	3	0	17	0	1	0	0	0	0	0	0	0	0	0	0	53	0	2	0	0	0	0	0	81	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	96	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	120	"AWI"	120	1174	1553	1378	24	1	35	0	0	0	0	1	0	49	0	0	0	0	0	0	0	0	0	0	1	0	20	0	2	0	0	0	0	0	167	0	4	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	25	0	42	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	124	"AWI"	124	1287	1581	1419	23	0	38	1	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	0	3	0	0	0	0	0	90	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	39	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1
17506	29236	"Praz Rodet"	46.56667	6.17361	128	"AWI"	128	1371	1636	1468	30	0	55	1	0	0	0	3	0	52	0	0	0	0	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	0	123	0	9	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	19	0	82	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	0
17506	29236	"Praz Rodet"	46.56667	6.17361	132	"AWI"	132	1428	1699	1528	100	4	26	1	0	0	0	1	0	9	0	0	0	0	0	0	0	1	0	0	0	0	22	0	11	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	116	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	1	0	3	0	0	0	1	0	2	1	1	1	0	0
