"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
15910	24497	"Couëdic"	47.21389	-1.55722	480	"AWI"	480	693	1351	967	0	0	0.512820512820513	2.05128205128205	2.56410256410256	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02564102564103	0	3.58974358974359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02564102564103	0	0	67.6923076923077	0	0	7.69230769230769	0	4.1025641025641	0	0	1.02564102564103	2.56410256410256	0.512820512820513	0	0	0	0	0	0	0	5.64102564102564
15910	24497	"Couëdic"	47.21389	-1.55722	483	"AWI"	483	709	1366	983	0	0	3.86266094420601	1.71673819742489	0.429184549356223	0	0	0	0.858369098712446	0	0	0.858369098712446	0	0	0.429184549356223	0	0	0	0.858369098712446	0	4.72103004291846	0	0	0	0.858369098712446	0	0	0	0	0	0	0	0	0	0	0	0	0	0.429184549356223	0	0	72.5321888412017	2.57510729613734	0	3.43347639484979	0	1.28755364806867	0	0	2.57510729613734	0	0	0	0.429184549356223	0.858369098712446	0.429184549356223	0	0	0	0.858369098712446
15910	24497	"Couëdic"	47.21389	-1.55722	488	"AWI"	488	731	1395	1011	0	0	1.94174757281553	2.42718446601942	0.970873786407767	0	0	0	0	0	0	0.970873786407767	0	0.485436893203883	0.970873786407767	0	0	0	0.970873786407767	0	2.42718446601942	0	0	0	0.970873786407767	0	0	0	0	0.970873786407767	0	0	0	0	0.485436893203883	0	0	0	0	0	0	73.3009708737864	3.88349514563107	0	5.33980582524272	0	1.45631067961165	0	0	0.485436893203883	0	0.970873786407767	0	0	0	0	0	0	0	0.970873786407767
15910	24497	"Couëdic"	47.21389	-1.55722	493	"AWI"	493	750	1427	1039	0	0	2.32558139534884	1.86046511627907	0.930232558139535	0	0	0	1.3953488372093	0	0	1.86046511627907	0	0.465116279069767	0	0	0	0	4.65116279069767	0	6.04651162790698	0	0	0	0.465116279069767	1.3953488372093	0	0	0	0	0	0	0	0	0	0	0	0	0.930232558139535	0	0	62.3255813953488	0	0	3.72093023255814	0	1.86046511627907	0	0	0	3.72093023255814	5.11627906976744	0	0	0	0	0	0	0	0.930232558139535
15910	24497	"Couëdic"	47.21389	-1.55722	498	"AWI"	498	764	1470	1066	0.471698113207547	0	9.90566037735849	1.88679245283019	1.88679245283019	0	0	0	1.41509433962264	0	0	1.41509433962264	0	0.943396226415094	0	0	0	0	4.24528301886792	0	9.43396226415094	0	0	0	0.943396226415094	0.471698113207547	0.943396226415094	0	0	0	0	0	0	0	0	0	0	0	0.943396226415094	0	0	47.1698113207547	0	0	9.43396226415094	0	1.88679245283019	0	0	0.943396226415094	0	5.66037735849057	0	0	0	0	0	0	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	503	"AWI"	503	774	1517	1093	0.584795321637427	0	8.7719298245614	4.09356725146199	1.16959064327485	0	0	0	2.33918128654971	0	0	0.584795321637427	0	1.16959064327485	0.584795321637427	0	0	0	7.01754385964912	0	5.26315789473684	0	0	0	0	0	0	0	0	0.584795321637427	0	0	1.16959064327485	0	0.584795321637427	0	1.75438596491228	0	1.16959064327485	0	0	25.7309941520468	2.92397660818713	0	11.6959064327485	0	0.584795321637427	0	0	0	2.33918128654971	16.374269005848	0	0	0	0.584795321637427	0.584795321637427	0.584795321637427	0	1.75438596491228
15910	24497	"Couëdic"	47.21389	-1.55722	508	"AWI"	508	784	1563	1118	0	0	7.10900473933649	2.8436018957346	1.8957345971564	0	0	5.68720379146919	1.4218009478673	0.4739336492891	0	0.947867298578199	0	0.4739336492891	0.4739336492891	0	0	0	6.16113744075829	0	11.3744075829384	0	0	0	0	0.4739336492891	0	0	0	0.4739336492891	0	0	0	1.4218009478673	0	0.4739336492891	0	0	0.947867298578199	0	0	35.5450236966825	0	0	12.3222748815166	0	0.947867298578199	0	0	0	1.8957345971564	4.739336492891	0	0	0	0	0	0.947867298578199	0	0.947867298578199
15910	24497	"Couëdic"	47.21389	-1.55722	534	"AWI"	534	832	1849	1245	0	0	37.7777777777778	8.88888888888889	0	0	0	0	4.44444444444444	0	0	0	0	0	0	0	0	0	22.2222222222222	0	4.44444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88888888888889	0	0	0	8.88888888888889	0	4.44444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	607	"AWI"	607	997	2636	1605	0.757575757575758	0	34.0909090909091	8.33333333333333	0	0	0	0	0.757575757575758	0	0	0	0	0	0	0	0	0	8.33333333333333	0	6.81818181818182	0	0	0	0	0.757575757575758	0	0	0	0	0	0	0	0	1.51515151515152	0	0	0	3.03030303030303	0	0	10.6060606060606	6.81818181818182	0	13.6363636363636	0	1.51515151515152	0	0	0	0	0	0	0	0	0	3.03030303030303	0	0	0
15910	24497	"Couëdic"	47.21389	-1.55722	637	"AWI"	637	1112	2794	1786	0	0	35.9375	4.6875	0	0	0	0	1.5625	0	0	0	0	0	0	0	0	0	7.8125	0	4.6875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9375	0	0	0	0	0	25	0	0	0	0	0	0	1.5625	0	0	0	0	4.6875	3.125	0	0
