"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26217	45719	"Grostjørna"	58.537336	7.73367	1060	"AWI"	1060	610	1167	928	0	47	1	0	0	0	1	0	0	215	0	0	0	0	0	11	12	0	0	0	0	0	0	0	1	0	20	0	8	0	2	0	0	208	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1064	"AWI"	1064	797	1194	1012	0	54	1	0	0	0	4	0	0	254	0	0	0	0	0	19	11	0	0	0	3	1	1	0	3	0	8	0	1	0	1	0	1	182	0	0	0	0	1	0	19	0	0	0	0	0	0	0	1	0	0	0	2	2	1
26217	45719	"Grostjørna"	58.537336	7.73367	1068	"AWI"	1068	906	1256	1102	0	50	0	0	0	0	1	0	0	227	0	0	0	1	0	14	7	0	0	0	3	0	2	0	6	1	8	0	0	0	1	0	0	145	0	0	0	4	0	0	23	0	0	0	0	0	0	0	4	0	0	4	0	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1072	"AWI"	1072	1009	1317	1179	0	83	0	0	0	0	0	0	0	249	0	0	0	0	0	13	9	0	0	0	3	1	2	0	6	0	11	0	0	0	5	0	0	213	0	0	0	7	0	0	19	0	0	0	4	0	0	0	1	0	0	1	0	7	0
26217	45719	"Grostjørna"	58.537336	7.73367	1076	"AWI"	1076	1047	1469	1253	0	98	0	0	0	0	0	0	0	187	0	0	0	0	0	14	8	0	0	0	0	2	3	0	3	0	5	0	1	0	3	0	1	0	0	0	0	9	0	0	39	0	0	0	0	0	0	0	3	0	0	2	1	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1080	"AWI"	1080	1085	1642	1318	0	64	0	0	0	0	1	0	0	207	0	0	0	0	0	16	0	0	0	0	0	1	6	1	4	0	3	0	0	0	0	1	0	204	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	1	1	4	0
26217	45719	"Grostjørna"	58.537336	7.73367	1084	"AWI"	1084	1155	1695	1389	0	70	0	0	0	0	1	0	0	187	0	0	0	0	0	14	4	0	0	0	0	2	5	0	6	0	2	0	0	0	1	0	0	138	0	0	0	6	0	1	13	0	0	0	0	0	0	0	3	0	0	3	0	5	0
26217	45719	"Grostjørna"	58.537336	7.73367	1088	"AWI"	1088	1193	1787	1462	1	105	0	0	0	0	0	0	0	214	0	0	0	0	0	18	0	0	0	0	0	3	1	1	3	0	3	0	0	1	7	1	0	163	0	0	0	6	1	2	22	0	0	1	0	0	0	0	2	0	0	2	1	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1092	"AWI"	1092	1244	1892	1531	0	100	0	0	0	0	2	0	0	201	0	0	0	0	0	16	0	0	0	0	0	1	4	0	6	0	2	0	1	0	6	0	0	0	0	0	0	6	0	0	21	0	0	1	0	0	0	0	1	0	0	4	0	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1096	"AWI"	1096	1332	1943	1603	0	96	0	0	0	0	0	0	0	202	0	0	0	0	0	7	0	0	0	0	1	0	5	0	5	0	3	0	0	0	3	0	0	0	0	0	0	3	0	1	38	0	0	0	0	0	0	0	0	0	0	5	1	2	1
26217	45719	"Grostjørna"	58.537336	7.73367	1099	"AWI"	1099	1376	1987	1658	0	71	1	0	0	0	0	0	0	174	0	0	0	0	0	14	0	0	0	0	1	2	1	0	4	0	3	0	0	0	3	0	0	161	0	0	0	9	0	0	25	0	0	0	0	0	0	0	1	0	0	0	1	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1104	"AWI"	1104	1451	2097	1744	0	82	0	0	0	0	1	0	0	156	0	0	0	0	0	17	0	0	0	0	0	0	0	0	7	0	6	0	2	0	7	0	0	0	0	0	0	6	1	0	20	0	0	0	0	0	0	0	3	0	0	1	1	1	0
26217	45719	"Grostjørna"	58.537336	7.73367	1108	"AWI"	1108	1577	2156	1804	0	132	0	0	0	0	1	0	0	152	0	0	0	0	0	14	3	0	0	0	1	0	1	0	6	0	3	0	0	1	5	0	0	100	0	0	0	2	0	2	32	0	0	0	0	0	0	0	0	1	0	3	2	2	1
26217	45719	"Grostjørna"	58.537336	7.73367	1112	"AWI"	1112	1665	2215	1868	0	72	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	5	1	3	0	0	0	4	1	0	196	0	0	0	1	0	1	17	0	0	0	0	0	0	0	2	0	0	3	1	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1116	"AWI"	1116	1755	2317	1964	1	92	0	0	0	0	0	0	0	197	0	0	0	0	0	8	17	0	0	0	1	0	1	1	11	0	6	0	0	0	3	0	0	0	0	0	0	3	0	1	9	0	0	0	5	0	0	0	4	0	0	2	3	4	0
26217	45719	"Grostjørna"	58.537336	7.73367	1120	"AWI"	1120	1841	2558	2107	0	113	0	0	0	0	2	0	0	228	0	0	0	0	0	23	0	0	0	0	0	0	5	0	6	0	3	0	0	1	2	1	0	0	0	0	0	2	0	2	24	0	0	1	8	0	0	0	4	0	0	3	0	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1124	"AWI"	1124	1884	2921	2237	0	102	0	0	0	0	2	0	0	166	0	0	0	0	0	19	7	0	0	0	0	1	4	0	9	0	8	0	0	0	2	0	0	151	0	0	0	24	0	0	36	0	0	0	0	0	0	0	2	0	0	0	0	4	0
26217	45719	"Grostjørna"	58.537336	7.73367	1128	"AWI"	1128	1968	3213	2385	0	94	0	0	0	0	1	0	0	189	0	0	0	0	0	18	8	0	0	0	0	1	3	0	3	0	4	0	0	0	3	0	0	147	0	0	0	3	0	0	26	0	0	0	0	0	0	0	2	0	0	4	5	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1132	"AWI"	1132	2061	3362	2559	0	47	0	0	0	0	1	0	0	231	0	0	0	0	0	18	7	0	0	0	0	0	2	0	11	0	9	0	0	0	2	0	0	177	0	0	0	7	0	1	28	0	0	0	0	0	0	0	1	0	0	3	2	1	0
26217	45719	"Grostjørna"	58.537336	7.73367	1140	"AWI"	1140	2231	3810	2887	0	83	0	0	0	0	0	0	0	152	0	0	0	0	0	24	6	0	0	0	1	1	0	0	3	1	6	0	0	0	3	0	0	190	0	0	0	12	0	1	22	0	0	0	0	0	0	0	0	0	0	2	4	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1148	"AWI"	1148	2411	4172	3248	0	81	0	0	1	0	1	0	0	0	0	0	0	0	0	24	9	0	0	0	0	0	3	0	6	0	13	0	0	0	6	0	0	0	0	0	0	2	0	0	40	0	0	0	0	0	0	0	6	0	0	5	2	10	0
26217	45719	"Grostjørna"	58.537336	7.73367	1156	"AWI"	1156	2679	4445	3594	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	2	2	0	3	0	10	0	0	0	3	0	0	0	0	0	0	13	0	0	39	0	0	0	0	0	0	0	2	1	0	2	6	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1164	"AWI"	1164	2937	4722	3930	0	107	0	2	0	0	3	0	0	130	0	0	0	0	0	19	10	0	0	0	1	2	6	0	5	0	8	0	0	0	1	0	0	145	0	0	0	11	0	0	34	0	0	0	0	0	0	0	6	0	0	3	2	2	1
26217	45719	"Grostjørna"	58.537336	7.73367	1172	"AWI"	1172	3226	4933	4258	0	114	0	0	0	0	1	0	0	0	0	0	0	0	0	27	6	0	0	0	3	0	1	0	4	0	5	0	0	0	3	0	0	139	0	0	0	17	0	1	44	0	0	0	0	0	0	0	2	1	0	3	6	1	2
26217	45719	"Grostjørna"	58.537336	7.73367	1180	"AWI"	1180	3768	5103	4598	0	108	0	0	0	0	1	0	0	0	0	0	0	0	0	31	14	0	0	0	1	4	3	0	11	1	8	0	0	0	3	0	0	213	0	0	0	14	0	1	42	0	0	1	0	0	0	0	4	0	0	9	5	4	0
26217	45719	"Grostjørna"	58.537336	7.73367	1188	"AWI"	1188	4291	5290	4916	0	115	0	0	0	0	0	0	0	228	0	0	0	0	0	24	0	0	0	0	0	1	1	0	3	0	8	0	1	0	2	0	0	164	0	0	0	9	0	0	29	0	4	0	0	0	0	0	3	0	0	3	5	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1196	"AWI"	1196	4925	5483	5180	0	159	0	0	0	0	0	0	0	148	0	0	0	0	0	43	0	0	0	0	0	2	8	0	5	0	7	0	1	0	1	0	0	159	0	0	0	2	0	0	26	0	0	0	0	0	0	0	4	0	0	18	8	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1204	"AWI"	1204	5052	5746	5377	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	36	7	0	0	0	0	2	9	0	8	0	6	0	0	0	3	0	0	172	0	0	0	2	0	0	18	0	0	0	0	0	0	0	2	0	0	13	3	1	0
26217	45719	"Grostjørna"	58.537336	7.73367	1212	"AWI"	1212	5165	6026	5559	0	114	0	0	0	0	0	0	0	183	0	0	0	0	0	27	0	0	0	0	0	0	5	0	8	1	6	0	0	0	2	0	0	133	0	0	0	4	0	0	23	0	0	0	0	0	0	0	2	0	0	8	7	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1220	"AWI"	1220	5269	6262	5749	0	103	0	0	0	0	2	0	0	136	0	0	0	0	0	28	0	0	0	0	0	4	4	0	5	0	3	0	1	0	1	0	0	128	0	0	0	6	0	0	28	0	0	0	0	0	0	0	0	0	0	17	11	1	1
26217	45719	"Grostjørna"	58.537336	7.73367	1228	"AWI"	1228	5440	6397	5938	0	150	0	0	0	0	0	0	0	171	0	0	0	0	0	28	8	0	0	0	0	0	0	0	6	0	4	0	0	0	2	0	0	171	0	0	0	5	0	1	12	0	0	0	0	0	0	0	3	0	0	10	7	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1236	"AWI"	1236	5643	6550	6123	0	139	0	0	0	0	0	0	0	182	0	0	0	0	0	45	4	0	0	0	0	1	5	0	3	0	7	0	0	0	1	0	0	186	0	0	0	10	0	0	24	0	0	0	0	0	0	0	0	1	0	5	15	1	0
26217	45719	"Grostjørna"	58.537336	7.73367	1240	"AWI"	1240	5731	6621	6220	0	130	0	0	0	0	0	0	0	189	0	0	0	0	0	46	0	0	0	0	0	2	4	0	5	0	2	0	0	0	4	0	0	0	0	0	0	22	0	1	14	0	0	0	0	0	0	0	7	0	0	3	6	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1244	"AWI"	1244	5822	6704	6310	0	189	0	0	0	0	0	0	0	211	0	1	0	0	0	58	0	0	0	0	0	2	3	0	6	0	6	0	0	0	4	0	0	0	0	0	0	3	0	1	10	0	0	0	0	0	0	0	4	0	0	5	9	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1248	"AWI"	1248	6006	6754	6396	0	144	0	0	0	0	0	0	0	154	0	0	0	0	0	56	0	0	0	0	0	0	2	0	7	0	3	0	0	0	3	0	0	114	0	0	0	4	0	0	11	0	0	0	0	0	0	0	5	0	0	3	12	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1252	"AWI"	1252	6127	6814	6492	0	137	0	0	0	0	0	0	0	165	0	0	0	0	0	29	2	0	0	0	0	1	2	0	9	0	1	0	0	0	3	0	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	5	0	0	0	6	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1256	"AWI"	1256	6273	6894	6588	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	41	4	0	0	0	0	2	1	0	7	0	6	0	0	0	2	0	0	117	0	0	0	7	0	0	12	0	0	0	0	0	0	0	3	1	0	3	3	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1260	"AWI"	1260	6500	6973	6710	0	105	0	0	0	0	0	0	0	142	0	0	0	0	0	65	0	0	0	0	0	1	1	0	4	0	4	0	0	0	1	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	1	0	1	0	0	1	13	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1264	"AWI"	1264	6577	7184	6834	0	115	0	0	0	0	0	0	0	180	0	0	0	0	0	71	0	0	0	0	0	0	2	0	8	1	6	0	0	0	2	0	0	77	0	0	0	17	0	0	14	0	0	0	0	0	0	0	0	1	0	1	13	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1268	"AWI"	1268	6663	7433	6961	0	116	0	0	0	0	0	0	0	208	0	0	0	0	0	36	5	0	0	0	0	0	2	0	3	0	6	0	0	0	0	0	0	0	0	0	0	11	0	0	14	0	0	0	0	0	0	0	3	0	0	2	10	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1272	"AWI"	1272	6748	7667	7122	0	161	0	0	0	0	0	0	0	164	0	0	0	0	0	77	0	0	0	0	0	1	3	0	4	0	1	0	0	0	1	0	0	0	0	0	0	3	0	1	10	0	0	0	0	0	0	0	3	0	0	0	5	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1276	"AWI"	1276	6798	7965	7273	0	146	0	0	0	0	0	0	0	223	0	0	0	0	0	56	0	0	0	0	0	0	4	0	8	1	5	0	0	0	0	0	0	217	0	0	0	11	0	0	11	0	0	0	0	0	0	0	4	0	0	2	20	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1280	"AWI"	1280	6898	8203	7429	0	136	0	0	0	0	0	0	0	176	0	0	0	0	0	35	0	0	0	0	0	1	1	0	3	0	2	0	0	0	1	0	0	112	0	0	0	5	0	0	11	0	0	0	7	0	0	0	0	0	0	2	12	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1284	"AWI"	1284	7020	8336	7601	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	1	3	0	3	0	2	0	0	0	0	0	0	225	0	0	0	12	0	1	11	0	0	0	0	0	0	0	4	0	0	1	5	1	0
26217	45719	"Grostjørna"	58.537336	7.73367	1288	"AWI"	1288	7091	8542	7771	0	73	0	0	0	0	0	0	0	166	0	0	0	0	0	29	11	0	0	0	0	1	4	0	6	0	6	0	0	0	1	0	0	162	0	0	0	16	0	0	9	0	0	0	0	0	0	0	0	0	0	1	10	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1292	"AWI"	1292	7234	8702	7934	0	94	0	0	1	0	1	0	0	283	0	0	0	0	0	46	8	0	0	0	0	0	1	0	6	0	3	0	0	0	1	0	0	112	0	0	0	15	0	0	8	0	0	0	0	0	0	0	1	0	0	0	21	2	0
26217	45719	"Grostjørna"	58.537336	7.73367	1296	"AWI"	1296	7369	8800	8123	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	45	7	0	0	0	0	0	1	0	1	0	6	0	0	0	0	0	0	181	0	0	0	4	0	0	20	0	0	1	0	0	0	0	0	0	0	0	14	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1299	"AWI"	1299	7458	8899	8261	0	97	0	0	0	0	0	0	0	215	0	0	0	0	0	46	7	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	152	0	0	0	17	0	0	4	0	0	0	0	6	0	0	0	0	0	1	13	5	0
26217	45719	"Grostjørna"	58.537336	7.73367	1304	"AWI"	1304	7693	9056	8462	0	91	1	0	0	0	0	0	0	0	0	0	0	0	0	75	5	0	0	0	0	1	1	0	0	0	4	0	0	0	2	0	0	156	0	0	0	5	0	0	13	0	0	0	5	0	0	0	0	0	0	2	11	3	0
26217	45719	"Grostjørna"	58.537336	7.73367	1308	"AWI"	1308	7971	9125	8628	0	60	0	0	0	0	0	0	0	146	0	0	0	0	0	48	0	0	0	0	0	0	1	0	2	0	3	0	0	0	1	0	0	198	0	0	0	5	0	0	10	0	0	0	0	0	0	0	1	0	0	0	10	1	0
26217	45719	"Grostjørna"	58.537336	7.73367	1312	"AWI"	1312	8166	9236	8807	0	36	0	0	0	0	1	0	0	182	0	0	0	0	0	98	16	0	0	0	0	0	1	0	3	0	11	0	0	0	0	0	0	210	0	0	0	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	10	0	0
26217	45719	"Grostjørna"	58.537336	7.73367	1316	"AWI"	1316	8489	9350	8977	0	3	0	0	0	0	2	0	0	146	0	0	0	0	0	142	0	0	0	0	0	0	1	0	4	0	10	0	0	0	3	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	0	12	1	0
26217	45719	"Grostjørna"	58.537336	7.73367	1320	"AWI"	1320	8805	9441	9171	0	0	0	0	0	0	0	0	0	197	0	1	0	0	0	179	12	0	0	0	0	1	2	0	7	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	7	1	1
26217	45719	"Grostjørna"	58.537336	7.73367	1324	"AWI"	1324	8972	9750	9369	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	140	16	1	0	0	0	0	1	0	3	0	14	0	0	0	0	0	0	210	0	0	0	8	0	0	5	0	0	0	0	0	0	0	1	0	0	0	10	1	0
26217	45719	"Grostjørna"	58.537336	7.73367	1328	"AWI"	1328	9274	9957	9591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	4	0	0	0	0	0	1	0	2	0	115	0	0	0	5	0	0	160	0	0	0	8	0	0	2	0	0	0	3	13	0	0	0	0	0	0	5	4	0
26217	45719	"Grostjørna"	58.537336	7.73367	1330	"AWI"	1330	9437	10009	9711	0	1	0	0	0	0	1	0	0	152	0	0	0	0	0	35	12	0	0	0	0	0	0	0	1	0	67	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0
26217	45719	"Grostjørna"	58.537336	7.73367	1332	"AWI"	1332	9573	10081	9840	0	0	0	0	0	1	0	0	0	345	0	0	0	0	0	12	14	2	0	0	0	0	0	0	2	0	49	0	0	0	1	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	6	0
26217	45719	"Grostjørna"	58.537336	7.73367	1334	"AWI"	1334	9669	10174	9968	0	0	0	0	0	0	1	0	0	330	0	0	0	0	0	1	13	0	0	0	0	0	0	0	3	0	44	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	9	18	0	0	0	0	0	0	2	6	0
26217	45719	"Grostjørna"	58.537336	7.73367	1336	"AWI"	1336	9743	10318	10086	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	22	0	0	0	0	0	2	0	23	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	10	7	0	0	0	0	0	0	1	11	0
26217	45719	"Grostjørna"	58.537336	7.73367	1338	"AWI"	1338	9900	10493	10239	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	2	11	0
26217	45719	"Grostjørna"	58.537336	7.73367	1340	"AWI"	1340	10125	10654	10423	0	0	0	0	0	3	1	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0	21	0
26217	45719	"Grostjørna"	58.537336	7.73367	1344	"AWI"	1344	10443	11058	10812	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	20	0	0	0	0	0	0	0	13	0
26217	45719	"Grostjørna"	58.537336	7.73367	1348	"AWI"	1348	10687	11552	11216	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	13	0
26217	45719	"Grostjørna"	58.537336	7.73367	1356	"AWI"	1356	10890	12153	11472	0	1	3	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	1	0	0	9	0
26217	45719	"Grostjørna"	58.537336	7.73367	1360	"AWI"	1360	10940	12565	11587	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0
26217	45719	"Grostjørna"	58.537336	7.73367	1364	"AWI"	1364	11055	12754	11726	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	12	3	0	2	0	0	0	0	0	20	0
26217	45719	"Grostjørna"	58.537336	7.73367	1368	"AWI"	1368	11121	13041	11864	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	4	0
26217	45719	"Grostjørna"	58.537336	7.73367	1372	"AWI"	1372	11168	13379	11998	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0	1	6	0
