"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	441	"AWI"	441	-110	76	-26	0	127	1	3	7	0	252	7	0	5	0	0	0	0	2	16	0	0	0	0	3	0	13	0	0	0	0	1	42	165	3	0	0	1	0	10	0	0	0	0	21	0	3	0	0	0	2	4	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	447	"AWI"	447	-69	363	65	1	152	4	2	16	0	0	6	0	4	0	0	0	0	5	23	0	0	0	0	0	0	17	0	0	0	0	1	59	208	4	101	0	1	0	14	0	0	0	0	40	2	1	0	0	2	0	7	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	451	"AWI"	451	-55	582	126	0	163	4	1	4	5	296	7	0	9	0	0	0	0	8	16	0	1	1	0	0	0	2	0	0	0	0	0	59	220	0	0	0	3	0	10	0	0	0	1	48	2	0	0	0	2	3	9	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	459	"AWI"	459	-32	1027	247	2	128	0	1	8	4	0	5	0	9	0	0	0	0	13	22	0	3	0	0	0	0	4	0	0	0	0	1	71	214	2	137	0	0	0	7	0	0	0	0	54	3	0	0	0	2	6	5	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	465	"AWI"	465	48	1157	371	0	126	2	0	15	0	290	11	0	0	0	0	0	2	11	17	10	0	0	0	0	1	3	0	0	0	0	0	77	263	0	0	0	0	0	10	0	0	0	0	43	3	0	0	0	2	2	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	471	"AWI"	471	94	1270	507	0	126	0	0	7	0	294	4	0	15	0	0	0	2	8	19	0	0	1	0	1	1	1	0	0	0	0	2	88	233	0	163	0	3	0	16	0	0	0	0	35	6	0	0	0	3	3	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	477	"AWI"	477	121	1451	628	0	123	1	0	11	0	0	6	0	0	0	0	0	0	12	19	0	0	0	0	0	0	3	0	0	0	0	1	86	239	0	0	0	1	0	11	0	0	0	0	39	3	0	0	0	1	1	5	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	480	"AWI"	480	157	1532	687	0	113	2	2	12	0	312	5	0	10	0	0	0	0	13	12	0	0	0	1	0	0	1	0	0	0	0	2	83	235	0	0	0	3	0	10	0	0	0	1	36	2	1	0	0	1	1	2	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	485	"AWI"	485	249	1565	792	0	107	2	2	10	0	0	7	0	6	0	0	0	0	15	23	0	0	0	0	4	0	7	0	0	0	0	0	107	256	0	0	0	2	0	16	0	0	0	0	35	1	2	0	0	1	0	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	490	"AWI"	490	305	1643	893	0	137	1	2	9	0	0	5	0	0	0	3	0	0	12	24	11	0	1	0	1	0	6	0	0	0	0	0	80	252	2	0	0	5	0	6	0	0	0	0	34	1	0	0	0	1	1	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	495	"AWI"	495	354	1744	994	0	148	0	1	9	0	373	10	0	0	0	0	0	0	12	20	14	0	0	0	1	0	12	0	1	0	0	1	105	254	0	0	0	4	0	17	0	1	0	0	43	5	1	0	0	2	6	2	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	500	"AWI"	500	413	1860	1097	0	138	1	1	5	0	333	6	0	3	0	0	0	0	13	18	4	0	0	0	3	0	0	0	0	2	0	1	90	222	0	0	0	2	0	19	0	0	0	0	22	2	2	0	0	0	3	3	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	505	"AWI"	505	495	1933	1192	0	159	1	0	3	0	386	11	0	0	0	0	0	0	31	12	0	0	0	0	2	0	1	0	0	0	0	5	85	262	0	0	0	4	0	16	0	0	0	0	19	3	0	0	0	5	8	1	1
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	510	"AWI"	510	555	2011	1302	0	111	3	0	7	0	0	10	0	3	0	0	0	0	15	7	0	0	0	0	3	0	0	0	0	0	0	4	97	215	0	0	0	6	0	22	0	0	0	0	18	5	1	0	0	1	9	0	2
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	515	"AWI"	515	604	2103	1410	1	90	0	1	5	0	433	14	0	0	0	0	0	0	25	10	0	0	0	0	2	0	3	0	0	0	0	3	130	269	0	0	0	7	0	40	0	0	0	0	6	4	1	0	0	2	10	0	1
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	520	"AWI"	520	682	2194	1512	1	65	0	1	5	0	397	15	0	3	0	0	0	0	27	4	0	0	1	0	5	0	2	0	0	1	0	2	148	216	0	0	0	6	0	23	0	0	0	0	2	2	0	0	0	2	10	1	1
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	525	"AWI"	525	841	2257	1614	0	68	1	0	4	0	422	15	0	0	0	0	0	0	21	13	0	0	0	0	6	0	0	0	0	0	0	2	156	199	0	0	0	7	0	25	0	0	0	0	2	6	0	0	0	4	13	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	530	"AWI"	530	950	2320	1715	0	130	1	0	1	0	429	8	0	0	0	0	0	0	26	7	0	0	1	0	10	0	3	0	0	0	0	7	178	203	0	0	0	6	0	35	0	1	0	0	2	1	0	0	0	5	18	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	535	"AWI"	535	1025	2401	1821	1	119	1	0	1	0	388	10	0	3	0	0	0	0	24	8	0	0	0	0	5	0	1	0	0	0	0	8	156	167	0	0	0	6	0	32	0	0	0	0	1	2	0	0	0	0	12	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	540	"AWI"	540	1135	2486	1914	0	140	0	1	3	0	463	14	0	0	0	0	0	0	22	10	0	0	2	0	12	0	2	0	0	0	0	5	143	203	0	0	0	8	0	41	0	0	0	0	0	7	2	0	1	4	8	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	545	"AWI"	545	1298	2517	2010	0	210	0	1	3	0	425	17	0	0	0	0	0	0	31	6	0	0	1	0	13	0	0	0	0	0	0	0	116	188	0	0	0	5	0	38	0	0	0	0	0	4	0	0	2	1	10	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	550	"AWI"	550	1423	2552	2113	0	157	2	0	1	0	0	18	0	0	0	0	0	0	46	11	0	0	1	0	16	0	1	0	0	0	0	2	95	166	0	0	0	3	0	41	0	0	0	0	0	1	0	0	0	1	18	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	560	"AWI"	560	1709	2667	2327	0	157	1	0	2	0	409	11	0	3	0	0	0	0	25	4	0	0	0	0	10	0	0	0	0	0	0	6	78	154	0	0	0	2	0	32	0	0	0	0	1	3	2	0	0	1	12	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	570	"AWI"	570	2214	2713	2489	0	135	0	1	6	0	308	10	0	0	0	0	0	0	35	5	0	0	0	0	12	0	0	0	0	0	0	5	122	150	0	0	0	1	0	39	0	0	0	0	0	1	0	0	1	3	13	2	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	580	"AWI"	580	2458	2876	2685	0	186	0	1	2	0	332	7	0	0	0	0	0	0	43	12	0	0	1	0	13	0	0	0	0	0	0	2	165	160	0	0	0	1	0	37	0	0	0	0	0	2	0	0	0	6	23	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	590	"AWI"	590	2547	3139	2853	0	97	1	0	1	0	187	1	0	0	0	0	0	0	16	6	0	0	0	0	12	0	1	0	0	0	0	2	277	96	0	0	0	1	0	33	0	0	0	0	0	1	0	0	0	13	29	2	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	600	"AWI"	600	2679	3394	3013	3	130	1	1	3	0	0	0	0	0	0	0	0	0	32	14	0	0	1	0	14	0	0	0	0	0	0	2	270	106	0	0	0	3	0	30	0	0	0	0	0	0	0	0	0	10	46	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	610	"AWI"	610	2876	3472	3185	1	126	0	0	2	0	229	6	0	0	0	0	0	0	45	9	0	0	1	0	19	0	0	0	0	0	0	4	253	129	0	0	0	1	0	35	0	0	0	1	0	0	0	0	0	8	52	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	620	"AWI"	620	3090	3617	3361	1	128	1	1	1	0	0	3	0	0	0	0	0	0	50	9	0	0	0	0	15	0	1	0	0	0	0	1	142	117	0	0	0	1	0	43	0	0	0	0	0	0	0	0	0	11	56	2	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	630	"AWI"	630	3290	3853	3560	3	151	0	0	1	0	235	5	0	0	0	0	0	0	54	13	0	0	0	0	15	0	0	0	0	0	0	3	206	109	0	0	0	2	0	27	0	0	0	0	2	1	0	0	0	17	43	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	640	"AWI"	640	3421	4226	3745	1	110	0	0	5	0	0	0	0	0	0	0	0	0	41	8	0	0	1	0	13	0	1	0	0	0	0	0	243	82	0	0	0	4	0	28	0	0	0	0	0	0	0	0	0	19	42	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	650	"AWI"	650	3525	4523	3941	1	132	0	0	1	0	0	3	0	0	0	0	0	0	55	4	0	0	2	0	18	0	1	0	0	0	0	1	247	76	0	0	0	1	0	49	0	0	0	0	0	0	0	0	0	9	41	2	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	660	"AWI"	660	3656	4795	4131	3	171	0	1	5	0	0	4	0	0	0	0	0	0	76	14	0	0	0	0	45	0	0	0	0	0	0	3	110	89	0	0	0	2	0	79	0	0	0	0	0	0	0	0	2	16	73	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	670	"AWI"	670	3793	4938	4346	1	155	0	0	3	0	0	2	0	0	0	0	0	0	63	7	0	0	0	0	19	0	0	0	0	0	0	2	156	81	0	0	0	1	0	65	0	0	0	0	0	0	0	0	0	24	70	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	680	"AWI"	680	3978	5150	4553	2	188	0	1	4	0	0	2	0	0	0	0	1	0	54	10	0	0	0	0	36	0	0	0	0	0	0	1	180	83	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	18	80	7	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	690	"AWI"	690	4145	5283	4798	2	155	1	0	1	0	0	1	0	0	0	0	0	0	41	4	0	0	0	0	32	0	0	0	0	0	0	2	131	92	0	0	0	3	0	51	0	0	0	0	1	0	0	0	0	22	77	3	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	700	"AWI"	700	4408	5424	5001	0	148	0	0	0	0	0	3	0	0	0	0	0	0	65	6	2	0	0	0	35	0	0	0	0	0	0	2	248	100	0	0	0	1	0	49	0	0	0	0	0	0	0	0	0	30	65	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	710	"AWI"	710	4751	5501	5192	2	127	1	0	3	0	0	0	0	0	0	0	0	0	72	4	0	0	0	0	21	0	0	0	0	0	0	0	113	78	0	0	0	1	0	44	0	0	0	0	0	0	0	0	0	27	66	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	720	"AWI"	720	5093	5628	5386	3	175	2	0	2	0	149	2	0	0	0	0	0	0	85	6	0	0	0	0	31	0	0	0	0	0	0	0	118	59	0	0	0	3	0	29	0	0	0	0	0	0	0	0	0	24	73	3	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	730	"AWI"	730	5345	5856	5595	1	214	0	0	3	0	177	1	0	0	0	0	0	0	57	10	0	0	0	0	20	0	1	0	0	0	0	0	74	83	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	36	101	3	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	740	"AWI"	740	5474	6128	5774	1	213	0	0	1	0	146	0	0	0	0	0	0	0	73	8	0	0	0	0	32	0	0	0	0	0	0	0	96	91	0	0	0	2	0	26	0	0	0	0	0	0	0	0	0	44	72	3	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	750	"AWI"	750	5568	6338	5961	1	157	1	0	2	0	0	2	0	0	0	0	0	0	56	10	0	0	1	0	24	0	2	0	0	0	0	0	127	106	0	0	0	0	0	19	0	0	0	0	0	0	1	0	0	37	85	3	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	760	"AWI"	760	5771	6519	6129	1	166	0	0	1	0	0	2	0	0	0	0	0	0	79	11	0	1	0	0	23	0	0	0	0	0	0	0	115	75	0	0	0	1	0	30	0	0	0	0	1	0	0	0	0	36	79	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	770	"AWI"	770	5942	6611	6303	1	172	1	0	3	0	0	0	0	0	0	0	0	0	86	4	0	0	0	0	27	0	0	0	0	0	0	0	148	59	0	0	0	1	0	20	0	0	0	0	0	0	0	0	0	40	90	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	780	"AWI"	780	6067	6728	6440	0	130	0	0	2	0	147	2	0	0	0	0	0	0	97	11	0	0	0	0	23	0	0	0	0	0	0	0	147	71	0	0	0	4	0	27	0	0	0	0	0	0	1	0	0	33	102	1	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	790	"AWI"	790	6142	6904	6547	2	164	0	0	3	0	163	2	0	3	0	0	0	0	90	5	0	0	0	0	35	0	2	0	0	0	0	0	110	88	0	0	0	5	0	20	0	0	0	0	0	0	0	0	0	45	86	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	800	"AWI"	800	6254	7035	6654	2	165	0	0	0	0	148	2	0	0	0	0	0	0	80	11	0	0	0	0	27	0	0	0	0	0	0	0	105	97	0	0	0	3	0	30	0	0	0	0	1	0	0	0	0	58	74	0	0
26150	45398	"Lake Plaani Külajärv"	57.675	27.075	810	"AWI"	810	6347	7133	6760	1	140	0	0	0	0	152	0	0	0	0	0	1	0	112	7	0	0	1	0	19	0	0	0	0	0	0	0	111	68	0	0	0	2	0	24	0	0	0	1	0	0	0	0	0	38	103	0	0
