"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Tilia"	"Ulmus"
3364	4362	"Punso"	57.68477	27.25948	250	"AWI"	250	2915	3546	3205	20.6405693950178	1.42348754448399	0.711743772241993	0.711743772241993	22.7758007117438	5.69395017793594	3.55871886120996	1.06761565836299	14.9466192170818	14.2348754448399	2.49110320284698	2.13523131672598	1.06761565836299	0.711743772241993	4.27046263345196	3.55871886120996
3364	4362	"Punso"	57.68477	27.25948	260	"AWI"	260	3100	3862	3453	24.1525423728814	0.423728813559322	0.423728813559322	0	21.6101694915254	10.1694915254237	4.66101694915254	0.847457627118644	8.05084745762712	8.89830508474576	3.38983050847458	3.38983050847458	1.69491525423729	1.69491525423729	4.66101694915254	5.93220338983051
3364	4362	"Punso"	57.68477	27.25948	270	"AWI"	270	3308	4146	3701	25.0704225352113	0.563380281690141	0	1.12676056338028	23.943661971831	8.73239436619718	3.66197183098592	0	5.63380281690141	15.2112676056338	2.53521126760563	2.8169014084507	1.12676056338028	1.40845070422535	4.22535211267606	3.94366197183099
3364	4362	"Punso"	57.68477	27.25948	280	"AWI"	280	3517	4419	3955	21.025641025641	0.512820512820513	0.769230769230769	1.02564102564103	22.8205128205128	9.23076923076923	2.30769230769231	0.512820512820513	9.74358974358974	11.5384615384615	2.05128205128205	5.38461538461539	1.02564102564103	0.769230769230769	4.61538461538462	6.66666666666667
3364	4362	"Punso"	57.68477	27.25948	290	"AWI"	290	3747	4660	4200	20.5761316872428	0.823045267489712	0.823045267489712	1.23456790123457	15.6378600823045	14.40329218107	3.29218106995885	1.64609053497942	11.1111111111111	11.1111111111111	2.88065843621399	4.11522633744856	1.23456790123457	1.64609053497942	2.88065843621399	6.5843621399177
3364	4362	"Punso"	57.68477	27.25948	300	"AWI"	300	3998	4888	4458	19.7761194029851	0	0.373134328358209	1.86567164179104	17.910447761194	12.3134328358209	4.1044776119403	1.11940298507463	11.5671641791045	8.95522388059701	2.98507462686567	3.35820895522388	1.86567164179104	0.373134328358209	5.59701492537313	7.83582089552239
3364	4362	"Punso"	57.68477	27.25948	310	"AWI"	310	4250	5123	4707	19.831223628692	0	0	1.26582278481013	18.9873417721519	14.3459915611814	3.79746835443038	0	6.32911392405063	13.9240506329114	5.48523206751055	3.79746835443038	1.26582278481013	1.26582278481013	3.79746835443038	5.90717299578059
3364	4362	"Punso"	57.68477	27.25948	320	"AWI"	320	4506	5335	4949	19.9275362318841	0.36231884057971	0	1.44927536231884	16.6666666666667	14.4927536231884	4.34782608695652	0	6.15942028985507	12.6811594202899	2.89855072463768	3.6231884057971	1.08695652173913	1.44927536231884	4.34782608695652	10.5072463768116
3364	4362	"Punso"	57.68477	27.25948	330	"AWI"	330	4783	5532	5194	15.7112526539278	0.424628450106157	0.424628450106157	1.06157112526539	21.2314225053079	16.5605095541401	3.60934182590234	0	6.79405520169851	12.3142250530786	2.12314225053079	3.82165605095541	1.27388535031847	1.06157112526539	6.79405520169851	6.79405520169851
3364	4362	"Punso"	57.68477	27.25948	340	"AWI"	340	5126	5742	5433	20.3065134099617	0.957854406130268	0.383141762452107	1.53256704980843	18.007662835249	11.1111111111111	3.06513409961686	1.14942528735632	6.51340996168582	11.8773946360153	2.4904214559387	2.68199233716475	1.34099616858238	1.34099616858238	8.42911877394636	8.81226053639847
3364	4362	"Punso"	57.68477	27.25948	350	"AWI"	350	5441	6185	5718	22.970297029703	1.18811881188119	0.792079207920792	0.99009900990099	19.009900990099	14.2574257425743	4.15841584158416	1.38613861386139	2.77227722772277	12.2772277227723	2.97029702970297	2.77227722772277	1.78217821782178	1.78217821782178	2.37623762376238	8.51485148514852
3364	4362	"Punso"	57.68477	27.25948	360	"AWI"	360	5712	6627	6114	15.4362416107383	1.67785234899329	0	1.34228187919463	18.4563758389262	13.758389261745	5.03355704697987	0.671140939597315	6.3758389261745	13.4228187919463	3.02013422818792	1.67785234899329	1.00671140939597	0.335570469798658	8.38926174496644	9.39597315436242
3364	4362	"Punso"	57.68477	27.25948	370	"AWI"	370	6035	6997	6514	14.7321428571429	0.446428571428571	0	0.892857142857143	19.1964285714286	13.8392857142857	3.125	0.446428571428571	7.58928571428571	13.8392857142857	2.23214285714286	2.23214285714286	3.125	0.892857142857143	6.25	11.1607142857143
3364	4362	"Punso"	57.68477	27.25948	380	"AWI"	380	6407	7298	6912	15.4811715481172	0.836820083682008	0	0.836820083682008	22.1757322175732	11.7154811715481	3.34728033472803	0	7.94979079497908	15.4811715481172	2.51046025104602	0.836820083682008	1.67364016736402	0.418410041841004	6.27615062761506	10.4602510460251
3364	4362	"Punso"	57.68477	27.25948	390	"AWI"	390	6876	7518	7319	15.9090909090909	1.36363636363636	0.454545454545455	1.36363636363636	22.7272727272727	11.8181818181818	1.81818181818182	0	4.09090909090909	20.9090909090909	1.36363636363636	1.36363636363636	1.36363636363636	1.36363636363636	4.54545454545455	9.54545454545455
3364	4362	"Punso"	57.68477	27.25948	400	"AWI"	400	7397	7775	7579	18.3856502242152	0.448430493273543	0	0.448430493273543	21.0762331838565	10.3139013452915	1.79372197309417	0	8.52017937219731	20.627802690583	0.896860986547085	1.79372197309417	0.896860986547085	0.448430493273543	5.82959641255605	8.52017937219731
3364	4362	"Punso"	57.68477	27.25948	405	"AWI"	405	7490	7891	7679	17.6190476190476	0.952380952380952	0	0	25.7142857142857	10	0.952380952380952	0	9.52380952380952	20.952380952381	0.952380952380952	0.476190476190476	0	0	5.71428571428571	7.14285714285714
3364	4362	"Punso"	57.68477	27.25948	410	"AWI"	410	7568	7982	7774	19.811320754717	0.628930817610063	0	0	23.2704402515723	11.6352201257862	1.25786163522013	0	9.43396226415094	21.3836477987421	0.943396226415094	0.628930817610063	0.943396226415094	0	5.66037735849057	4.40251572327044
3364	4362	"Punso"	57.68477	27.25948	415	"AWI"	415	7666	8068	7875	15.4302670623145	1.78041543026706	0	0	25.5192878338279	10.6824925816024	1.48367952522255	0	7.71513353115727	22.8486646884273	1.48367952522255	0.890207715133531	0	0	6.23145400593472	5.93471810089021
3364	4362	"Punso"	57.68477	27.25948	420	"AWI"	420	7779	8137	7974	10.2803738317757	0.934579439252336	0	0	27.5700934579439	3.73831775700935	1.86915887850467	0	6.54205607476635	38.3177570093458	2.80373831775701	0.467289719626168	0.934579439252336	0	2.33644859813084	4.20560747663551
3364	4362	"Punso"	57.68477	27.25948	425	"AWI"	425	7935	8188	8069	15.929203539823	2.65486725663717	0	0	20.353982300885	4.42477876106195	2.65486725663717	0	4.42477876106195	43.3628318584071	1.76991150442478	0	0	0	1.76991150442478	2.65486725663717
3364	4362	"Punso"	57.68477	27.25948	430	"AWI"	430	8017	8317	8176	12.5	1.78571428571429	0	0	24.4047619047619	8.33333333333333	1.19047619047619	0	4.76190476190476	41.6666666666667	1.19047619047619	0.595238095238095	0	0	1.19047619047619	2.38095238095238
3364	4362	"Punso"	57.68477	27.25948	435	"AWI"	435	8149	8393	8283	8.33333333333333	2.5	0	0	28.3333333333333	10.8333333333333	3.33333333333333	0	2.5	36.6666666666667	1.66666666666667	0	0	0	2.5	3.33333333333333
3364	4362	"Punso"	57.68477	27.25948	440	"AWI"	440	8240	8707	8426	9.375	0	0	0.78125	31.25	6.25	3.90625	0	2.34375	39.84375	1.5625	0	0	0	3.125	1.5625
3364	4362	"Punso"	57.68477	27.25948	445	"AWI"	445	8390	8906	8584	0	0	0	0.943396226415094	22.6415094339623	0	2.83018867924528	0	0	71.6981132075472	1.88679245283019	0	0	0	0	0
3364	4362	"Punso"	57.68477	27.25948	450	"AWI"	450	8469	9122	8712	0	0	0	0.78740157480315	25.1968503937008	0	3.93700787401575	0	0	66.1417322834646	3.93700787401575	0	0	0	0	0
