"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26589	46516	"Lake Babinskoye"	59.61457	28.61129	210	"AWI"	210	-45	355	112	53	3	0	2	2	0	0	0	0	0	6	0	0	0	2	0	60	178	26	0	3	4	1	0	1	4	0	0	0
26589	46516	"Lake Babinskoye"	59.61457	28.61129	220	"AWI"	220	-9	473	185	70	0	1	1	0	0	0	0	0	4	5	0	0	0	2	1	107	216	21	0	9	4	2	0	4	3	0	8	10
26589	46516	"Lake Babinskoye"	59.61457	28.61129	240	"AWI"	240	90	654	324	48	0	0	1	0	0	0	0	1	4	7	0	0	0	5	2	125	189	6	0	11	4	3	0	1	3	0	4	5
26589	46516	"Lake Babinskoye"	59.61457	28.61129	255	"AWI"	255	166	804	445	58	1	0	2	0	0	0	0	1	6	3	0	0	0	0	1	148	194	0	0	13	1	2	0	1	4	0	3	10
26589	46516	"Lake Babinskoye"	59.61457	28.61129	270	"AWI"	270	255	932	556	109	1	0	0	0	0	0	0	1	6	2	0	0	1	7	3	170	187	0	0	22	7	3	0	0	5	0	5	3
26589	46516	"Lake Babinskoye"	59.61457	28.61129	290	"AWI"	290	418	1066	704	87	2	0	1	0	0	1	0	0	3	4	0	0	0	3	1	181	171	0	0	11	5	1	0	0	1	0	3	5
26589	46516	"Lake Babinskoye"	59.61457	28.61129	305	"AWI"	305	524	1166	811	85	0	2	3	0	0	0	0	0	13	3	0	0	0	5	1	125	162	13	0	13	2	1	0	0	2	0	7	7
26589	46516	"Lake Babinskoye"	59.61457	28.61129	320	"AWI"	320	683	1258	916	83	0	0	1	0	0	0	0	0	1	7	0	0	0	5	1	149	147	0	0	9	0	4	0	0	0	0	2	3
26589	46516	"Lake Babinskoye"	59.61457	28.61129	340	"AWI"	340	822	1595	1138	88	0	0	0	0	0	1	0	1	15	2	0	0	0	3	0	163	119	0	0	15	1	4	0	1	5	0	3	14
26589	46516	"Lake Babinskoye"	59.61457	28.61129	360	"AWI"	360	966	1962	1382	145	0	0	2	0	0	3	1	0	12	5	0	0	0	0	2	185	104	0	0	13	2	1	0	0	2	0	7	15
26589	46516	"Lake Babinskoye"	59.61457	28.61129	375	"AWI"	375	1097	2198	1556	113	1	1	1	0	0	0	0	0	11	2	0	0	0	6	1	149	126	0	0	28	7	2	0	0	3	0	7	8
26589	46516	"Lake Babinskoye"	59.61457	28.61129	390	"AWI"	390	1211	2446	1730	104	0	0	4	0	0	0	0	1	15	3	0	0	0	6	3	120	118	0	0	37	8	0	0	0	0	0	3	13
26589	46516	"Lake Babinskoye"	59.61457	28.61129	405	"AWI"	405	1341	2663	1918	109	0	1	2	0	0	0	0	0	19	9	0	0	0	4	2	109	160	0	0	33	4	5	0	0	8	0	11	12
26589	46516	"Lake Babinskoye"	59.61457	28.61129	420	"AWI"	420	1476	2872	2106	134	0	0	3	0	0	1	0	0	15	3	0	0	0	3	1	88	128	0	0	25	2	0	0	0	4	0	8	9
26589	46516	"Lake Babinskoye"	59.61457	28.61129	440	"AWI"	440	1664	3174	2360	139	0	0	0	0	0	0	0	0	28	4	0	0	0	8	1	133	128	0	0	19	1	1	0	0	3	0	13	18
26589	46516	"Lake Babinskoye"	59.61457	28.61129	455	"AWI"	455	1827	3381	2547	118	0	0	1	0	0	1	0	0	16	1	0	0	0	0	1	146	136	0	0	14	1	2	0	0	3	0	11	19
26589	46516	"Lake Babinskoye"	59.61457	28.61129	470	"AWI"	470	1964	3542	2713	51	0	0	0	0	0	2	0	0	9	2	0	0	0	1	0	43	35	0	0	9	1	1	0	0	0	0	5	10
26589	46516	"Lake Babinskoye"	59.61457	28.61129	490	"AWI"	490	2189	3823	2949	123	0	1	1	0	0	0	0	0	17	9	0	0	0	16	1	200	130	0	0	33	4	4	0	0	3	0	10	27
26589	46516	"Lake Babinskoye"	59.61457	28.61129	505	"AWI"	505	2366	3973	3147	139	2	0	1	0	0	0	0	0	19	2	0	0	0	9	1	101	104	0	0	33	3	2	0	0	1	0	8	27
26589	46516	"Lake Babinskoye"	59.61457	28.61129	510	"AWI"	510	2418	4022	3197	153	0	0	4	0	0	0	0	0	15	4	0	0	0	11	0	100	113	0	0	31	5	3	0	0	1	0	11	22
26589	46516	"Lake Babinskoye"	59.61457	28.61129	520	"AWI"	520	2527	4147	3317	153	0	0	3	0	0	0	0	0	37	4	0	0	0	8	0	100	82	0	0	30	3	0	0	0	3	0	10	25
26589	46516	"Lake Babinskoye"	59.61457	28.61129	525	"AWI"	525	2577	4217	3374	131	1	0	1	0	0	0	0	0	25	1	0	0	0	8	0	123	111	0	0	30	4	3	0	0	1	0	10	20
26589	46516	"Lake Babinskoye"	59.61457	28.61129	535	"AWI"	535	2687	4319	3503	11	0	0	1	0	0	0	0	0	25	7	0	0	0	3	1	48	63	0	0	14	0	6	0	1	5	0	6	18
26589	46516	"Lake Babinskoye"	59.61457	28.61129	545	"AWI"	545	2832	4445	3629	113	0	0	1	0	0	0	0	1	30	2	0	0	0	7	0	111	118	0	0	17	2	1	0	0	2	0	15	25
26589	46516	"Lake Babinskoye"	59.61457	28.61129	555	"AWI"	555	2949	4555	3763	139	0	0	1	0	0	0	0	0	39	1	0	0	0	6	0	76	98	0	0	22	0	1	0	1	3	0	6	26
26589	46516	"Lake Babinskoye"	59.61457	28.61129	565	"AWI"	565	3074	4661	3894	160	1	0	1	0	0	2	0	0	43	1	0	0	0	0	0	111	135	0	0	21	2	6	0	1	2	0	18	24
26589	46516	"Lake Babinskoye"	59.61457	28.61129	580	"AWI"	580	3257	4832	4090	156	0	0	1	0	0	0	1	0	48	0	0	0	0	15	1	97	103	0	0	36	0	0	0	0	1	0	8	32
26589	46516	"Lake Babinskoye"	59.61457	28.61129	590	"AWI"	590	3348	4959	4199	135	0	0	0	0	0	0	0	0	27	3	0	0	0	11	0	88	88	0	0	39	0	2	0	0	3	0	10	45
26589	46516	"Lake Babinskoye"	59.61457	28.61129	605	"AWI"	605	3523	5083	4415	148	2	0	0	0	0	0	0	0	46	0	0	0	0	5	0	75	132	0	0	40	1	1	0	0	1	1	22	34
26589	46516	"Lake Babinskoye"	59.61457	28.61129	615	"AWI"	615	3644	5165	4527	176	0	0	3	0	0	0	0	0	48	2	0	0	0	10	0	66	77	0	0	54	1	4	0	0	3	0	21	56
26589	46516	"Lake Babinskoye"	59.61457	28.61129	625	"AWI"	625	3758	5259	4645	90	0	0	1	0	0	0	0	1	36	3	0	0	0	2	0	84	90	0	0	41	2	0	0	0	2	0	13	36
26589	46516	"Lake Babinskoye"	59.61457	28.61129	645	"AWI"	645	4092	5418	4874	184	0	1	4	0	0	0	0	0	40	1	0	0	0	0	1	38	107	0	0	51	3	3	0	0	0	0	21	55
26589	46516	"Lake Babinskoye"	59.61457	28.61129	710	"AWI"	710	5177	5908	5653	129	1	2	0	0	0	0	1	0	36	1	0	0	0	0	0	25	91	0	0	32	2	4	0	0	0	0	11	31
26589	46516	"Lake Babinskoye"	59.61457	28.61129	730	"AWI"	730	5659	5991	5859	107	0	0	0	0	0	0	0	0	41	4	0	0	0	0	0	18	67	0	0	21	1	3	0	0	2	0	12	33
26589	46516	"Lake Babinskoye"	59.61457	28.61129	750	"AWI"	750	5793	6149	5980	134	0	1	1	0	0	1	0	0	24	1	0	0	0	0	1	36	71	0	0	26	0	3	0	0	3	0	9	36
26589	46516	"Lake Babinskoye"	59.61457	28.61129	760	"AWI"	760	5829	6212	6036	83	0	0	0	0	114	0	0	0	20	0	0	0	0	0	1	28	64	0	0	17	2	1	0	0	0	0	10	23
26589	46516	"Lake Babinskoye"	59.61457	28.61129	780	"AWI"	780	5955	6308	6141	104	0	1	1	0	0	0	0	0	47	1	0	0	0	0	0	68	60	0	0	19	0	1	0	0	0	0	5	21
26589	46516	"Lake Babinskoye"	59.61457	28.61129	800	"AWI"	800	6124	6388	6255	97	0	1	1	0	0	0	0	0	31	2	0	0	0	0	0	28	64	0	0	22	0	5	0	0	0	0	9	32
26589	46516	"Lake Babinskoye"	59.61457	28.61129	820	"AWI"	820	6245	6575	6400	125	0	0	2	0	0	0	0	0	59	5	0	0	0	0	0	42	151	0	0	48	3	3	0	0	0	0	16	94
26589	46516	"Lake Babinskoye"	59.61457	28.61129	840	"AWI"	840	6365	6760	6562	36	0	0	1	0	0	0	0	0	37	1	0	0	0	0	0	37	59	0	0	27	0	4	0	0	0	0	12	36
26589	46516	"Lake Babinskoye"	59.61457	28.61129	860	"AWI"	860	6524	6894	6726	84	1	0	0	0	0	0	0	0	46	1	0	0	0	0	4	40	120	0	0	29	1	6	1	0	0	0	8	65
26589	46516	"Lake Babinskoye"	59.61457	28.61129	880	"AWI"	880	6741	7041	6885	114	0	0	0	0	0	1	0	0	95	3	0	0	0	0	1	70	76	0	0	18	0	1	0	0	0	0	22	68
26589	46516	"Lake Babinskoye"	59.61457	28.61129	900	"AWI"	900	6857	7269	7044	140	1	0	1	0	0	3	2	0	59	6	0	0	0	0	1	47	73	0	0	26	0	3	0	1	0	0	13	113
26589	46516	"Lake Babinskoye"	59.61457	28.61129	920	"AWI"	920	6992	7408	7219	96	0	0	0	0	146	0	0	0	42	5	0	0	0	0	0	38	141	0	0	10	1	1	0	0	1	0	5	43
26589	46516	"Lake Babinskoye"	59.61457	28.61129	940	"AWI"	940	7197	7515	7385	113	2	0	0	0	148	0	0	0	54	5	0	0	0	0	0	73	150	0	0	6	0	1	0	0	2	0	13	90
26589	46516	"Lake Babinskoye"	59.61457	28.61129	960	"AWI"	960	7367	7686	7545	132	0	0	1	0	135	0	2	0	40	3	0	0	0	0	0	27	99	0	0	7	0	1	0	0	2	0	13	75
26589	46516	"Lake Babinskoye"	59.61457	28.61129	980	"AWI"	980	7473	7831	7655	103	1	0	1	0	0	0	0	0	51	1	0	0	0	0	0	14	134	0	0	3	0	2	0	0	0	0	11	65
26589	46516	"Lake Babinskoye"	59.61457	28.61129	1020	"AWI"	1020	7747	8006	7879	119	0	0	0	0	194	0	0	0	44	8	0	0	0	0	0	10	122	0	0	3	0	3	0	0	3	0	11	56
26589	46516	"Lake Babinskoye"	59.61457	28.61129	1170	"AWI"	1170	10416	11512	10858	38	27	0	50	0	118	0	0	1	17	41	0	0	0	0	0	10	176	0	0	1	1	5	0	0	1	0	0	1
26589	46516	"Lake Babinskoye"	59.61457	28.61129	1198	"AWI"	1198	10626	12057	11177	59	28	0	62	0	118	0	0	3	13	38	1	0	0	0	6	6	91	0	0	2	0	6	2	0	4	2	0	0
