"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	76	"AWI"	76	373	1230	765	1	0	0	0	3	0	0	48	0	0	78	3	3	3	13	0	0	0	0	19	34	0	0	0	1	0	14	0	1	0	5	0	0	0	1	0	0	0	6	2	115	24	275	0	0	0	34	3	0	2	0	0	0	75	4	0	0	0	0	0	0	8	3	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	84	"AWI"	84	584	1355	890	1	0	0	0	8	0	0	85	0	0	97	0	0	4	3	0	0	0	0	14	24	0	0	0	0	0	18	0	1	1	6	0	1	2	0	0	0	0	16	0	201	6	151	0	0	0	54	0	0	1	0	0	2	41	2	0	0	0	0	0	1	2	1	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	92	"AWI"	92	733	1520	1056	0	0	0	0	0	0	0	1	0	0	98	0	0	0	0	0	0	0	0	6	36	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	7	1	267	0	29	0	0	0	74	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	101	"AWI"	101	803	1890	1224	2	0	0	0	1	0	0	1	0	0	117	0	0	1	2	0	0	0	0	10	37	0	0	0	0	0	7	0	1	0	0	0	0	1	0	0	0	0	13	3	272	3	44	0	0	0	130	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	108	"AWI"	108	906	2141	1375	0	1	0	0	0	0	0	2	0	0	58	0	0	0	1	0	0	0	0	4	107	0	0	0	0	0	23	0	0	0	10	0	0	0	0	0	0	0	11	2	295	0	54	0	0	0	90	0	0	0	0	0	2	2	1	0	0	0	0	1	0	1	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	116	"AWI"	116	1044	2298	1614	0	0	0	0	1	0	0	1	0	0	56	0	0	0	2	0	0	0	0	5	52	0	0	0	0	0	13	0	1	0	2	0	1	0	0	0	0	0	15	1	311	0	0	0	0	0	60	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	124	"AWI"	124	1142	2585	1833	1	0	0	0	1	0	0	2	0	0	102	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	7	0	1	0	22	0	0	0	0	0	0	0	6	3	288	0	0	0	0	0	56	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	132	"AWI"	132	1216	2949	2039	0	1	0	0	0	0	0	7	0	0	143	0	0	0	1	0	0	1	0	7	146	0	0	0	0	0	20	0	3	0	11	0	1	0	0	1	0	0	8	3	360	0	0	0	0	0	77	0	0	0	0	0	1	3	3	0	0	0	0	0	0	3	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	140	"AWI"	140	1550	3027	2260	1	0	0	0	0	0	0	6	0	0	117	0	0	0	0	0	0	0	0	6	34	0	0	0	0	0	15	0	2	0	14	0	0	0	0	0	0	0	11	4	279	3	0	0	0	0	106	0	0	0	0	0	0	2	1	0	0	0	0	0	0	3	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	148	"AWI"	148	1742	3126	2499	1	0	0	0	2	0	0	5	0	0	123	0	2	0	1	0	0	0	0	13	42	0	0	0	0	0	41	0	2	0	2	0	0	1	0	0	0	0	6	3	298	0	0	0	0	0	106	0	0	0	0	0	2	3	3	0	0	0	0	0	1	7	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	160	"AWI"	160	2028	3397	2841	0	0	0	0	0	0	0	6	0	0	74	0	0	0	0	0	0	0	0	14	62	0	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	3	2	339	0	58	0	0	0	97	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	170	"AWI"	170	2632	3524	3087	0	0	0	0	0	0	0	6	0	0	27	0	0	0	2	0	0	0	0	9	173	0	0	0	0	0	11	0	1	2	5	0	0	1	0	0	0	0	1	4	410	0	0	0	1	0	47	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	180	"AWI"	180	2888	3833	3352	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	27	45	0	0	0	0	0	2	0	4	0	33	0	0	0	0	0	0	0	0	2	409	0	0	0	0	0	35	0	0	0	0	0	0	1	4	0	0	0	0	0	9	1	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	190	"AWI"	190	3076	4220	3607	0	0	0	0	0	0	0	1	0	0	27	0	0	0	1	0	0	0	0	27	10	0	0	0	0	0	2	0	4	0	38	0	0	0	0	0	0	0	0	7	381	3	0	0	0	0	37	0	0	0	0	0	1	1	4	0	0	0	0	0	1	4	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	200	"AWI"	200	3187	4673	3861	0	0	0	0	1	0	0	1	0	0	17	0	0	0	1	0	0	0	0	32	67	0	0	0	0	0	3	0	7	0	6	0	0	0	0	0	0	0	0	3	411	0	0	0	0	0	30	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	210	"AWI"	210	3278	5329	4086	0	0	0	0	0	0	0	1	0	0	13	0	0	0	2	0	0	0	0	9	33	0	0	0	0	0	2	0	3	0	17	0	0	0	0	0	0	0	0	5	466	2	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	220	"AWI"	220	3518	5458	4345	0	1	0	0	0	0	0	2	0	0	48	0	0	0	2	0	0	0	0	33	213	0	0	0	0	0	5	0	7	0	29	0	0	0	0	0	0	0	1	6	348	0	0	0	1	0	45	0	0	0	0	0	0	3	2	0	0	0	0	0	7	3	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	230	"AWI"	230	3649	5619	4618	0	0	0	0	1	0	1	1	0	0	105	0	0	0	0	0	0	0	0	12	19	0	0	0	0	0	2	0	3	0	5	0	0	0	0	0	0	0	0	2	348	0	0	0	0	0	24	0	1	0	0	0	1	0	3	0	0	0	0	0	6	2	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	240	"AWI"	240	3873	5834	4884	0	0	0	0	0	0	0	0	0	0	47	0	0	0	1	0	0	0	0	32	39	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	4	436	0	0	0	0	0	23	0	0	0	0	0	0	0	1	0	0	0	0	0	3	11	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	250	"AWI"	250	4221	5938	5168	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	24	22	0	0	0	0	0	1	0	6	0	17	0	0	0	0	0	0	0	0	2	373	0	0	0	0	0	26	0	0	0	0	0	2	1	0	0	1	0	0	0	2	4	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	260	"AWI"	260	4440	6120	5480	0	0	0	0	0	0	0	1	0	0	40	0	0	0	1	0	0	0	0	29	36	0	0	0	0	0	1	0	4	0	7	0	0	0	0	0	0	0	0	4	370	0	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	0	0	1	4	3	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	270	"AWI"	270	4876	6249	5715	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	53	14	0	0	0	0	0	1	0	6	0	2	0	0	0	0	0	0	0	0	1	306	0	0	0	1	0	38	0	0	0	0	0	1	0	0	0	0	0	0	0	12	10	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	280	"AWI"	280	5419	6333	5927	0	0	0	0	0	0	0	1	0	0	56	0	0	0	0	0	0	0	0	46	20	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	2	422	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	290	"AWI"	290	5736	6486	6178	0	0	0	0	0	0	0	1	0	0	75	0	0	2	0	0	0	0	0	25	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	432	0	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	5	10	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	300	"AWI"	300	5929	6605	6312	0	0	0	0	0	0	0	1	0	0	38	0	0	0	0	0	0	0	0	94	13	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	2	347	0	0	0	0	0	42	0	0	0	0	0	0	1	0	0	0	0	0	0	1	21	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	310	"AWI"	310	6025	6863	6445	0	0	0	0	0	0	0	1	0	0	54	0	0	0	0	0	0	0	0	51	16	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	3	370	0	0	0	0	0	41	0	0	0	0	0	0	0	1	0	1	0	0	0	4	13	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	320	"AWI"	320	6137	7085	6567	0	0	0	0	0	0	0	2	0	0	68	0	0	0	1	0	0	0	0	40	11	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	363	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	330	"AWI"	330	6235	7175	6710	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	43	9	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	458	0	0	0	0	0	33	0	0	0	0	0	0	2	0	0	0	0	0	0	1	21	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	340	"AWI"	340	6305	7326	6842	0	0	0	0	0	0	0	0	0	0	45	0	0	0	1	0	0	0	0	39	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	391	0	0	0	0	0	26	0	0	0	0	0	0	2	0	0	0	0	0	0	5	5	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	350	"AWI"	350	6465	7413	6971	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	32	17	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	4	402	0	0	0	1	0	17	0	0	1	0	0	0	0	2	0	0	0	0	1	6	9	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	360	"AWI"	360	6576	7477	7103	0	0	0	0	0	0	0	1	0	0	47	0	0	0	0	0	0	0	0	30	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	4	378	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	5	11	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	370	"AWI"	370	6690	7587	7229	0	0	0	0	0	0	0	1	0	0	50	0	0	0	1	0	0	0	0	70	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2	433	0	0	0	0	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	7	30	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	380	"AWI"	380	6995	7628	7343	0	0	0	0	0	0	0	0	0	0	41	0	0	0	2	0	0	0	0	45	15	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	505	0	0	0	0	0	28	0	0	0	0	0	0	0	1	0	1	0	0	0	8	16	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	390	"AWI"	390	7224	7704	7457	0	0	0	0	0	0	0	0	0	0	35	0	0	0	1	0	0	0	0	50	10	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	458	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	10	16	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	400	"AWI"	400	7351	7842	7587	0	0	0	0	0	0	0	2	0	0	33	0	0	0	1	0	0	0	0	29	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	420	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	410	"AWI"	410	7414	8121	7713	0	0	0	0	0	0	0	3	0	0	53	0	0	0	0	0	0	0	0	17	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	418	0	0	0	2	0	26	0	0	0	0	0	0	0	0	0	1	0	0	0	5	16	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	420	"AWI"	420	7465	8465	7832	0	0	0	0	0	0	0	0	0	0	43	0	0	0	1	0	0	0	0	28	10	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	460	0	0	0	1	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	2	10	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	430	"AWI"	430	7580	8617	7985	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	3	0	18	0	0	0	0	0	1	1	5	0	0	0	0	0	5	6	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	440	"AWI"	440	7654	8785	8149	0	1	0	0	0	0	0	0	0	0	28	0	0	0	2	0	0	0	0	25	36	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	3	0	0	1	4	13	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	450	"AWI"	450	7743	8973	8291	0	0	0	0	0	0	0	4	0	0	68	0	0	0	0	0	0	0	0	63	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	2	0	36	0	0	0	0	0	0	0	2	0	0	0	0	0	5	17	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	460	"AWI"	460	7884	9072	8429	0	0	0	0	0	0	0	1	0	0	87	0	1	0	3	0	0	0	0	37	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	351	0	0	0	1	0	35	0	0	0	0	0	0	0	1	0	2	0	0	1	5	7	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	469	"AWI"	469	7956	9179	8558	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	40	24	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	1	355	0	0	0	1	0	34	0	0	0	0	0	2	1	2	0	0	0	0	0	4	6	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	480	"AWI"	480	8119	9332	8705	0	0	0	0	0	0	0	0	0	0	80	0	0	0	1	0	0	0	0	38	28	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	46	0	0	0	0	0	1	0	3	0	2	0	0	0	7	14	1	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	490	"AWI"	490	8259	9406	8860	0	0	0	0	0	0	0	0	0	0	60	0	0	1	1	0	0	0	0	62	29	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	3	332	0	0	0	2	0	24	2	0	0	0	0	1	1	1	0	0	0	0	0	3	13	1	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	500	"AWI"	500	8352	9568	9003	0	0	0	0	0	0	0	3	0	0	74	0	0	0	1	0	0	0	0	95	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	5	0	44	0	0	0	0	0	1	0	6	0	0	0	0	1	2	12	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	510	"AWI"	510	8674	9652	9137	0	0	0	0	1	0	0	1	0	0	56	0	0	0	3	0	0	0	0	105	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	344	0	0	0	7	0	48	0	0	0	0	0	1	0	5	0	2	0	0	1	4	12	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	520	"AWI"	520	8915	9776	9283	0	0	0	0	2	0	0	1	0	0	87	0	0	0	2	0	0	0	0	127	11	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	2	0	30	0	0	0	0	0	0	0	3	0	1	0	0	1	2	12	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	530	"AWI"	530	9053	9957	9443	0	0	0	0	0	0	0	2	0	0	100	0	0	0	2	0	0	0	0	168	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	343	0	0	0	6	0	24	0	0	0	0	0	1	1	2	0	0	0	0	0	1	11	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	540	"AWI"	540	9170	10237	9612	0	0	0	0	0	0	0	0	0	0	124	0	0	2	0	0	0	0	0	215	26	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	319	0	0	0	3	0	28	0	0	0	0	0	0	0	4	1	0	0	0	0	5	17	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	550	"AWI"	550	9230	10685	9768	0	0	0	0	0	0	1	1	0	0	102	0	0	0	1	0	0	0	0	198	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	385	0	0	0	7	0	28	0	0	0	0	0	0	1	4	0	0	0	0	0	2	11	0	1
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	560	"AWI"	560	9361	10934	9957	0	0	0	0	0	0	0	1	0	0	115	0	0	1	1	0	0	0	0	213	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0	13	0	15	0	0	0	0	0	1	3	5	0	0	0	0	0	1	13	1	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	570	"AWI"	570	9453	11126	10165	0	0	0	0	1	0	0	3	0	0	89	0	0	0	1	0	0	0	0	143	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	8	0	5	0	0	0	0	0	0	3	5	0	0	0	0	0	0	11	1	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	575	"AWI"	575	9490	11259	10261	0	0	0	0	0	0	0	0	0	0	115	0	2	0	0	0	0	0	0	87	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	0	8	0	1	0	0	0	0	0	0	2	7	0	0	0	1	2	0	6	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	583	"AWI"	583	9598	11434	10405	0	0	0	0	0	0	0	3	0	0	82	0	0	0	1	0	0	0	0	66	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	447	0	0	0	8	0	3	0	0	0	0	0	1	0	3	0	0	0	0	1	0	6	4	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	590	"AWI"	590	9720	11563	10548	0	0	0	0	0	0	0	2	0	0	79	0	0	0	4	0	0	0	0	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	1	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	600	"AWI"	600	9819	11773	10738	0	0	0	0	0	0	0	1	0	0	95	0	0	0	3	0	0	0	0	24	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	14	0	1	0	0	0	0	0	2	2	2	0	0	0	0	0	0	2	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	610	"AWI"	610	9973	11960	10922	0	0	0	0	0	0	0	3	0	0	150	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	519	0	0	0	3	0	0	0	0	0	0	0	1	0	8	0	0	0	0	1	0	3	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	620	"AWI"	620	10136	12090	11128	0	0	0	0	0	0	0	1	0	0	216	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	339	0	0	0	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	630	"AWI"	630	10234	12285	11329	0	0	0	0	0	0	0	2	0	0	362	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	258	0	0	0	12	0	0	0	0	0	0	0	1	2	9	0	0	0	0	0	0	0	0	0
