"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Lythraceae"	"Morus"	"Myrtus"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24044	41770	"Lago di Muzzano"	45.99663	8.92794	10	"AWI"	10	-125	81	-25	0	0	75	0	0	0	3	5	0	0	17	0	2	0	0	94	0	0	304	4	0	0	0	24	1	17	0	0	6	0	0	0	9	0	0	1	0	0	0	6	9	9	0	5	0	0	0	0	3	0	0	8	0	0	7	0	0	0	18	202	0	2	0	0	20	1	0	0	0	0	2	21	16	0	0	0	0	0	0	3	1	0	3	7	0	5
24044	41770	"Lago di Muzzano"	45.99663	8.92794	50	"AWI"	50	-30	387	134	0	1	75	1	0	0	0	3	0	0	3	0	1	0	0	1168	0	0	178	0	0	0	0	16	0	29	0	0	0	0	0	0	1	0	4	0	0	0	0	5	36	8	0	0	0	1	1	0	8	0	0	3	0	0	1	0	0	0	0	116	0	2	0	1	31	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	27	1	3
24044	41770	"Lago di Muzzano"	45.99663	8.92794	90	"AWI"	90	82	552	297	0	0	49	0	0	0	0	4	0	0	7	0	1	0	2	539	0	0	242	0	0	0	0	27	0	33	0	0	0	0	1	0	8	0	0	1	0	0	0	7	40	16	0	0	0	1	0	0	2	0	0	4	0	0	4	0	0	0	0	131	0	2	0	0	47	1	0	0	0	0	4	20	11	0	0	0	0	0	2	0	2	0	1	17	0	3
24044	41770	"Lago di Muzzano"	45.99663	8.92794	130	"AWI"	130	219	707	463	1	0	21	1	0	0	0	9	0	0	12	0	0	0	0	337	0	0	264	0	0	0	0	21	0	54	0	0	0	0	0	0	15	0	0	0	0	0	0	10	55	24	0	1	0	0	0	0	5	0	0	5	0	0	5	0	1	0	0	123	0	4	0	0	33	2	0	0	1	0	1	38	12	0	0	0	0	0	0	1	0	0	3	18	0	3
24044	41770	"Lago di Muzzano"	45.99663	8.92794	150	"AWI"	150	294	792	545	1	0	28	1	0	0	0	9	0	0	14	0	0	0	0	299	0	0	258	0	0	0	0	50	0	53	0	0	0	0	0	0	23	0	0	0	0	0	0	12	51	14	0	0	0	3	0	0	8	0	0	10	0	0	6	0	0	0	0	145	0	0	0	0	45	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	2	15	0	1
24044	41770	"Lago di Muzzano"	45.99663	8.92794	170	"AWI"	170	375	859	626	2	1	29	1	0	0	0	5	0	0	11	0	0	0	0	172	0	0	211	0	0	0	0	45	0	36	0	0	0	0	0	0	41	0	0	1	0	0	0	6	59	24	0	0	0	0	0	0	6	0	0	10	0	0	6	0	1	0	0	176	0	0	0	0	43	0	0	0	0	0	0	0	15	0	0	0	0	3	0	0	0	0	1	9	0	2
24044	41770	"Lago di Muzzano"	45.99663	8.92794	190	"AWI"	190	474	925	704	3	0	47	0	0	0	0	8	0	0	9	0	0	0	0	86	0	0	260	0	0	0	0	40	0	54	0	0	0	0	0	0	27	0	0	0	0	0	0	4	44	34	0	0	0	0	0	0	1	0	0	3	0	0	5	0	0	0	0	166	0	1	0	1	36	0	0	0	0	0	2	0	13	0	0	0	0	0	2	0	0	0	2	12	0	3
24044	41770	"Lago di Muzzano"	45.99663	8.92794	210	"AWI"	210	583	990	786	0	1	33	1	0	0	0	11	0	0	13	0	0	0	0	181	0	0	369	0	0	0	0	21	0	65	0	0	0	0	0	0	14	0	0	0	0	1	0	10	33	17	0	0	0	0	0	0	1	0	0	3	0	0	2	0	1	0	0	157	0	0	0	0	40	0	0	0	0	0	2	31	5	0	0	0	0	0	0	0	0	0	2	12	0	3
24044	41770	"Lago di Muzzano"	45.99663	8.92794	230	"AWI"	230	721	1042	872	3	1	34	3	1	0	0	9	0	0	2	0	2	0	0	141	0	0	336	0	0	0	0	18	1	53	0	0	0	0	0	0	20	0	3	0	0	0	0	10	33	7	0	0	1	0	0	0	2	0	0	0	1	0	2	0	0	0	0	168	0	0	0	0	27	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	1	13	0	0
24044	41770	"Lago di Muzzano"	45.99663	8.92794	250	"AWI"	250	798	1136	960	0	1	36	0	0	0	0	10	0	0	3	0	1	0	0	144	0	0	357	0	0	0	0	29	3	51	0	0	0	0	0	0	29	0	0	3	0	0	0	17	14	4	0	1	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	193	0	0	0	0	48	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	0	2
