"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Colchicaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Juglans"	"Lentibulariaceae"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Sorbus"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
9836	14560	"Pedrido"	43.44995	-7.063954	0	"AWI"	0	-120	32	-48	0.277008310249307	2.21606648199446	0	0	0	0	0	0	0	3.32409972299169	0	0	0	0	0.277008310249307	0	3.8781163434903	0	0	0.277008310249307	0	0	0	0.277008310249307	0	0.277008310249307	0	0	0	0	0	0	82.2714681440443	0	0	0	6.64819944598338	0	0	0	0	0	0	0	0.277008310249307	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	4	"AWI"	4	-73	157	22	0	0.983606557377049	0.327868852459016	0	0	0	0	0	0	3.9344262295082	0	0	0	0	0	0	0.655737704918033	0	0	0	0	0	0.327868852459016	0	0	0	0	0	0	0	0	0	93.4426229508197	0	0	0	0	0.327868852459016	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	8	"AWI"	8	-10	258	114	0	5.51724137931035	0	2.75862068965517	0	0	5.51724137931035	0	0	3.44827586206897	0	0	0	0	6.20689655172414	0	8.27586206896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.551724137931	0	0	0	9.6551724137931	0	0	0	2.06896551724138	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	12	"AWI"	12	59	365	202	0	16.6666666666667	0	0	2.38095238095238	0	0	0	0	11.9047619047619	0	0	0	4.76190476190476	2.38095238095238	0	7.14285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.4761904761905	0	0	0	11.9047619047619	0	0	0	2.38095238095238	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	16	"AWI"	16	145	432	286	0	17.6056338028169	0	1.40845070422535	0	0	4.22535211267606	0	0	6.33802816901408	0	0	0	0	8.45070422535211	0	16.1971830985916	0	0	0	0	0	0	1.40845070422535	0	2.11267605633803	0	0.704225352112676	0	0	0	0	6.33802816901408	0	0	0	34.5070422535211	0	0	0	0.704225352112676	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	20	"AWI"	20	265	490	379	0	18.7878787878788	0.606060606060606	0	2.42424242424242	1.21212121212121	0	0	4.24242424242424	12.1212121212121	0	1.21212121212121	0	0	0.606060606060606	0	27.8787878787879	17.5757575757576	0	0	0	0	0.606060606060606	0	1.21212121212121	0	0	0	0	0	0	0	3.03030303030303	0	0	0	0	4.24242424242424	0	0	1.21212121212121	1.21212121212121	0	0	0	0	0	1.81818181818182	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	24	"AWI"	24	348	528	456	0	16.5745856353591	0	0	0	1.10497237569061	1.65745856353591	0	0	12.1546961325967	0	0	0	0	5.52486187845304	0	20.4419889502762	0	0	0	0	0	0	0.552486187845304	0	1.65745856353591	0	0.552486187845304	0	0	0	0	2.20994475138122	0	0	0	35.9116022099448	0	0	0	0.552486187845304	1.10497237569061	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	28	"AWI"	28	450	583	513	0	9.42408376963351	0.523560209424084	0	0	1.57068062827225	0	0.523560209424084	3.1413612565445	14.6596858638743	0	0	0	0	1.04712041884817	0	18.3246073298429	27.7486910994764	0	0	0	0	0	0	0	0	0	0	0	0.523560209424084	0	0	0.523560209424084	0	0	0	14.6596858638743	2.09424083769634	0	3.1413612565445	1.04712041884817	1.04712041884817	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	32	"AWI"	32	523	647	567	0	25.8928571428571	0	0	0	0	0	0	0	19.6428571428571	0	0	0	0	3.57142857142857	0	48.2142857142857	0	0	0	0	0	0	0.892857142857143	0	0	0	1.78571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	40	"AWI"	40	586	753	676	0	12.7388535031847	0	0.636942675159236	0	0	0	0	0	14.6496815286624	0	0	0	0	0	0	29.2993630573248	0	0	0	0	0	0	10.828025477707	0	0	0	0	0	0	0	0	0.636942675159236	0	0	0	29.2993630573248	0	0	0	0	0	0	0	0.636942675159236	0	0	1.27388535031847	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	44	"AWI"	44	663	795	714	0	7.52212389380531	0	0	0	0.442477876106195	0.442477876106195	0	0	11.5044247787611	0	0	0	0	0.442477876106195	0	29.2035398230088	15.4867256637168	0	0	0	0	0.442477876106195	0.442477876106195	0	0	0	0	0	0	0.442477876106195	0	0.442477876106195	0	0	0	29.2035398230088	1.76991150442478	0.442477876106195	0	0	0.884955752212389	0	0	0	0	0	0.884955752212389	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	48	"AWI"	48	703	841	758	0	16.0550458715596	0	0.458715596330275	0	0	0.458715596330275	0	0	13.302752293578	0	0	0	0	0	0	22.4770642201835	0	0	0	0	0	0	1.8348623853211	0	0.458715596330275	0	0	0.458715596330275	0	0	0	1.37614678899083	0	0	0	41.2844036697248	0	0	0	0	0	0	0	0	0	0	1.8348623853211	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	52	"AWI"	52	740	883	800	0	12.751677852349	0.671140939597315	2.01342281879195	0	0.671140939597315	0	0	0	13.4228187919463	0	0	0	0	0	0	31.5436241610738	0	0	0	0	0	0.671140939597315	0	0	0	0	0	0	0	0.671140939597315	0	2.01342281879195	0	0	0	34.2281879194631	0.671140939597315	0	0	0	0	0	0	0	0	0	0.671140939597315	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	56	"AWI"	56	779	923	841	0	26.605504587156	0	0	0	0.917431192660551	0.917431192660551	0	0	25.6880733944954	0	0	0	0	0.917431192660551	0	42.2018348623853	0	0	0	0	0	0	1.8348623853211	0	0	0	0	0	0	0	0	0.917431192660551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	60	"AWI"	60	807	960	883	0	8.4375	0	0	0	0.3125	0.625	0	0	3.125	0	0	0	0	0.3125	0	14.0625	4.375	0	0	0	0	0.3125	0	0	0	0	0	0	0	0	0	0.3125	0	49.0625	0	17.1875	0.625	0.3125	0	0.3125	0.3125	0	0	0	0	0	0.3125	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	64	"AWI"	64	857	1027	933	0	16.3934426229508	0	0	0	0	1.63934426229508	0	0	6.55737704918033	0	0	0	0	0	0	32.7868852459016	7.37704918032787	0	0	0	0	0	0	0	2.45901639344262	0	0	0	0	0	0	1.63934426229508	0	0	0	30.327868852459	0.819672131147541	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	68	"AWI"	68	916	1083	986	0	8.98203592814371	0	0	0.598802395209581	0	3.59281437125748	0	0	9.58083832335329	0	1.19760479041916	0	0	0	0	34.7305389221557	2.9940119760479	0	0	0	0	0.598802395209581	0	0	0	0	0	0	0	0	0	1.79640718562874	0	0	0	32.9341317365269	1.19760479041916	0.598802395209581	0	1.19760479041916	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	72	"AWI"	72	971	1139	1041	0	23.8636363636364	0	0	1.13636363636364	0	5.68181818181818	0	0	10.2272727272727	0	0	0	0	1.13636363636364	0	51.1363636363636	0	0	0	0	0	0	2.27272727272727	0	1.13636363636364	0	0	0	0	0	0	2.27272727272727	0	0	0	0	1.13636363636364	0	0	0	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	76	"AWI"	76	1013	1198	1092	0	31.6901408450704	0	1.40845070422535	0	1.40845070422535	2.8169014084507	0	0	10.5633802816901	0	0	0	0	0.704225352112676	0	28.169014084507	18.3098591549296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8169014084507	0	0	0	0.704225352112676	0	0	0	0	0	1.40845070422535	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	80	"AWI"	80	1060	1236	1140	0	29.1139240506329	0	0	0	0	2.53164556962025	0	0	3.79746835443038	0	0	0	0	1.26582278481013	0	55.6962025316456	0	0	0	0	0	0	1.26582278481013	0	2.53164556962025	0	0	0	0	0	0	1.26582278481013	0	0	0	0	0	0	0	0	1.26582278481013	0	0	0	0	0	1.26582278481013	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	84	"AWI"	84	1098	1263	1179	0	18.75	0	0	0	0	3.57142857142857	0	0	16.9642857142857	0	0	0	0	0	0	39.2857142857143	17.8571428571429	0	0	0	0	0	0.892857142857143	0	0	0	0	0	0	0	0	0.892857142857143	0	0	0	0	0	0	0	0	1.78571428571429	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	88	"AWI"	88	1127	1288	1217	0	10.0671140939597	0	1.34228187919463	0	0.671140939597315	8.05369127516778	0	0	5.36912751677852	0	0	0	1.34228187919463	0.671140939597315	0	40.2684563758389	0	0	0	0	0	0.671140939597315	0.671140939597315	0	0	0	0	0	0	0	0	0.671140939597315	0	0	0	28.1879194630872	1.34228187919463	0	0	0.671140939597315	0	0	0	0	0	0	0	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	92	"AWI"	92	1185	1328	1266	0	15.8730158730159	0	0.793650793650794	0.793650793650794	0	2.38095238095238	0	0	7.14285714285714	0	0	0	0.793650793650794	0.793650793650794	0	41.2698412698413	21.4285714285714	0	0	0	0	0.793650793650794	0.793650793650794	0	0	0	0	0	0.793650793650794	0	0	1.58730158730159	0	0	0	0	2.38095238095238	0	0	0	0.793650793650794	0.793650793650794	0	0	0	0	0.793650793650794	0	0
9836	14560	"Pedrido"	43.44995	-7.063954	96	"AWI"	96	1273	1409	1334	0	15.0375939849624	0	0	0	0.50125313283208	1.00250626566416	0	0	5.0125313283208	0	0	0.50125313283208	0	0.50125313283208	0	39.5989974937343	0	0	0	0	0	0	0	0	0	0.50125313283208	0	1.00250626566416	0	0	0	1.2531328320802	0	0	0	33.5839598997494	1.00250626566416	0	0	0	0	0	0	0	0	0	0.50125313283208	0	0
