"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Dioscoreaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
26056	45196	"Hayley Wood"	52.16056	-0.1125	1.2	"AWI"	1.2	-65.2	-49.6	-56.6	0	1.19047619047619	0.396825396825397	1.32275132275132	0	0	0	0	0.661375661375661	0	1.05820105820106	0	3.7037037037037	0.529100529100529	0	0	0	0	0.132275132275132	16.7989417989418	0.132275132275132	0	0	0.396825396825397	0	0	0	19.8412698412698	0	0	10.7142857142857	0	0.396825396825397	0	0.264550264550265	0	0	0	0	0	0	0	3.83597883597884	0	0	0	0	0	0	27.3809523809524	0.529100529100529	0	0	0.132275132275132	0	3.7037037037037	0	0	0.396825396825397	0	0	1.71957671957672	0.529100529100529	0	0.132275132275132	0	1.58730158730159	2.51322751322751	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	1.8	"AWI"	1.8	-62.8	-48.4	-55.4	0	0.36144578313253	1.68674698795181	1.20481927710843	0	0	0	0	0.72289156626506	0	1.08433734939759	0	1.68674698795181	0	0	0	0	0	0	15.6626506024096	0.36144578313253	0	0.36144578313253	0.36144578313253	0	0	0	20	0.36144578313253	0	0	0	0.240963855421687	0	0.120481927710843	0	0	0	0	0	0.240963855421687	0	2.53012048192771	0	0	22.0481927710843	0	0	0	25.5421686746988	0.36144578313253	0	0	0.120481927710843	0	1.56626506024096	0.72289156626506	0	0	0.240963855421687	0	0.120481927710843	0.36144578313253	0	0.120481927710843	0	0.240963855421687	1.44578313253012	0	0.120481927710843
26056	45196	"Hayley Wood"	52.16056	-0.1125	2.4	"AWI"	2.4	-61.2	-47.6	-54.2	0	0.352941176470588	0.117647058823529	0.823529411764706	0	0	0	0.235294117647059	0.117647058823529	0	0.470588235294118	0	2.11764705882353	0	0	0	0	0	0	14.4705882352941	0.823529411764706	0.117647058823529	0	0.352941176470588	0	0.117647058823529	0.117647058823529	20.9411764705882	0.235294117647059	0	0	0	0	0	0.117647058823529	0	0.117647058823529	0	0	0	0.117647058823529	0	2.58823529411765	0	0.235294117647059	23.8823529411765	0	0.117647058823529	0	24.9411764705882	0.117647058823529	0	0	0	0	2.11764705882353	0.823529411764706	0	0	0	0.117647058823529	0.941176470588235	0.352941176470588	0	0	0	0.235294117647059	1.76470588235294	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	3	"AWI"	3	-60	-47	-53	0	1.49051490514905	0.13550135501355	1.0840108401084	0	0	0	0	0.13550135501355	0	0.813008130081301	0	2.9810298102981	0	0	0	0	0	0	17.7506775067751	0.813008130081301	0	0	0.40650406504065	0	0	0	24.390243902439	0	0	10.1626016260163	0	0.2710027100271	0	0.13550135501355	0	0	0	0.13550135501355	0	0	0	2.710027100271	0	0	0	0	0	0	29.4037940379404	0.2710027100271	0	0	0	0	2.1680216802168	1.0840108401084	0	0	0.13550135501355	0	0.948509485094851	0.13550135501355	0	0	0	0.13550135501355	2.03252032520325	0	0.2710027100271
26056	45196	"Hayley Wood"	52.16056	-0.1125	3.6	"AWI"	3.6	-58.2	-45.8	-51.8	0	0.495049504950495	0.742574257425743	1.60891089108911	0	0	0.123762376237624	0.247524752475248	0.495049504950495	0	1.11386138613861	0	4.08415841584158	0	0	0	0	0	0	13.490099009901	0	0	0	0.247524752475248	0	0.123762376237624	0	20.5445544554455	0	0	16.8316831683168	0	0.371287128712871	0	0.371287128712871	0	0	0	0	0	0	0	4.57920792079208	0	0	0	0	0	0	23.019801980198	0.247524752475248	0	0	0	0	3.46534653465347	0	0	0	0	0	0.99009900990099	0	0	0.123762376237624	0	1.60891089108911	5.07425742574257	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	4.2	"AWI"	4.2	-56.6	-44.4	-50.6	0.162074554294976	0.648298217179903	0.162074554294976	1.13452188006483	0	0	0	0.162074554294976	0.324149108589951	0	0.810372771474878	0	3.24149108589951	0	0	0	0	0	0	13.7763371150729	0.648298217179903	0.324149108589951	0	0.648298217179903	0	0.486223662884927	0	28.2009724473258	0	0	0	0	0.324149108589951	0	0.486223662884927	0	0	0	0	0	0	0.162074554294976	4.05186385737439	0	0	0	0	0	0	36.1426256077796	0.162074554294976	0	0	0	0	2.26904376012966	1.13452188006483	0	0	0	0.324149108589951	1.13452188006483	0.648298217179903	0	0.162074554294976	0	0.486223662884927	1.78282009724473	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	6.6	"AWI"	6.6	-51.8	-39.8	-45.8	0	0.33500837520938	0.16750418760469	1.6750418760469	0	0	0	0	0	0	1.84254606365159	0	3.3500837520938	0	0	0	0	0	0	18.92797319933	0.16750418760469	0	0	0.50251256281407	0	0	0	26.1306532663317	0.16750418760469	0	0	0	0.16750418760469	0	0.670016750418761	0	0	0	0	0	0	0	5.36013400335008	0	0	0	0	0	0	27.9731993299832	0.33500837520938	0	0	0	0	5.19262981574539	0	0	0	0	0	2.01005025125628	0.33500837520938	0	0	0	1.00502512562814	3.68509212730318	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	5.4	"AWI"	5.4	-54.2	-41.6	-48.2	0	0.213447171824973	0.64034151547492	0.747065101387407	0.106723585912487	0	0.106723585912487	0.106723585912487	0.32017075773746	0	1.49413020277481	0	2.34791889007471	0	0	0	0	0	0	14.9413020277481	0.426894343649947	0	0	0.32017075773746	0	0	0	18.9967982924226	0	0	6.51013874066169	0	0	0	0.32017075773746	0	0.106723585912487	0	0.106723585912487	0	0	0	1.92102454642476	0	0	21.5581643543223	0	0	0	22.8388473852721	0.426894343649947	0	0	0	0	1.6008537886873	0.32017075773746	0	0	0.106723585912487	0.106723585912487	1.28068303094984	0.213447171824973	0	0	0	0.64034151547492	1.17395944503735	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	6	"AWI"	6	-53	-41	-47	0.11037527593819	0.551876379690949	0.551876379690949	0.551876379690949	0	0	0	0.11037527593819	0.11037527593819	0	0.33112582781457	0	2.42825607064018	0	0	0	0	0	0	11.5894039735099	0.551876379690949	0	0	0.551876379690949	0	0.11037527593819	0	22.9580573951435	0.33112582781457	0.11037527593819	6.29139072847682	0	0.11037527593819	0	0.11037527593819	0	0	0	0	0	0	0	2.98013245033113	0	0	17.9911699779249	0	0	0	25.9381898454746	0.11037527593819	0	0	0	0	1.32450331125828	0.551876379690949	0	0	0.11037527593819	0.22075055187638	0.883002207505519	0.11037527593819	0	0	0	0.772626931567329	1.43487858719647	0	0.11037527593819
26056	45196	"Hayley Wood"	52.16056	-0.1125	4.8	"AWI"	4.8	-55.4	-42.6	-49.4	0	0.718562874251497	0.479041916167665	0.239520958083832	0	0	0	0	0.119760479041916	0	1.07784431137725	0	1.67664670658683	0	0	0	0	0	0.119760479041916	14.6107784431138	0.718562874251497	0.119760479041916	0	0.718562874251497	0	0.239520958083832	0	22.874251497006	0	0	0	0	0	0	0.598802395209581	0	0	0	0.119760479041916	0	0	0	2.87425149700599	0	0	22.0359281437126	0	0	0	23.9520958083832	0.119760479041916	0	0	0	0	1.31736526946108	1.31736526946108	0	0	0.119760479041916	0.479041916167665	0.718562874251497	0.359281437125749	0	0.239520958083832	0	0.479041916167665	1.43712574850299	0	0.119760479041916
