"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	40	"AWI"	40	88	847	395	0	0.0922509225092251	0.738007380073801	0.18450184501845	0.415129151291513	0	0.207564575645756	0	0.461254612546125	2.30627306273063	0	0.253690036900369	0.0461254612546125	0	0.207564575645756	0	1.29151291512915	74.2619926199262	0	0	0	0.0461254612546125	1.13007380073801	0.18450184501845	0	0	0	0	0.230627306273063	0	0.230627306273063	0	0.3690036900369	0.899446494464945	6.34225092250923	0.115313653136531	0	5.83487084870849	0.461254612546125	0	0	0.0230627306273063	0.207564575645756	2.9289667896679	0.0691881918819188	0	0.276752767527675	0	0	0.0230627306273063	0	0.161439114391144	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	50	"AWI"	50	158	1000	514	0	0	1.12903225806452	1.37096774193548	0.483870967741935	0	0.32258064516129	0.806451612903226	0.645161290322581	3.79032258064516	0	2.58064516129032	0.0806451612903226	0.0806451612903226	0.483870967741935	0	2.25806451612903	35.3225806451613	0	0	0	0	2.58064516129032	2.82258064516129	0	0	0.32258064516129	0	0.564516129032258	0	0.403225806451613	0	0.806451612903226	0	20.4032258064516	0.32258064516129	0	17.4193548387097	0	0	0	0.403225806451613	1.37096774193548	1.93548387096774	0	0	0	0	0	0	0	0.32258064516129	0.806451612903226	0.161290322580645	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	60	"AWI"	60	216	1154	635	0	0.0311720698254364	0.841645885286783	0.280548628428928	0.187032418952618	0.0311720698254364	0.155860349127182	0	0.623441396508728	0.935162094763092	0	0.592269326683292	0	0	0.0935162094763092	0	2.08852867830424	74.283042394015	0	0	0	0.0623441396508728	0.405236907730673	0.187032418952618	0	0	0.0311720698254364	0	0.0311720698254364	0	0.716957605985037	0	0.311720698254364	1.0286783042394	7.48129675810474	0	0	6.85785536159601	0.3428927680798	0	0	0.187032418952618	1.15336658354115	0.935162094763092	0.0935162094763092	0	0	0	0	0	0	0.0311720698254364	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	70	"AWI"	70	334	1268	758	0	0	2.20385674931129	0.137741046831956	0	0	0	0	0	0.137741046831956	0	0.275482093663912	0	0	0.137741046831956	0	1.79063360881543	81.5426997245179	0	0	0	0	0	0	0.137741046831956	0	0	0	0	0	0.137741046831956	0	0.413223140495868	0	5.09641873278237	0	0	6.74931129476584	0	0	0	0.413223140495868	0.550964187327824	0.275482093663912	0	0	0	0	0	0	0	0	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	80	"AWI"	80	436	1394	872	0	0	1.42095914742451	0.177619893428064	0	0	0.088809946714032	0	0.177619893428064	0.44404973357016	0	0	0	0	0	0	0.710479573712256	83.0373001776199	0	0	0	0	0.44404973357016	0	0	0	0	0	0	0	0.266429840142096	0	0.799289520426288	0	5.15097690941385	0	0.088809946714032	5.50621669626998	0	0	0	0	0.355239786856128	1.06571936056838	0.088809946714032	0	0.088809946714032	0	0	0	0	0.088809946714032	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	90	"AWI"	90	526	1511	985	0	0	1.84287099903007	0.193986420950533	0.678952473326867	0	0.2909796314258	0	0	0.969932104752667	0	0.0969932104752667	0	0	0	0	0.969932104752667	73.0358874878759	0	0	0	0.0969932104752667	0.678952473326867	0.0969932104752667	0	0	0	0	0	0	0.484966052376334	0	0.387972841901067	1.06692531522793	6.20756547041707	0	0.0969932104752667	9.89330746847721	0	0	0	1.06692531522793	0.5819592628516	0.969932104752667	0.0969932104752667	0	0.0969932104752667	0	0	0	0	0.0969932104752667	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	100	"AWI"	100	636	1626	1106	0	0	1.70394036208733	0.212992545260916	2.0234291799787	0	0.212992545260916	0	0	1.49094781682641	0	0.212992545260916	0	0.319488817891374	0.106496272630458	0	0.53248136315229	65.3887113951012	0	0	0	0	1.59744408945687	1.59744408945687	0	0	0	0	0	0	0.212992545260916	0.106496272630458	0.958466453674121	0	10.6496272630458	0	0	8.94568690095847	0	0	0	1.49094781682641	0.745473908413206	0.851970181043664	0.319488817891374	0	0.212992545260916	0	0	0	0	0.106496272630458	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	110	"AWI"	110	737	1727	1225	0.0907441016333938	0	2.9038112522686	0.362976406533575	0.725952813067151	0	0.272232304900181	0	0.362976406533575	0.544464609800363	0	0.362976406533575	0	0.181488203266788	0	0	1.36116152450091	58.4392014519056	0	0	0	0.181488203266788	3.17604355716878	0.453720508166969	0	0	0	0	0.0907441016333938	0	0.362976406533575	0	0.544464609800363	0	15.9709618874773	0	0.181488203266788	11.1615245009074	0.0907441016333938	0	0	0.181488203266788	1.27041742286751	0.453720508166969	0	0	0.0907441016333938	0	0	0	0.0907441016333938	0.0907441016333938	0	0	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	120	"AWI"	120	816	1851	1347	0	0.0411607326610414	3.37518007820539	0.246964395966248	0.185223296974686	0	0.370446593949372	0	0.30870549495781	0.761473554229265	0	0.123482197983124	0	0	0.123482197983124	0	1.21424161350072	62.8524387734102	0	0	0	0.0411607326610414	1.95513480139946	0.349866227618852	0	0	0.0205803663305207	0.0411607326610414	0.0205803663305207	0	0.329285861288331	0	0.370446593949372	0.699732455237703	20.909652191809	0	0	3.53982300884956	0.123482197983124	0	0	0.185223296974686	0.987857583864993	0.493928791932496	0.102901831652603	0	0.102901831652603	0	0	0.0205803663305207	0	0.061741098991562	0.0205803663305207	0.0205803663305207	0
15897	24467	"Silly-la-Poterie"	49.18333	3.13333	130	"AWI"	130	976	1940	1467	0	0	10.920245398773	0.98159509202454	0.49079754601227	0	0.613496932515337	0	1.34969325153374	1.22699386503067	0	0.613496932515337	0	0.122699386503067	0.122699386503067	0	7.48466257668712	19.2638036809816	0	0.368098159509202	0	0.122699386503067	5.39877300613497	0.858895705521472	0	0	0	0	0	0	1.96319018404908	0	0.858895705521472	0	21.840490797546	0	0.122699386503067	20.2453987730061	0.49079754601227	0	0	0.613496932515337	2.20858895705521	0.98159509202454	0.245398773006135	0	0.122699386503067	0	0	0	0	0.245398773006135	0.122699386503067	0	0
