"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Ceratonia"	"Chamaerops"	"Cistaceae"	"Citrus"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ficus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Heliotropium"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrtus"	"Nerium"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
23933	41587	"Biviere di Gela"	37.01879	14.34455	440	"AWI"	440	1875	2530	2126	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	63	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1	0	0	1	22	0	0	1	1	0	0	14	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	2	0	0	0	0	6	0	2	1	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	450	"AWI"	450	1935	2590	2203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	4	0	0	22	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	2	0	0	0	0	5	0	1	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	456	"AWI"	456	1957	2637	2245	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	1	0	0	0	0	9	0	2	0	0	0	0	0	0	1
23933	41587	"Biviere di Gela"	37.01879	14.34455	464	"AWI"	464	1979	2720	2301	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	474	"AWI"	474	2012	2844	2371	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	484	"AWI"	484	2076	2888	2441	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	18	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	21	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	17	24	0	1	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1
23933	41587	"Biviere di Gela"	37.01879	14.34455	492	"AWI"	492	2108	2932	2497	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	498	"AWI"	498	2128	2972	2539	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	50	15	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	3	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	507	"AWI"	507	2159	3081	2599	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	7	0	0	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	524	"AWI"	524	2279	3139	2720	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	9	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	6	0	0	4	0	0	0	0	0	18	0	0	0	1	0	0	58	0	0	0	0	0	0	0	0	1	24	32	0	0	0	0	0	0	0	1	0	0	0	0	7	0	5	0	0	5	0	0	0	2
23933	41587	"Biviere di Gela"	37.01879	14.34455	544	"AWI"	544	2388	3271	2864	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	5	0	0	2	0	0	0	2	0	9	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	15	0	3	0	0	0	0	75	0	0	0	0	0	0	0	0	0	23	30	0	0	1	0	0	0	0	0	0	0	0	0	8	0	1	0	0	2	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	562	"AWI"	562	2571	3334	3002	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	30	0	4	0	3	0	0	66	0	0	0	0	0	0	0	0	0	38	62	0	0	0	0	0	0	0	1	0	0	0	0	5	0	2	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	578	"AWI"	578	2686	3419	3118	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1	0	7	0	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	2	0	0	146	0	0	0	0	0	0	0	0	0	78	82	0	0	0	0	0	0	0	2	0	0	0	0	4	0	2	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	584	"AWI"	584	2746	3433	3157	0	0	0	0	0	0	0	0	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	20	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	40	0	0	0	3	0	0	89	0	0	0	0	0	0	0	0	0	50	68	0	0	0	0	0	0	0	1	0	0	0	1	6	0	2	0	0	2	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	602	"AWI"	602	2913	3498	3282	0	0	0	0	0	0	0	2	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	7	0	0	0	4	0	16	2	0	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	33	0	6	0	2	0	0	102	0	0	0	0	0	0	2	0	0	69	68	0	0	3	0	0	0	0	0	0	0	0	0	5	0	3	0	0	4	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	613	"AWI"	613	3047	3545	3358	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	3	0	0	0	1	0	12	1	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	69	0	0	0	0	0	0	1	0	0	86	42	0	1	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	619	"AWI"	619	3183	3560	3397	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	57	0	0	0	1	0	0	78	0	0	0	0	0	0	1	0	0	65	77	0	0	1	0	0	0	0	0	0	0	0	0	3	0	4	0	0	3	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	637	"AWI"	637	3413	3689	3532	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	1	0	0	0	9	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	1	0	0	0	0	4	1	1	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	646	"AWI"	646	3461	3802	3604	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	21	0	0	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	37	15	0	1	0	0	0	0	0	1	0	0	0	0	5	0	2	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	660	"AWI"	660	3514	4023	3729	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	35	0	0	6	0	0	0	1	0	13	2	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	132	0	0	0	0	0	0	0	1	0	30	18	0	0	0	0	0	0	0	1	0	0	0	1	14	0	3	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	670	"AWI"	670	3541	4235	3810	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	1	0	8	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	28	0	0	0	0	1	0	95	0	0	0	0	0	0	0	0	0	11	25	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	680	"AWI"	680	3587	4386	3892	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	1	8	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	90	0	0	0	0	0	0	0	0	0	28	75	0	0	1	0	0	0	0	0	0	0	0	0	39	0	6	0	0	5	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	690	"AWI"	690	3642	4457	3982	0	0	0	0	0	0	0	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	16	0	0	0	1	0	0	30	0	0	0	0	1	0	0	0	0	7	9	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	700	"AWI"	700	3682	4562	4076	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	14	0	0	0	3	0	0	161	0	0	0	0	0	0	0	0	0	31	41	0	0	2	0	0	0	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	1
23933	41587	"Biviere di Gela"	37.01879	14.34455	712	"AWI"	712	3749	4695	4183	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	135	0	0	0	0	0	0	0	0	0	26	25	0	0	0	0	0	0	0	0	0	1	0	0	20	0	1	0	0	2	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	720	"AWI"	720	3840	4744	4258	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	11	0	0	0	3	0	0	114	0	0	0	0	0	0	0	0	0	17	33	0	0	0	0	0	0	0	1	0	0	0	0	32	0	1	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	727	"AWI"	727	3896	4790	4331	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	46	60	0	0	0	0	0	2	0	0	0	1	0	0	16	0	3	0	0	3	0	0	0	2
23933	41587	"Biviere di Gela"	37.01879	14.34455	744	"AWI"	744	3978	4990	4506	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	8	0	0	0	0	0	41	2	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	23	0	0	0	2	0	0	122	0	0	0	0	0	0	0	0	0	79	34	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	750	"AWI"	750	4074	5007	4557	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	10	0	0	0	4	0	30	0	0	0	0	0	0	0	0	0	0	57	0	1	0	0	0	0	0	0	23	0	0	0	1	0	0	251	0	0	0	0	0	0	0	0	0	34	54	0	0	1	0	0	0	0	1	0	0	0	0	53	0	0	1	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	758	"AWI"	758	4174	5040	4621	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	32	1	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	187	0	0	0	0	0	0	0	1	0	50	176	0	0	0	0	0	2	0	1	0	1	0	0	6	0	2	0	0	1	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	790	"AWI"	790	4704	5221	4903	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	39	0	3	0	0	0	0	0	0	16	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	33	68	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	0	0	2	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	800	"AWI"	800	4875	5307	5013	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	38	2	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	210	0	0	0	0	0	0	0	0	0	35	105	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	4	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	820	"AWI"	820	5040	5712	5362	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	63	0	0	0	2	0	0	74	0	0	0	0	0	0	0	0	1	42	231	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	13	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	826	"AWI"	826	5087	5853	5502	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	2	1	25	1	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	13	0	0	0	2	0	0	31	0	0	0	0	0	0	0	0	0	41	167	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	840	"AWI"	840	5165	6278	5815	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	9	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	60	0	0	1	0	0	0	0	0	20	0	0	0	1	0	0	82	0	0	0	0	0	0	0	0	1	45	115	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	846	"AWI"	846	5252	6441	5940	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	27	0	2	2	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	1	0	0	0	20	0	0	0	1	0	0	127	0	0	0	0	0	0	0	0	0	39	109	0	0	2	0	0	0	0	0	0	0	0	0	10	2	0	0	0	1	0	0	0	1
23933	41587	"Biviere di Gela"	37.01879	14.34455	861	"AWI"	861	5893	6512	6236	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	6	0	0	0	2	0	0	60	0	0	1	0	0	0	0	0	0	36	32	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	880	"AWI"	880	6458	6753	6602	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	28	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	39	28	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	890	"AWI"	890	6506	6895	6692	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	58	0	0	0	0	0	0	0	0	0	74	42	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	900	"AWI"	900	6539	7111	6772	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	121	0	0	0	0	0	0	2	0	0	90	41	0	0	0	0	0	0	0	2	0	0	0	0	2	5	1	0	0	1	0	0	0	2
23933	41587	"Biviere di Gela"	37.01879	14.34455	910	"AWI"	910	6558	7338	6850	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	4	0	3	0	2	0	0	59	0	0	0	0	0	0	0	0	0	79	50	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	920	"AWI"	920	6637	7433	6941	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	29	0	0	2	0	0	0	0	1	23	0	0	0	0	0	0	0	0	0	0	267	0	0	1	0	0	0	0	0	9	0	0	0	2	0	0	16	0	0	0	0	0	0	1	0	0	111	52	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
23933	41587	"Biviere di Gela"	37.01879	14.34455	930	"AWI"	930	6684	7491	7045	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	24	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	210	0	0	1	0	1	0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	52	27	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	940	"AWI"	940	6722	7582	7137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	17	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	4	0	7	0	2	0	0	1	0	0	0	0	0	0	0	0	0	54	45	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	5
23933	41587	"Biviere di Gela"	37.01879	14.34455	944	"AWI"	944	6732	7627	7170	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	6	0	8	0	0	0	0	2	0	0	0	0	0	0	1	0	0	67	40	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	4
23933	41587	"Biviere di Gela"	37.01879	14.34455	956	"AWI"	956	6896	7688	7288	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	39	0	0	1	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	13	0	1	0	0	3	0	0	0	0	0	0	1	0	0	136	18	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	2
23933	41587	"Biviere di Gela"	37.01879	14.34455	960	"AWI"	960	6942	7699	7330	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	42	0	3	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	0	58	18	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1
23933	41587	"Biviere di Gela"	37.01879	14.34455	964	"AWI"	964	6976	7718	7371	1	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	47	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	65	11	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2
23933	41587	"Biviere di Gela"	37.01879	14.34455	968	"AWI"	968	7010	7738	7413	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	60	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	36	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3
23933	41587	"Biviere di Gela"	37.01879	14.34455	972	"AWI"	972	7035	7759	7457	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20	7	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
23933	41587	"Biviere di Gela"	37.01879	14.34455	974	"AWI"	974	7043	7777	7478	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	111	0	0	2	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	17	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
