"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"
14602	22890	"Linden"	46.85083	7.68611	870	"AWI"	870	8995	10975	10001	0	7	0	0	0	2	0	1	0	45	0	1	0	0	0	633	18	0	0	0	0	2	0	0	0	0	0	0	1	158	0	0	0	79	0	0	0	1	1	0	1	40	313
14602	22890	"Linden"	46.85083	7.68611	880	"AWI"	880	9100	11048	10114	0	6	0	0	0	2	0	1	0	39	0	0	0	0	0	673	16	0	0	0	0	1	1	0	1	0	0	0	0	133	0	0	0	52	0	0	0	0	3	0	1	44	288
14602	22890	"Linden"	46.85083	7.68611	890	"AWI"	890	9171	11157	10219	0	0	0	0	0	4	0	3	0	32	0	0	0	0	0	594	11	0	0	0	0	3	0	0	0	0	0	0	0	124	0	0	0	60	0	0	0	0	1	0	0	31	271
14602	22890	"Linden"	46.85083	7.68611	900	"AWI"	900	9283	11238	10325	0	2	7	0	0	3	0	3	0	39	0	0	0	0	0	543	19	0	0	0	0	4	0	0	0	0	0	0	0	131	0	0	0	41	0	0	1	0	2	0	1	38	301
14602	22890	"Linden"	46.85083	7.68611	910	"AWI"	910	9404	11291	10426	6	1	0	0	0	0	0	0	0	30	0	0	0	1	0	286	27	0	0	0	0	4	0	0	0	0	0	0	0	259	0	0	0	31	0	0	1	0	5	0	1	19	226
14602	22890	"Linden"	46.85083	7.68611	920	"AWI"	920	9526	11366	10529	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	107	7	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	3	0	0	0	0	2	0	0	2	71
14602	22890	"Linden"	46.85083	7.68611	930	"AWI"	930	9612	11454	10628	0	0	0	0	0	1	0	2	0	10	0	0	0	0	0	269	17	0	0	0	0	1	0	0	0	0	0	0	0	218	0	0	0	10	0	0	1	2	2	0	0	6	106
14602	22890	"Linden"	46.85083	7.68611	940	"AWI"	940	9675	11586	10730	0	0	0	1	0	2	0	0	0	8	0	0	0	0	0	207	19	0	0	0	0	0	0	0	1	0	0	0	0	221	0	0	0	3	0	0	0	0	4	0	0	4	59
14602	22890	"Linden"	46.85083	7.68611	950	"AWI"	950	9857	11612	10822	0	0	0	0	0	3	0	0	0	76	0	0	0	0	0	374	8	0	0	0	0	2	0	0	0	0	0	0	0	178	0	0	1	5	0	0	0	0	3	0	1	5	224
14602	22890	"Linden"	46.85083	7.68611	960	"AWI"	960	10023	11663	10915	0	0	0	0	0	1	0	1	0	55	0	0	0	0	0	319	10	0	0	0	0	0	0	0	2	0	0	0	0	162	0	0	0	9	0	0	0	0	0	0	0	2	196
14602	22890	"Linden"	46.85083	7.68611	970	"AWI"	970	10152	11700	11022	0	0	0	0	0	1	0	3	0	82	0	0	0	0	0	124	7	0	0	0	0	2	0	0	0	0	0	0	0	299	0	0	0	4	0	0	0	0	0	0	0	0	143
14602	22890	"Linden"	46.85083	7.68611	980	"AWI"	980	10231	11794	11127	0	0	0	1	0	2	0	0	0	159	0	0	0	0	0	119	9	0	0	0	0	0	0	0	1	0	0	0	0	401	0	0	0	4	0	0	0	0	0	0	0	3	175
14602	22890	"Linden"	46.85083	7.68611	990	"AWI"	990	10391	11863	11223	0	0	0	0	0	7	0	7	0	265	0	0	0	0	0	13	13	0	0	0	0	4	0	0	5	0	0	0	0	450	0	0	0	3	0	13	2	2	2	0	0	0	16
14602	22890	"Linden"	46.85083	7.68611	1000	"AWI"	1000	10622	11905	11315	0	0	0	0	0	6	0	7	0	179	0	0	0	0	0	17	14	0	1	0	0	1	0	0	1	0	0	0	0	525	0	0	0	0	0	0	1	0	2	0	1	0	10
14602	22890	"Linden"	46.85083	7.68611	1010	"AWI"	1010	10833	11957	11407	0	0	0	0	0	1	0	7	0	203	1	1	0	0	0	19	25	0	0	0	0	0	0	0	7	0	0	0	0	698	0	0	2	4	0	0	1	0	3	0	0	1	15
14602	22890	"Linden"	46.85083	7.68611	1020	"AWI"	1020	10978	12012	11506	0	0	0	0	0	3	0	12	0	250	0	0	0	0	0	1	25	1	0	0	0	0	0	0	10	0	0	0	0	874	0	0	0	0	0	0	2	1	2	0	1	0	0
14602	22890	"Linden"	46.85083	7.68611	1030	"AWI"	1030	11078	12093	11611	0	0	0	0	0	5	0	16	0	152	0	0	0	0	0	3	58	2	0	0	0	0	0	0	80	0	0	0	0	574	0	0	0	0	0	0	1	0	0	0	5	0	0
14602	22890	"Linden"	46.85083	7.68611	1040	"AWI"	1040	11256	12155	11719	1	0	0	0	0	8	0	31	0	122	1	0	0	0	0	1	168	1	2	0	0	0	0	0	18	0	0	0	0	493	0	0	0	0	0	0	2	0	3	0	10	0	0
14602	22890	"Linden"	46.85083	7.68611	1050	"AWI"	1050	11422	12226	11828	0	0	0	0	0	6	0	19	0	86	1	0	0	1	0	0	58	0	0	0	0	0	0	0	5	0	0	0	0	359	0	0	0	0	0	0	3	0	2	0	9	0	0
14602	22890	"Linden"	46.85083	7.68611	1060	"AWI"	1060	11527	12335	11942	0	0	0	1	0	2	0	7	0	12	0	0	0	0	0	0	37	0	0	0	0	0	0	0	1	0	0	0	0	293	0	0	0	0	0	0	1	0	4	0	1	0	1
14602	22890	"Linden"	46.85083	7.68611	1070	"AWI"	1070	11605	12488	12054	0	0	0	1	0	6	0	5	0	20	0	0	0	2	0	0	43	0	0	0	0	0	1	0	2	0	0	0	0	279	0	0	0	0	0	0	1	0	2	0	1	0	0
14602	22890	"Linden"	46.85083	7.68611	1080	"AWI"	1080	11690	12606	12152	0	0	0	1	0	21	0	14	32	11	0	1	0	2	0	0	105	0	0	0	0	0	1	0	5	0	0	0	0	174	0	0	1	0	0	0	5	0	2	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1090	"AWI"	1090	11797	12692	12240	0	0	0	1	0	4	0	6	0	18	0	2	0	0	0	0	26	0	0	0	0	0	1	0	2	0	1	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1100	"AWI"	1100	11859	12821	12324	0	0	0	0	0	5	0	5	0	60	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	434	0	0	0	0	0	0	3	0	0	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1110	"AWI"	1110	11911	13005	12407	0	0	0	1	0	6	0	6	0	12	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	1	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1120	"AWI"	1120	11962	13204	12489	0	0	0	0	0	6	0	3	0	74	0	0	0	0	0	0	40	2	0	0	0	0	0	0	6	0	0	0	0	474	0	0	0	1	0	0	0	0	2	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1130	"AWI"	1130	12079	13283	12571	0	0	0	0	0	8	0	11	0	76	0	0	0	0	0	0	54	2	0	0	0	0	0	0	4	0	0	0	0	485	0	0	0	1	0	0	0	0	5	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1140	"AWI"	1140	12171	13365	12650	0	0	0	1	0	0	0	12	0	39	0	0	0	0	0	0	160	1	0	0	0	0	0	0	3	0	0	0	0	359	0	0	0	1	0	0	1	0	2	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1150	"AWI"	1150	12239	13470	12737	0	0	0	2	0	0	0	5	0	26	0	0	0	0	0	0	77	4	0	0	0	0	0	0	5	0	0	0	0	252	0	0	0	0	0	0	0	0	1	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1160	"AWI"	1160	12297	13617	12815	0	0	0	0	0	3	0	1	0	15	0	0	0	0	0	0	79	1	0	0	0	0	0	0	23	0	0	0	0	305	0	0	0	0	0	0	0	0	3	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1170	"AWI"	1170	12527	13784	13013	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	131	1	0	0	0	0	0	0	54	0	0	0	0	128	0	0	0	0	0	0	3	0	1	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1175	"AWI"	1175	12697	13866	13170	0	0	0	0	0	1	0	1	0	17	1	0	0	0	0	0	309	3	0	0	0	0	0	0	160	0	0	0	0	34	0	0	0	0	0	0	1	0	7	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1185	"AWI"	1185	12951	14070	13499	0	0	0	0	0	4	0	0	0	16	0	0	0	0	2	1	221	1	0	0	0	0	0	0	75	0	0	0	0	50	0	0	0	0	0	0	1	0	5	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1192	"AWI"	1192	13052	14263	13737	0	0	0	1	0	2	0	1	0	7	0	0	0	1	0	0	149	8	0	0	0	0	0	0	127	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1200	"AWI"	1200	13166	14526	13999	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	169	1	0	0	0	0	0	0	107	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1210	"AWI"	1210	13306	14937	14315	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	75	0	0	0	0	0	0	0	8	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1220	"AWI"	1220	13409	15102	14421	0	0	0	1	0	0	0	1	0	4	0	0	0	1	0	1	68	0	0	0	0	0	0	0	2	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	1	1
14602	22890	"Linden"	46.85083	7.68611	1230	"AWI"	1230	13491	15323	14522	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	53	0	0	0	0	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
14602	22890	"Linden"	46.85083	7.68611	1240	"AWI"	1240	13564	15628	14611	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	53	0	1	0	0	1	0	0	4	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	1
14602	22890	"Linden"	46.85083	7.68611	1265	"AWI"	1265	13780	16221	14853	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	22	54	0	0	0	0	13	0	0	1	0	0	0	1	153	0	0	0	4	0	0	2	1	0	0	0	4	10
14602	22890	"Linden"	46.85083	7.68611	1275	"AWI"	1275	13874	16359	14965	0	0	0	1	0	2	0	3	0	21	0	1	0	0	0	21	53	1	0	0	0	11	1	0	2	0	0	0	0	90	0	0	0	4	0	0	0	0	1	0	0	5	30
14602	22890	"Linden"	46.85083	7.68611	1285	"AWI"	1285	13939	16540	15076	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	4	18	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
14602	22890	"Linden"	46.85083	7.68611	1300	"AWI"	1300	14042	16856	15235	0	0	0	3	0	1	0	2	0	14	0	0	0	2	0	0	23	3	1	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
