"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3233	4197	"Le Grand Lemps"	45.47333	5.41667	550	"AWI"	550	7952	8745	8320	27	0	8	0	0	2	0	0	4	0	0	0	0	0	1	0	0	77	14	0	0	0	0	1	36	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	52	2	0	0	0	0	0	0	0	0	0	0	1	0	24	42	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	555	"AWI"	555	7962	8797	8340	9	2	5	0	0	2	3	0	6	0	0	0	0	0	0	0	0	79	13	0	0	0	0	3	36	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	81	2	0	0	0	0	0	0	0	0	0	0	0	0	29	56	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	560	"AWI"	560	7973	8852	8359	17	5	7	0	0	2	1	0	4	2	0	0	0	0	0	0	0	72	12	0	0	0	0	0	46	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	14	51	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	565	"AWI"	565	8000	8878	8385	14	3	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	74	16	0	0	0	0	0	35	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	66	2	0	1	0	0	0	0	0	0	0	0	0	0	23	63	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	570	"AWI"	570	8019	8905	8409	23	4	8	0	0	1	2	0	4	2	0	0	0	0	0	0	0	74	14	0	0	0	0	1	36	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	87	2	0	0	0	0	0	0	0	0	0	0	0	0	31	71	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	575	"AWI"	575	8035	8945	8434	22	1	8	2	0	4	1	0	3	1	0	0	0	0	2	0	0	79	14	0	0	0	0	1	70	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	79	1	0	0	0	0	0	0	0	0	0	0	1	0	26	45	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	585	"AWI"	585	8062	9029	8483	11	3	4	0	0	4	0	0	3	0	0	0	0	0	0	0	0	43	14	0	0	0	0	0	44	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	74	2	0	1	0	0	0	0	0	0	0	0	0	0	19	76	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	590	"AWI"	590	8077	9080	8505	12	2	8	0	0	2	1	0	1	1	0	0	0	0	0	0	0	66	9	0	0	0	0	0	41	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	78	1	0	0	0	0	2	0	0	0	0	0	0	0	33	60	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	595	"AWI"	595	8083	9140	8528	20	0	7	0	0	4	1	0	1	0	0	0	0	0	2	0	0	49	8	0	0	0	0	0	36	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	72	2	0	0	0	0	1	1	0	0	0	0	0	0	30	59	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	600	"AWI"	600	8093	9199	8549	14	1	6	1	0	1	1	0	3	0	0	0	0	0	0	0	0	61	8	0	0	0	0	0	67	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	78	4	0	0	0	0	0	0	0	0	0	0	0	0	24	61	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	605	"AWI"	605	8105	9254	8573	9	0	12	0	0	2	2	0	3	0	0	0	0	0	0	0	0	65	20	0	0	0	0	0	66	0	0	1	0	1	0	0	6	0	0	0	0	0	0	0	78	5	0	0	0	0	1	0	0	0	0	0	0	0	28	77	0	1
3233	4197	"Le Grand Lemps"	45.47333	5.41667	610	"AWI"	610	8114	9326	8593	14	1	7	0	0	3	1	0	2	0	0	0	0	0	0	0	0	76	7	0	0	0	0	0	58	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	78	1	0	1	0	0	1	0	0	0	0	0	1	0	26	81	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	615	"AWI"	615	8122	9388	8616	14	1	4	0	0	3	1	0	1	0	0	0	0	0	0	0	0	72	16	0	0	0	0	0	51	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	79	4	0	0	0	0	0	0	0	0	0	0	0	0	15	56	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	620	"AWI"	620	8133	9450	8638	16	1	6	0	0	3	1	0	4	0	0	0	0	0	0	0	0	62	5	0	0	0	0	0	46	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	86	1	0	0	0	0	0	0	0	0	0	0	1	1	25	58	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	625	"AWI"	625	8142	9524	8659	14	3	2	1	0	3	0	0	4	1	0	0	0	0	0	0	0	75	8	0	0	0	0	0	52	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	78	5	0	0	0	0	0	0	0	0	0	0	2	0	14	45	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	630	"AWI"	630	8151	9588	8679	10	1	7	0	0	2	1	0	4	1	0	0	0	0	0	0	0	77	9	0	0	0	0	0	40	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	91	2	0	0	0	0	1	0	0	0	0	0	0	0	19	52	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	635	"AWI"	635	8172	9612	8702	13	1	8	0	0	0	2	0	2	0	0	0	0	0	0	0	0	78	13	0	0	0	0	0	42	0	0	1	1	0	0	0	18	0	0	0	0	0	0	0	93	5	0	0	0	0	0	0	0	0	0	0	1	0	19	52	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	640	"AWI"	640	8187	9640	8728	9	0	10	0	0	2	1	0	1	0	0	0	0	0	0	0	0	73	10	0	0	0	0	0	41	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	92	0	0	0	0	0	1	0	0	0	0	0	0	0	24	54	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	645	"AWI"	645	8200	9663	8752	12	4	3	1	0	4	0	0	3	1	1	0	0	0	0	0	0	76	14	0	0	0	1	0	54	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	90	1	0	0	0	0	0	0	0	0	0	0	0	0	20	58	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	650	"AWI"	650	8221	9696	8778	8	3	6	0	0	4	3	0	7	0	0	0	0	0	1	0	0	88	21	0	0	0	0	0	52	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	85	3	0	0	0	0	0	0	0	0	0	0	0	0	28	58	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	655	"AWI"	655	8237	9732	8804	5	2	3	0	0	2	0	0	10	1	0	0	0	0	0	0	0	76	3	0	0	0	0	0	34	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	0	0	0	0	20	51	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	665	"AWI"	665	8263	9786	8853	7	1	5	0	0	2	0	0	7	0	0	0	0	0	0	0	0	77	6	0	0	0	0	0	45	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	62	5	0	0	0	0	0	0	0	0	0	0	0	0	19	44	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	670	"AWI"	670	8277	9834	8875	8	4	4	0	0	3	1	0	4	1	0	0	0	0	0	0	0	93	4	0	0	0	0	0	28	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	16	71	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	675	"AWI"	675	8292	9875	8899	5	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	81	6	0	0	0	0	0	40	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	72	2	0	0	0	0	0	0	0	0	0	0	0	0	6	76	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	680	"AWI"	680	8308	9913	8924	5	1	5	0	0	2	0	0	2	0	0	0	0	0	0	0	0	56	4	0	0	0	0	0	41	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	85	1	0	0	0	0	0	0	0	0	0	0	0	0	7	52	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	685	"AWI"	685	8323	9964	8949	5	4	7	0	0	2	0	0	5	0	0	0	0	0	0	0	0	99	10	0	0	0	0	0	58	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	99	6	0	0	0	0	0	0	0	0	0	0	0	0	21	66	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	690	"AWI"	690	8331	10018	8969	3	0	7	0	0	5	0	0	5	0	0	0	0	0	0	0	0	103	6	0	0	0	0	0	45	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	77	2	0	0	0	0	0	0	0	0	0	0	0	0	11	48	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	695	"AWI"	695	8342	10077	8993	5	2	4	0	0	6	2	0	3	1	0	0	0	0	0	0	0	88	11	0	0	0	0	0	63	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	75	5	0	0	0	0	0	0	0	0	0	0	1	0	7	65	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	700	"AWI"	700	8353	10122	9017	6	1	2	0	0	2	0	0	4	0	0	0	0	0	0	0	0	73	5	0	0	0	0	0	21	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	54	4	0	0	0	0	0	0	0	0	0	0	1	0	11	56	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	705	"AWI"	705	8375	10149	9039	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	3	0	0	0	0	0	35	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	69	6	0	1	0	0	1	0	0	0	1	0	1	0	6	40	0	1
3233	4197	"Le Grand Lemps"	45.47333	5.41667	715	"AWI"	715	8415	10195	9096	4	2	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	93	4	0	0	0	0	1	36	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	64	2	0	0	0	0	0	0	0	0	0	0	1	0	6	42	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	725	"AWI"	725	8449	10263	9148	4	1	1	0	0	4	1	0	1	0	0	0	0	0	0	0	0	100	1	0	0	0	0	0	33	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	58	2	0	0	0	0	0	0	0	0	0	0	0	0	12	41	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	730	"AWI"	730	8460	10309	9175	4	2	6	0	0	4	1	0	2	0	0	0	0	0	0	0	0	75	1	0	0	0	0	0	32	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	71	3	0	1	0	0	0	0	0	0	0	0	1	0	13	45	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	735	"AWI"	735	8473	10333	9198	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	90	8	0	0	0	0	0	42	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	54	0	0	0	0	0	0	2	0	0	0	0	0	0	13	54	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	750	"AWI"	750	8516	10435	9267	6	4	0	0	0	3	1	0	2	2	0	0	0	0	0	0	0	70	9	0	0	0	0	0	53	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	49	1	0	1	0	0	0	0	0	0	0	0	0	0	27	70	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	755	"AWI"	755	8524	10484	9295	2	2	2	1	0	1	1	0	3	0	0	0	0	0	0	0	0	65	9	0	0	0	0	0	31	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	41	4	0	0	0	0	0	0	0	0	0	0	2	0	14	51	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	760	"AWI"	760	8534	10539	9319	2	1	2	0	0	5	0	0	1	0	0	0	0	0	0	0	0	58	9	0	0	0	0	0	34	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	65	1	0	0	0	0	0	1	0	0	0	0	0	0	22	50	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	770	"AWI"	770	8550	10630	9363	2	2	2	0	0	3	2	0	4	0	0	0	0	0	0	0	0	87	12	0	0	0	0	0	29	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	57	2	0	0	0	0	0	0	0	0	0	0	0	0	27	27	0	1
3233	4197	"Le Grand Lemps"	45.47333	5.41667	775	"AWI"	775	8577	10663	9389	6	3	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	101	9	0	0	0	0	0	35	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	77	4	0	1	0	0	0	1	0	0	0	0	0	0	19	50	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	795	"AWI"	795	8656	10769	9492	4	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	83	10	0	0	0	0	0	79	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	59	3	0	0	0	0	0	0	0	0	0	0	1	0	20	56	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	800	"AWI"	800	8670	10799	9517	1	3	5	0	0	2	2	0	6	0	0	0	0	0	0	0	0	119	13	0	0	0	0	0	36	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	57	8	0	0	0	0	0	1	0	0	0	0	2	0	19	63	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	805	"AWI"	805	8687	10835	9540	10	0	4	0	0	4	1	0	3	0	0	0	0	0	1	0	0	140	10	0	0	0	0	0	34	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	81	2	0	1	0	0	0	0	0	0	0	0	0	0	27	75	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	810	"AWI"	810	8701	10861	9562	4	5	6	0	0	3	3	0	4	1	0	0	0	0	0	0	0	131	7	0	0	0	0	0	39	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	77	3	0	1	0	0	0	0	0	0	0	0	0	0	28	79	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	815	"AWI"	815	8710	10899	9583	3	1	1	0	0	3	5	0	0	0	0	0	0	0	0	0	0	137	7	0	0	0	0	0	28	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	80	2	0	0	0	0	0	0	0	0	0	0	0	0	31	57	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	820	"AWI"	820	8726	10931	9605	2	2	4	0	0	1	2	0	1	0	0	0	0	0	0	0	0	130	2	0	0	0	1	0	26	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	70	2	0	0	0	0	0	0	0	0	0	0	2	0	16	71	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	825	"AWI"	825	8740	10976	9629	6	1	7	1	0	3	1	0	2	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	34	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	55	2	0	0	0	0	0	0	0	1	0	0	1	0	20	51	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	830	"AWI"	830	8751	11007	9653	7	0	5	0	0	2	2	0	1	2	0	0	0	0	0	0	0	82	4	0	0	0	0	0	44	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	82	1	0	1	0	0	0	0	0	0	0	0	1	0	23	47	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	835	"AWI"	835	8757	11049	9675	1	1	2	0	0	2	2	0	5	0	0	0	0	0	0	0	0	132	5	0	0	0	0	0	23	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	24	60	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	840	"AWI"	840	8769	11098	9697	3	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	105	3	0	0	0	0	0	19	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	38	2	0	0	0	0	0	0	0	0	0	0	0	0	33	35	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	850	"AWI"	850	8813	11158	9752	0	1	2	0	0	4	1	0	1	1	0	0	0	0	0	0	0	71	20	0	0	0	1	0	48	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	62	1	0	0	0	0	0	0	0	0	0	0	1	0	20	57	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	855	"AWI"	855	8829	11193	9777	2	4	0	0	0	2	10	0	0	0	0	0	0	0	0	0	0	120	2	0	0	0	0	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	54	2	0	0	0	0	0	0	0	0	0	0	0	0	23	60	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	860	"AWI"	860	8850	11219	9798	8	2	5	0	0	9	2	0	2	0	0	0	0	0	1	0	0	93	7	0	0	0	0	0	29	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	76	1	0	0	0	0	1	0	0	0	0	0	0	0	23	41	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	865	"AWI"	865	8864	11256	9821	1	1	1	0	0	4	0	0	2	0	0	0	0	0	1	0	0	84	20	0	0	0	0	0	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	50	2	0	0	0	0	0	0	0	0	0	0	0	0	22	43	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	870	"AWI"	870	8885	11287	9848	6	2	3	0	0	1	0	0	3	0	0	0	0	0	0	0	0	85	8	0	0	0	0	0	31	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	72	1	0	0	0	0	0	0	0	0	0	0	0	0	4	61	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	880	"AWI"	880	8919	11369	9895	8	1	1	0	0	0	1	0	5	1	0	0	0	0	0	0	0	77	1	0	0	0	0	1	12	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	57	4	0	0	0	0	0	0	0	0	0	0	0	0	17	97	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	885	"AWI"	885	8929	11408	9920	1	1	8	0	0	1	1	0	3	0	0	0	0	0	0	0	0	85	1	0	0	0	0	0	20	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	60	2	0	0	0	0	1	0	0	0	0	0	0	0	10	80	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	890	"AWI"	890	8941	11451	9946	3	0	5	0	0	1	0	0	3	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	1	0	12	65	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	895	"AWI"	895	8955	11502	9971	4	2	4	1	0	1	1	0	3	1	0	0	0	0	0	0	0	115	4	0	0	0	0	0	16	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	58	3	0	1	0	0	0	0	0	0	0	0	0	0	16	37	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	900	"AWI"	900	8968	11538	9996	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	135	3	0	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	39	4	0	0	0	0	0	0	0	0	0	0	0	0	19	66	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	905	"AWI"	905	8978	11563	10021	2	1	4	0	0	4	1	0	2	0	0	0	0	0	0	0	0	114	2	0	0	0	0	0	30	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	55	2	0	0	0	0	1	0	0	0	0	0	0	1	17	64	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	915	"AWI"	915	9027	11620	10070	3	3	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	106	1	0	0	0	0	0	37	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	45	2	0	2	0	0	1	0	0	0	0	0	0	0	19	80	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	925	"AWI"	925	9080	11668	10117	2	1	1	0	0	4	1	0	2	0	0	0	0	0	0	0	0	105	3	0	0	0	0	0	14	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	72	4	0	0	0	0	0	0	0	0	0	0	0	0	19	97	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	935	"AWI"	935	9122	11736	10171	4	2	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	84	2	0	0	0	0	0	12	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	44	1	0	0	0	0	0	0	0	0	0	0	0	0	20	44	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	945	"AWI"	945	9167	11805	10225	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	54	1	0	0	0	0	0	16	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	21	1	0	0	0	0	1	0	0	0	0	0	0	0	10	14	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	950	"AWI"	950	9180	11840	10250	3	4	3	0	0	1	4	0	3	0	0	0	0	0	0	0	0	108	7	0	0	0	0	0	20	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	65	2	0	0	0	0	0	0	0	0	0	0	0	0	25	38	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	955	"AWI"	955	9198	11878	10278	4	2	1	0	0	8	2	0	6	0	0	0	0	0	1	0	0	90	4	0	0	0	0	0	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	59	4	0	0	0	0	0	1	0	0	0	0	0	0	28	57	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	960	"AWI"	960	9223	11924	10300	4	1	9	0	0	0	3	0	1	2	0	0	0	0	0	0	0	113	3	0	0	0	0	0	3	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	77	3	0	0	0	0	1	0	0	0	0	0	0	0	17	44	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	965	"AWI"	965	9240	11960	10326	4	3	3	1	0	5	1	0	5	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	98	7	0	0	0	0	0	0	0	0	0	0	0	0	30	74	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	975	"AWI"	975	9270	12041	10374	1	2	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	92	3	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	57	2	0	0	0	0	0	0	0	0	0	0	0	0	25	33	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	985	"AWI"	985	9301	12112	10422	3	2	4	0	0	1	1	0	1	1	0	0	0	0	0	0	0	78	1	0	0	0	0	0	4	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	48	3	0	1	0	0	0	0	0	0	0	0	0	0	27	21	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	995	"AWI"	995	9341	12164	10475	6	1	5	0	0	14	1	0	1	0	0	0	0	0	0	0	0	98	6	0	0	0	0	0	4	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	73	3	0	0	0	0	1	0	0	0	0	0	0	0	44	48	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1005	"AWI"	1005	9376	12205	10524	4	4	3	0	0	5	1	0	5	1	0	0	0	0	0	0	0	108	10	0	0	0	0	0	34	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	63	3	0	0	0	0	0	0	0	0	0	0	0	0	28	57	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1010	"AWI"	1010	9392	12240	10552	2	1	3	0	0	3	2	0	5	0	0	0	0	0	0	0	0	159	15	0	0	0	0	0	19	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	80	0	0	0	0	0	0	1	0	0	0	0	0	0	42	41	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1015	"AWI"	1015	9405	12284	10578	1	3	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	117	17	0	0	0	0	0	31	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	1	2	0	0	0	0	26	40	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1020	"AWI"	1020	9416	12320	10603	1	3	3	0	0	2	3	0	4	0	0	0	0	0	0	0	0	77	16	0	0	0	0	0	36	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	56	1	0	0	0	0	0	0	0	0	0	0	0	0	32	33	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1025	"AWI"	1025	9431	12353	10627	5	2	1	0	0	2	1	0	4	0	0	0	0	0	0	0	0	90	10	0	0	0	0	0	14	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	33	1	0	0	0	0	0	2	0	0	0	0	0	0	16	36	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1030	"AWI"	1030	9451	12391	10650	2	3	3	0	0	3	1	0	1	0	0	0	0	0	1	0	0	66	7	0	0	0	0	0	20	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	23	43	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1035	"AWI"	1035	9462	12438	10675	5	1	4	0	0	4	0	0	5	0	0	0	0	0	0	0	0	100	5	0	0	0	0	0	21	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	98	5	0	0	0	0	0	0	0	0	0	0	0	0	22	26	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1040	"AWI"	1040	9476	12482	10700	1	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	73	5	0	0	0	0	0	17	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	34	2	0	0	0	0	0	0	0	0	0	0	0	0	19	36	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1045	"AWI"	1045	9492	12521	10727	5	4	5	0	0	1	2	0	2	1	0	0	0	0	0	0	0	160	3	0	0	0	0	0	27	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	82	5	0	0	0	0	0	0	0	0	0	0	0	0	34	50	0	0
3233	4197	"Le Grand Lemps"	45.47333	5.41667	1050	"AWI"	1050	9502	12575	10749	2	2	3	0	0	3	3	0	5	1	0	0	0	0	0	0	0	130	9	0	0	0	0	0	21	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	87	1	0	0	0	0	0	0	0	0	0	0	0	0	23	74	0	1
