"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Linaceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	66	"AWI"	66	5271	8966	7337	34	1	0	1	0	3	4	0	0	1	0	0	0	0	0	28	58	0	0	0	0	0	1	0	0	0	0	0	0	0	3	12	0	0	0	0	8	0	225	0	0	1	0	0	5	0	0	2	26	7	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	69	"AWI"	69	5545	9206	7671	56	0	0	1	0	0	8	0	0	0	0	0	0	0	0	20	39	0	0	0	1	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0	10	0	161	0	0	2	3	0	3	0	0	1	18	6	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	72	"AWI"	72	6171	9298	8093	43	0	0	0	0	0	7	0	0	0	0	0	0	0	0	14	55	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21	0	0	0	0	5	0	77	0	0	0	0	0	1	0	0	1	15	8	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	75	"AWI"	75	6563	9433	8557	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	68	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	50	0	0	0	0	0	1	0	0	0	16	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	78	"AWI"	78	7211	9579	8925	8	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	34	0	0	1	0	0	0	0	0	0	4	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	81	"AWI"	81	8299	9680	9219	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	5	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	84	"AWI"	84	9301	9881	9506	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	1	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	87	"AWI"	87	9648	10434	9973	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	2	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	90	"AWI"	90	9744	11437	10431	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	93	"AWI"	93	10040	12177	10911	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	96	"AWI"	96	10510	12448	11492	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	99	"AWI"	99	10849	12925	12072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	102	"AWI"	102	11889	13162	12638	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	105	"AWI"	105	13075	13374	13205	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	108	"AWI"	108	13338	14254	13722	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	111	"AWI"	111	13728	14403	14021	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	114	"AWI"	114	14011	14699	14313	0	0	0	2	0	0	18	0	0	0	0	0	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	117	"AWI"	117	14136	14897	14463	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	120	"AWI"	120	14182	14999	14548	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	123	"AWI"	123	14234	15127	14625	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	126	"AWI"	126	14305	15224	14709	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	129	"AWI"	129	14350	15340	14787	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	132	"AWI"	132	14414	15440	14868	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	135	"AWI"	135	14478	15513	14948	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	138	"AWI"	138	14520	15639	15027	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	27	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	141	"AWI"	141	14603	15692	15104	0	0	4	2	0	0	13	0	44	0	0	0	0	5	0	0	77	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	44	0	0	0	0	0	0	0	0	2	0	9	0	0	0	4	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	144	"AWI"	144	14657	15768	15180	0	0	0	2	0	0	30	0	119	0	0	0	0	24	0	0	161	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	95	0	0	0	0	0	0	0	0	2	0	21	0	0	0	6	1	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	147	"AWI"	147	14725	15848	15261	0	0	0	4	0	0	106	0	322	5	0	0	0	51	0	0	177	0	0	0	1	0	0	0	0	0	23	0	0	0	0	2	131	0	0	0	0	0	0	0	0	3	0	33	0	0	0	13	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	150	"AWI"	150	14806	15922	15346	0	0	0	3	0	0	39	0	92	0	0	0	0	34	0	0	163	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	28	0	0	0	10	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	153	"AWI"	153	14873	16009	15426	0	0	11	0	0	0	46	0	186	2	0	0	0	36	0	0	276	0	0	0	0	0	0	0	0	0	21	0	0	0	0	4	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	156	"AWI"	156	14964	16066	15509	1	0	4	4	0	0	20	0	91	0	0	0	0	44	0	0	233	5	0	0	0	0	0	0	0	1	1	1	0	0	0	3	74	0	0	0	0	1	0	0	0	1	0	19	0	0	0	9	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	159	"AWI"	159	15033	16152	15587	0	0	5	3	0	0	33	0	116	0	0	0	0	45	0	0	215	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	90	0	0	0	0	0	0	0	0	1	0	24	0	0	0	9	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	162	"AWI"	162	15099	16231	15669	0	0	3	9	0	0	83	0	198	0	0	0	0	59	0	0	239	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	63	0	0	0	0	0	0	0	0	3	0	29	0	0	0	20	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	165	"AWI"	165	15197	16295	15747	0	0	0	4	0	0	50	0	95	0	0	0	0	42	0	0	200	3	0	0	0	0	0	0	0	0	3	1	0	0	0	1	49	0	0	0	0	0	0	0	0	1	0	0	0	0	0	12	1	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	168	"AWI"	168	15272	16371	15830	0	0	0	2	0	0	37	0	79	0	0	0	0	35	0	0	238	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	73	0	0	0	0	1	0	0	0	2	0	18	0	0	0	4	1	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	171	"AWI"	171	15364	16432	15907	0	0	0	6	0	0	65	0	128	1	0	0	0	59	0	0	394	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	109	0	0	0	0	0	0	0	0	4	0	31	0	0	0	5	0	0	1
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	174	"AWI"	174	15442	16496	15991	1	0	0	5	0	0	59	0	117	0	0	0	0	51	0	2	315	0	0	0	0	0	0	2	0	0	16	1	0	0	0	3	112	0	0	0	0	0	0	0	0	6	0	30	0	0	0	8	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	177	"AWI"	177	15525	16580	16070	1	0	0	1	0	0	32	0	83	0	0	0	0	45	0	0	247	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	17	0	0	0	5	1	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	180	"AWI"	180	15647	16619	16142	0	0	0	3	0	0	60	0	68	0	0	0	0	74	0	0	149	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	52	0	0	0	0	0	0	0	0	0	0	18	0	2	0	8	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	183	"AWI"	183	15727	16712	16220	1	0	2	6	0	0	36	0	77	0	0	0	0	36	0	0	360	3	0	0	0	0	0	0	0	0	14	0	0	0	0	2	73	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	185	"AWI"	185	15819	16760	16270	1	0	0	0	0	0	6	0	39	0	0	0	0	3	0	0	363	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	188	"AWI"	188	15959	16803	16344	0	0	6	5	0	0	4	0	64	1	0	0	0	8	0	0	167	5	0	0	0	0	0	0	0	0	11	0	1	0	1	9	67	0	0	0	0	0	0	0	0	0	0	47	0	0	0	2	1	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	191	"AWI"	191	16065	16865	16423	0	0	0	0	0	0	3	0	41	1	0	0	0	4	0	0	178	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	32	0	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	194	"AWI"	194	16266	16969	16523	0	0	0	1	0	0	4	0	27	0	0	0	0	7	0	0	213	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	200	"AWI"	200	16443	17331	16781	0	0	6	1	0	0	5	0	14	0	0	0	0	2	0	0	230	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	60	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	206	"AWI"	206	16628	17937	17146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	209	"AWI"	209	16759	18145	17338	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	211	"AWI"	211	16830	18252	17469	0	0	0	0	0	0	5	0	16	0	1	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	214	"AWI"	214	16918	18465	17662	0	0	0	0	0	0	3	0	2	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15764	24227	"Hrabanovská cernava"	50.21592	14.831158	217	"AWI"	217	17122	18592	17851	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
