"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
3221	4181	"Lalaxkärret"	60.147404	21.859866	0	"AWI"	0	-135	44	-60	0	4.7554347826087	0.135869565217391	0	0.135869565217391	0	18.6141304347826	0	0	0	0	0	0	0.543478260869565	0	0	0	0	0	0	0	0	0	0	2.58152173913043	72.4184782608696	0	0	0	0	0	0	0.271739130434783	0	0	0	0.135869565217391	0.271739130434783	0.135869565217391	0	0	0
3221	4181	"Lalaxkärret"	60.147404	21.859866	5	"AWI"	5	-56	648	168	0	4.82233502538071	0	0	0	0	24.3654822335025	0	0	0	0	0	0	0.761421319796954	0	0.253807106598985	0	0	0	0	0	0	0	0.126903553299492	4.06091370558376	64.4670050761421	0	0	0	0	0	0	0.50761421319797	0	0	0	0.126903553299492	0.253807106598985	0	0	0	0.253807106598985
3221	4181	"Lalaxkärret"	60.147404	21.859866	10	"AWI"	10	-22	1345	391	0	8.08080808080808	0	0	0	0	33.9105339105339	0	0	0	0	0	0	1.44300144300144	0	0.144300144300144	0	0	0	0	0	0	0	0	3.8961038961039	51.3708513708514	0.288600288600289	0	0	0	0	0	0.432900432900433	0	0	0	0	0	0	0	0.144300144300144	0.288600288600289
3221	4181	"Lalaxkärret"	60.147404	21.859866	15	"AWI"	15	156	1549	695	0	12.2529644268775	0.131752305665349	0	0	0	50.7246376811594	0	0	0.263504611330698	0	0	0	0.658761528326746	0	0.527009222661397	0	0	0	0	0	0	0	0.131752305665349	1.05401844532279	33.596837944664	0	0	0	0	0	0	0.527009222661397	0	0	0	0	0	0	0	0	0.131752305665349
3221	4181	"Lalaxkärret"	60.147404	21.859866	20	"AWI"	20	245	1906	985	0.126422250316056	8.34386852085967	0	0	0.379266750948167	0	69.9115044247788	0	0	0	0	0	0	0.505689001264223	0	0.379266750948167	0	0	0	0	0	0	0	0.126422250316056	0.505689001264223	18.4576485461441	0	0	0	0	0	0	0.379266750948167	0	0	0	0.126422250316056	0.252844500632111	0	0	0.379266750948167	0.126422250316056
3221	4181	"Lalaxkärret"	60.147404	21.859866	25	"AWI"	25	540	2054	1295	0	9.49263502454992	0	0	0.490998363338789	0	71.3584288052373	0	0	0	0	0	0.490998363338789	0.490998363338789	0	0	0	0	0	0.16366612111293	0	0	0	0	0.327332242225859	16.5302782324059	0	0	0	0.16366612111293	0	0	0.16366612111293	0	0	0	0	0	0	0	0.16366612111293	0.16366612111293
3221	4181	"Lalaxkärret"	60.147404	21.859866	30	"AWI"	30	687	2324	1604	0	5.39473684210526	0	0.263157894736842	0.394736842105263	0	83.8157894736842	0	0.263157894736842	0	0	0	0	0.394736842105263	0	0.131578947368421	0	0	0	0.131578947368421	0	0	0	0	0.526315789473684	8.15789473684211	0	0	0	0	0	0	0.263157894736842	0	0	0	0	0.131578947368421	0	0	0	0.131578947368421
3221	4181	"Lalaxkärret"	60.147404	21.859866	35	"AWI"	35	1176	2410	1884	0	2.78481012658228	0	0	0.126582278481013	0	92.4050632911392	0	0	0	0	0	0.126582278481013	0.379746835443038	0	0	0	0	0	0.126582278481013	0	0	0	0.126582278481013	0.126582278481013	3.79746835443038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3221	4181	"Lalaxkärret"	60.147404	21.859866	40	"AWI"	40	1407	2596	2193	0	16.9032258064516	0.129032258064516	0	0.258064516129032	0	55.0967741935484	0	0	0	0	0	0.903225806451613	1.54838709677419	0	0.129032258064516	0	0	0	0.258064516129032	0	0	0	0.258064516129032	1.03225806451613	22.4516129032258	0	0	0	0	0	0	0.516129032258065	0	0	0	0	0.129032258064516	0	0	0	0.387096774193548
3221	4181	"Lalaxkärret"	60.147404	21.859866	45	"AWI"	45	1597	2661	2327	0	12.3393316195373	0	0	0.38560411311054	0	68.3804627249357	0	0.12853470437018	0	0	0	0.25706940874036	1.9280205655527	0	0.51413881748072	0	0	0	0.12853470437018	0	0.12853470437018	0	0.25706940874036	0.51413881748072	12.3393316195373	0	0	0	0.12853470437018	0	0	0.6426735218509	0.25706940874036	0.12853470437018	0	0.38560411311054	0.12853470437018	0.25706940874036	0	0.25706940874036	0.51413881748072
3221	4181	"Lalaxkärret"	60.147404	21.859866	50	"AWI"	50	1745	2793	2418	0.133689839572192	21.2566844919786	0	0.267379679144385	0.401069518716578	0	59.8930481283422	0	0	0	0	0	0.53475935828877	2.67379679144385	0	0.401069518716578	0	0	0	0.668449197860963	0	0	0	0.133689839572192	0.802139037433155	11.2299465240642	0	0	0	0	0	0	0.935828877005348	0	0	0	0	0	0.133689839572192	0	0.133689839572192	0.401069518716578
3221	4181	"Lalaxkärret"	60.147404	21.859866	55	"AWI"	55	1851	2858	2476	0	10.2635228848821	0	0	0.277392510402219	0	62.2746185852982	0	0	0	0	0	0.554785020804438	1.24826629680999	0	1.94174757281553	0	0.13869625520111	0	0	0	0	0	0	0.970873786407767	21.497919556172	0	0	0	0	0	0	0.554785020804438	0	0	0	0	0.13869625520111	0	0	0.13869625520111	0
3221	4181	"Lalaxkärret"	60.147404	21.859866	60	"AWI"	60	1943	2939	2534	0	4.73751600512164	0	0	0	0	87.067861715749	0	0	0	0	0	0.128040973111396	0.89628681177977	0	0.256081946222791	0	0	0	0	0	0.128040973111396	0	0.128040973111396	0.256081946222791	5.8898847631242	0	0	0	0	0	0	0.128040973111396	0	0	0	0	0	0.128040973111396	0	0	0.256081946222791
3221	4181	"Lalaxkärret"	60.147404	21.859866	65	"AWI"	65	2060	2990	2592	0	10.9254498714653	0	0	0.38560411311054	0	75.706940874036	0	0.12853470437018	0	0	0	0.38560411311054	0.51413881748072	0	0	0	0	0.12853470437018	0	0	0	0	0	1.15681233933162	10.1542416452442	0	0	0	0	0	0	0.51413881748072	0	0	0	0	0	0	0	0	0
3221	4181	"Lalaxkärret"	60.147404	21.859866	70	"AWI"	70	2144	3066	2650	1.01010101010101	22.979797979798	0	0	0.631313131313131	0	51.7676767676768	0	0	0	0	0	0.883838383838384	2.27272727272727	0	0.378787878787879	0	0	0.126262626262626	0.126262626262626	0.126262626262626	0.126262626262626	0	0.378787878787879	2.27272727272727	15.7828282828283	0	0	0	0	0	0	0.757575757575758	0	0	0	0	0.126262626262626	0	0	0	0.252525252525253
3221	4181	"Lalaxkärret"	60.147404	21.859866	75	"AWI"	75	2265	3127	2705	0	37.8768020969856	0	0	0.786369593709043	0	44.4298820445609	0	0	0	0	0	2.22804718217562	2.88335517693316	0	0.131061598951507	0	0	0	0.262123197903014	0	0.393184796854522	0	0.131061598951507	1.04849279161206	8.78112712975098	0	0	0	0	0	0	0.393184796854522	0	0	0	0	0.262123197903014	0	0	0.131061598951507	0.262123197903014
3221	4181	"Lalaxkärret"	60.147404	21.859866	80	"AWI"	80	2350	3204	2763	0	17.6543209876543	0	0.123456790123457	0.123456790123457	0	58.1481481481482	0	0	0	0	0	1.85185185185185	2.96296296296296	0	2.46913580246914	0	0.493827160493827	0	0.617283950617284	0	0.493827160493827	0	0.123456790123457	0.37037037037037	12.4691358024691	0	0	0	0	0.493827160493827	0	0.740740740740741	0	0.123456790123457	0	0	0.123456790123457	0	0	0	0.617283950617284
3221	4181	"Lalaxkärret"	60.147404	21.859866	85	"AWI"	85	2505	3276	2845	0	21.5867158671587	0.18450184501845	0	0.55350553505535	0	51.8450184501845	0	0	0	0	0.18450184501845	1.66051660516605	2.5830258302583	0.18450184501845	3.3210332103321	0	0.738007380073801	0	0.738007380073801	0	0	0	0	3.13653136531365	11.4391143911439	0	0	0	0.18450184501845	0.738007380073801	0	0.3690036900369	0	0.18450184501845	0	0	0	0	0	0	0.3690036900369
3221	4181	"Lalaxkärret"	60.147404	21.859866	90	"AWI"	90	2588	3378	2937	0	25.2747252747253	0	0	0.659340659340659	0	34.5054945054945	0	0	0	0	0.43956043956044	1.97802197802198	1.75824175824176	0.21978021978022	17.5824175824176	0	0.21978021978022	0	0.21978021978022	0	0.43956043956044	0	0	2.41758241758242	11.6483516483516	0	0	0	0	1.0989010989011	0.43956043956044	0.21978021978022	0	0	0	0	0.21978021978022	0.21978021978022	0	0.21978021978022	0.21978021978022
3221	4181	"Lalaxkärret"	60.147404	21.859866	95	"AWI"	95	2713	3479	3068	0	40.7692307692308	0.128205128205128	0	0.897435897435897	0	39.2307692307692	0	0	0	0	0.128205128205128	0	3.46153846153846	0	0.384615384615385	0	0	0	0.897435897435897	0	0.384615384615385	0	0.128205128205128	2.82051282051282	5.38461538461539	0	0	0	0	0	0	1.41025641025641	0	0	2.56410256410256	0.128205128205128	0.384615384615385	0	0	0.256410256410256	0.641025641025641
3221	4181	"Lalaxkärret"	60.147404	21.859866	100	"AWI"	100	2786	3653	3196	0	34.4262295081967	0	0	0.894187779433681	0	25.0372578241431	0.14903129657228	0	0	0	0	4.17287630402385	2.53353204172876	0	1.19225037257824	0	0	0	1.04321907600596	0	1.04321907600596	0	0.29806259314456	5.96125186289121	21.0134128166915	0	0	0	0	0	0	1.19225037257824	0	0	0	0	0	0	0	0	1.04321907600596
