"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3273	4251	"Loch Maree"	57.672206	-5.479654	0	"AWI"	0	-103	58	-22	6.06936416184971	0	0	0	0	0.289017341040462	0	0	18.4971098265896	0	0	0	27.1676300578035	0	11.5606936416185	0	0	0	0	0.289017341040462	0	0	0	0.578034682080925	0.867052023121387	0	0.289017341040462	0	13.8728323699422	0	17.9190751445087	0	0	0.578034682080925	0	0	0	0.867052023121387	0.578034682080925	0	0.289017341040462	0	0	0	0.289017341040462	0
3273	4251	"Loch Maree"	57.672206	-5.479654	3	"AWI"	3	-58	184	41	12.4324324324324	0	0	0	0	0	0	0	0	0	0	0	29.4594594594595	0	15.4054054054054	0	0	0	0	0	0	0	0	0	2.16216216216216	0	0.27027027027027	0	9.45945945945946	0	25.6756756756757	0	0	2.7027027027027	0	0	0	0.810810810810811	0.27027027027027	0	0.540540540540541	0	0	0.540540540540541	0.27027027027027	0
3273	4251	"Loch Maree"	57.672206	-5.479654	5	"AWI"	5	-32	264	84	7.4468085106383	0	0	0	0	0.354609929078014	0	0	0	0	0	0	33.3333333333333	0	14.1843971631206	0	0	0	0	0.354609929078014	0	0	0	0.709219858156028	1.06382978723404	0	0.354609929078014	0	17.0212765957447	0	21.9858156028369	0	0	0.709219858156028	0	0	0	1.06382978723404	0.709219858156028	0	0.354609929078014	0	0	0	0.354609929078014	0
3273	4251	"Loch Maree"	57.672206	-5.479654	10	"AWI"	10	43	420	198	7.6036866359447	0	0	0	0	0	0	0	20.5069124423963	0.230414746543779	0	0	22.1198156682028	0	14.5161290322581	0	0	0	0	0.230414746543779	0	0	0	0.230414746543779	0.230414746543779	0	0.460829493087558	0	9.44700460829493	0	21.4285714285714	0	0	1.84331797235023	0	0	0	0	0.921658986175115	0	0	0	0	0.230414746543779	0	0
3273	4251	"Loch Maree"	57.672206	-5.479654	20	"AWI"	20	208	723	431	8.01186943620178	0	0	0	0	0	0	0	21.9584569732938	0	0	0	17.8041543026706	0	11.5727002967359	0	0	0	0	0.29673590504451	0	0	7.41839762611276	0	2.67062314540059	0	0	0	11.5727002967359	0	14.540059347181	0	0	2.67062314540059	0	0	0	0	1.18694362017804	0	0	0	0	0.29673590504451	0	0
3273	4251	"Loch Maree"	57.672206	-5.479654	30	"AWI"	30	395	1014	663	19.0305206463196	0.179533213644524	0	0	0	0	0	0	17.5942549371634	0	0	0	17.5942549371634	0	8.25852782764812	0	0	0	0	0	0	0	7.36086175942549	0.359066427289048	0.897666068222621	0	0	0	8.97666068222621	0	16.1579892280072	0	0	1.79533213644524	0	0	0	0	0.179533213644524	0	0.359066427289048	0	0	0.897666068222621	0.359066427289048	0
3273	4251	"Loch Maree"	57.672206	-5.479654	40	"AWI"	40	586	1273	894	12.691466083151	0	0	0	0	0.218818380743982	0	0	22.3194748358862	0	0	0	21.6630196936543	0	8.97155361050328	0	0	0	0	0	0	0	5.68927789934355	0	0.656455142231947	0	0	0	6.56455142231947	0	17.5054704595186	0	0	3.06345733041575	0	0	0	0	0.218818380743982	0	0	0	0	0.437636761487965	0	0
3273	4251	"Loch Maree"	57.672206	-5.479654	50	"AWI"	50	785	1519	1125	15.5124653739612	0	0	0	0	0	0	0	15.5124653739612	0	0	0	28.2548476454294	0	11.6343490304709	0	0	0	0	0	0	0	0	0.277008310249307	0.277008310249307	0	0	0	9.69529085872576	0	13.2963988919668	0	0	4.43213296398892	0	0	0	0	0.277008310249307	0	0	0	0	0.831024930747922	0	0
3273	4251	"Loch Maree"	57.672206	-5.479654	60	"AWI"	60	985	1776	1359	8.05921052631579	0	0	0	0	0	0	0	18.4210526315789	0	0	0	20.2302631578947	0	14.3092105263158	0	0	0	0	0.164473684210526	0	0	5.92105263157895	0.164473684210526	1.48026315789474	0	0	0	11.8421052631579	0	14.8026315789474	0	0	3.125	0	0	0	0	0.986842105263158	0	0	0	0	0.328947368421053	0.164473684210526	0
3273	4251	"Loch Maree"	57.672206	-5.479654	70	"AWI"	70	1201	2016	1590	15.1988636363636	0	0	0.284090909090909	0	0	0	0	22.5852272727273	0	0	0	16.4772727272727	0	8.66477272727273	0	0	0	0	0.284090909090909	0	0	6.25	0.568181818181818	0.710227272727273	0	0.426136363636364	0.142045454545455	9.375	0	15.3409090909091	0	0	2.55681818181818	0	0	0	0	0.426136363636364	0	0	0	0	0.568181818181818	0.142045454545455	0
