"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3121	4063	"Mire Garvan"	44.106212	26.910492	230	"AWI"	230	1987	2880	2308	0	5	2	12	1	4	0	25	0	10	3	0	1	0	0	0	0	1	0	17	1	0	4	8	0	0	10	0	2	0	0	0	49	7	18	0	0	0	0	90	0	0	0	0	0	22	10	4	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	240	"AWI"	240	2040	3617	2551	2	2	2	4	0	6	0	12	0	5	0	0	0	0	0	1	0	0	1	18	3	2	0	2	0	2	0	0	0	1	1	0	61	20	52	4	0	0	0	70	6	0	0	0	1	17	20	12	4	0
3121	4063	"Mire Garvan"	44.106212	26.910492	250	"AWI"	250	2308	3890	2997	0	0	3	6	0	4	0	7	0	5	0	0	0	0	4	0	0	0	2	17	6	1	0	5	0	0	0	0	0	0	1	1	34	15	35	0	6	11	1	58	4	0	0	2	0	13	12	7	5	1
3121	4063	"Mire Garvan"	44.106212	26.910492	260	"AWI"	260	2438	4391	3425	0	2	10	10	1	26	0	10	24	5	0	0	0	0	0	2	1	0	2	18	2	0	0	7	0	0	0	0	1	0	0	0	45	6	32	10	4	15	0	100	6	0	0	0	0	19	10	14	0	3
3121	4063	"Mire Garvan"	44.106212	26.910492	270	"AWI"	270	2933	4745	3823	0	2	4	4	0	3	0	11	0	6	0	1	0	0	0	3	2	0	0	16	1	0	0	6	0	0	0	2	2	0	0	0	72	12	25	6	0	0	0	111	4	0	0	0	0	0	4	13	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	280	"AWI"	280	3463	4890	4276	0	2	6	10	0	3	0	10	0	8	0	3	0	0	0	2	2	2	0	20	2	0	4	10	0	0	0	1	2	0	0	0	64	15	41	7	0	23	1	135	3	0	0	0	0	12	4	11	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	290	"AWI"	290	3932	5178	4711	1	1	4	15	0	1	0	15	15	9	0	0	0	0	0	2	0	1	0	15	5	0	0	8	0	1	0	2	0	0	0	0	54	10	23	0	0	19	0	155	3	0	0	0	0	10	11	8	1	0
3121	4063	"Mire Garvan"	44.106212	26.910492	300	"AWI"	300	4646	5331	5024	0	2	0	8	0	2	0	10	0	4	0	0	0	0	0	0	0	0	0	18	2	0	0	5	0	0	0	1	0	0	0	0	56	11	21	0	0	12	0	113	0	0	0	0	0	7	8	5	0	2
3121	4063	"Mire Garvan"	44.106212	26.910492	310	"AWI"	310	4895	6180	5359	0	1	0	8	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	2	0	0	3	0	0	0	0	0	34	10	32	0	0	12	0	65	0	0	0	1	0	10	5	5	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	320	"AWI"	320	5048	6675	5655	0	0	0	7	0	3	2	5	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0	2	0	0	1	0	0	0	2	0	24	15	31	2	0	0	0	70	0	0	0	0	0	9	4	4	2	0
3121	4063	"Mire Garvan"	44.106212	26.910492	330	"AWI"	330	5146	7340	5930	0	2	3	10	0	7	1	8	0	6	0	1	0	0	5	0	0	0	0	9	0	0	0	4	0	3	12	0	0	0	0	0	46	9	21	0	0	19	0	117	3	0	0	0	0	12	10	6	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	340	"AWI"	340	5288	7941	6201	2	1	2	6	0	0	0	10	16	3	0	0	0	0	0	0	0	0	0	6	2	0	0	9	0	0	0	0	3	0	0	0	33	7	24	0	0	6	0	75	2	0	0	0	0	10	8	5	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	350	"AWI"	350	5443	8398	6496	0	0	3	5	0	2	0	7	0	6	0	0	0	0	0	0	0	0	0	8	1	0	0	5	0	0	0	0	0	0	0	0	47	4	22	0	0	17	0	61	0	0	0	0	0	5	10	5	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	360	"AWI"	360	5542	9036	6783	0	0	3	19	0	0	0	15	0	5	0	0	0	0	0	0	0	0	0	9	3	0	0	15	0	0	0	0	0	0	0	0	39	10	34	0	0	13	0	100	0	0	0	0	0	7	8	12	0	0
