"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Malvaceae"	"Myrica"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	42.5	"AWI"	42.5	5.5	332.5	155	0	1.05633802816901	0	0	0	0	0	0.352112676056338	0	0.704225352112676	0	0	0	0	8.09859154929578	0	0	2.46478873239437	44.7183098591549	0	0.352112676056338	1.76056338028169	0	0	0	0	0	0	0	0	0	0	0.352112676056338	0.704225352112676	0	23.5915492957746	0	0	0	0.352112676056338	14.4366197183099	0.704225352112676	0	0	0	0	0	0.352112676056338	0	0	0	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	47.5	"AWI"	47.5	21.5	350.5	182.5	0	8.03858520900322	0.321543408360129	0.643086816720257	0	0	0	2.89389067524116	0.321543408360129	0.964630225080386	0	0	0	0	9.64630225080386	0	2.2508038585209	10.6109324758842	0	0	0.321543408360129	4.5016077170418	0.643086816720257	0	0	0	0.321543408360129	0.643086816720257	0	0	0	0	0	0.321543408360129	0	43.7299035369775	0	0	0	0	11.2540192926045	1.28617363344051	0	0	0	0.321543408360129	0	0.964630225080386	0	0	0	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	52.5	"AWI"	52.5	34.5	372.5	207.5	0	1.45348837209302	0.290697674418605	0.581395348837209	0	0.581395348837209	0	2.03488372093023	0	0	0	0	0	0	12.5	0	2.32558139534884	11.046511627907	14.5348837209302	0	0	2.90697674418605	0	0	0	0.290697674418605	0.290697674418605	0	0	0	0	0	0	0	0	25.8720930232558	0	0	0	0	23.546511627907	0.290697674418605	0	0	0	0.581395348837209	0	0.290697674418605	0	0	0	0	0.581395348837209	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	57.5	"AWI"	57.5	44	404	232.5	0	2.26628895184136	0.28328611898017	0.28328611898017	0	0.28328611898017	0	3.39943342776204	0	0	0	0	0	0	6.79886685552408	0	1.13314447592068	21.8130311614731	0	0	1.13314447592068	4.81586402266289	0	0	0	0	0.28328611898017	0	0	0	0	0.84985835694051	0	0.56657223796034	0	27.4787535410765	0	0	0	0	27.4787535410765	0.56657223796034	0	0	0	0	0	0	0	0	0	0.28328611898017	0.28328611898017	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	65	"AWI"	65	99	432	268	0	0	0.609756097560976	0	0	0.609756097560976	0	1.21951219512195	0	0.609756097560976	0	0	0	0.304878048780488	7.92682926829268	0	0.609756097560976	29.2682926829268	2.13414634146341	0	0.609756097560976	3.04878048780488	0	0	0	0	0	0.304878048780488	0.609756097560976	0.304878048780488	0	0.609756097560976	0	0.304878048780488	0	23.4756097560976	0	0	0	0	25.609756097561	0.609756097560976	0	0	0	0	0	0.609756097560976	0.304878048780488	0	0	0.304878048780488	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	70	"AWI"	70	141	444	293	0	0.99009900990099	0	0	0	0	0	0	0	0	0	0	0	0	43.0693069306931	0	1.48514851485149	0	0	0	0	3.96039603960396	0	0	0	0	0.495049504950495	0	0.495049504950495	0	0	0.495049504950495	0	0.495049504950495	0	0	0	0	0.495049504950495	0	47.5247524752475	0	0	0	0	0	0	0	0	0	0.495049504950495	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	74.5	"AWI"	74.5	173	455	314.5	0.3125	1.25	0	0.3125	0.3125	0	0	0.3125	0	0.3125	0.3125	0	0	0.3125	2.1875	0	0.9375	37.5	3.125	0	0	4.6875	0	0	0	0.3125	0.3125	0	0	0.625	0	0	0.625	0.3125	0	28.75	0	0.9375	0	0.3125	13.75	1.5625	0	0.3125	0	0	0	0	0	0	0	0	0.3125	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	79.5	"AWI"	79.5	202	472.5	340	0	1.40056022408964	0	0	0	0.280112044817927	0	0.560224089635854	0	0.560224089635854	0	0	0	0	1.96078431372549	0	1.12044817927171	38.655462184874	0	0	1.40056022408964	3.0812324929972	0	0	0	0	0	0.560224089635854	0	0.280112044817927	0	0	0.280112044817927	0	0	28.0112044817927	0	0	0	0.560224089635854	18.4873949579832	1.68067226890756	0	0.280112044817927	0	0	0	0.840336134453782	0	0	0	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	84.5	"AWI"	84.5	225	492.5	366.5	0	2.14477211796247	0.536193029490617	0	0	0.804289544235925	0	1.34048257372654	0.268096514745308	0.804289544235925	0.536193029490617	0	0	0.536193029490617	0.536193029490617	0	3.2171581769437	36.4611260053619	0	0	2.41286863270777	2.14477211796247	0.536193029490617	0	0.536193029490617	0.268096514745308	0.268096514745308	0.536193029490617	0	0	0	0	0.268096514745308	0	0	24.6648793565684	0	0	0	0.268096514745308	20.3753351206434	0.268096514745308	0	0	0	0.268096514745308	0	0	0	0	0	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	89.5	"AWI"	89.5	243	515.5	392.5	0	5.40540540540541	0.3003003003003	0.3003003003003	0.600600600600601	0.3003003003003	0	2.1021021021021	0	0	0	0	0	0.3003003003003	1.5015015015015	0	2.1021021021021	24.024024024024	3.9039039039039	0	0.600600600600601	6.00600600600601	0	0	0	0	0.3003003003003	0.3003003003003	0	0	0	0.3003003003003	0	0	0	27.027027027027	0	0	0	0	21.9219219219219	0.600600600600601	0	0	0	0	0.3003003003003	1.2012012012012	0.3003003003003	0	0	0	0	0.3003003003003
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	92	"AWI"	92	290	532	424	0	2.59365994236311	0	1.15273775216138	0	0	0	3.45821325648415	0	1.44092219020173	0.576368876080692	0	0	0	0.288184438040346	0	4.03458213256484	36.0230547550432	2.30547550432277	0	0	2.59365994236311	0	0	0.288184438040346	0	0.288184438040346	0	0	0	0.288184438040346	0	0	0.288184438040346	0	26.2247838616715	0	0	0.288184438040346	0	15.2737752161383	0.864553314121038	0	0	0	1.15273775216138	0	0.288184438040346	0	0	0	0.288184438040346	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	94.5	"AWI"	94.5	345.5	553	461	0	15.0837988826816	0	0.279329608938547	0	0	0	2.23463687150838	0	0	0	0	0	0	0.837988826815642	0	6.42458100558659	31.0055865921788	0	0	0.837988826815642	2.51396648044693	0	0	0.279329608938547	0.279329608938547	0.837988826815642	0	0	0	0	0	0.558659217877095	0.279329608938547	0	22.9050279329609	0	0	0	0	13.6871508379888	1.39664804469274	0	0	0	0	0	0	0	0	0.279329608938547	0.279329608938547	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	97	"AWI"	97	397	579	497	0	12.8939828080229	0.286532951289398	0	0	0	0	5.15759312320917	0	0	0	0	0	0	0.286532951289398	0	7.73638968481375	28.3667621776504	3.43839541547278	0	0.859598853868195	4.87106017191977	0	0	0	0	0.286532951289398	0	0	0	0	0	0.286532951289398	0.286532951289398	0	16.9054441260745	0	0	0	0	16.6189111747851	0.286532951289398	0	0.859598853868195	0	0	0	0	0	0	0.286532951289398	0.286532951289398	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	100	"AWI"	100	455	617	540	0	22.3076923076923	0.256410256410256	0	0	0	0	1.79487179487179	0	0.769230769230769	0	0	0	0.512820512820513	2.30769230769231	0	4.61538461538462	8.2051282051282	0	0	0.512820512820513	3.84615384615385	0	0	0	0.256410256410256	0.512820512820513	0	0	0	0	0	0.512820512820513	0.256410256410256	0	32.8205128205128	0	0	0	0.256410256410256	14.1025641025641	1.79487179487179	0	2.30769230769231	0	0.512820512820513	0	0.769230769230769	0	0	0.256410256410256	0.512820512820513	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	102	"AWI"	102	486	647	567	0	26.453488372093	0	0.581395348837209	0	0.290697674418605	0	1.45348837209302	0.290697674418605	0	0	0	0	0.290697674418605	0.872093023255814	0	6.3953488372093	12.5	0	0	2.61627906976744	2.32558139534884	0	0	0.581395348837209	0.290697674418605	0	0.290697674418605	0	0	0	0.290697674418605	0	0	0	27.0348837209302	0	0	0	0.290697674418605	12.2093023255814	1.16279069767442	0	1.74418604651163	0	0	0	0.581395348837209	0.290697674418605	0.290697674418605	0.290697674418605	0	0.581395348837209	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	105	"AWI"	105	521	703	611	0	26.1707988980716	0.275482093663912	0.275482093663912	0.275482093663912	0	0	1.10192837465565	0	0.275482093663912	0	0	0	0	0.826446280991736	0	9.366391184573	9.64187327823691	0	0	0	3.03030303030303	0.275482093663912	0	0.275482093663912	0.275482093663912	0.275482093663912	0.275482093663912	0	0	0	0.550964187327824	0.275482093663912	0.275482093663912	0	25.068870523416	0	0	0	0	17.0798898071625	1.10192837465565	0	2.20385674931129	0	0	0	0	0	0	0.275482093663912	0	0.550964187327824	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	109	"AWI"	109	551	788	672	0	17.8378378378378	0	0.810810810810811	0	0	0	2.43243243243243	0.27027027027027	0.810810810810811	0.27027027027027	0	0	0	0.540540540540541	0	4.86486486486486	18.3783783783784	0	0	3.51351351351351	2.43243243243243	0	0	0.27027027027027	0.27027027027027	0.27027027027027	0	0	0	0	0.27027027027027	0	0	0	22.4324324324324	0	0	0.27027027027027	0	18.9189189189189	1.62162162162162	0	3.24324324324324	0	0	0	0	0	0	0.27027027027027	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	114	"AWI"	114	585	902	746	0	7.99031476997579	5.56900726392252	0.484261501210654	0	0	0	2.6634382566586	0	0.484261501210654	0	0	0	0.242130750605327	0.242130750605327	0	2.90556900726392	19.6125907990315	0	0	0.484261501210654	4.35835351089588	0.242130750605327	0	0.242130750605327	0	0.242130750605327	0.242130750605327	0	0.242130750605327	0	0	0	0.242130750605327	0	23.4866828087167	0	0	0	0.484261501210654	13.317191283293	1.45278450363196	0	13.8014527845036	0	0	0	0.484261501210654	0.242130750605327	0	0	0.242130750605327	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	119	"AWI"	119	614	1019	819	0.471698113207547	11.7924528301887	0	0.235849056603774	0	0.235849056603774	0	4.00943396226415	0	0.471698113207547	0	0	0	0	0.471698113207547	0	6.83962264150943	11.5566037735849	0	0	1.65094339622642	2.12264150943396	0	0	1.41509433962264	0.235849056603774	0	0	0	0	0	0	0.471698113207547	0.235849056603774	0	25.2358490566038	0	0	0	0.235849056603774	15.8018867924528	1.41509433962264	0	14.1509433962264	0	0.235849056603774	0	0	0.235849056603774	0	0.235849056603774	0.235849056603774	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	123.5	"AWI"	123.5	705	1091.5	894.5	0	25.9701492537313	0.298507462686567	1.49253731343284	0	0.298507462686567	0	3.28358208955224	0	0.895522388059702	0	0	0	0.597014925373134	0	0	8.95522388059701	7.46268656716418	0	0	0.597014925373134	5.97014925373134	0.298507462686567	0.597014925373134	0.895522388059702	0.597014925373134	0.298507462686567	0.298507462686567	0	0	0	0.298507462686567	0.597014925373134	0.298507462686567	0	22.3880597014925	0.298507462686567	0	0	0.298507462686567	11.044776119403	0.895522388059702	0	3.58208955223881	0	0	0	0.298507462686567	0	0	0.895522388059702	0.298507462686567	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	125.5	"AWI"	125.5	737.5	1133	928	0	46.8842729970326	0	0.890207715133531	0.29673590504451	0	0	1.48367952522255	0	0.593471810089021	0	0	0	0.593471810089021	0	0	11.2759643916914	5.6379821958457	0	0	0.29673590504451	2.37388724035608	0	0	0	0.29673590504451	0	0	0	0.29673590504451	0	0.29673590504451	0	0	0	14.2433234421365	0	0	0	0	11.5727002967359	1.48367952522255	0	0.890207715133531	0	0	0	0	0.29673590504451	0	0.29673590504451	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	127	"AWI"	127	756	1170	953	0	48.3870967741936	0.586510263929619	0.586510263929619	0	0	0	1.46627565982405	0	0.293255131964809	0	0	0	0.293255131964809	0	0	10.8504398826979	1.75953079178886	0	0	0	5.57184750733138	0	0	0	0.586510263929619	0	0	0	0	0	0.293255131964809	0	0	0	16.1290322580645	0	0	0	0.293255131964809	11.7302052785924	0.293255131964809	0	0.293255131964809	0	0	0	0	0	0	0.586510263929619	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	129.5	"AWI"	129.5	782.5	1248.5	991	0	44.5190156599553	0	0.447427293064877	0.223713646532438	0.447427293064877	0	3.13199105145414	0	0.223713646532438	0	0	0	0	0	0	8.94854586129754	3.57941834451902	0	0	0	4.69798657718121	0	0	0	0.894854586129754	0	0	0	0	0	1.11856823266219	0.223713646532438	0.223713646532438	0	14.9888143176734	0	0	0	0.223713646532438	14.9888143176734	0.223713646532438	0	0	0	0.447427293064877	0	0	0	0	0.447427293064877	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	131	"AWI"	131	796	1303	1013	0	53.0085959885387	0	0.286532951289398	0.286532951289398	0	0	0	0	0	0	0	0	0.286532951289398	0	0	12.3209169054441	0.573065902578797	0	0	0	4.87106017191977	0	0	0	1.71919770773639	0	0	0	0	0	0	0	0.286532951289398	0	6.59025787965616	0	0	0	0	18.6246418338109	0	0	0.286532951289398	0	0	0	0	0	0	0.859598853868195	0	0	0
15917	24513	"Tourbière de Landemarais"	48.44167	-1.18167	132.5	"AWI"	132.5	803.5	1358.5	1035.5	0	56.9852941176471	0	0.183823529411765	0.551470588235294	0.183823529411765	0	0.183823529411765	0	0	0	0	0	0.367647058823529	0	0	8.63970588235294	1.47058823529412	0	0	0.183823529411765	3.86029411764706	0.183823529411765	0	0	0.919117647058824	0	0	0	0	0	0	0	0.183823529411765	0	5.69852941176471	0	0	0	0	19.3014705882353	0.183823529411765	0	0	0	0	0	0	0	0	0.735294117647059	0.183823529411765	0	0
