"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
3117	4059	"Giecz"	52.32201	17.3655	0	"AWI"	0	-140	30	-53	0.0189753320683112	0	1.11954459203036	1.10056925996205	0.303605313092979	0.0189753320683112	0.15180265654649	0	0.79696394686907	0.721062618595825	0	0	0	0.0379506641366224	0.0189753320683112	0	0.0569259962049336	0	87.7988614800759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0379506641366224	0.0189753320683112	7.32447817836812	0	0	0	0.0189753320683112	0.189753320683112	0	0	0	0	0	0.189753320683112	0	0	0	0	0.0759013282732448	0	0
3117	4059	"Giecz"	52.32201	17.3655	10	"AWI"	10	-93	200	24	0.171526586620926	0	2.91595197255575	0.686106346483705	0.343053173241852	0	0.686106346483705	0	1.88679245283019	1.71526586620926	0	0	0	0.686106346483705	0	0	0.343053173241852	0	1.88679245283019	0.171526586620926	0.171526586620926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171526586620926	85.5917667238422	0	0	0	1.20068610634648	0.857632933104631	0.171526586620926	0	0	0.171526586620926	0.171526586620926	0	0	0	0	0	0	0	0
3117	4059	"Giecz"	52.32201	17.3655	20	"AWI"	20	-70	438	93	0.177619893428064	0	2.13143872113677	0.355239786856128	1.24333925399645	0	0.88809946714032	0	1.59857904085258	1.59857904085258	0	0	0	0	0.177619893428064	0	0.88809946714032	0	5.32859680284192	0.710479573712256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.639431616341	0	0	0	2.4866785079929	1.42095914742451	0.177619893428064	0	0	0	0	0.177619893428064	0	0	0	0	0	0	0
3117	4059	"Giecz"	52.32201	17.3655	30	"AWI"	30	-23	567	177	0	0	2.16606498194946	0.180505415162455	0	0	0.902527075812274	0	0.902527075812274	1.62454873646209	0	0	0	0	0.36101083032491	0	0.72202166064982	0	3.06859205776173	0.541516245487365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36101083032491	0.541516245487365	80.5054151624549	0	0	0	4.69314079422383	2.34657039711191	0	0	0	0.180505415162455	0.36101083032491	0.180505415162455	0.180505415162455	0	0	0	0	0	0.180505415162455
3117	4059	"Giecz"	52.32201	17.3655	40	"AWI"	40	15	680	269	0	0.350877192982456	2.45614035087719	0.350877192982456	1.40350877192982	0	3.50877192982456	0	6.31578947368421	2.10526315789474	0	0	0	1.05263157894737	0.350877192982456	0	1.75438596491228	0	6.66666666666667	1.05263157894737	0	0	0	0	0.701754385964912	0	0	0	0	0	0	0	0	0	0	4.91228070175439	0	49.4736842105263	0	0	0	5.6140350877193	4.21052631578947	0	0.350877192982456	0	0.350877192982456	1.40350877192982	1.40350877192982	0.701754385964912	0.350877192982456	0.701754385964912	0	0.701754385964912	0.350877192982456	1.40350877192982
3117	4059	"Giecz"	52.32201	17.3655	50	"AWI"	50	67	803	351	0.138600138600139	0	11.5731115731116	0.415800415800416	2.91060291060291	0	3.88080388080388	0	9.84060984060984	2.42550242550243	0	2.07900207900208	0	0.138600138600139	0	0	1.52460152460152	0	9.28620928620929	0.277200277200277	0	0	0.346500346500347	0	0.138600138600139	0.0693000693000693	0	0	0	0	0	0	0	0	0	3.11850311850312	0.0693000693000693	33.4026334026334	0.346500346500347	0	0	1.10880110880111	7.96950796950797	0.277200277200277	0	0	0.207900207900208	1.59390159390159	1.66320166320166	0.0693000693000693	0	0.623700623700624	0	0.0693000693000693	1.38600138600139	3.04920304920305
3117	4059	"Giecz"	52.32201	17.3655	60	"AWI"	60	121	878	446	0.275482093663912	0.137741046831956	10.8815426997245	0.275482093663912	5.78512396694215	0	3.65013774104683	0	10.1239669421488	2.06611570247934	0	3.09917355371901	0	0.206611570247934	0	0	1.17079889807163	0	7.5068870523416	0.206611570247934	0	0	0.550964187327824	0.068870523415978	0.275482093663912	0	0	0	0	0.206611570247934	0	0	0.068870523415978	0.34435261707989	0.068870523415978	3.30578512396694	0.137741046831956	28.5123966942149	0	0	0	0.826446280991736	10.8126721763085	0.826446280991736	0	0	0.206611570247934	1.8595041322314	1.92837465564738	0	0	0.619834710743802	0	0.137741046831956	1.37741046831956	2.47933884297521
3117	4059	"Giecz"	52.32201	17.3655	70	"AWI"	70	157	1001	530	0.259067357512953	0.0647668393782384	11.7875647668394	0.647668393782383	3.56217616580311	0	3.30310880829016	0	12.1113989637306	1.10103626943005	0	2.91450777202073	1.81347150259067	0.129533678756477	0	0	2.46113989637306	0	13.9896373056995	0.129533678756477	0.0647668393782384	0	0.518134715025907	0	0.129533678756477	0	0	0	0	0	0.0647668393782384	0	0	0.194300518134715	0	4.92227979274611	0.194300518134715	24.6761658031088	0.841968911917098	0	0	0.971502590673575	6.60621761658031	0.38860103626943	0	0	0.129533678756477	1.55440414507772	0.906735751295337	0.129533678756477	0	0.194300518134715	0	0.0647668393782384	1.03626943005181	2.13730569948187
3117	4059	"Giecz"	52.32201	17.3655	80	"AWI"	80	241	1061	620	0.0714796283059328	0	13.1522516082916	0.357398141529664	1.78699070764832	0	4.21729807005004	0	14.5818441744103	2.00142959256612	0	3.50250178699071	0	0.0714796283059328	0	0	1.92994996426019	0	3.78842030021444	0.214438884917798	0	0	0.857755539671194	0	0.214438884917798	0	0	0	0.142959256611866	0	0	0	0	0.50035739814153	0	4.93209435310936	0.0714796283059328	25.3037884203002	1.28663330950679	0	0	0.285918513223731	9.578270192995	2.07290922087205	0	1.42959256611866	0.142959256611866	2.07290922087205	1.35811293781272	0.0714796283059328	0	0.214438884917798	0	0.0714796283059328	1.14367405289492	2.57326661901358
3117	4059	"Giecz"	52.32201	17.3655	90	"AWI"	90	292	1151	710	0.386398763523957	0.154559505409583	15.919629057187	0.309119010819165	1.23647604327666	0.0772797527047913	2.85935085007728	0	13.1375579598145	1.31375579598145	0	3.94126738794436	0	0	0	0	1.54559505409583	0	2.00927357032457	0.618238021638331	0	0	1.85471406491499	0.154559505409583	0.386398763523957	0	0	0	0.0772797527047913	0	0	0	0	0.0772797527047913	0.0772797527047913	4.4822256568779	0.154559505409583	24.806800618238	1.39103554868624	0	0	0.540958268933539	12.5193199381762	1.15919629057187	0.0772797527047913	0	0.231839258114374	2.31839258114374	1.85471406491499	0.231839258114374	0	0.540958268933539	0	0.0772797527047913	1.15919629057187	2.31839258114374
