"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"
26124	45331	"Storsandvatnet"	63.4575	8.45444	137	"AWI"	137	4005	5245	4628	0	45	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	1	0	0	0	0	7	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	8	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	141	"AWI"	141	4240	5449	4896	0	35	0	0	0	0	0	124	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	1	0	0	0	0	1	283	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	13	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	145	"AWI"	145	4442	5657	5168	0	44	0	0	0	0	0	152	0	0	0	0	0	0	34	0	14	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	390	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	7	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	149	"AWI"	149	4700	5762	5408	0	42	0	0	0	0	0	169	0	0	0	0	0	0	40	0	0	0	0	0	0	0	2	0	0	0	0	13	0	2	0	0	0	0	0	0	255	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	11	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	153	"AWI"	153	5281	5860	5628	0	59	0	0	0	0	0	189	0	0	0	0	0	0	71	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	157	"AWI"	157	5663	5969	5805	0	45	0	0	0	0	0	172	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	6	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	161	"AWI"	161	5739	6194	5920	0	48	0	0	0	0	0	187	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	11	3
26124	45331	"Storsandvatnet"	63.4575	8.45444	165	"AWI"	165	5804	6282	6008	0	52	0	0	0	0	0	0	0	0	0	0	0	0	68	0	4	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	186	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	9	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	169	"AWI"	169	5864	6390	6099	0	55	0	0	0	0	0	205	0	0	0	0	0	0	54	0	7	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	215	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1	15	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	173	"AWI"	173	5925	6503	6193	0	56	0	0	0	0	0	222	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	211	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	10	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	177	"AWI"	177	5999	6591	6284	0	56	0	0	0	0	0	233	0	0	0	0	0	0	58	0	6	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	13	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	181	"AWI"	181	6082	6673	6372	0	98	0	0	1	0	0	217	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	181	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	2	0	10	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	185	"AWI"	185	6165	6767	6460	0	121	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	166	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	0	6	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	189	"AWI"	189	6242	6848	6554	0	134	0	0	0	0	0	218	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	168	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	7	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	193	"AWI"	193	6357	6926	6644	0	158	0	0	0	0	0	220	0	0	0	0	0	0	65	0	0	0	0	15	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	196	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	7	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	197	"AWI"	197	6483	7006	6729	0	129	0	0	0	0	0	194	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	3	2
26124	45331	"Storsandvatnet"	63.4575	8.45444	201	"AWI"	201	6592	7097	6816	0	40	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	238	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	205	"AWI"	205	6765	7160	6914	0	74	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	6	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	209	"AWI"	209	6857	7352	7056	0	117	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	3	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	213	"AWI"	213	6939	7591	7213	0	108	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	169	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	0	5	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	217	"AWI"	217	7021	7799	7374	0	125	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	191	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	2	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	221	"AWI"	221	7164	7951	7550	0	97	0	0	0	0	0	160	0	0	0	0	0	1	54	0	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	146	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	225	"AWI"	225	7305	8146	7719	0	105	0	0	0	0	0	161	0	0	0	0	0	0	67	0	0	0	0	0	0	0	2	0	0	0	0	3	0	2	0	0	0	0	0	0	164	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	1	0	1	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	229	"AWI"	229	7419	8280	7887	0	101	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	202	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	7	0	1	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	233	"AWI"	233	7634	8365	8063	0	100	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	16	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	176	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	4	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	237	"AWI"	237	7877	8463	8227	0	67	0	0	0	0	0	159	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0	0	134	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	3	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	241	"AWI"	241	8103	8550	8380	0	94	0	0	0	0	0	211	0	0	0	0	0	0	22	0	12	0	0	16	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	245	"AWI"	245	8388	8612	8493	0	60	1	0	0	0	0	187	0	0	0	0	0	0	21	0	0	0	0	11	0	0	0	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	249	"AWI"	249	8447	8733	8581	0	33	0	0	0	0	0	0	0	0	0	0	0	0	20	0	11	0	0	11	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	113	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	253	"AWI"	253	8494	8854	8654	0	25	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	18	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	136	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	2	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	257	"AWI"	257	8536	8957	8731	0	12	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	17	0	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	165	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	4	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	261	"AWI"	261	8597	9023	8808	0	7	1	0	0	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	128	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	4	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	265	"AWI"	265	8671	9103	8881	0	10	0	0	0	0	0	0	0	0	0	0	0	0	32	0	10	0	0	18	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	269	"AWI"	269	8738	9189	8954	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	10	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	0	1	0	2	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	273	"AWI"	273	8830	9242	9026	0	5	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	277	"AWI"	277	8901	9357	9115	0	4	1	0	0	0	0	0	0	0	0	0	0	0	20	0	13	1	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	281	"AWI"	281	8975	9516	9202	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	23	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	122	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	285	"AWI"	285	9034	9685	9294	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	7	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	0	1	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	289	"AWI"	289	9108	9802	9393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	293	"AWI"	293	9173	9927	9492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	3	0	18	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	2	2
26124	45331	"Storsandvatnet"	63.4575	8.45444	297	"AWI"	297	9260	10049	9604	0	0	0	0	0	0	0	308	0	0	0	0	0	0	11	0	11	3	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	8	0	1	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	301	"AWI"	301	9393	10160	9784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	20	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	305	"AWI"	305	9553	10260	9944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	309	"AWI"	309	9773	10368	10108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	1	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	313	"AWI"	313	10080	10457	10263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	317	"AWI"	317	10230	10592	10389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	321	"AWI"	321	10299	10778	10509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	325	"AWI"	325	10363	10915	10619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	329	"AWI"	329	10452	10991	10739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	333	"AWI"	333	10603	11079	10873	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	337	"AWI"	337	10721	11223	11010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	49	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	341	"AWI"	341	10821	11472	11147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	1
26124	45331	"Storsandvatnet"	63.4575	8.45444	345	"AWI"	345	11021	11597	11293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	349	"AWI"	349	11231	11757	11459	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	44	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	353	"AWI"	353	11348	12034	11632	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	58	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	19	17	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	357	"AWI"	357	11454	12318	11829	0	0	8	0	0	27	0	0	0	0	0	0	0	0	1	0	39	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	60	0	0	0	3	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	361	"AWI"	361	11586	12572	12030	0	0	5	0	0	32	0	0	0	0	0	0	0	0	1	0	35	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	0	77	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	365	"AWI"	365	11719	12807	12231	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	22	53	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	369	"AWI"	369	11857	12985	12434	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	52	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	373	"AWI"	373	12071	13122	12636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	1	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	377	"AWI"	377	12303	13275	12835	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	385	"AWI"	385	12837	13521	13233	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	1	66	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	46	0	0	0	0	1	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	393	"AWI"	393	13285	13871	13555	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	62	0	0	0	1	0	0
26124	45331	"Storsandvatnet"	63.4575	8.45444	401	"AWI"	401	13445	14405	13827	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	44	0	0	0	0	0	0
