"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
2973	3874	"Amsoldingersee"	46.725	7.575	770	"AWI"	770	8041	11010	9614	0	0.757575757575758	3.48484848484849	0	0	0.303030303030303	0.151515151515152	0	2.42424242424242	0	0	0	0	53.030303030303	0.303030303030303	0	0	0.454545454545455	0.454545454545455	0	10.4545454545455	0	1.21212121212121	11.0606060606061	0	0	0	0	0.454545454545455	0.151515151515152	0	0	2.27272727272727	13.030303030303	0
2973	3874	"Amsoldingersee"	46.725	7.575	780	"AWI"	780	8927	11574	10406	0	0	3.04093567251462	0	0.233918128654971	0.233918128654971	0.233918128654971	0	5.84795321637427	0.116959064327485	0	0	0	53.3333333333333	0.350877192982456	0	0	0	0.233918128654971	0	12.7485380116959	0	2.45614035087719	5.26315789473684	0.116959064327485	0.350877192982456	0	0	0.467836257309942	0	0	0	2.10526315789474	12.8654970760234	0
2973	3874	"Amsoldingersee"	46.725	7.575	790	"AWI"	790	9857	12066	11180	0	0	1.89003436426117	0	0	0	0.171821305841924	0	12.0274914089347	0	0	0	0	37.1134020618557	0.343642611683849	0.171821305841924	0	0	0.171821305841924	0	27.6632302405498	0	2.06185567010309	2.74914089347079	0	0	0	0	0.343642611683849	0	0	0	2.40549828178694	12.8865979381443	0
2973	3874	"Amsoldingersee"	46.725	7.575	795	"AWI"	795	10384	12299	11573	0	0	0.849256900212314	0	0.424628450106157	0	0.530785562632696	0	27.9193205944798	0	0	0	0	2.54777070063694	0.424628450106157	0.318471337579618	0	0	0.212314225053079	0	61.5711252653928	0	2.01698513800425	0.318471337579618	0.212314225053079	0	0.106157112526539	0.212314225053079	0.636942675159236	0	0	0	0	1.69851380042463	0
2973	3874	"Amsoldingersee"	46.725	7.575	800	"AWI"	800	11005	12517	11943	0	0	0	0.459418070444104	0.306278713629403	0	1.53139356814701	0	25.114854517611	0.153139356814701	0	0	0	0	0.459418070444104	0.306278713629403	0	0	0.306278713629403	0	68.9127105666156	0	1.07197549770291	0	0	0	0.153139356814701	0	1.22511485451761	0	0	0	0	0	0
2973	3874	"Amsoldingersee"	46.725	7.575	802.5	"AWI"	802.5	11472	12578.5	12136	0	0	0	0	0.212314225053079	0	2.12314225053079	0	21.5498938428875	0	0	0	0	0.424628450106157	0.636942675159236	0.106157112526539	0	0	0.743099787685775	0	67.6220806794055	0	4.77707006369427	0	0.530785562632696	0	0.106157112526539	0	1.06157112526539	0	0	0.106157112526539	0	0	0
2973	3874	"Amsoldingersee"	46.725	7.575	805	"AWI"	805	11740	12736	12346	0	0	0.15527950310559	0.15527950310559	0.62111801242236	0	2.95031055900621	0	7.60869565217391	0.15527950310559	0	0	0.31055900621118	0	0.46583850931677	0.15527950310559	0	0	2.17391304347826	0	77.639751552795	0	5.27950310559006	0	0.77639751552795	0	0.31055900621118	0	0.62111801242236	0	0	0.62111801242236	0	0	0
2973	3874	"Amsoldingersee"	46.725	7.575	807.5	"AWI"	807.5	12048	13511.5	12748.5	0	0	0	0.129533678756477	0	0	1.55440414507772	0	16.4507772020725	0	0	0	0	0	0.906735751295337	0.518134715025907	0	0	0.38860103626943	0.129533678756477	76.5544041450777	0	2.97927461139896	0	0.129533678756477	0	0	0.129533678756477	0	0	0	0.129533678756477	0	0	0
2973	3874	"Amsoldingersee"	46.725	7.575	810	"AWI"	810	12187	14546	13145	0	0	0	0	0.0958772770853308	0	0.862895493767977	0	16.2991371045062	0	0	0	0.383509108341323	0	0.671140939597315	1.15052732502397	0	0	0.958772770853308	0	74.209012464046	0	3.83509108341323	0	0.383509108341323	0	0.191754554170662	0.191754554170662	0.575263662511985	0	0.0958772770853308	0.0958772770853308	0	0	0
2973	3874	"Amsoldingersee"	46.725	7.575	817.5	"AWI"	817.5	13577.5	15393	14616.5	0	0	0.366300366300366	0	0	0	1.28205128205128	0	24.3589743589744	0.183150183150183	0	0	0	0	0.366300366300366	0.549450549450549	0	0	0.915750915750916	0	67.7655677655678	0	2.56410256410256	0.183150183150183	0.366300366300366	0	0	0	1.0989010989011	0	0	0	0	0	0
2973	3874	"Amsoldingersee"	46.725	7.575	820	"AWI"	820	13974	15734	15110	0	0	0	0	0.368550368550369	0	1.35135135135135	0	26.6584766584767	0	0	0	0	0	0.85995085995086	0.368550368550369	0	0	0.614250614250614	0	64.2506142506142	0	3.93120393120393	0	0.368550368550369	0	0	0.491400491400491	0.368550368550369	0	0	0.368550368550369	0	0	0
