"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cucurbitaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Verbenaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15925	24532	"La Verderie"	48.35	-0.42778	5	"AWI"	5	-67	234	46	0.589970501474926	0	2.65486725663717	0.589970501474926	0.884955752212389	0.294985250737463	0.589970501474926	0	5.01474926253687	0	1.17994100294985	0	0.589970501474926	0.294985250737463	0	1.17994100294985	1.76991150442478	0	0	0.884955752212389	0.884955752212389	0.294985250737463	0.294985250737463	5.89970501474926	0	1.47492625368732	0	0	0	1.17994100294985	0	0	0	0.294985250737463	0	0.294985250737463	0.294985250737463	0.589970501474926	0	0	0	0	0	0.589970501474926	0	0.589970501474926	1.47492625368732	3.24483775811209	52.212389380531	0.294985250737463	0	0	0	0	9.73451327433628	0	1.76991150442478	0	0	0	0	0.884955752212389	0	0	0.589970501474926	0.589970501474926	0	0	0	0
15925	24532	"La Verderie"	48.35	-0.42778	10	"AWI"	10	-5	355	152	0.503778337531486	0	2.26700251889169	0	0.755667506297229	0	0	0	1.7632241813602	0.503778337531486	2.51889168765743	0.251889168765743	0.251889168765743	0.503778337531486	0	1.51133501259446	1.00755667506297	0.251889168765743	0	0	1.51133501259446	0.251889168765743	0	8.56423173803526	0	2.01511335012594	0	0	0	1.25944584382872	0.503778337531486	0	0	0	0	0.251889168765743	0.503778337531486	0.503778337531486	0.503778337531486	0	0	0	0	0	0	0	0.755667506297229	4.78589420654912	57.9345088161209	0	0	0	0	0	4.03022670025189	0	2.77078085642317	0.251889168765743	0	0.503778337531486	0	0	0	0.503778337531486	0.251889168765743	0.251889168765743	0	0	0	0
15925	24532	"La Verderie"	48.35	-0.42778	15	"AWI"	15	80	451	259	0.257731958762887	0	1.28865979381443	0.515463917525773	0.515463917525773	0	0.257731958762887	0	2.83505154639175	0	2.57731958762887	0	0	0.77319587628866	0	0.515463917525773	1.03092783505155	0	0	0	2.83505154639175	0	0	4.89690721649485	0	2.57731958762887	0	0	2.31958762886598	1.28865979381443	0	0	0	0.257731958762887	0	0.515463917525773	0.257731958762887	0.515463917525773	0	0	1.28865979381443	0	0	0	0	0	0.77319587628866	4.12371134020619	54.1237113402062	0.515463917525773	0	0	1.28865979381443	0	9.5360824742268	0	1.03092783505155	0	0	0	0	0.257731958762887	0	0	0.515463917525773	0.515463917525773	0	0	0	0
15925	24532	"La Verderie"	48.35	-0.42778	20	"AWI"	20	190	537	373	0.530503978779841	0	2.91777188328912	0.530503978779841	0	0	0.530503978779841	0	2.91777188328912	0	4.77453580901857	0	0	0.795755968169761	0	2.12201591511936	0.795755968169761	0.26525198938992	0	0	3.71352785145889	0	0	6.10079575596817	0.26525198938992	3.71352785145889	0	1.06100795755968	0	1.06100795755968	0.26525198938992	0	0	0.26525198938992	0	0.26525198938992	0	0.26525198938992	0.26525198938992	0	0	0	0	0.530503978779841	0.26525198938992	0	0.795755968169761	3.97877984084881	41.9098143236074	0.530503978779841	0	0.530503978779841	0	0	11.4058355437666	0.26525198938992	1.85676392572944	0	0	0	2.91777188328912	0	0.26525198938992	0	0.530503978779841	0.530503978779841	0.26525198938992	0	0	0
15925	24532	"La Verderie"	48.35	-0.42778	22.5	"AWI"	22.5	277.5	566.5	423.5	0	0	3.30578512396694	0	0.550964187327824	0.550964187327824	0.550964187327824	0	3.30578512396694	0	1.37741046831956	0	0	0.826446280991736	0	0.550964187327824	0.826446280991736	0	0	0	6.61157024793388	0	0	6.06060606060606	0	1.10192837465565	0	1.37741046831956	0	2.75482093663912	0.550964187327824	0	0	0	0	0	0.275482093663912	0.275482093663912	0.275482093663912	0	2.20385674931129	0	0	0.550964187327824	0	0.275482093663912	0.550964187327824	3.03030303030303	40.495867768595	0.275482093663912	0	0.550964187327824	0	0	14.8760330578512	0	0.826446280991736	0.826446280991736	0	0.275482093663912	0	1.92837465564738	0.550964187327824	0.550964187327824	0.550964187327824	0.550964187327824	0	0	0	0
15925	24532	"La Verderie"	48.35	-0.42778	25	"AWI"	25	322	613	480	0.139470013947001	0	16.3179916317992	0.278940027894003	0.278940027894003	0.278940027894003	0.278940027894003	0.97629009762901	17.8521617852162	0	0.278940027894003	0	0	0.139470013947001	0.418410041841004	0.278940027894003	0	0	0	0	7.81032078103208	0	0	2.37099023709902	0	1.25523012552301	0	0	0	3.62622036262204	0.278940027894003	0	0	0.139470013947001	0	0.278940027894003	0.418410041841004	0.278940027894003	0	0	0	0	0	0.418410041841004	0.278940027894003	0	0.278940027894003	1.53417015341702	14.5048814504881	0.139470013947001	0	0	0	0.139470013947001	24.4072524407252	0.139470013947001	0.697350069735007	0.836820083682008	0	0.278940027894003	0	1.81311018131102	0	0	0.278940027894003	0.278940027894003	0	0	0	0
15925	24532	"La Verderie"	48.35	-0.42778	30	"AWI"	30	477	882	649	0	0	19.9088145896657	0.151975683890578	0.303951367781155	0.303951367781155	0.455927051671732	0	29.6352583586626	0	0.151975683890578	0	0.151975683890578	0	0	0.151975683890578	0	0	0	0	8.05471124620061	0.151975683890578	0	3.95136778115502	0	1.21580547112462	0	0	0	4.10334346504559	0.151975683890578	0	0	0.151975683890578	0.151975683890578	0.303951367781155	0.455927051671732	0.455927051671732	0	0	0	0	0	0.151975683890578	0	0	0.303951367781155	1.3677811550152	8.81458966565349	0	0	0	0	0	14.5896656534954	0	0.455927051671732	0.759878419452888	0	0	0	2.58358662613982	0	0	0.303951367781155	0.303951367781155	0	0	0	0
15925	24532	"La Verderie"	48.35	-0.42778	35	"AWI"	35	622	1099	863	0	0	18.452380952381	0.238095238095238	0.238095238095238	0.238095238095238	0.357142857142857	0	25.952380952381	0	0.238095238095238	0	0.119047619047619	0.595238095238095	0	0.238095238095238	0	0	0	0	8.21428571428571	0	0	1.54761904761905	0	0.833333333333333	0	0.476190476190476	0	4.16666666666667	0.119047619047619	0	0	0	0	0.238095238095238	0.119047619047619	0.595238095238095	0.119047619047619	0	0	0	0.119047619047619	0.238095238095238	0	0	0.238095238095238	1.9047619047619	12.9761904761905	0	0	0	0.357142857142857	0.238095238095238	16.6666666666667	0	0.238095238095238	1.07142857142857	0	0.476190476190476	0	1.54761904761905	0	0	0.238095238095238	0.238095238095238	0	0.238095238095238	0	0.119047619047619
15925	24532	"La Verderie"	48.35	-0.42778	40	"AWI"	40	884	1233	1059	0	0	20.0962695547533	0	0.120336943441637	0.240673886883273	0.240673886883273	0	33.3333333333333	0	0.240673886883273	0	0	0	0	0	0	0	0	0	9.26594464500602	0	0	0.72202166064982	0	0	0	0	0	8.5439229843562	0.481347773766546	0	0	0	0	0.36101083032491	0	0.120336943441637	0.120336943441637	0	0	0	0.120336943441637	0.120336943441637	0	0	0.240673886883273	0.962695547533093	6.13718411552347	0	0	0	0	0	15.2827918170878	0	0.36101083032491	0.36101083032491	0	0.36101083032491	0	1.56438026474128	0	0.120336943441637	0.240673886883273	0.240673886883273	0	0	0	0
15925	24532	"La Verderie"	48.35	-0.42778	45	"AWI"	45	1018	1394	1198	0	0	18.1683899556869	0.295420974889217	0.147710487444609	0.295420974889217	0.295420974889217	0	24.8153618906942	0	0.443131462333826	0	0	0.147710487444609	0	0.147710487444609	0.147710487444609	0	0	0	6.05612998522895	0	0	2.80649926144756	0	1.32939438700148	0	0.443131462333826	0	6.794682422452	0.590841949778434	0	0	0	0	0.295420974889217	0	0.295420974889217	0	0	0.147710487444609	0	0	0	0	0	0.295420974889217	1.62481536189069	14.7710487444609	0	0	0	0	0	13.7370753323486	0	0.443131462333826	0.295420974889217	0	0.147710487444609	0	3.69276218611521	0	0.295420974889217	0.590841949778434	0.295420974889217	0	0	0.147710487444609	0
