"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	535	"AWI"	535	10703	12031	11086	0	56	7	0	0	0	49	0	0	0	56	0	0	0	0	0	0	1	0	0	74	0	0	5	6	0	0	7	0	0	5	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	540	"AWI"	540	10739	12090	11115	0	0	1	0	0	0	22	0	0	0	66	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	1	1	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	545	"AWI"	545	10766	12168	11145	0	91	0	0	0	0	115	0	0	0	53	0	0	0	0	0	0	0	0	0	37	0	0	1	8	0	0	0	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	550	"AWI"	550	10796	12242	11174	0	0	0	0	3	0	44	0	0	0	63	4	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	3	0	0	8	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	555	"AWI"	555	10823	12324	11208	0	0	1	0	0	0	47	0	0	0	53	0	0	0	0	0	0	0	0	0	58	0	0	0	11	0	0	0	11	0	0	11
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	560	"AWI"	560	10910	12418	11294	0	0	1	0	6	0	51	0	0	0	15	31	0	0	0	0	1	0	0	0	117	0	0	0	1	0	0	1	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	565	"AWI"	565	11169	12532	11593	0	91	0	0	5	0	56	0	0	0	36	0	0	0	0	0	0	0	0	0	90	0	0	1	5	0	0	1	2	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	570	"AWI"	570	11355	12661	11897	0	0	0	0	13	0	84	0	0	0	6	5	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	4	1	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	575	"AWI"	575	11515	12823	12191	0	0	1	0	0	0	112	0	0	0	11	3	0	0	0	0	0	1	0	0	125	0	11	0	5	0	0	0	1	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	580	"AWI"	580	11631	13067	12475	0	0	8	0	10	0	123	0	0	0	0	12	0	0	2	0	0	1	0	0	86	0	0	0	4	0	0	1	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	585	"AWI"	585	11742	13401	12751	0	0	7	0	7	15	50	0	6	0	0	1	0	0	1	0	7	0	0	0	166	0	0	0	4	0	0	6	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	590	"AWI"	590	11840	13771	13015	0	0	0	0	5	0	120	0	0	0	0	8	0	0	0	0	0	0	0	0	125	0	0	0	5	0	0	1	11	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	595	"AWI"	595	11929	14182	13273	0	0	4	0	6	0	141	0	0	0	0	6	0	0	1	0	6	0	0	0	77	0	0	0	6	0	1	0	1	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	600	"AWI"	600	12018	14588	13523	0	0	0	0	18	0	29	0	0	0	0	25	0	0	0	0	1	0	0	0	133	0	0	0	1	0	1	0	4	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	605	"AWI"	605	12222	14809	13727	0	0	0	0	19	0	50	0	0	0	0	11	0	0	0	0	25	0	0	0	104	7	0	0	1	0	0	1	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	610	"AWI"	610	12521	14922	13876	0	0	2	0	6	0	24	0	0	0	3	48	0	0	0	0	6	0	0	0	117	0	0	0	5	3	1	1	1	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	615	"AWI"	615	12741	15088	14028	0	0	1	0	18	0	30	0	1	0	4	0	1	0	0	0	6	0	0	0	152	2	0	0	0	0	0	6	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	620	"AWI"	620	12947	15290	14178	0	0	1	0	25	0	33	1	0	0	0	8	0	0	0	0	5	0	0	0	180	0	0	0	5	0	0	0	5	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	625	"AWI"	625	13114	15520	14331	0	0	0	0	13	0	11	0	1	0	0	4	1	0	0	0	15	0	0	0	170	0	0	0	0	0	0	6	1	0	1	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	630	"AWI"	630	13250	15780	14483	0	0	0	0	37	0	28	0	1	0	4	1	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	3	0	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	635	"AWI"	635	13343	16077	14634	0	0	0	0	9	0	29	0	0	0	0	0	0	0	0	0	1	0	0	0	156	0	0	0	0	0	1	9	1	0	1	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	640	"AWI"	640	13434	16404	14783	0	0	1	0	0	0	65	0	0	0	0	20	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	1	0	0	0
16146	24956	"Tourbières des Granges des Chavants"	45.89306	6.76833	645	"AWI"	645	13521	16758	14942	0	0	1	0	1	0	139	0	0	0	0	0	0	0	0	0	13	0	0	0	14	0	0	0	0	0	1	0	49	0	0	0
