"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	52.5	"AWI"	52.5	1057.5	1249	1166	0	318	17	11	0	19	0	0	1	0	2	0	0	161	51	0	0	0	0	185	0	0	0	271	0	0	0	0	3	65	410	14	460	0	0	0	608	0	0	0	0	39	19	0	0	0	0	4	9	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	57.5	"AWI"	57.5	1079.5	1267.5	1192	0	330	16	4	0	28	0	0	1	0	5	0	0	194	55	0	0	0	0	157	1	0	4	139	0	1	0	0	12	64	355	15	524	0	0	0	609	0	0	0	0	26	13	0	0	0	2	18	25	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	62.5	"AWI"	62.5	1102	1284.5	1219	0	434	16	4	0	36	0	0	0	0	4	0	0	209	50	0	0	0	0	180	1	0	4	54	0	0	0	0	18	40	289	6	481	0	0	0	779	0	3	0	0	64	26	0	2	0	0	14	14	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	67.5	"AWI"	67.5	1129	1321	1245.5	0	457	17	5	0	60	0	0	1	0	4	1	0	271	83	0	52	1	0	196	4	0	3	50	1	0	0	0	13	68	273	10	521	0	0	2	885	1	2	0	0	69	24	0	0	4	0	13	12	1
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	72.5	"AWI"	72.5	1147.5	1383	1272.5	0	432	13	8	0	73	0	0	0	1	0	0	0	187	40	0	0	0	0	203	3	0	1	23	0	0	0	0	20	46	278	13	486	0	0	3	710	1	2	0	0	87	33	0	0	0	0	16	23	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	77.5	"AWI"	77.5	1180	1421	1301	0	368	7	8	0	93	0	0	0	0	0	0	0	187	40	1	0	0	0	146	4	0	0	11	1	0	0	0	19	23	185	0	349	0	0	2	518	2	2	0	0	69	52	0	0	0	0	17	14	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	82.5	"AWI"	82.5	1201.5	1462.5	1332	0	515	24	16	0	80	0	0	0	0	0	0	0	269	72	0	0	0	0	177	5	0	1	6	0	0	0	0	22	27	228	8	583	0	0	0	696	1	4	0	0	55	93	0	1	0	0	17	28	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	87.5	"AWI"	87.5	1239.5	1493	1366.5	0	395	12	6	0	53	0	0	1	0	0	0	0	165	56	0	0	0	0	148	9	0	1	17	0	0	0	0	20	30	363	5	746	0	0	1	574	0	2	0	0	67	43	0	0	0	0	14	18	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	92.5	"AWI"	92.5	1266.5	1542.5	1398	0	496	11	8	0	62	0	0	1	1	0	0	0	204	45	0	0	0	0	140	7	0	0	8	0	0	0	0	25	29	317	8	828	0	0	1	720	0	1	0	0	67	57	0	0	0	0	15	24	1
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	97.5	"AWI"	97.5	1307	1583.5	1433.5	1	520	6	4	0	45	0	0	1	0	0	0	0	175	38	0	0	0	0	73	10	0	1	3	0	0	0	0	31	17	317	11	751	0	0	1	685	0	0	0	0	66	52	0	0	0	0	13	21	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	102.5	"AWI"	102.5	1342.5	1621	1471.5	0	531	8	12	0	58	0	0	0	0	0	1	0	167	59	0	0	0	0	71	17	0	4	4	2	0	0	0	24	1	306	9	798	0	0	0	624	4	4	0	0	66	19	0	0	0	0	10	25	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	107.5	"AWI"	107.5	1382.5	1694	1523.5	0	490	13	9	0	66	0	0	1	0	0	0	5	204	42	0	0	1	0	85	8	0	4	7	1	0	0	0	33	12	301	7	824	0	0	0	652	4	1	0	0	77	32	0	0	0	0	18	16	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	112.5	"AWI"	112.5	1427.5	1779	1578.5	0	588	8	9	0	63	0	0	0	0	0	1	0	192	48	0	0	0	0	64	11	0	4	3	0	0	0	0	39	10	255	7	832	0	0	1	553	1	0	0	0	63	24	0	0	0	0	19	26	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	117.5	"AWI"	117.5	1468.5	1848.5	1645	0	573	5	2	0	58	0	0	1	0	0	0	0	180	49	0	0	0	0	40	7	0	2	10	0	0	0	0	24	10	309	5	705	0	0	0	508	1	2	0	0	57	15	0	0	0	0	2	16	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	122.5	"AWI"	122.5	1533.5	1915.5	1707	0	563	6	5	0	54	0	0	0	0	0	0	0	207	42	0	0	0	0	30	8	0	0	4	0	0	0	0	32	11	262	0	703	0	0	0	425	0	0	0	1	50	24	0	0	0	0	19	18	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	127.5	"AWI"	127.5	1585	1978	1777	0	583	5	4	0	59	0	0	0	0	0	0	0	262	35	0	0	0	0	42	13	0	1	3	0	0	0	0	16	17	327	9	806	0	0	0	447	0	2	0	0	88	13	0	0	0	0	18	18	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	132.5	"AWI"	132.5	1670	2022	1842	0	684	12	11	0	54	0	0	1	0	0	0	0	255	41	0	0	0	0	38	6	0	1	5	0	0	1	0	11	2	170	12	519	0	0	0	676	1	1	0	0	72	22	0	0	0	0	16	11	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	137.5	"AWI"	137.5	1736.5	2076.5	1907	0	634	4	5	0	42	0	0	0	1	1	0	0	211	31	0	0	0	0	25	5	0	2	2	1	0	0	0	12	1	138	6	383	0	0	0	651	0	2	0	0	39	13	0	0	0	0	13	6	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	142.5	"AWI"	142.5	1834	2131.5	1976	0	734	9	2	0	57	0	0	0	0	0	0	0	314	63	0	0	0	0	21	7	0	0	9	1	0	0	0	9	10	203	21	543	0	0	0	538	0	2	0	0	72	17	0	0	0	0	16	24	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	147.5	"AWI"	147.5	1881.5	2251.5	2044	1	672	2	5	0	50	0	0	1	0	0	0	0	226	30	0	0	0	0	17	7	1	0	3	0	0	0	0	25	4	182	0	426	0	0	0	563	0	0	0	0	68	11	0	0	0	0	17	27	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	152.5	"AWI"	152.5	1934	2324	2120	0	674	18	4	0	49	0	0	0	1	0	0	0	266	66	0	0	0	0	33	4	0	1	5	0	0	0	0	26	11	251	13	607	0	0	0	453	1	3	0	1	101	27	0	0	0	0	20	19	1
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	157.5	"AWI"	157.5	1980.5	2445.5	2190.5	0	737	7	12	0	63	0	0	0	1	0	0	0	296	39	0	0	0	0	14	5	3	0	8	0	0	0	0	12	18	303	15	691	0	0	0	434	0	1	0	0	76	7	0	0	0	0	12	15	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	162.5	"AWI"	162.5	2049.5	2503.5	2268	0	753	5	8	0	49	0	0	0	0	0	0	0	283	47	0	0	0	0	36	8	1	0	3	1	0	0	0	15	15	196	0	499	0	0	0	521	0	2	0	0	95	7	0	0	0	0	14	10	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	167.5	"AWI"	167.5	2115.5	2584.5	2340	0	800	6	4	0	45	0	0	0	0	0	0	0	283	45	0	0	0	0	31	4	0	0	3	0	0	0	0	13	10	196	0	498	0	0	0	582	0	1	0	0	84	16	0	0	0	1	19	12	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	172.5	"AWI"	172.5	2188.5	2625.5	2410	0	756	4	5	0	55	0	0	1	0	0	0	0	300	50	0	0	0	0	23	4	0	1	4	0	0	0	0	13	5	238	17	444	0	0	0	497	0	0	0	0	77	16	0	0	0	0	19	14	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	177.5	"AWI"	177.5	2287	2671.5	2488	0	655	5	3	0	31	0	0	0	0	0	0	0	247	22	0	0	1	0	21	10	0	0	3	0	0	0	0	12	9	162	4	445	0	0	0	479	0	1	0	0	68	12	0	0	0	0	19	13	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	182.5	"AWI"	182.5	2371.5	2723	2579.5	0	578	5	0	0	55	0	0	0	0	0	0	0	262	53	0	0	0	0	18	6	0	1	7	0	0	0	0	25	1	241	5	511	0	0	0	499	0	1	0	0	100	7	0	0	0	0	18	28	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	187.5	"AWI"	187.5	2437	2837	2665.5	0	595	15	5	0	20	0	0	0	0	0	0	0	300	36	0	0	0	0	19	5	0	1	4	0	0	0	0	20	11	455	6	535	0	0	0	415	1	0	0	1	100	11	0	0	0	0	26	25	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	192.5	"AWI"	192.5	2474	3020.5	2745	0	731	16	6	0	45	0	0	0	0	0	0	0	355	33	0	0	0	0	15	1	0	4	6	0	0	0	0	13	7	237	0	692	0	0	0	365	0	1	0	0	129	18	0	0	0	0	28	16	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	197.5	"AWI"	197.5	2576	3111	2841.5	0	593	16	3	0	47	0	0	0	0	0	0	0	243	33	0	0	0	0	21	1	0	0	0	0	0	0	0	15	5	405	12	500	0	0	0	393	0	0	0	0	79	6	0	0	0	0	19	8	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	202.5	"AWI"	202.5	2644	3228.5	2941	0	703	14	4	0	58	0	0	0	0	0	0	0	247	32	0	0	0	0	19	2	0	0	0	0	0	0	0	14	1	331	9	626	0	0	0	310	0	1	0	0	116	1	0	0	0	0	22	13	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	207.5	"AWI"	207.5	2771	3293	3044.5	0	556	20	4	0	37	0	0	0	0	1	0	0	281	28	0	0	0	0	12	2	0	0	0	0	0	0	0	10	1	355	11	534	0	0	0	381	0	4	0	0	90	12	0	0	0	0	36	25	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	212.5	"AWI"	212.5	2865	3386	3144	0	608	11	2	0	45	0	0	0	0	0	0	0	320	39	0	0	0	0	11	11	0	1	0	0	0	0	0	10	4	353	0	460	0	0	0	368	0	5	0	0	106	13	0	0	0	0	40	27	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	217.5	"AWI"	217.5	3034.5	3441.5	3235.5	1	600	9	0	0	59	0	0	0	0	0	0	0	416	30	0	0	0	0	16	1	0	0	0	0	0	0	0	10	1	358	0	437	0	0	0	487	0	2	0	1	65	6	0	0	0	0	40	32	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	222.5	"AWI"	222.5	3183.5	3550.5	3360.5	0	786	7	1	0	44	0	0	0	0	0	0	0	407	15	0	0	0	0	12	3	0	0	2	0	0	0	0	13	2	214	13	276	0	0	0	350	0	1	0	0	49	7	0	0	0	0	37	19	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	227.5	"AWI"	227.5	3281	3886.5	3515.5	1	758	3	1	0	23	0	0	0	0	0	0	0	478	15	1	0	0	0	7	12	0	0	0	0	0	0	0	9	1	160	13	183	0	1	0	426	3	1	0	0	36	8	0	0	0	0	54	130	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	232.5	"AWI"	232.5	3377	4191	3681	1	787	4	1	0	30	0	0	1	0	0	0	0	455	11	0	0	0	0	2	9	0	0	0	0	0	0	0	5	2	180	16	261	0	0	0	346	0	1	0	0	30	4	0	0	0	0	59	17	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	237.5	"AWI"	237.5	3477	4355.5	3881.5	0	765	1	2	0	18	0	0	0	0	0	0	0	452	10	0	0	0	0	4	6	0	0	1	0	0	0	0	8	1	186	7	245	0	0	0	479	0	1	0	1	40	12	0	0	0	0	74	25	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	242.5	"AWI"	242.5	3622	4507	4071.5	0	797	1	0	0	29	0	0	0	0	0	0	0	594	8	1	0	0	0	2	18	0	0	2	0	0	0	0	7	0	152	0	247	0	0	0	453	1	2	0	1	52	7	0	0	0	0	45	19	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	247.5	"AWI"	247.5	3745	4666	4267.5	2	807	3	0	0	31	0	0	0	0	0	0	0	762	9	0	0	0	0	3	6	0	0	0	0	0	0	0	10	1	136	20	163	0	0	0	354	1	1	0	0	39	10	0	0	0	0	31	25	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	252.5	"AWI"	252.5	4034.5	4795	4446	1	767	1	1	0	15	0	0	0	0	0	0	0	774	3	0	0	0	0	3	10	0	0	1	0	0	0	0	3	0	148	11	0	0	0	0	435	0	2	0	0	38	12	0	0	0	0	72	43	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	257.5	"AWI"	257.5	4223	4930.5	4634.5	2	749	1	0	0	9	0	0	1	0	0	0	0	648	11	0	0	0	0	0	31	0	0	1	1	0	0	0	7	2	245	0	0	0	0	0	534	2	2	0	0	27	8	1	0	0	0	95	109	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	262.5	"AWI"	262.5	4537.5	5041.5	4810.5	2	621	1	0	0	5	0	0	1	0	0	0	0	650	10	0	0	0	0	3	25	0	0	0	0	0	0	0	3	0	173	0	0	0	0	0	611	5	2	0	0	41	14	0	0	0	0	73	54	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	267.5	"AWI"	267.5	4636	5342	4951.5	2	533	1	0	0	9	0	0	0	0	0	0	0	672	10	0	0	0	0	0	46	0	0	5	1	0	0	0	1	3	169	0	0	0	0	0	590	1	0	0	0	33	13	0	0	0	0	88	66	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	272.5	"AWI"	272.5	4761.5	5464	5099.5	0	570	1	0	0	10	0	0	0	0	0	0	0	699	2	0	0	0	0	2	50	0	0	1	0	0	0	0	2	0	159	0	0	0	0	0	667	0	1	0	0	32	11	0	0	0	0	117	86	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	277.5	"AWI"	277.5	4854.5	5669	5241	0	581	1	1	0	8	0	0	0	0	0	0	0	668	11	0	0	0	0	0	23	0	0	2	0	0	0	0	2	0	182	0	0	0	0	0	591	1	0	0	0	40	5	0	1	0	0	83	99	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	282.5	"AWI"	282.5	4978.5	5781	5395	0	680	0	1	2	4	0	0	1	0	0	0	0	718	22	0	0	0	0	0	21	0	0	1	0	0	0	0	0	1	185	0	0	0	0	0	573	0	2	0	0	30	1	1	0	0	0	91	108	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	287.5	"AWI"	287.5	5121	5907.5	5536	0	716	2	1	0	5	0	0	0	0	0	0	0	744	8	0	0	0	0	0	14	0	0	1	0	0	0	0	3	0	222	0	0	0	0	0	575	0	1	0	0	32	10	0	0	0	0	108	131	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	292.5	"AWI"	292.5	5284	6005.5	5689	0	792	0	1	0	10	0	0	0	0	0	0	0	704	9	0	0	0	0	0	15	0	0	4	0	0	0	0	0	0	217	0	117	0	0	0	474	0	1	0	0	17	7	0	0	0	0	78	55	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	297.5	"AWI"	297.5	5514.5	6106.5	5831	0	831	1	0	0	3	0	0	0	0	0	0	0	534	12	0	0	0	0	1	19	0	0	4	0	0	0	0	4	2	335	4	0	0	0	0	454	0	2	0	0	15	15	0	1	0	0	69	33	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	302.5	"AWI"	302.5	5739	6195.5	5966.5	0	944	2	3	0	5	0	0	0	0	0	0	0	475	15	0	0	0	0	1	9	0	0	10	0	0	0	0	1	0	218	0	96	0	0	0	407	0	1	0	0	18	10	0	0	0	0	88	35	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	307.5	"AWI"	307.5	5842	6362.5	6108.5	0	747	2	0	0	2	0	0	0	0	0	0	0	479	13	0	0	0	0	0	13	0	0	6	0	0	0	0	2	0	264	0	0	0	0	0	481	1	4	0	0	9	6	0	0	0	0	104	105	1
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	312.5	"AWI"	312.5	5901.5	6620	6231	0	851	0	0	0	4	0	0	1	0	0	0	0	523	22	0	0	0	0	1	20	0	0	1	0	0	0	0	1	0	269	0	0	0	0	0	445	1	1	0	0	14	9	0	0	0	0	81	96	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	317.5	"AWI"	317.5	6029.5	6745.5	6372.5	0	781	6	1	0	2	0	0	0	0	0	0	0	445	6	0	0	0	0	0	18	0	0	1	0	0	0	0	1	0	297	0	0	0	0	0	502	0	0	0	0	12	6	1	0	0	0	111	128	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	322.5	"AWI"	322.5	6103	6894	6510	0	836	1	1	1	6	0	0	0	0	0	0	0	524	8	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	130	0	0	0	1	0	520	0	0	0	0	16	10	2	0	0	0	106	174	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	327.5	"AWI"	327.5	6263	6968.5	6653.5	0	769	1	2	0	5	0	0	0	0	0	0	0	580	11	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	172	0	0	0	4	0	524	0	3	0	0	10	18	0	0	0	0	131	161	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	332.5	"AWI"	332.5	6396	7083.5	6793.5	0	678	0	1	0	0	0	0	0	0	0	0	0	635	13	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	273	0	0	0	1	0	554	0	1	0	0	8	5	0	0	0	0	90	169	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	337.5	"AWI"	337.5	6650	7147	6922	0	719	0	0	0	2	0	0	0	0	0	0	0	578	4	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	111	0	0	0	0	0	494	0	2	0	0	6	10	0	0	0	0	97	197	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	342.5	"AWI"	342.5	6786.5	7234.5	7036	0	748	0	0	0	6	0	0	0	0	0	0	0	581	9	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	496	0	2	0	1	6	16	0	0	0	0	95	179	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	347.5	"AWI"	347.5	6864.5	7323	7114.5	0	700	0	0	0	1	0	0	0	0	0	0	0	614	10	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	434	0	2	0	0	6	14	0	0	0	0	98	189	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	352.5	"AWI"	352.5	6934.5	7426	7186	0	725	0	1	0	4	0	0	0	0	0	0	0	653	15	0	0	0	0	0	29	0	0	1	0	0	0	0	0	0	392	0	0	0	0	0	452	0	3	0	0	11	14	0	0	0	0	112	183	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	357.5	"AWI"	357.5	7001.5	7508.5	7259	0	671	1	0	0	1	0	0	0	0	0	0	0	710	4	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	321	0	0	0	0	0	405	0	0	0	0	10	5	3	0	0	0	129	136	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	362.5	"AWI"	362.5	7078.5	7577	7330	0	640	0	0	0	6	0	0	0	0	0	0	0	703	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	423	0	2	0	0	7	3	1	0	0	0	118	148	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	367.5	"AWI"	367.5	7135.5	7652.5	7405	0	783	2	1	0	5	0	0	0	0	0	0	0	589	8	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	408	0	3	0	0	8	12	0	0	0	0	138	153	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	372.5	"AWI"	372.5	7260	7713.5	7472	0	636	0	0	0	10	0	0	0	0	0	0	0	616	3	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	451	0	0	0	0	0	401	0	1	0	0	1	8	0	0	0	0	84	125	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	377.5	"AWI"	377.5	7345.5	7787.5	7547.5	0	643	1	3	0	7	0	0	0	0	0	0	0	659	7	0	0	0	0	0	8	0	0	1	0	0	0	0	0	1	299	0	0	0	0	0	367	0	0	0	0	3	17	1	0	0	0	111	143	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	382.5	"AWI"	382.5	7480	7861.5	7630.5	0	742	0	0	0	8	0	0	0	0	0	0	0	614	5	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	267	0	0	0	0	0	415	0	0	0	0	3	11	0	0	0	0	75	143	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	387.5	"AWI"	387.5	7542.5	7980	7720.5	0	550	1	0	2	7	0	0	0	0	0	0	0	626	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	644	0	0	0	0	0	346	1	1	0	0	4	6	1	0	0	0	103	136	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	392.5	"AWI"	392.5	7622	8138	7849	0	695	0	0	0	2	0	0	0	0	0	0	0	685	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	419	0	1	0	0	6	3	0	0	0	0	194	156	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	397.5	"AWI"	397.5	7692.5	8341.5	7969	0	776	0	0	0	7	0	0	0	0	0	0	0	434	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	379	0	3	0	0	10	15	0	0	0	0	98	136	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	402.5	"AWI"	402.5	7775	8433.5	8101	0	718	2	0	0	5	0	0	0	0	0	0	0	561	7	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	445	0	103	0	0	0	363	0	2	0	0	14	11	1	0	0	0	97	159	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	407.5	"AWI"	407.5	7888	8562.5	8221	0	726	1	0	0	3	0	0	0	0	0	0	0	396	9	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	461	0	0	0	0	0	419	0	1	0	0	10	9	0	0	0	0	59	197	0
3398	4403	"Lake Sämbosjön"	57.16313	12.41426	412.5	"AWI"	412.5	8003	8660.5	8348	0	574	4	0	0	3	0	0	0	0	0	0	0	391	10	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	639	0	0	0	0	0	384	0	1	0	1	8	21	0	0	0	0	51	174	0
