"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Asteraceae"	"Boraginaceae"	"Cyperaceae"	"Indeterminable"	"Juniperus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Quercus.evg.type"	"Rumex"	"Scrophulariaceae"	"Urticaceae"
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	0	"AWI"	0	-107	86	-33	0	0	0.512820512820513	39.4871794871795	0	2.56410256410256	26.6666666666667	1.02564102564103	25.1282051282051	0.512820512820513	2.05128205128205	0	0	2.05128205128205
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	10	"AWI"	10	-22	328	108	7.36842105263158	0	0.526315789473684	46.3157894736842	2.63157894736842	1.05263157894737	21.5789473684211	1.57894736842105	14.2105263157895	0	2.10526315789474	0	0	2.63157894736842
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	20	"AWI"	20	73	509	255	7.33333333333333	0	0.666666666666667	32.6666666666667	3.33333333333333	6	17.3333333333333	2.66666666666667	23.3333333333333	1.33333333333333	1.33333333333333	0.666666666666667	1.33333333333333	2
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	30	"AWI"	30	188	675	404	5.23255813953488	0	1.16279069767442	32.5581395348837	2.90697674418605	2.90697674418605	27.3255813953488	1.16279069767442	19.7674418604651	0.581395348837209	1.74418604651163	1.16279069767442	1.74418604651163	1.74418604651163
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	40	"AWI"	40	312	835	558	7.14285714285714	0	0	43.5064935064935	3.24675324675325	3.8961038961039	22.0779220779221	1.94805194805195	14.9350649350649	0	1.94805194805195	0	0	1.2987012987013
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	50	"AWI"	50	450	974	709	19.5402298850575	0	1.14942528735632	25.2873563218391	2.8735632183908	4.59770114942529	21.264367816092	2.29885057471264	17.816091954023	0	2.29885057471264	0	1.14942528735632	1.72413793103448
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	60	"AWI"	60	591	1107	859	29.4736842105263	0	1.57894736842105	17.3684210526316	2.63157894736842	4.21052631578947	19.4736842105263	1.05263157894737	17.8947368421053	0	3.15789473684211	0.526315789473684	1.05263157894737	1.57894736842105
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	70	"AWI"	70	750	1227	1009	15.2073732718894	0	0.921658986175115	25.8064516129032	1.84331797235023	9.67741935483871	16.1290322580645	0.921658986175115	24.4239631336406	0	2.30414746543779	0.921658986175115	0	1.84331797235023
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	80	"AWI"	80	918	1344	1159	24.1071428571429	0	1.33928571428571	24.5535714285714	1.78571428571429	5.80357142857143	16.5178571428571	0	19.6428571428571	0	1.78571428571429	0.892857142857143	1.33928571428571	2.23214285714286
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	90	"AWI"	90	1111	1446	1305	30.5699481865285	0	1.03626943005181	28.4974093264249	2.59067357512953	5.69948186528497	8.80829015544041	0.518134715025907	13.4715025906736	0	1.55440414507772	2.07253886010363	1.55440414507772	3.62694300518135
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	100	"AWI"	100	1323	1552	1427	30	0	2	27.3333333333333	3.33333333333333	6	11.3333333333333	0	10.6666666666667	0	2.66666666666667	2	1.33333333333333	3.33333333333333
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	110	"AWI"	110	1386	1700	1526	30	0	1.53846153846154	24.6153846153846	4.61538461538462	5.38461538461539	10.7692307692308	0	13.8461538461538	0	4.61538461538462	1.53846153846154	0.769230769230769	2.30769230769231
23923	41525	"Almenara de Adaja"	41.19194	-4.66806	120	"AWI"	120	1457	1824	1622	12.7906976744186	0	1.16279069767442	50	2.32558139534884	1.16279069767442	0	2.32558139534884	25.5813953488372	0	1.16279069767442	0	1.16279069767442	2.32558139534884
