"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
26028	45115	"Clonearl Bog"	53.31667	-7.3	20.5	"AWI"	20.5	1995	2154.5	2081.5	14.4329896907216	0	0	0	0	0	0.687285223367698	0	0	0	72.5085910652921	4.81099656357388	0	0	0	1.3745704467354	0	0	0.343642611683849	0	0	0	0	0	0	4.12371134020619	0	0	0	0	0.687285223367698	0	0	0	1.03092783505155	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	22.5	"AWI"	22.5	2006	2174.5	2098	10.8108108108108	0	0	0	0	0	1.68918918918919	0	0	0	78.3783783783784	3.71621621621622	0	0	0.337837837837838	0	0	0	0	0	0	0	0	0	0	3.71621621621622	0	0	0	0	0.675675675675676	0	0	0	0.675675675675676	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	24.5	"AWI"	24.5	2015.5	2204	2112	16.5730337078652	0	0	0	0	0	1.12359550561798	0	0	0	70.2247191011236	3.37078651685393	0	0	0	0.280898876404494	0	0	0	0	0.280898876404494	0	0	0	0	6.74157303370786	0.280898876404494	0	0	0	0	0	0	0.280898876404494	0.280898876404494	0.561797752808989
26028	45115	"Clonearl Bog"	53.31667	-7.3	26.5	"AWI"	26.5	2028.5	2221.5	2128	6.4327485380117	0	0	0	0	0	1.16959064327485	0	0	0.292397660818713	77.1929824561403	3.80116959064327	0	0	0.292397660818713	0.87719298245614	0	0	0	0	1.16959064327485	0	0	0	0	7.89473684210526	0	0	0	0	0.584795321637427	0	0	0	0.292397660818713	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	28.5	"AWI"	28.5	2040	2237.5	2144	7.83847980997625	0.237529691211401	0	0.237529691211401	0.237529691211401	0	2.61282660332542	0	0	0	52.2565320665083	4.51306413301663	13.5391923990499	0	0	1.18764845605701	0.237529691211401	0.950118764845606	0	0	0.712589073634204	0	0	0	0	11.6389548693587	0.237529691211401	0.475059382422803	0	0	0.712589073634204	0	0	0	1.66270783847981	0.712589073634204
26028	45115	"Clonearl Bog"	53.31667	-7.3	30.5	"AWI"	30.5	2051	2255	2160	8.19277108433735	0	0	0	0	0	2.16867469879518	0	0.240963855421687	0	44.0963855421687	4.57831325301205	15.1807228915663	0	0	3.85542168674699	0.240963855421687	0	0	0	0.481927710843374	0	0	0	0	19.0361445783133	0.240963855421687	0	0	0	0.240963855421687	0	0	0	0.72289156626506	0.72289156626506
26028	45115	"Clonearl Bog"	53.31667	-7.3	32.5	"AWI"	32.5	2066	2264.5	2178.5	11.7647058823529	0	0	0	0.245098039215686	0	1.7156862745098	0	0	0.245098039215686	47.7941176470588	12.7450980392157	0	0	0	3.18627450980392	0	0.490196078431373	0	0	0.735294117647059	0	0	0	0	15.6862745098039	0	0.490196078431373	0	0	0.980392156862745	0	0	0	1.7156862745098	2.20588235294118
26028	45115	"Clonearl Bog"	53.31667	-7.3	34.5	"AWI"	34.5	2078	2278	2195	12.6262626262626	0	0	0.252525252525253	0.252525252525253	0	2.77777777777778	0	0	0	46.969696969697	11.1111111111111	0	0	0	6.06060606060606	0	0	0	0	0.252525252525253	0	0	0	0	17.6767676767677	0	0	0	0	1.01010101010101	0	0	0.252525252525253	0	0.757575757575758
26028	45115	"Clonearl Bog"	53.31667	-7.3	36.5	"AWI"	36.5	2099	2288	2210	7.18232044198895	0	0	0	0	0	1.10497237569061	0	0	0	59.3922651933702	8.01104972375691	0	0	0	4.14364640883978	0	1.93370165745856	0	0	0.276243093922652	0	0	0	0	14.3646408839779	0	0	0	0	0.552486187845304	0	0	0.276243093922652	0.552486187845304	2.20994475138122
26028	45115	"Clonearl Bog"	53.31667	-7.3	38.5	"AWI"	38.5	2119.5	2299.5	2226	10.0490196078431	0	0	0	0	0	1.96078431372549	0	0	0	71.078431372549	4.90196078431373	0	0	0.245098039215686	1.47058823529412	0	0	0.245098039215686	0	0	0	0	0	0	8.57843137254902	0	0	0	0	0.245098039215686	0	0	0	0.980392156862745	0.245098039215686
26028	45115	"Clonearl Bog"	53.31667	-7.3	40.5	"AWI"	40.5	2141.5	2315	2242	9.09090909090909	0	0	0.454545454545455	0	0	0.681818181818182	0	0	0	79.0909090909091	1.36363636363636	0	0	0	3.18181818181818	0	0	0	0	0	0	0	0	0	4.77272727272727	0	0	0	0	0.909090909090909	0	0	0	0.454545454545455	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	42.5	"AWI"	42.5	2168	2323.5	2257.5	9.64912280701754	0	0	0	0	0	0.87719298245614	0	0	0.219298245614035	78.9473684210526	2.19298245614035	0	0	0	1.53508771929825	0.219298245614035	0	0	0	0	0	0	0	0	4.82456140350877	0.219298245614035	0	0	0	0.43859649122807	0	0	0	0.87719298245614	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	44.5	"AWI"	44.5	2184.5	2334	2279.5	11.0647181628392	0	0	0	0	0	0.417536534446764	0	0	0	69.3110647181628	1.87891440501044	0	0	0	3.13152400835073	0	0	0	0	0	0	0	0	0	8.55949895615866	0	0	0	0	0.835073068893528	0	0	0	4.80167014613779	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	46.5	"AWI"	46.5	2224.5	2343.5	2300	10.655737704918	0	0	0	0	0	0.614754098360656	0	0	0	61.2704918032787	0.614754098360656	0	0	0	4.91803278688525	0	0	0	0	0	0	0	0	0	7.78688524590164	0	0	0.204918032786885	0	0	0	0	0	13.9344262295082	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	48.5	"AWI"	48.5	2261.5	2355.5	2322	8.80361173814898	0	0	0	0	0	1.35440180586907	0	0	0	62.5282167042889	5.86907449209932	0	0	0	4.74040632054176	0	0	0	0	0.225733634311512	0	0	0	0.225733634311512	8.12641083521445	0.225733634311512	0	0	0	0.451467268623025	0	0	0	7.44920993227991	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	50.5	"AWI"	50.5	2295.5	2388	2343.5	6.73076923076923	0	0	0.192307692307692	0	0	1.15384615384615	0	0	0	63.2692307692308	3.07692307692308	0	0	0	9.61538461538462	0	0	0	0	0.384615384615385	0	0	0	0	9.03846153846154	0	0	0	0	0.192307692307692	0	0	0	6.15384615384615	0.192307692307692
26028	45115	"Clonearl Bog"	53.31667	-7.3	52.5	"AWI"	52.5	2323	2431.5	2367	13.1696428571429	0	0	0	0	0	1.11607142857143	0	0	0	63.1696428571429	3.57142857142857	0	0	0	4.24107142857143	0	0	0	0	0.223214285714286	0	0	0	0	11.3839285714286	0.223214285714286	0	0	0	0.669642857142857	0	0	0	2.23214285714286	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	54.5	"AWI"	54.5	2336	2491	2391	8.45665961945032	0	0.211416490486258	0	0	0	1.05708245243129	0	0	0	57.5052854122622	2.95983086680761	5.91966173361522	0.211416490486258	0	9.51374207188161	0	0	0	0	0.211416490486258	0	0	0	0	10.3594080338266	0	0	0	0	0	0.211416490486258	0	0	2.95983086680761	0.422832980972516
26028	45115	"Clonearl Bog"	53.31667	-7.3	56.5	"AWI"	56.5	2351.5	2521.5	2415	11.4107883817427	0	0	0	0	0	1.2448132780083	0	0	0	53.3195020746888	2.69709543568465	0	0	0	9.95850622406639	0	0.4149377593361	0	0	0.20746887966805	0	0	0	0	9.12863070539419	0	0	0	0	0.622406639004149	0	0	0	10.9958506224066	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	58.5	"AWI"	58.5	2364.5	2549.5	2437.5	11.9402985074627	0	0.213219616204691	0	0	0	2.55863539445629	0	0	0	53.5181236673774	2.13219616204691	0	0	0	12.7931769722815	0	1.06609808102345	0	0	0	0	0	0	0	8.52878464818763	0	0	0	0	0.426439232409382	0	0.426439232409382	0	5.97014925373134	0.426439232409382
26028	45115	"Clonearl Bog"	53.31667	-7.3	60.5	"AWI"	60.5	2376.5	2587.5	2460	13.0023640661939	0	0	0	0	0	0.945626477541371	0	0	0	52.2458628841608	3.3096926713948	0	0	0.236406619385343	8.03782505910165	0	0	0	0.236406619385343	0.472813238770686	0	0	0	0.236406619385343	8.74704491725768	0	0	0	0	0.236406619385343	0	0	0	12.2931442080378	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	62.5	"AWI"	62.5	2393.5	2608	2484.5	13.6712749615975	0	0	0	0	0	2.1505376344086	0	0	0	48.5407066052227	2.45775729646697	5.37634408602151	0	0	11.0599078341014	0	0.307219662058372	0	0	0.153609831029186	0	0	0	0	7.98771121351766	0.153609831029186	0.307219662058372	0	0	0	0	0	0	7.52688172043011	0.307219662058372
26028	45115	"Clonearl Bog"	53.31667	-7.3	64.5	"AWI"	64.5	2404	2637	2509	10.9865470852018	0	0	0.224215246636771	0	0	0.896860986547085	0	0	0	58.7443946188341	2.01793721973094	0	0	0.224215246636771	6.72645739910314	0	0	0	0	0	0	0	0	0.448430493273543	11.4349775784753	0	0	0	0	0.896860986547085	0	0	0	7.39910313901345	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	66.5	"AWI"	66.5	2426	2658	2532.5	11.304347826087	0	0	0.217391304347826	0.217391304347826	0	1.73913043478261	0	0	0.217391304347826	52.3913043478261	3.91304347826087	0	0	0	8.04347826086956	0	0	0	0	0.652173913043478	0	0	0	0	10.4347826086957	0	0	0	0	0.652173913043478	0	0	0.434782608695652	9.34782608695652	0.434782608695652
26028	45115	"Clonearl Bog"	53.31667	-7.3	68.5	"AWI"	68.5	2443.5	2682	2557	12.9675810473815	0	0	0.249376558603491	0	0	1.49625935162095	0	0	0	58.6034912718205	5.98503740648379	0	0	0	4.98753117206983	0.249376558603491	0	0	0	0	0	0	0	0	8.7281795511222	0	0	0	0	1.24688279301746	0	0	0	5.48628428927681	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	70.5	"AWI"	70.5	2460.5	2707.5	2579.5	10.8433734939759	0	0	0.401606425702811	0	0	0.803212851405622	0	0	0	61.2449799196787	3.21285140562249	0	0.602409638554217	0	5.82329317269076	0	0	0	0	0.200803212851406	0	0	0	0	11.4457831325301	0	0	0	0	0.401606425702811	0	0	0.200803212851406	4.81927710843374	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	72.5	"AWI"	72.5	2483	2725.5	2603.5	16.3551401869159	0	0	0.233644859813084	0	0	0.934579439252336	0	0	0	61.214953271028	1.86915887850467	0	0	0	4.4392523364486	0	0	0	0	0.233644859813084	0	0	0	0	10.7476635514019	0	0	0	0	0.233644859813084	0	0	0	3.73831775700935	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	74.5	"AWI"	74.5	2499.5	2751	2626.5	12.8133704735376	0	0	0	0	0	2.78551532033426	0	0	0	50.6963788300836	4.73537604456824	0	0	0.278551532033426	5.84958217270195	0	0.557103064066852	0	0	0.278551532033426	0	0	0	0	15.3203342618384	0	0.835654596100279	0	0	1.39275766016713	0.278551532033426	0	0.278551532033426	3.34261838440111	0.557103064066852
26028	45115	"Clonearl Bog"	53.31667	-7.3	76.5	"AWI"	76.5	2528	2768.5	2649.5	13.2850241545894	0	0	0.966183574879227	0	0	2.41545893719807	0	0	0	56.280193236715	5.55555555555556	0	0	0	1.69082125603865	1.44927536231884	0	0	0	0.483091787439614	0	0	0	0	12.56038647343	0.483091787439614	0	0	0	0.483091787439614	0	0	0	4.34782608695652	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	78.5	"AWI"	78.5	2553	2787.5	2674.5	10.5793450881612	0	0	0.503778337531486	0	0	2.01511335012594	0	0	0	58.9420654911839	3.5264483627204	0	0	0	2.77078085642317	0	0	0	0	0.251889168765743	0	0	0	0	15.6171284634761	0.251889168765743	0	0	0	0	0	0	0	4.53400503778338	1.00755667506297
26028	45115	"Clonearl Bog"	53.31667	-7.3	80.5	"AWI"	80.5	2577.5	2807.5	2697	11.8932038834951	0.242718446601942	0	0.728155339805825	0.242718446601942	0	0.728155339805825	0	0	0	59.9514563106796	3.88349514563107	0	0	0	3.88349514563107	0	0	0	0	0.242718446601942	0	0	0	0	14.3203883495146	0	0	0	0	0.242718446601942	0	0	0	3.64077669902913	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	82.5	"AWI"	82.5	2611	2823	2720	11.9815668202765	0	0.230414746543779	0	0	0	2.99539170506912	0	0	0	46.3133640552995	4.14746543778802	0	0	0	12.2119815668203	0	0	0	0	0.691244239631336	0	0	0	0	13.8248847926267	0	0.921658986175115	0	0	0.460829493087558	0	0	0	5.29953917050691	0.921658986175115
26028	45115	"Clonearl Bog"	53.31667	-7.3	84.5	"AWI"	84.5	2634.5	2844.5	2742.5	15.2173913043478	0	0	0	0	0	1.77865612648221	0	0	0	49.604743083004	19.3675889328063	0	0	0.197628458498024	1.77865612648221	0.592885375494071	0	0	0	0.592885375494071	0	0	0	0	7.70750988142292	0	0	0	0	0.790513833992095	0	0	0	2.37154150197628	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	86.5	"AWI"	86.5	2680	2860.5	2762.5	19.2105263157895	0	0	0.526315789473684	0	0	3.42105263157895	0	0	0	43.9473684210526	12.3684210526316	0	0	0	5.52631578947368	0	0	0	0	0.263157894736842	0	0	0	0	9.47368421052632	0	0	0	0	1.57894736842105	0	0	0	2.63157894736842	1.05263157894737
26028	45115	"Clonearl Bog"	53.31667	-7.3	88.5	"AWI"	88.5	2724	2881	2783	18.3222958057395	0	0	0.22075055187638	0.22075055187638	0	1.54525386313466	0	0	0	52.9801324503311	5.73951434878587	0	0	0	4.85651214128035	0	0	0	0	0.22075055187638	0	0	0	0	8.83002207505519	0	0	0	0	0.22075055187638	0	0	0	6.84326710816777	0
26028	45115	"Clonearl Bog"	53.31667	-7.3	90.5	"AWI"	90.5	2752.5	2904.5	2803.5	22.7611940298507	0	0	0.746268656716418	0	0	4.1044776119403	0	0	0.373134328358209	39.5522388059701	11.9402985074627	0	0	0	5.59701492537313	0	0	0	0	0.373134328358209	0	0	0	0	8.95522388059701	0.373134328358209	0	0	0	1.49253731343284	0	0	0	2.98507462686567	0.746268656716418
26028	45115	"Clonearl Bog"	53.31667	-7.3	92.5	"AWI"	92.5	2765.5	2924.5	2822.5	19.2429022082019	0.315457413249211	0	0.315457413249211	0	0	5.04731861198738	0	0	0	50.788643533123	3.47003154574132	0	0	0	3.47003154574132	0.315457413249211	0	0	0	1.57728706624606	0	0	0	0	11.6719242902208	0.630914826498423	0	0	0	1.57728706624606	0	0	0	1.26182965299685	0.315457413249211
26028	45115	"Clonearl Bog"	53.31667	-7.3	94.5	"AWI"	94.5	2773	2956.5	2840.5	10.2439024390244	1.46341463414634	0	0	0	0	0.975609756097561	1.46341463414634	0	0.975609756097561	36.5853658536585	11.219512195122	0	0	0	4.8780487804878	0	1.95121951219512	0	0	0.975609756097561	0	0	0	0	23.4146341463415	0.975609756097561	0	0.48780487804878	0	0.975609756097561	0	0	0	1.46341463414634	1.95121951219512
26028	45115	"Clonearl Bog"	53.31667	-7.3	96.5	"AWI"	96.5	2785.5	2982.5	2858.5	11.7460317460317	0.317460317460317	0	0.634920634920635	0	0	3.49206349206349	0	0	0.634920634920635	54.2857142857143	6.98412698412698	0	0	0	2.22222222222222	0	0	0	0	0.634920634920635	0	0	0	0.317460317460317	16.5079365079365	0	0	0	0	0.634920634920635	0	0	0	1.58730158730159	0
