"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16651	26425	"Lutzenberg"	47.46266	12.359188	50	"AWI"	50	9476	11281	10463	0	81	0	0	3	0	45	0	0	0	0	0	0	331	40	0	0	8	0	0	32	0	0	0	0	0	0	0	0	1	77	35	0	0	12	0	39	0	0	0	0	0	0	0	0	0	0	1	92	118	1
16651	26425	"Lutzenberg"	47.46266	12.359188	55	"AWI"	55	9712	11370	10590	3	82	1	0	0	0	63	0	2	0	0	0	0	271	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3	26	32	0	0	27	0	48	0	0	0	1	0	0	0	0	0	0	1	59	74	1
16651	26425	"Lutzenberg"	47.46266	12.359188	60	"AWI"	60	9859	11504	10723	0	112	0	0	3	0	121	0	1	0	0	0	0	362	22	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2	37	149	0	0	96	0	138	0	0	0	1	0	0	0	0	0	0	1	46	179	1
16651	26425	"Lutzenberg"	47.46266	12.359188	65	"AWI"	65	10023	11593	10850	1	112	0	0	5	0	189	0	0	0	0	0	0	139	25	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	14	309	0	0	50	0	29	0	0	0	2	0	2	0	0	0	1	1	59	254	0
16651	26425	"Lutzenberg"	47.46266	12.359188	70	"AWI"	70	10163	11728	10979	0	102	0	0	5	0	157	0	0	0	0	2	0	27	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	415	0	0	65	0	1	0	0	0	0	0	4	0	0	0	0	0	15	19	0
16651	26425	"Lutzenberg"	47.46266	12.359188	75	"AWI"	75	10345	11812	11105	0	85	0	0	1	0	172	0	0	0	0	0	0	10	56	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	667	0	0	34	0	1	0	0	0	0	2	4	0	0	0	0	0	1	2	0
16651	26425	"Lutzenberg"	47.46266	12.359188	80	"AWI"	80	10471	11948	11241	0	21	2	0	1	0	127	0	0	0	0	0	0	6	33	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	626	0	0	31	0	2	0	0	0	1	4	3	0	0	0	1	0	0	0	1
16651	26425	"Lutzenberg"	47.46266	12.359188	85	"AWI"	85	10653	12034	11360	0	16	0	0	0	0	146	0	0	0	0	0	0	4	40	0	0	0	1	0	1	0	0	7	0	0	0	0	0	0	1	507	0	0	109	0	1	0	0	0	0	1	4	0	0	0	0	2	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	87.5	"AWI"	87.5	10709.5	12088	11419.5	0	1	0	0	4	0	88	0	0	0	0	1	0	0	145	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	1	408	0	0	132	0	0	0	0	22	0	0	3	0	0	0	2	2	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	90	"AWI"	90	10766	12153	11482	0	1	0	0	0	0	205	0	0	0	0	0	0	0	95	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	163	0	0	215	0	0	0	0	22	1	1	4	0	0	0	0	2	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	92.5	"AWI"	92.5	10863	12194	11544	0	2	0	0	10	0	112	0	1	0	0	0	0	0	244	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	1	260	0	0	75	0	0	0	0	0	2	3	3	0	0	0	0	5	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	95	"AWI"	95	10960	12233	11611	0	1	0	0	3	0	145	0	0	0	0	0	0	0	171	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	266	0	0	168	0	0	0	0	18	1	2	4	0	0	0	0	2	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	97.5	"AWI"	97.5	11031	12281.5	11675	0	0	0	0	3	0	92	0	0	0	0	1	0	0	229	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	404	0	0	100	0	0	0	0	43	1	0	8	0	0	0	0	5	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	100	"AWI"	100	11093	12349	11739	0	1	4	0	9	0	109	0	0	0	0	0	0	0	164	1	0	1	0	0	0	0	0	15	0	1	0	0	0	0	0	379	0	0	110	0	0	0	0	66	3	2	1	0	0	0	0	6	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	102.5	"AWI"	102.5	11260	12388.5	11816	0	1	4	0	7	0	87	0	1	0	0	1	0	0	98	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	497	0	0	86	0	0	0	0	102	3	3	0	0	0	0	0	5	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	105	"AWI"	105	11382	12437	11901	0	0	2	0	6	0	76	1	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	359	0	0	67	0	0	0	0	167	4	8	4	0	0	0	1	10	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	107.5	"AWI"	107.5	11467.5	12501	11985.5	0	1	2	0	3	0	18	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	696	1	0	96	0	0	0	0	0	3	0	7	0	0	0	0	2	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	110	"AWI"	110	11532	12599	12075	0	0	3	0	6	0	15	0	0	0	0	0	0	0	84	1	1	2	2	0	0	0	0	19	1	0	0	0	0	0	0	462	0	0	91	0	0	0	0	0	3	6	2	0	0	0	0	6	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	112.5	"AWI"	112.5	11690.5	12644	12181	0	0	1	0	3	0	39	0	0	0	0	0	0	0	51	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	667	0	0	111	0	0	0	0	0	2	1	3	0	0	0	0	5	1	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	115	"AWI"	115	11811	12707	12295	0	0	1	4	1	0	38	0	0	0	0	0	0	0	240	1	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	524	2	0	106	0	0	0	0	0	0	2	4	0	0	0	0	3	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	117.5	"AWI"	117.5	11882.5	12817.5	12406.5	0	0	0	0	2	0	90	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	413	0	0	111	0	0	0	0	22	1	1	11	0	0	0	0	7	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	120	"AWI"	120	11950	12970	12511	0	0	0	0	0	0	59	0	0	0	0	0	0	0	224	0	1	0	2	0	0	0	1	4	0	0	0	0	1	0	0	601	0	0	83	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	122.5	"AWI"	122.5	12046.5	13018.5	12580	0	0	0	0	3	0	34	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	483	0	0	81	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	125	"AWI"	125	12123	13075	12654	0	0	1	0	1	0	13	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	334	0	0	69	0	0	0	1	6	1	0	0	0	0	0	0	1	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	127.5	"AWI"	127.5	12175	13154	12725	0	0	0	0	0	0	24	0	1	0	0	0	0	0	367	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	336	0	0	94	0	0	0	0	12	0	0	2	0	0	0	0	1	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	130	"AWI"	130	12220	13255	12788	0	0	0	0	0	0	33	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	412	0	0	49	0	0	0	0	6	2	1	1	0	0	0	0	1	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	132.5	"AWI"	132.5	12341	13295	12855.5	0	0	0	0	1	0	22	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	40	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	135	"AWI"	135	12434	13340	12926	0	0	1	0	1	0	29	0	0	0	0	0	0	0	132	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	535	0	0	55	0	0	0	0	0	1	0	3	0	0	0	0	2	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	137.5	"AWI"	137.5	12497	13396	13000.5	0	0	0	0	0	0	38	0	0	0	0	0	0	0	201	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	547	0	0	68	0	0	0	0	12	0	0	6	0	0	0	0	1	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	140	"AWI"	140	12549	13494	13070	0	1	0	0	3	0	32	0	0	0	0	0	0	0	107	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	529	0	0	133	0	0	0	0	0	0	0	4	0	0	0	1	1	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	142.5	"AWI"	142.5	12688.5	13533.5	13131	0	0	0	0	1	0	11	0	0	0	0	0	0	0	40	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	591	0	0	74	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	145	"AWI"	145	12792	13587	13199	0	2	1	0	6	0	48	0	0	0	0	0	0	0	182	4	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	831	0	0	153	0	0	0	0	0	1	1	3	0	0	0	0	2	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	147.5	"AWI"	147.5	12859	13665	13268.5	0	0	0	0	3	0	30	0	0	0	0	1	0	0	410	0	0	0	4	0	0	0	0	21	0	0	0	0	0	0	0	213	0	0	127	0	0	0	0	0	1	1	14	0	0	0	1	20	0	0	0
16651	26425	"Lutzenberg"	47.46266	12.359188	150	"AWI"	150	12917	13753	13338	0	0	0	0	1	0	47	0	1	0	0	1	0	0	296	0	0	0	2	0	0	0	0	17	0	0	0	32	0	0	0	46	0	1	137	0	0	0	0	0	0	2	4	0	0	0	3	15	0	0	0
