"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3436	4450	"Menez-Cam"	48.25	-3.5	10	"AWI"	10	-39	834	243	0	0.6841046277666	0	0.241448692152918	0.0402414486921529	0.0402414486921529	0	1.24748490945674	0.0402414486921529	0.201207243460765	1.20724346076459	0	0	0.120724346076459	1.40845070422535	0	13.2394366197183	44.9094567404427	0	0	1.16700201207243	0	0.0402414486921529	0.160965794768612	0.0402414486921529	0	0.0402414486921529	0	0.0402414486921529	0	0	1.60965794768612	0.0402414486921529	0	0	0.0402414486921529	0	25.1106639839034	0	0.120724346076459	0.201207243460765	0	4.26559356136821	0	0	0.0402414486921529	3.34004024144869	0.120724346076459	0.0804828973843058	0	0	0	0	0	0	0.160965794768612	0
3436	4450	"Menez-Cam"	48.25	-3.5	20	"AWI"	20	143	1174	663	0	2.62773722627737	0.097323600973236	0.145985401459854	0.048661800486618	0.048661800486618	0	2.77372262773723	0	0.048661800486618	0.145985401459854	0	0	0.097323600973236	4.67153284671533	0	6.42335766423358	6.86131386861314	0	0	1.26520681265207	0	0.194647201946472	0.194647201946472	0	0	0	0	0	0	0	12.0681265206813	0.048661800486618	0.097323600973236	0	0.048661800486618	0	55.3284671532847	0	0	0	0	4.72019464720195	0	0	0.048661800486618	1.45985401459854	0.194647201946472	0.048661800486618	0	0	0	0	0	0.048661800486618	0.24330900243309	0
3436	4450	"Menez-Cam"	48.25	-3.5	30	"AWI"	30	487	1445	1056	0.0485908649173955	3.83867832847425	0.145772594752187	0.145772594752187	0	0.0971817298347911	0	3.49854227405248	0.0971817298347911	0	0	0	0	0.194363459669582	26.0932944606414	0	16.5208940719145	5.15063168124393	0	0	1.0689990281827	0	0.291545189504373	0.0971817298347911	0	0.0485908649173955	0	0	0	0	0	3.83867832847425	0	0.0971817298347911	0	0	1.26336248785228	29.5918367346939	0	0	0	0	6.511175898931	0	0	0.0971817298347911	0.826044703595724	0.194363459669582	0.0485908649173955	0	0	0	0	0	0.0485908649173955	0.145772594752187	0
3436	4450	"Menez-Cam"	48.25	-3.5	40	"AWI"	40	1121	1614	1393	0.0459981600735971	10.0275988960442	0.0919963201471941	0.0919963201471941	0.137994480220791	0.0459981600735971	0	14.2594296228151	0	0	0	0	0	0.0919963201471941	28.9788408463661	0	5.79576816927323	10.0275988960442	0	0	2.06991720331187	0	1.47194112235511	0.367985280588776	0	0.183992640294388	0	0	0	0	0	8.14167433302668	0.0459981600735971	0	0	0.183992640294388	0	0	0	0	0	0	16.3753449862006	0	0	0	0.505979760809568	0.551977920883165	0.0459981600735971	0	0	0	0	0	0.321987120515179	0.137994480220791	0
3436	4450	"Menez-Cam"	48.25	-3.5	45	"AWI"	45	1323	1682	1491	0.0709219858156028	11.1347517730496	0	0.0709219858156028	0.141843971631206	0.0709219858156028	0	15.177304964539	0	0	0	0	0	0.212765957446809	28.0851063829787	0	6.66666666666667	10	0	0	1.84397163120567	0	1.77304964539007	0.0709219858156028	0	0	0	0	0	0	0	7.3758865248227	0	0.425531914893617	0	0.212765957446809	0	0	0.141843971631206	0	0	0	15.3191489361702	0	0	0	0.141843971631206	0.567375886524823	0.0709219858156028	0	0	0	0	0	0.212765957446809	0.212765957446809	0
3436	4450	"Menez-Cam"	48.25	-3.5	50	"AWI"	50	1396	1860	1597	0	10.1098901098901	0	0.0732600732600733	0.293040293040293	0.21978021978022	0	14.0659340659341	0	0	0	0	0	0	25.2747252747253	0	10.6959706959707	2.71062271062271	0	0	0.952380952380952	0	1.83150183150183	0.805860805860806	0	0	0	0	0	0	0	8.27838827838828	0.293040293040293	0.0732600732600733	0	0	0.366300366300366	0	0.0732600732600733	0	0	0	22.7106227106227	0	0	0.0732600732600733	0.146520146520147	0.21978021978022	0.0732600732600733	0	0	0	0	0	0.43956043956044	0.21978021978022	0
3436	4450	"Menez-Cam"	48.25	-3.5	60	"AWI"	60	1485	2080	1741	0	3.13858039594399	0.0965717044905842	0.0965717044905842	0	0.0482858522452921	0	4.00772573635925	0	0	0.0482858522452921	0	0	0	2.36600676001931	0	54.8527281506519	15.4514727184935	0	0	0.338000965717045	0.338000965717045	0.193143408981168	0.144857556735876	0.0482858522452921	0	0	0	0	0	0	0	0.434572670207629	0	0	0.0965717044905842	0	0	0	0	0	0	15.6446161274747	0	0	0	1.54514727184935	0.67600193143409	0.0482858522452921	0	0.0482858522452921	0.144857556735876	0	0.0482858522452921	0.0482858522452921	0.0965717044905842	0
3436	4450	"Menez-Cam"	48.25	-3.5	70	"AWI"	70	1585	2261	1892	0	4.14778668525619	0.104566050888811	0.0348553502962705	0.069710700592541	0.0348553502962705	0	8.67898222377135	0.104566050888811	0	0	0	0	0	4.18264203555246	0	52.8058556988498	12.5827814569536	0	0	0.313698152666434	0.174276751481352	0.104566050888811	0.278842802370164	0	0	0	0	0	0	0	0	1.39421401185082	0.0348553502962705	0	0.104566050888811	0	0	0	0	0	0	9.89891948414082	0	0	0.069710700592541	2.61415127222029	1.60334611362844	0	0.069710700592541	0	0	0	0.0348553502962705	0.209132101777623	0.313698152666434	0.0348553502962705
3436	4450	"Menez-Cam"	48.25	-3.5	80	"AWI"	80	1707	2439	2049	0	4.58452722063037	0.0477554918815664	0	0.0955109837631328	0.0477554918815664	0	51.0028653295129	0	0	0	0	0	0	5.6829035339064	0	20.5826170009551	1.48042024832856	0	0	0.0955109837631328	0	0.0955109837631328	0.0477554918815664	0	0	0	0	0	0	0	0	0.0477554918815664	0	0	0.0477554918815664	0	0	0	0	0	0	11.9866284622732	0	0	0	0.668576886341929	3.24737344794651	0.0955109837631328	0	0	0	0.0477554918815664	0	0.0477554918815664	0.0477554918815664	0
3436	4450	"Menez-Cam"	48.25	-3.5	90	"AWI"	90	1838	2581	2205	0	7.23549488054608	0	0	0.136518771331058	0.068259385665529	0	25.2559726962457	0	0	0	0	0	0	7.71331058020478	0	30.1023890784983	5.80204778156997	0	0	0.204778156996587	0	0.341296928327645	0	0.068259385665529	0	0	0	0	0	0	0	0.136518771331058	0	0	0.204778156996587	0	0	0	0	0	0.068259385665529	16.382252559727	0	0	0	0.546075085324232	5.39249146757679	0.068259385665529	0	0	0	0	0	0.273037542662116	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	100	"AWI"	100	1996	2698	2356	0	6.98051948051948	0.0811688311688312	0	0.324675324675325	0.0811688311688312	0	16.3149350649351	0	0	0	0	0	0	8.6038961038961	0	38.961038961039	3.73376623376623	0	0	0.405844155844156	0.0811688311688312	0.974025974025974	0	0	0	0	0	0	0	0	0	0.324675324675325	0.0811688311688312	0	0.243506493506494	0	0	0	0	0	0	20.0487012987013	0	0	0.0811688311688312	1.13636363636364	0.568181818181818	0.0811688311688312	0	0	0	0.0811688311688312	0	0.487012987012987	0.324675324675325	0
3436	4450	"Menez-Cam"	48.25	-3.5	110	"AWI"	110	2143	2807	2509	0.0288933834151979	3.35163247616296	0	0	0.14446691707599	0.0577867668303958	0	43.5712221901185	0.0288933834151979	0	0	0	0	0	13.8399306558798	0.0577867668303958	26.3507656746605	0.722334585379948	0	0	0.14446691707599	1.09794856977752	0.577867668303958	0	0	0	0	0	0	0	0	0	0.0577867668303958	0	0	0.0288933834151979	0	0	0	0	0	0	9.01473562554175	0	0	0	0.0866801502455938	0.664547818549552	0.0288933834151979	0	0	0.0288933834151979	0	0	0.0288933834151979	0.0866801502455938	0
3436	4450	"Menez-Cam"	48.25	-3.5	115	"AWI"	115	2259	2853	2582	0	3.44827586206897	0	0	0.170988885722428	0	0	42.7187232829866	0	0	0	0	0	0	8.91992020518666	0	31.4904531205472	0.455970361926475	0	0	0.085494442861214	0.0569962952408093	0.42747221430607	0.0284981476204047	0	0	0	0	0	0	0	0	0	0	0	0.0284981476204047	0	0	0	0	0	0	11.1712738671986	0	0	0	0.085494442861214	0.626959247648903	0.0284981476204047	0	0.0284981476204047	0.0284981476204047	0	0	0.170988885722428	0.0284981476204047	0
