"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Nyssa"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14634	22953	"Ispani 2"	41.860556	41.79985	110	"AWI"	110	67	368	213	0	0	697	5	0	7	0	0	0	1	0	0	0	0	0	2	0	0	0	42	4	0	0	0	0	87	0	13	1	0	1	3	1	1	0	0	0	0	0	134	2	30.5	0	0	0	0	1	0	1	50	0	0	1	0	0	0	0	0	0	0	10	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	122	"AWI"	122	92	397	245	0	0	1067	2	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	31	0	0	0	0	0	112	0	19	0	0	1	0	0	0	0	0	0	0	0	161	5	0	0	1	0	0	0	0	1	35	0	0	2	0	0	0	0	0	1	0	19	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	130	"AWI"	130	121	409	264	0	0	784	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	1	0	0	0	123	0	28	0	0	0	1	1	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	7	45	0	0	0	0	1	0	0	1	0	0	15	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	140	"AWI"	140	142	424	293	0.5	0	987	4	0	6	0	0	0	0	1	0	0	0	0	1	0	0	0	51	1	0	0	0	0	120	0	15	0	0	0	1	0	0	0	0	0	0	0	136	12	0	0	2	0	0	0	0	6	45	0	0	0	0	2	0	0	1	0	0	17	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	149	"AWI"	149	158	444	317	0	0	711	4	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	52	2	1	0	0	0	96	0	15	0	0	1	0	0	0	0	0	0	0	0	94	3	26.5	0	0	0	0	0	0	8	35	0	0	1	0	1	0	0	0	0	0	14	1	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	160	"AWI"	160	207	456	346	0	0	741	6	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	43	0	0	0	0	0	112	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	14	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	171	"AWI"	171	241	468	384	1	0	803	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	1	0	0	0	165	0	0	0	0	0	6	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	3	29	0	0	0	0	0	0	0	0	0	0	12	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	180	"AWI"	180	263	488	413	1.5	0	781	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	123	0	1	0	0	0	6	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	34	0	0	1	0	0	0	0	0	0	0	12	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	190	"AWI"	190	313	500	442	0	0	1007	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	112	0	13	0	0	0	0	0	0	0	0	0	0	0	93	4	38.5	0	2	0	0	0	0	2	54	0	0	0	0	0	0	0	1	0	0	12	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	198	"AWI"	198	335	524	463	0	0	887	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	114	0	10	0	0	0	0	2	0	0	0	0	1	0	126	10	41.5	0	0	0	0	0	0	4	64	0	0	0	0	0	0	0	0	0	0	17	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	210	"AWI"	210	349	595	485	0	0	1334	5	0	5	0	0	0	1	0	0	0	0	0	2	0	0	0	64	2	0	0	0	0	141	0	8	0	0	0	0	1	0	0	0	0	0	0	97	5.5	0	0	1	0	0	0	0	8	68	0	0	0	0	0	0	0	0	1	0	12	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	221	"AWI"	221	370	624	511	0	0	1135	6	0	9	0	3	0	0	0	0	0	0	0	1	0	0	0	57	0	0	0	0	0	128	0	18	0	0	1	1	3	0	0	0	0	0	0	88	5.5	0	0	2	0	0	0	0	7	39	0	0	2	0	0	0	0	0	0	0	11	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	230	"AWI"	230	382	662	530	0	0	941	3	0	7	0	0	0	1	0	0	0	0	0	2	0	0	0	36	0	0	0	0	0	157	0	4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	41	0	0	1	0	0	0	0	0	0	0	12	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	240	"AWI"	240	392	712	551	1	0	867	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	57	2	0	1	0	0	173	0	16	0	0	0	0	4	0	2	0	0	0	0	77	1	0	0	2	0	0	0	0	8	83	0	0	1	0	0	0	0	1	0	0	21	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	251	"AWI"	251	418	735	579	1	0	669	4	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	46	0	0	0	0	0	140	0	9	0	0	0	0	2	0	0	0	0	0	0	98	2.5	0	0	2	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	0	7	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	260	"AWI"	260	435	760	601	3	0	1455	8	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	38	0	0	0	0	0	146	0	12	0	0	0	4	8	0	0	0	0	0	0	102	5.5	0	0	2	0	0	0	0	13	56	0	0	1	0	0	0	0	0	0	0	5	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	271	"AWI"	271	455	796	627	0.5	0	615	6	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	27	0	0	1	0	0	128	0	9	0	0	0	3	2	0	0	0	0	0	0	73	8	0	0	1	0	0	0	0	23	38	0	0	4	0	0	0	0	0	0	0	7	2	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	280	"AWI"	280	486	813	652	0	0	794	5	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	26	1	0	0	0	0	187	0	5	0	0	0	3	6	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	8	36	0	0	0	0	0	0	0	0	0	0	20	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	290	"AWI"	290	510	837	678	2	0	972	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	162	0	6	0	0	0	1	3	0	0	0	0	0	0	130	2.5	0	0	1	0	0	0	0	23	49	0	0	1	0	1	0	0	2	0	0	15	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	300	"AWI"	300	525	874	705	0	0	767	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	171	0	8	0	0	0	1	4	0	0	0	0	0	0	112	5	0	0	2	0	0	1	0	10	29	0	0	1	0	0	0	0	0	1	0	9	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	310	"AWI"	310	562	892	729	1	0	1194	4	0	10	0	0	0	1	0	0	0	0	0	1	0	0	0	31	1	0	0	0	0	124	0	11	0	0	0	1	3	0	0	0	0	0	0	134	2	0	0	4	0	0	0	0	11	45	0	0	2	0	1	0	0	0	0	0	10	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	320	"AWI"	320	586	914	754	3	0	820	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	176	0	5	0	0	0	3	2	0	0	0	0	0	0	95	9.5	34.5	0	0	0	0	1	0	25	36	0	0	0	0	0	0	0	0	0	0	7	1	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	330	"AWI"	330	609	946	779	3.5	0	628	3	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	14	1	0	0	0	0	242	0	1	0	0	0	1	3	0	0	0	0	0	0	0	11	56.5	0	1	0	0	0	0	56	18	0	0	0	0	0	0	0	0	1	0	11	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	340	"AWI"	340	642	960	803	1	1	561	4	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	13	2	0	0	0	0	198	0	3	0	0	0	1	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	41	25	0	0	1	0	0	0	0	0	1	0	10	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	351	"AWI"	351	673	981	830	0	0	467	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	27	1	0	0	0	0	92	0	6	0	0	0	0	0	0	0	0	0	0	0	74	1	0	0	1	0	0	0	0	20	25	0	0	0	0	0	0	0	0	0	0	7	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	360	"AWI"	360	691	1009	852	2.5	0	781	9	0	7	0	0	0	0	0	0	0	0	0	1	0	0	0	22	1	0	0	0	0	163	0	2	0	0	0	2	2	0	0	0	0	0	0	87	3.5	28.5	0	1	0	0	0	0	61	28	0	0	0	0	0	0	0	0	0	0	13	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	372	"AWI"	372	739	1022	877	2	0	911	3	0	9	0	0	0	0	0	0	0	0	0	6	0	0	0	26	2	1	0	0	0	174	1	5	0	0	0	0	1	0	0	0	0	0	0	79	7	49	0	0	0	0	0	0	79	36	0	0	1	0	0	0	0	0	0	0	8	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	380	"AWI"	380	765	1037	895	0	0	367	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	53	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	15	0	0	2	0	1	0	0	0	0	0	4	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	390	"AWI"	390	789	1062	919	0	0	625	6	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	16	2	0	0	0	0	192	1	0	0	0	0	1	1	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	36	26	0	0	0	0	1	0	0	0	0	0	7	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	401	"AWI"	401	840	1104	957	0.5	0	573	3	0	5	0	0	0	0	0	0	0	1	1	2	0	0	0	31	1	0	0	0	0	91	0	9	0	0	0	1	4	0	0	0	0	0	3	47	1.5	25.5	0	0	0	0	0	0	11	36	0	0	0	0	0	0	0	1	1	0	6	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	410	"AWI"	410	867	1155	993	2.5	0	1177	5	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	18	2	0	0	0	0	119	2	5	0	0	0	0	2	0	1	0	0	0	0	67	9	0	0	0	0	0	0	0	26	51	0	0	0	0	0	0	0	1	0	0	18	0	0	1
14634	22953	"Ispani 2"	41.860556	41.79985	421	"AWI"	421	896	1242	1037	4	0	720	4	0	8	0	0	0	2	0	0	0	0	0	5	0	0	0	17	2	0	1	0	0	85	0	6	0	0	0	1	1	0	0	0	0	0	0	75	11.5	0	0	1	0	0	0	0	12	37	0	0	1	0	0	0	0	0	0	0	8	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	430	"AWI"	430	937	1280	1085	0.5	0	309	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	15	1	0	0	0	0	36	1	0	0	1	0	3	2	0	0	0	0	0	0	0	2	16.5	0	0	0	0	0	0	4	15	0	0	1	0	1	0	0	0	0	0	4	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	440	"AWI"	440	965	1348	1133	5.5	1	1209	6	0	7	0	0	0	0	0	0	0	0	0	8	0	0	0	15	0	0	0	0	0	103	1	6	0	0	0	1	2	0	0	0	0	1	0	106	5.5	0	0	1	0	0	1	0	10	35	0	0	0	0	0	0	0	0	0	0	14	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	450	"AWI"	450	988	1443	1179	1.5	0	900	4	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	18	0	0	0	0	0	151	19	3	0	0	0	0	1	0	0	0	0	0	0	83	11.5	0	0	2	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	6	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	460	"AWI"	460	1039	1470	1231	2.5	0	842	6	0	8	0	0	0	0	0	0	0	0	0	25	0	0	0	22	0	0	0	0	0	127	5	5	1	0	0	1	0	0	0	0	0	0	0	0	12.5	40	0	1	0	0	0	0	2	43	0	0	2	0	0	0	0	0	0	0	12	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	470	"AWI"	470	1071	1504	1282	2.5	0	795	7	0	3	0	0	0	1	0	0	0	0	0	23	0	0	0	12	0	1	0	0	0	183	1	3	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	0	0	0	0	0	4	51	0	0	0	0	0	0	0	1	0	0	17	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	480	"AWI"	480	1100	1570	1329	0.5	0	646	2	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	12	0	1	0	0	0	232	0	3	0	0	0	0	1	0	0	0	0	1	0	95	4	30.5	0	1	0	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	10	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	490	"AWI"	490	1157	1593	1375	4.5	0	672	2	0	4	0	0	0	3	0	0	0	0	0	17	0	0	0	22	0	0	0	0	0	196	0	7	0	0	0	0	0	0	0	0	0	0	0	94	6	0	0	1	0	0	0	0	1	45	0	0	3	0	0	0	0	0	0	0	15	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	499	"AWI"	499	1192	1619	1420	2	0	839	5	0	4	0	0	0	1	0	0	0	0	0	12	0	0	0	19	0	0	0	0	0	183	0	5	0	0	0	0	1	0	0	0	0	0	0	104	8.5	19.5	0	1	0	0	0	0	1	78	0	0	2	0	0	0	0	0	0	0	21	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	510	"AWI"	510	1228	1671	1472	1.5	0	1158	3	0	6	0	0	0	0	0	0	0	0	0	15	0	0	0	38	0	0	0	0	0	104	7	3	0	0	0	1	1	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	1	37	0	0	1	0	0	0	0	0	0	0	10	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	521	"AWI"	521	1326	1696	1518	1	0	807	1	0	9	0	0	0	0	0	0	0	0	0	13	0	0	0	49	5	1	0	0	0	73	8	5	0	0	0	2	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	68	0	0	2	0	1	0	0	0	0	0	13	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	530	"AWI"	530	1386	1729	1559	2	0	1189	3	0	5	0	0	0	1	0	0	0	0	0	20	0	0	0	68	6	0	0	0	0	99	5	2	0	0	0	1	0	0	0	0	0	0	0	82	4	0	0	0	0	0	1	0	1	77	0	0	1	0	0	0	0	1	0	0	13	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	541	"AWI"	541	1461	1784	1614	2	0	1312	5	0	5	0	0	0	0	0	0	0	0	0	23	0	0	0	36	22	0	0	0	0	67	13	2	0	0	0	1	0	0	0	0	0	0	0	62	1	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	4	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	550	"AWI"	550	1577	1838	1684	1	0	1778	4	0	11	0	0	0	0	0	0	0	0	0	23	0	0	0	63	6	0	0	0	0	46	37	2	0	0	0	1	0	0	0	0	0	0	0	64	4	0	0	1	0	0	0	2	0	114	0	0	1	0	0	0	0	1	0	0	7	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	560	"AWI"	560	1619	2011	1759	0.5	0	1131	1	0	6	0	0	0	0	0	0	0	0	0	21	0	0	0	30	31	0	0	0	0	24	48	1	0	0	0	1	0	0	0	0	0	1	0	0	3.5	26.5	0	1	0	0	0	0	1	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	572	"AWI"	572	1667	2248	1858	2	0	378	0	0	18	0	0	0	0	0	0	0	0	0	21	0	3	0	42	34	0	1	0	0	28	1	0	0	0	0	5	0	0	0	0	0	0	0	14	6	30	0	1	0	0	0	3	2	39	0	0	7	0	0	0	0	2	0	0	3	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	580	"AWI"	580	1709	2355	1949	2	0	243	4	0	8	0	0	0	0	0	0	0	0	0	32	0	3	0	40	45	0	0	0	0	34	1	0	0	0	0	2	0	0	3	0	0	0	0	0	4.5	0	0	0	0	0	0	2	0	56	0	0	6	0	0	0	0	0	0	0	5	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	590	"AWI"	590	1742	2598	2054	1	0	238	6	0	8	0	0	0	0	0	0	0	0	0	37	0	0	0	22	53	0	0	0	0	21	17	0	0	0	0	1	0	0	5	0	0	0	0	0	3.5	0	0	0	0	0	0	9	0	71	0	0	4	0	0	0	0	0	0	0	3	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	602	"AWI"	602	1801	2888	2183	0	0	302	4	0	5	0	0	0	1	0	0	0	0	0	26	0	0	0	22	28	0	0	0	0	35	12	3	0	0	0	0	0	0	1	0	0	0	0	16	0.5	21.5	0	1	0	0	0	5	1	70	0	0	2	0	1	0	0	1	0	0	5	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	610	"AWI"	610	1864	2968	2278	1	0	207	4	0	2	0	0	0	0	0	0	0	0	0	41	0	0	0	17	49	0	0	0	0	43	5	0	0	0	0	0	0	0	1	0	0	0	0	14	3	0	0	1	0	0	0	7	0	70	0	0	2	0	0	0	0	0	0	0	1	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	622	"AWI"	622	1927	3168	2424	1	0	244	7	0	11	0	0	0	0	0	0	0	0	0	36	0	0	0	19	71	0	0	0	0	39	22	1	0	0	0	2	0	0	1	0	0	0	0	0	5.5	0	0	0	0	0	0	19	0	58	0	0	1	0	1	0	0	1	0	0	4	0	2	0
14634	22953	"Ispani 2"	41.860556	41.79985	630	"AWI"	630	1970	3320	2510	0	1	298	8	0	9	0	0	0	1	0	0	0	0	0	44	0	0	0	10	35	0	0	0	2	36	29	0	0	0	0	22	0	0	3	0	0	0	0	13	1.5	35.5	0	0	0	0	0	0	0	37	0	0	2	0	0	0	0	1	1	0	1	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	640	"AWI"	640	2057	3421	2638	3.5	0	927	5	0	14	0	0	0	6	0	0	0	0	0	40	0	0	0	7	6	1	0	0	0	35	18	0	0	0	0	16	0	1	1	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	50	0	0	3	0	0	0	0	0	0	0	5	0	6	0
14634	22953	"Ispani 2"	41.860556	41.79985	651	"AWI"	651	2117	3596	2768	3.5	0	1692	2	0	18	0	0	0	8	0	0	0	0	0	72	0	0	0	9	2	0	0	0	0	35	19	2	0	0	0	2	0	0	0	0	0	0	0	0	5.5	0	0	1	0	0	0	0	1	54	0	0	4	0	0	0	0	1	0	0	5	0	2	0
14634	22953	"Ispani 2"	41.860556	41.79985	660	"AWI"	660	2172	3743	2865	2.5	0	3209	8	0	13	0	0	0	2	0	0	0	0	1	49	0	0	0	7	5	0	0	0	0	80	28	3	0	0	0	6	0	0	0	0	0	0	0	0	9.5	0	0	1	0	0	0	1	0	53	0	0	6	0	2	0	0	1	0	0	10	0	5	0
14634	22953	"Ispani 2"	41.860556	41.79985	671	"AWI"	671	2323	3843	3000	2.5	0	2747	3	0	9	0	0	0	6	0	0	0	0	0	62	0	0	0	9	8	1	0	0	0	54	61	2	0	0	0	9	0	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	48	0	0	15	0	2	0	0	7	1	0	6	0	2	1
14634	22953	"Ispani 2"	41.860556	41.79985	680	"AWI"	680	2384	3956	3111	2.5	0	3041	6	0	10	0	0	0	15	0	0	0	0	1	22	0	0	0	12	9	0	0	0	0	66	15	10	0	0	0	8	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	54	0	0	1	0	0	0	0	10	0	0	7	0	1	0
14634	22953	"Ispani 2"	41.860556	41.79985	690	"AWI"	690	2459	4114	3227	2.5	0	3395	3	0	14	0	0	0	24	0	0	0	0	1	62	0	0	0	9	8	0	0	0	0	38	2	3	0	0	0	1	0	0	0	0	0	0	0	0	10.5	49	0	0	0	0	0	0	0	47	0	0	2	0	1	0	0	0	1	0	9	0	2	0
14634	22953	"Ispani 2"	41.860556	41.79985	699	"AWI"	699	2551	4165	3331	4.5	0	3926	2	0	6	0	0	0	22	0	0	0	0	0	41	0	0	0	14	3	0	0	0	0	26	0	2	0	0	0	11	0	0	0	0	0	0	0	0	6	38.5	0	0	0	0	0	0	2	39	0	0	3	0	0	0	0	1	0	0	8	0	0	0
14634	22953	"Ispani 2"	41.860556	41.79985	710	"AWI"	710	2630	4279	3458	1	0	1323	4	0	3	0	0	0	6	0	0	0	0	0	17	0	0	0	5	14	0	0	0	0	13	7	0	0	0	0	4	1	0	0	0	0	0	0	0	3.5	0	0	0	0	0	0	0	0	15	0	0	2	0	1	0	0	1	0	0	4	0	4	0
14634	22953	"Ispani 2"	41.860556	41.79985	721	"AWI"	721	2738	4412	3590	2.5	0	1825	5	0	12	0	0	0	12	0	0	0	0	0	63	0	0	0	3	65	0	0	0	0	46	1	0	0	0	0	8	0	0	1	0	0	0	0	0	6	46.5	0	0	0	0	0	0	0	34	0	0	7	0	0	0	0	1	0	0	9	0	5	1
14634	22953	"Ispani 2"	41.860556	41.79985	730	"AWI"	730	2872	4484	3703	4.5	0	759	6	0	12	0	0	0	23	0	0	0	0	0	62	0	0	0	11	161	0	0	0	0	19	2	1	0	0	0	5	0	1	0	0	0	0	0	0	7.5	61	0	0	0	0	0	0	1	32	0	0	11	0	0	0	0	3	0	0	8	0	0	0
