"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Melanthiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	881	"AWI"	881	6389	6735	6574	12	0	0	18	0	0	0	20	0	0	114	0	0	0	0	0	0	0	0	0	0	0	45	1	0	4	3	0	0	0	0	0	10	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	33	0	0	0	3	0	3	0	0	0	0	0	0	7	0	3	11	2	3	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	882	"AWI"	882	6405	6740	6580	24	2	0	11	0	0	0	24	0	0	143	0	1	0	0	0	0	0	0	0	0	0	47	0	0	8	1	0	0	0	0	0	15	0	0	0	0	4	0	0	0	5	0	3	0	0	0	0	13	0	0	0	0	0	0	0	34	0	0	0	0	0	37	0	0	0	0	0	4	0	0	0	0	0	0	3	1	2	14	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	883	"AWI"	883	6417	6747	6588	26	2	0	12	0	0	0	33	0	0	156	0	1	0	0	0	0	0	0	1	0	0	67	0	0	7	1	1	0	0	0	0	6	0	1	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	1	0	2	0	0	48	0	0	0	2	0	7	1	0	0	0	0	0	8	2	1	23	1	2	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	884	"AWI"	884	6430	6752	6596	23	1	0	6	1	0	0	22	0	0	156	0	3	0	0	0	0	0	0	1	0	0	50	0	0	15	5	0	0	0	0	0	12	0	1	0	0	10	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	1	0	0	39	0	0	0	3	0	4	1	0	0	0	0	0	6	3	2	45	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	885	"AWI"	885	6446	6758	6603	21	1	0	4	0	0	0	24	0	0	178	0	0	0	0	0	0	0	0	1	1	0	61	0	0	9	3	0	0	0	0	0	5	0	1	0	0	9	0	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	23	0	0	0	1	0	4	0	0	0	0	0	0	5	2	3	15	0	1	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	886	"AWI"	886	6460	6764	6610	24	0	0	11	0	0	0	28	0	0	178	0	1	0	0	0	0	0	0	1	0	0	73	0	0	5	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	50	0	0	0	2	0	0	0	0	0	1	0	0	6	1	4	15	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	887	"AWI"	887	6475	6768	6619	31	3	0	4	0	0	0	22	0	0	180	0	0	0	0	0	0	0	0	0	0	0	88	0	0	9	4	0	0	0	0	0	14	0	1	0	0	7	0	0	0	6	0	2	1	0	0	0	0	0	0	1	0	0	0	0	58	0	0	0	0	0	59	0	0	0	0	0	4	0	0	0	0	0	0	7	1	2	11	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	888	"AWI"	888	6481	6773	6627	27	2	0	7	0	0	0	21	0	0	205	0	0	0	0	1	0	0	1	0	0	0	62	0	0	3	2	0	0	0	0	0	7	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	0	0	0	0	0	6	0	0	0	1	0	0	3	1	4	13	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	889	"AWI"	889	6491	6780	6635	41	0	0	11	0	0	0	33	0	0	222	0	1	0	0	0	0	0	0	0	0	0	54	0	0	11	2	0	0	0	0	0	10	0	0	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	31	0	0	0	2	0	1	1	0	0	0	0	0	13	0	9	15	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	890	"AWI"	890	6497	6786	6642	37	1	0	5	0	0	0	16	0	0	311	0	1	0	0	1	0	0	0	1	0	0	94	0	2	6	3	0	0	0	0	0	16	0	0	0	0	11	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	31	0	0	0	2	0	4	5	0	0	0	0	0	2	0	3	13	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	891	"AWI"	891	6507	6792	6650	28	0	0	7	0	0	0	25	0	0	224	0	1	0	0	0	0	0	0	1	0	0	73	0	1	9	2	0	0	0	0	0	12	0	1	0	0	5	0	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	45	0	0	0	0	0	1	0	0	0	0	0	0	4	3	2	9	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	892	"AWI"	892	6512	6798	6658	14	0	0	13	0	0	0	18	0	0	336	0	1	0	0	2	0	0	0	0	0	0	101	0	0	8	0	0	0	0	0	0	12	0	0	0	0	14	0	0	0	15	0	1	0	0	0	0	4	0	0	0	0	0	0	0	68	0	0	0	0	1	44	0	0	0	2	0	4	6	0	0	0	0	0	6	2	5	17	0	1	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	893	"AWI"	893	6515	6806	6666	14	3	0	14	0	0	0	22	0	0	257	0	1	0	0	0	0	0	0	0	0	0	75	0	0	14	1	1	0	0	0	0	6	0	0	0	0	19	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	63	0	0	0	0	0	5	2	0	0	0	0	1	2	3	7	26	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	894	"AWI"	894	6518	6815	6674	15	0	0	10	0	0	1	20	0	0	158	0	1	0	0	4	0	0	0	0	0	0	73	0	0	24	0	0	0	0	0	0	15	0	2	0	0	18	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	1	0	0	58	0	0	0	3	0	6	0	0	0	0	0	0	9	3	4	23	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	895	"AWI"	895	6523	6827	6682	12	0	0	11	0	0	0	14	0	0	157	0	1	0	0	0	0	0	0	1	0	0	83	0	2	28	1	0	0	0	0	0	7	0	0	0	0	12	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	61	0	0	0	5	0	6	1	0	0	0	0	0	0	2	4	24	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	896	"AWI"	896	6528	6842	6689	13	0	0	14	0	0	0	26	0	0	149	0	2	0	0	0	0	0	0	2	0	0	61	0	2	9	3	0	0	0	2	0	14	0	1	0	0	13	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	86	0	0	2	0	0	39	0	0	0	1	0	2	1	0	0	0	0	1	5	2	4	28	1	2	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	897	"AWI"	897	6530	6854	6696	29	0	0	17	0	0	0	14	0	0	133	0	5	0	0	0	0	0	0	3	0	0	79	0	0	8	0	0	0	0	0	0	16	0	1	0	0	20	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	70	0	0	0	5	0	2	0	0	0	2	0	2	8	4	4	15	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	898	"AWI"	898	6535	6868	6703	21	1	0	8	0	0	0	19	0	0	117	0	5	0	0	2	0	0	0	2	0	0	104	0	3	7	3	0	0	0	0	0	14	0	0	0	0	9	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	1	0	1	51	0	0	0	3	0	7	0	0	0	1	0	0	5	3	1	30	0	1	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	899	"AWI"	899	6540	6885	6712	10	2	0	8	0	0	0	21	0	0	171	0	2	0	0	0	0	0	0	1	0	0	88	0	1	15	1	0	0	0	0	0	12	0	0	0	0	12	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	1	60	0	0	0	1	0	2	0	0	0	1	0	0	5	4	3	18	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	900	"AWI"	900	6546	6900	6719	7	0	0	11	0	0	0	16	0	0	132	0	1	0	0	1	0	0	0	0	0	0	55	1	0	5	0	0	0	0	0	0	5	0	0	0	0	20	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	39	0	0	0	2	0	3	0	0	0	0	1	0	4	4	2	12	2	1	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	901	"AWI"	901	6551	6916	6726	22	2	0	10	0	0	0	16	0	0	122	0	1	0	0	0	0	0	0	0	0	0	65	0	0	7	0	0	0	0	0	0	9	0	0	0	0	11	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	1	0	0	51	0	0	0	3	0	2	0	0	0	0	0	1	0	1	10	18	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	902	"AWI"	902	6551	6929	6733	18	1	0	11	1	0	0	24	0	0	139	0	2	0	0	0	0	0	0	0	0	0	75	2	0	14	1	0	0	0	0	0	13	0	0	0	0	4	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	1	0	0	43	0	0	0	1	0	5	0	0	0	1	0	0	6	1	6	11	0	1	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	903	"AWI"	903	6556	6945	6739	27	1	0	7	1	0	0	12	0	0	178	0	0	0	0	0	0	0	0	0	0	0	65	0	2	17	0	0	0	0	0	0	8	0	0	0	0	8	3	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	1	60	0	0	0	2	0	7	0	0	0	0	0	0	2	1	4	23	4	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	904	"AWI"	904	6559	6960	6747	48	1	0	16	0	0	0	15	0	0	152	0	1	1	0	0	0	0	0	0	0	0	41	0	0	11	0	0	0	0	0	0	4	0	0	0	0	12	0	0	0	17	0	3	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	2	0	0	38	0	0	0	2	0	5	0	0	0	0	0	0	0	1	7	19	3	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	905	"AWI"	905	6561	6975	6755	22	3	0	10	1	0	0	17	0	0	206	0	4	0	0	0	0	0	0	0	0	0	34	0	1	17	2	0	0	0	0	0	5	0	0	0	0	12	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	55	0	0	0	3	0	3	0	0	0	1	0	0	6	2	4	19	3	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	906	"AWI"	906	6564	6996	6762	23	1	0	8	1	0	0	12	0	0	146	0	2	0	3	1	0	0	0	0	0	0	41	1	0	20	0	0	0	0	0	0	5	0	0	0	0	3	1	0	0	20	0	0	0	0	0	0	0	0	0	0	154	0	0	0	68	0	0	4	0	0	30	0	0	0	2	0	1	0	0	0	1	0	0	7	2	6	9	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	907	"AWI"	907	6565	7011	6769	15	1	0	5	0	0	0	17	0	0	188	0	0	0	0	1	0	0	0	3	0	0	50	0	0	13	4	0	0	0	0	0	7	11	0	0	0	2	0	0	0	25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	74	0	0	1	0	0	75	0	0	0	6	0	1	1	0	0	2	0	0	4	2	2	20	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	908	"AWI"	908	6567	7027	6775	14	1	0	8	0	0	0	24	0	0	199	0	0	0	0	1	0	0	0	1	0	0	60	1	0	22	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	2	0	0	48	0	0	0	5	0	7	1	0	0	0	0	0	1	3	4	0	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	909	"AWI"	909	6569	7043	6782	32	1	0	7	0	0	0	21	0	0	121	0	0	0	0	1	0	0	0	1	0	0	39	0	1	14	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	2	0	5	1	0	0	0	0	0	4	4	9	21	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	910	"AWI"	910	6572	7062	6789	12	4	0	6	1	0	0	23	0	0	147	0	1	0	0	0	0	0	0	0	0	0	55	1	1	15	3	0	0	0	0	0	5	0	0	0	0	1	4	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	2	0	2	0	0	0	2	0	0	5	1	6	37	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	911	"AWI"	911	6575	7081	6797	17	0	0	2	1	0	0	15	0	0	143	0	0	1	0	0	0	0	0	0	0	0	48	0	1	16	1	0	0	0	0	0	8	0	0	0	0	0	1	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	98	0	0	3	0	1	51	0	0	0	2	0	0	0	0	0	0	0	0	4	0	8	24	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	911.5	"AWI"	911.5	6577.5	7089.5	6801	11	0	0	3	0	0	0	7	0	0	74	0	0	0	0	1	0	0	0	0	0	0	35	0	0	11	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	58	0	0	0	0	0	31	0	0	0	0	0	2	0	0	0	0	0	0	2	0	7	8	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	912	"AWI"	912	6580	7098	6805	13	0	0	5	0	0	0	19	0	0	120	0	0	0	0	0	0	0	0	0	0	0	66	0	0	15	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	6	0	6	0	0	0	0	0	0	1	0	7	20	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	912.5	"AWI"	912.5	6584	7102.5	6808.5	12	1	0	3	1	0	0	15	0	0	126	0	0	0	0	0	0	0	0	0	0	0	63	0	0	11	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	50	0	0	0	4	0	0	0	0	0	0	0	0	2	1	10	36	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	913	"AWI"	913	6588	7107	6812	17	2	0	3	1	0	0	18	0	0	111	0	2	0	0	0	0	0	0	0	1	0	65	0	0	13	1	0	0	0	0	0	4	0	0	0	0	0	3	0	0	13	0	2	0	0	0	0	5	0	0	0	0	0	0	0	105	0	0	0	0	1	50	0	0	0	9	0	3	0	0	0	0	0	2	2	1	10	18	0	1	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	913.5	"AWI"	913.5	6594	7108.5	6816	17	0	0	3	0	0	0	14	0	0	103	0	0	0	0	0	0	0	0	0	0	0	56	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	1	0	0	55	0	0	0	5	0	2	0	0	0	0	0	0	2	1	4	28	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	914	"AWI"	914	6600	7110	6820	14	3	0	5	3	0	0	10	0	0	115	0	0	0	0	0	0	0	0	0	0	0	45	0	0	14	0	0	0	0	0	0	13	0	0	0	0	2	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	47	0	0	0	4	0	3	0	0	0	0	0	0	2	0	10	32	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	914.5	"AWI"	914.5	6606.5	7111.5	6823.5	25	3	0	7	0	0	0	11	0	0	116	0	0	0	0	0	0	0	0	0	0	0	40	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	51	0	0	0	1	0	3	0	0	0	0	0	0	2	1	14	29	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	915	"AWI"	915	6613	7113	6827	24	1	0	5	2	0	0	19	0	0	166	0	0	0	0	1	0	0	0	1	0	0	59	0	0	16	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	8	0	0	0	0	0	1	2	1	11	19	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	916	"AWI"	916	6626	7116	6835	31	4	0	1	2	0	0	24	0	0	175	0	1	0	0	0	0	0	0	0	0	0	57	0	1	19	1	0	0	0	0	0	5	0	0	0	0	2	1	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	1	0	0	108	0	0	0	6	0	4	1	0	0	0	0	0	3	1	6	27	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	917	"AWI"	917	6638	7120	6843	18	0	0	5	1	0	0	13	0	0	180	0	2	0	0	0	0	0	0	1	0	0	37	0	0	11	3	0	0	0	0	0	6	0	0	0	0	0	0	0	1	23	0	3	0	0	0	0	0	1	0	0	0	0	0	0	102	0	0	5	0	0	64	0	0	0	3	0	2	2	0	0	0	0	0	3	1	8	48	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	918	"AWI"	918	6650	7122	6853	24	1	0	4	0	0	0	15	0	0	162	0	1	0	0	0	0	0	0	0	0	0	61	0	0	17	0	0	0	0	0	0	11	0	0	0	0	3	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	2	0	0	58	0	0	0	4	0	3	0	0	0	0	0	1	3	0	5	38	1	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	919	"AWI"	919	6663	7125	6860	19	1	0	3	1	0	0	14	0	0	136	0	3	0	0	3	0	0	0	0	0	0	48	0	0	9	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	8	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	87	0	0	0	2	0	4	0	0	0	2	0	1	1	3	16	34	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	920	"AWI"	920	6672	7128	6868	18	1	0	4	1	0	0	10	0	0	88	0	0	0	0	0	0	0	0	0	0	0	19	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	9	0	1	0	0	0	0	0	0	0	0	110	0	0	0	123	0	0	1	0	2	45	0	0	0	4	0	1	1	0	0	0	0	0	0	2	5	11	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	921	"AWI"	921	6684	7130	6877	17	1	0	1	1	0	0	20	0	0	212	0	0	0	0	1	0	0	0	0	0	0	37	0	0	4	1	0	0	0	0	0	4	0	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	1	0	1	0	1	0	0	0	0	0	1	2	15	0	0	0	0
23402	46653	"Lac du Mont d'Orge Sion"	46.23376	7.33926	922	"AWI"	922	6694	7133	6883	12	0	0	6	1	0	0	22	0	0	204	0	0	0	0	0	0	0	0	0	0	0	29	0	0	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	50	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	15	0	0	0	0
