"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	0	"AWI"	0	-143	27	-64	1.10847189231987	0.158353127474268	0.712589073634204	0	0.158353127474268	0	0	2.21694378463975	0.0791765637371338	0	0	0	0	0	0	0.475059382422803	2.21694378463975	0	0	0	0	4.03800475059382	0	0	0	0	0	0	0	0.63341250989707	0	0	0.237529691211401	69.5961995249406	6.73000791765637	0	10.5304829770388	0	0.554235946159937	0	0	0	0	0.0791765637371338	0	0	0.0791765637371338	0.158353127474268	0.237529691211401	0
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	20	"AWI"	20	-34	1254	408	6.35593220338983	0.564971751412429	32.4858757062147	0.282485875706215	0.423728813559322	0	0	15.5367231638418	0	0	0	0	0	0.141242937853107	0	2.96610169491525	9.6045197740113	0	0	0	0	8.75706214689266	0	0.282485875706215	0	0	0.141242937853107	0	0	0.988700564971752	0	0	2.25988700564972	0	16.1016949152542	0	0	0	1.55367231638418	0	0	0	0	0.706214689265537	0	0	0.141242937853107	0	0.282485875706215	0.423728813559322
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	40	"AWI"	40	183	1921	970	9.04615384615385	0	6.03076923076923	0.0615384615384615	0.123076923076923	0.123076923076923	0	1.47692307692308	2.76923076923077	0	0	0	0	0	0	0.430769230769231	2.58461538461538	0	0	0	0	3.2	0	0	0	0	0	0.0615384615384615	0	0.492307692307692	0.184615384615385	0	0.123076923076923	47.5692307692308	14.2769230769231	0	7.56923076923077	0	0.923076923076923	0	0	2.64615384615385	0	0	0	0	0.123076923076923	0	0.123076923076923	0.0615384615384615
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	60	"AWI"	60	596	2425	1532	29.0102389078498	0.341296928327645	18.0887372013652	0.341296928327645	0	0.170648464163823	0	3.58361774744027	0	0	0	0	0.170648464163823	0	0	0.511945392491468	3.58361774744027	0	0	0	0	13.8225255972696	0	0	0	0	0	0.170648464163823	0	0.853242320819113	0	0	0	0	15.358361774744	0	11.7747440273038	0	0.853242320819113	0	0	0.68259385665529	0	0.341296928327645	0	0	0.170648464163823	0.170648464163823	0	0
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	80	"AWI"	80	1035	2802	2141	25.4789272030651	0	11.6858237547893	0	0	0.383141762452107	0	4.02298850574713	6.70498084291188	0	0	0	0.574712643678161	0	0	1.34099616858238	8.04597701149425	0	0	0	0	12.2605363984674	0	0	0	0	0	0	0	0.574712643678161	0	0	0.383141762452107	0	22.2222222222222	0	0	0	0.383141762452107	0	0	5.55555555555556	0	0	0	0	0	0	0	0.383141762452107
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	100	"AWI"	100	1904	2960	2655	11.6197183098592	0.352112676056338	28.3450704225352	0	0.176056338028169	0.704225352112676	0	4.57746478873239	1.05633802816901	0	0	0	0	0	0	1.40845070422535	12.6760563380282	0	0	0	0	14.2605633802817	0	0.176056338028169	0	0	0	0	0	0	0.176056338028169	0	0	0	15.8450704225352	0	0	0	0.880281690140845	0	0	7.21830985915493	0	0.176056338028169	0	0	0	0	0.352112676056338	0
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	120	"AWI"	120	2130	3164	2864	24.58432304038	0.356294536817102	14.6080760095012	0.237529691211401	0	0.118764845605701	0	5.93824228028503	0	0	0	0.237529691211401	0	0	0	1.78147268408551	14.3705463182898	0	0	0	0	15.4394299287411	0	0	0	0	0	0	0	0.237529691211401	0	0	0.237529691211401	0	12.4703087885986	0	6.88836104513064	0	1.54394299287411	0	0	0	0	0.118764845605701	0	0	0	0.118764845605701	0.712589073634204	0
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	140	"AWI"	140	2286	3335	2972	32.9959514170041	0	13.5627530364372	0	0	0.607287449392713	0	5.66801619433198	0.202429149797571	0	0	0	0.404858299595142	0	0	2.63157894736842	11.1336032388664	0	0	0	0	11.1336032388664	0	0	0	0	0	0	0	0	0	0	0.404858299595142	0	19.0283400809717	0	0	0	1.82186234817814	0	0	0	0	0	0.202429149797571	0	0	0	0.202429149797571	0
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	160	"AWI"	160	2435	3497	3085	33.0708661417323	0	18.3070866141732	0.590551181102362	0	0.393700787401575	0	2.36220472440945	0	0	0	0	0.196850393700787	0	0	0.78740157480315	8.07086614173228	0	0	0	0	13.7795275590551	0	0	0	0	0	0	0	0.196850393700787	0	0	0	0	12.5984251968504	0	7.8740157480315	0	1.18110236220472	0	0	0.196850393700787	0	0	0	0	0	0.196850393700787	0.196850393700787	0
3089	4024	"Dürrenecksee-Moor"	47.16667	13.86667	180	"AWI"	180	2595	3622	3205	36.3636363636364	0	10.3535353535354	0	0.252525252525253	0	0	5.3030303030303	0	0	0	0	0.505050505050505	0	0	0.505050505050505	12.3737373737374	0	0	0	0	14.8989898989899	0	0	0	0	0.505050505050505	0	0	1.51515151515152	0	0	0.505050505050505	0	14.6464646464646	0	0	0	1.51515151515152	0	0	0	0	0	0	0	0	0	0.505050505050505	0.252525252525253
