"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	170	"AWI"	170	4751	6945	5685	43	1	53	1	0	1	2	1	0	0	0	0	0	0	6	0	0	0	8	7	2	0	0	30	0	1	0	0	0	71	0	0	0	0	1	5	0	1	5	0	1
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	190	"AWI"	190	5111	7137	6008	39	3	23	1	0	1	2	2	0	2	0	0	0	0	8	1	0	0	12	5	3	0	0	26	0	2	0	0	0	105	0	0	1	0	0	0	0	3	4	1	2
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	200	"AWI"	200	5240	7240	6190	44	0	97	2	0	1	3	0	0	0	0	0	0	0	7	0	0	0	7	3	1	0	1	18	0	4	0	0	0	73	1	0	0	0	0	1	0	1	2	0	2
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	230	"AWI"	230	5480	7645	6697	28	1	56	3	0	0	1	0	0	1	0	0	0	0	11	1	0	0	7	6	3	0	1	40	0	1	0	0	0	86	0	0	0	0	0	0	0	2	5	0	2
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	250	"AWI"	250	5601	8079	7016	28	1	53	0	0	0	0	0	0	2	0	0	0	0	8	1	0	0	8	10	1	1	0	22	0	1	1	0	0	70	0	0	0	0	0	3	0	0	2	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	260	"AWI"	260	5782	8242	7154	25	1	111	1	0	1	2	1	0	0	0	0	0	0	11	1	0	0	6	0	0	0	0	25	0	1	0	5	0	109	0	0	0	0	0	8	0	1	2	0	1
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	270	"AWI"	270	6090	8308	7289	19	2	102	1	0	1	3	0	0	0	0	0	0	0	1	3	0	0	11	4	3	0	0	20	0	1	0	3	2	100	0	0	0	0	0	3	0	0	2	0	1
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	290	"AWI"	290	6705	8420	7577	30	3	9	1	0	0	0	0	0	1	0	0	0	0	18	1	0	0	10	10	3	0	0	26	0	2	0	0	0	113	0	0	0	0	0	0	1	1	6	1	1
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	310	"AWI"	310	7204	8597	7860	8	1	33	0	0	1	2	1	0	0	0	0	0	0	13	1	0	0	2	7	1	0	0	39	0	1	1	0	0	83	0	0	0	1	0	0	0	3	7	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	330	"AWI"	330	7535	8893	8156	5	1	38	1	0	4	5	1	0	0	0	2	0	0	24	1	0	0	10	9	0	0	0	81	0	3	1	0	0	158	0	0	0	0	0	0	0	5	29	2	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	350	"AWI"	350	7928	9240	8527	0	2	38	0	0	3	0	0	0	1	0	0	0	0	28	3	0	0	6	10	2	0	1	28	0	3	0	0	0	103	0	0	1	0	1	0	0	3	11	2	2
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	370	"AWI"	370	8469	9565	8981	1	3	30	3	0	1	1	0	0	0	0	0	0	0	31	0	0	0	4	19	1	1	0	0	0	3	1	0	27	168	0	0	0	2	2	0	0	2	17	1	2
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	390	"AWI"	390	8911	9954	9430	6	0	2	0	0	1	3	0	0	0	0	0	0	0	57	2	0	0	6	17	3	0	1	0	0	1	0	0	0	206	0	0	0	0	1	1	0	1	10	0	1
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	400	"AWI"	400	9090	10186	9659	0	2	3	0	0	3	6	1	0	1	0	0	0	0	24	2	0	0	1	15	1	0	0	19	0	2	1	0	0	124	0	0	0	1	0	0	0	4	14	1	2
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	410	"AWI"	410	9255	10443	9883	3	0	1	0	0	2	1	0	0	0	0	0	0	0	33	1	0	0	7	9	1	0	0	0	0	1	2	0	0	127	0	1	0	3	0	0	0	0	11	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	425	"AWI"	425	9467	10875	10220	1	5	3	2	0	3	2	0	0	0	0	0	0	0	44	0	0	0	10	7	3	0	0	12	0	0	0	2	0	158	0	0	0	0	3	0	0	8	7	3	1
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	445	"AWI"	445	9807	11019	10443	0	3	1	4	0	3	3	0	0	1	0	0	0	0	35	0	0	0	9	0	4	0	0	6	0	1	0	0	0	153	0	0	1	1	8	0	0	8	10	0	3
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	465	"AWI"	465	10083	11176	10653	0	3	3	4	0	7	2	0	0	1	0	0	0	0	44	2	0	0	9	21	8	0	0	0	0	2	0	0	0	164	0	0	0	0	5	0	0	6	23	0	1
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	485	"AWI"	485	10282	11393	10878	0	1	1	0	0	2	3	3	0	1	0	0	0	0	27	3	0	0	5	15	4	1	0	0	0	5	0	0	0	152	0	0	0	0	7	0	0	1	21	2	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	495	"AWI"	495	10341	11549	10985	0	2	1	1	2	4	3	1	0	0	0	0	0	0	21	1	0	0	2	15	0	0	0	0	0	4	0	0	0	163	0	0	0	1	2	0	1	0	23	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	530	"AWI"	530	10717	11882	11296	0	0	0	2	0	3	4	3	0	2	0	0	0	0	11	0	0	0	7	8	3	0	0	0	0	5	1	0	0	169	0	0	0	0	1	0	0	0	13	2	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	540	"AWI"	540	10865	11920	11371	0	0	2	0	1	6	5	0	0	4	1	0	0	0	10	0	0	0	8	10	3	0	0	0	0	5	0	0	0	253	0	0	0	1	5	0	0	6	24	4	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	560	"AWI"	560	11098	12013	11526	0	0	1	3	0	5	1	0	0	12	0	0	1	1	5	6	0	0	2	7	4	1	0	0	0	16	0	4	59	287	0	0	0	7	2	0	0	9	16	3	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	580	"AWI"	580	11256	12164	11688	0	0	1	6	0	4	0	2	0	7	0	0	1	0	1	2	0	0	3	3	0	2	0	0	0	10	0	0	40	187	0	0	1	2	4	0	0	5	9	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	600	"AWI"	600	11438	12434	11880	0	0	1	1	0	3	0	18	0	25	0	0	3	0	0	0	0	0	3	3	1	2	0	0	0	12	0	0	0	222	0	0	1	12	0	0	0	3	2	2	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	610	"AWI"	610	11699	12570	12091	1	0	0	0	0	4	0	5	0	35	0	0	2	1	0	1	1	0	1	0	1	0	0	0	0	9	0	0	0	190	0	0	2	0	1	0	1	2	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	625	"AWI"	625	12071	12822	12414	0	1	1	10	0	4	0	33	0	58	1	0	0	0	0	2	0	0	3	0	0	1	0	0	0	14	0	0	0	160	0	0	0	1	0	0	1	2	4	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	635	"AWI"	635	12291	13012	12622	0	1	3	6	0	1	0	24	0	21	0	0	1	1	0	0	0	0	4	0	0	2	0	0	1	16	0	0	0	193	0	0	0	0	2	0	0	3	5	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	645	"AWI"	645	12494	13238	12829	0	2	0	0	0	2	0	5	0	12	0	0	0	0	2	3	0	0	8	0	2	1	0	0	0	8	0	0	0	152	0	0	1	2	1	0	0	22	8	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	655	"AWI"	655	12676	13505	13036	0	3	3	1	0	1	0	18	0	27	1	0	0	0	2	0	0	0	12	3	0	0	0	0	0	2	0	0	0	189	0	4	0	0	3	0	3	17	3	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	665	"AWI"	665	12848	13774	13245	0	2	0	4	2	4	0	14	0	39	0	0	1	0	4	1	0	0	27	20	0	3	0	0	0	9	0	0	0	172	0	0	0	3	2	0	1	27	7	2	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	685	"AWI"	685	13360	14377	13802	0	2	0	6	0	4	0	12	0	72	1	0	1	0	0	2	0	0	20	0	0	1	0	0	0	15	0	0	0	127	0	0	4	8	3	0	1	0	4	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	675	"AWI"	675	13001	14050	13454	0	1	0	1	0	0	0	11	0	58	0	0	0	0	2	4	0	2	15	0	1	0	0	0	1	17	0	0	0	119	0	1	2	1	6	0	1	21	1	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	690	"AWI"	690	13700	14610	14134	0	1	3	7	0	3	0	16	0	49	0	0	0	0	1	3	0	0	15	0	0	1	0	0	0	17	0	0	0	92	0	0	0	2	0	0	0	0	5	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	695	"AWI"	695	13961	14908	14467	0	3	1	7	1	3	1	20	0	21	0	0	0	0	2	3	0	0	2	0	3	3	0	0	0	18	0	0	0	74	0	0	5	2	3	0	0	0	2	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	700	"AWI"	700	14175	15293	14801	1	0	0	3	0	0	0	14	0	37	0	0	1	0	2	3	2	0	7	0	0	2	0	0	0	12	0	0	0	92	0	0	1	4	6	0	1	0	2	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	705	"AWI"	705	14313	15722	15136	1	0	0	31	0	5	0	60	0	3	2	0	2	1	0	4	2	0	2	0	1	2	0	0	1	8	0	0	0	8	0	0	1	1	1	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	710	"AWI"	710	14437	16167	15460	0	0	1	9	0	9	0	12	0	68	0	0	0	0	0	2	0	2	1	0	2	5	0	0	0	8	0	0	0	28	0	0	3	1	5	0	0	0	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	715	"AWI"	715	14576	16655	15777	0	0	0	1	0	9	0	9	0	53	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	15	0	0	0	14	1	0	3	1	2	0	0	0	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	730	"AWI"	730	15003	18090	16740	0	0	1	4	0	8	0	29	0	94	1	0	1	1	1	2	1	0	2	0	0	6	0	0	0	30	0	0	0	14	0	0	5	3	5	0	1	0	3	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	740	"AWI"	740	15271	19063	17386	0	0	0	20	0	6	0	55	0	22	0	0	0	1	0	4	0	0	4	0	1	23	0	0	0	20	0	0	0	14	0	0	1	1	4	0	1	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	750	"AWI"	750	15533	20063	18044	0	0	0	20	0	4	0	47	0	17	1	0	1	2	0	5	1	2	4	0	0	30	38	0	0	9	0	0	0	16	0	0	2	2	1	0	1	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	770	"AWI"	770	16028	21767	19211	0	0	0	1	0	3	0	68	0	3	0	0	1	2	0	16	1	0	0	0	3	65	0	0	0	13	0	0	0	6	0	0	4	2	1	0	1	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	790	"AWI"	790	16462	21982	19567	0	0	1	22	0	1	0	67	0	3	1	0	0	2	0	4	0	0	0	0	3	32	0	0	1	16	0	0	0	2	0	0	6	3	2	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	800	"AWI"	800	16601	22108	19752	0	0	1	32	0	5	0	105	0	2	1	0	3	4	0	7	4	0	3	0	9	64	0	0	0	17	0	0	0	4	0	0	1	1	0	0	1	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	820	"AWI"	820	16842	22389	20156	0	0	0	41	0	1	0	101	0	3	2	0	5	4	0	3	2	0	3	0	1	35	0	0	0	21	0	0	0	1	1	0	1	4	0	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	840	"AWI"	840	17067	22763	20559	0	0	0	21	0	3	0	67	0	1	3	0	0	1	0	2	0	0	0	0	3	41	0	0	0	17	0	0	0	1	0	1	1	0	1	0	3	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	860	"AWI"	860	17393	23085	20907	1	0	0	10	0	0	0	51	0	0	1	0	1	5	0	6	2	0	1	0	0	27	0	0	1	85	0	0	0	6	0	0	5	0	0	0	3	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	880	"AWI"	880	17829	23279	21239	0	0	0	12	0	3	0	58	0	0	1	0	1	3	0	9	2	0	2	0	1	23	0	0	0	54	0	0	0	2	0	0	7	1	0	0	3	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	901	"AWI"	901	18273	23522	21535	0	0	0	6	0	1	0	41	0	3	0	0	2	11	0	14	2	0	0	0	1	27	0	0	0	39	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	920	"AWI"	920	18653	23815	21842	0	0	0	3	0	2	0	28	0	0	0	0	1	5	0	2	0	0	0	0	2	47	0	0	0	35	0	0	0	3	0	0	4	0	1	0	2	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	940	"AWI"	940	19014	24145	22212	1	0	0	9	0	0	0	57	0	0	0	0	4	7	0	6	2	0	1	0	0	59	0	0	0	27	0	0	0	2	0	0	3	2	0	0	3	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	960	"AWI"	960	19422	24213	22398	0	0	0	4	0	3	0	37	0	4	0	0	0	3	0	0	3	0	1	0	2	37	0	0	0	46	0	0	0	4	0	0	6	1	0	0	4	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	980	"AWI"	980	19788	24362	22622	0	0	1	7	0	2	0	69	0	0	0	0	0	9	0	7	2	0	0	0	2	55	0	0	0	45	0	0	0	2	0	0	5	2	0	0	2	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1000	"AWI"	1000	20060	24528	22891	0	0	0	2	0	2	0	39	0	3	0	0	1	5	0	7	1	0	1	0	1	34	0	0	3	114	0	5	0	3	0	0	7	0	0	0	1	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1020	"AWI"	1020	20259	24826	23115	2	2	0	6	0	0	1	44	0	3	2	0	3	1	0	7	2	0	1	0	4	36	0	0	0	77	0	0	0	3	0	0	4	1	0	0	1	0	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1040	"AWI"	1040	20556	24926	23299	0	0	0	27	0	2	0	116	0	0	1	0	0	9	0	1	1	0	2	0	0	18	0	0	2	35	0	0	0	2	0	0	6	1	0	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1060	"AWI"	1060	20768	25032	23489	0	0	2	8	1	5	0	67	0	3	0	0	1	9	0	11	1	0	3	0	2	43	0	0	0	52	0	0	0	2	0	0	4	2	0	0	4	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1080	"AWI"	1080	21003	25175	23681	8	0	2	16	0	3	0	98	0	2	1	0	5	6	0	4	2	0	2	0	5	15	0	0	0	30	0	6	0	11	0	0	0	1	0	0	0	0	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1100	"AWI"	1100	21185	25336	23883	4	0	2	12	0	2	0	65	0	1	0	0	3	3	0	4	3	0	2	0	3	17	0	0	0	27	0	3	0	11	0	0	1	3	0	0	3	0	0	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1120	"AWI"	1120	21458	25513	24060	0	0	0	27	0	5	0	104	0	1	0	0	2	1	0	2	2	2	0	0	2	8	0	0	0	29	0	0	0	3	0	0	7	1	0	0	4	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1140	"AWI"	1140	21754	25615	24230	0	0	0	5	1	0	0	30	0	0	0	0	3	5	0	0	0	0	0	0	0	14	0	0	1	96	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1160	"AWI"	1160	22006	25760	24392	0	0	0	5	0	2	0	41	0	0	1	0	0	0	0	3	0	0	0	0	1	29	0	0	2	79	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1180	"AWI"	1180	22290	25882	24565	0	0	0	4	0	0	0	36	0	1	1	0	2	3	0	2	1	0	2	0	4	24	0	0	3	61	0	0	0	1	0	1	5	1	0	0	1	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1200	"AWI"	1200	22590	26040	24737	1	0	4	12	0	2	1	50	0	0	0	0	2	4	0	1	0	0	2	0	3	79	0	2	1	31	0	0	0	8	0	0	2	2	0	0	2	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1220	"AWI"	1220	23035	26128	24924	0	0	0	1	0	40	0	0	0	2	0	0	5	2	0	0	3	0	2	0	5	65	0	0	0	18	0	5	0	5	0	0	4	0	0	0	4	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1240	"AWI"	1240	23437	26216	25112	0	1	0	2	0	13	0	24	0	7	1	0	4	0	0	8	3	0	4	0	3	81	0	0	2	29	0	0	0	6	0	0	9	1	4	0	8	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1260	"AWI"	1260	23789	26357	25315	1	0	1	26	0	8	0	105	0	0	1	0	2	8	0	2	1	0	0	0	2	5	0	0	2	13	0	0	0	0	0	0	5	5	3	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1290	"AWI"	1290	24339	26599	25628	1	0	2	16	0	3	0	86	0	1	2	0	3	3	0	6	0	0	2	0	0	33	0	0	0	8	0	0	0	1	0	0	2	1	1	0	2	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1300	"AWI"	1300	24665	26658	25737	6	0	5	39	0	4	0	91	0	2	0	0	4	0	0	4	1	0	3	0	1	25	0	0	2	17	0	0	0	7	0	0	1	2	0	0	4	0	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1320	"AWI"	1320	25182	26815	25952	1	0	0	8	0	4	0	67	0	0	0	0	5	6	0	1	0	3	1	0	0	14	0	0	1	34	0	0	0	4	1	0	2	2	0	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1340	"AWI"	1340	25557	27031	26189	2	0	0	13	1	2	0	50	0	2	3	0	7	3	0	1	4	0	1	0	4	66	0	0	2	25	0	8	0	1	0	0	1	2	0	0	0	0	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1355	"AWI"	1355	25715	27308	26369	3	0	2	21	0	0	0	51	0	0	0	0	5	3	0	1	4	0	3	0	2	9	0	0	1	22	0	0	0	6	0	0	12	4	0	0	4	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1380	"AWI"	1380	26358	28929	27628	4	0	4	12	0	3	0	55	0	3	1	0	1	5	0	4	2	0	1	0	2	4	0	0	0	13	0	0	0	8	0	1	5	2	1	0	2	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1400	"AWI"	1400	26640	31310	29026	3	0	1	8	0	2	0	61	0	4	1	0	5	2	0	5	2	0	3	0	4	5	0	0	1	31	0	0	0	8	0	0	5	4	2	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1420	"AWI"	1420	26839	33885	30385	3	0	1	13	0	3	0	50	0	1	0	0	1	1	0	12	0	0	6	0	1	12	0	0	0	30	0	0	0	27	0	0	8	2	0	0	1	0	3	2	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1440	"AWI"	1440	27023	36507	31728	0	0	0	19	0	2	0	53	0	2	5	0	1	1	0	4	2	0	2	0	0	34	0	0	0	17	0	0	0	8	0	0	6	0	0	0	1	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1460	"AWI"	1460	28572	37795	33143	0	0	1	20	2	6	0	66	0	4	0	0	7	7	0	0	4	0	2	0	1	7	0	0	5	44	0	0	0	9	0	1	3	1	0	0	4	1	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1480	"AWI"	1480	31240	38029	34611	3	0	1	7	0	4	0	43	0	2	2	0	8	1	0	2	4	0	1	0	0	2	0	0	5	35	0	0	0	13	0	0	3	1	1	0	4	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1500	"AWI"	1500	33839	38319	36117	0	1	3	10	0	7	0	38	0	3	1	0	2	1	0	12	2	0	0	0	0	16	0	0	1	19	0	0	0	20	0	1	4	2	2	0	2	1	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1520	"AWI"	1520	36300	38757	37603	1	0	1	8	0	4	0	57	0	2	0	0	3	1	0	2	2	0	1	0	0	19	0	0	0	15	0	0	0	5	0	0	2	0	0	0	5	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1540	"AWI"	1540	37798	39571	38764	0	0	0	15	0	3	0	48	0	3	2	0	13	0	0	4	1	5	4	0	0	3	0	0	0	18	0	0	0	8	0	0	6	0	1	0	3	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1560	"AWI"	1560	38530	39814	39216	1	1	0	5	0	3	0	19	0	5	2	0	12	2	1	2	0	0	9	0	1	5	0	0	1	42	0	0	0	39	0	0	2	0	3	0	3	0	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1575	"AWI"	1575	39005	40049	39562	1	2	2	4	0	2	1	29	0	5	1	0	8	0	0	7	1	0	3	0	4	16	0	0	0	15	0	0	0	30	0	0	7	1	2	0	4	1	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1595	"AWI"	1595	39400	40558	40025	0	0	0	23	0	2	0	73	0	0	3	0	0	1	0	2	0	0	2	0	2	9	0	0	0	16	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1615	"AWI"	1615	39640	41212	40476	0	0	0	4	0	6	0	23	0	50	1	0	1	1	1	4	0	0	8	0	0	5	0	0	0	23	0	0	0	111	0	0	5	4	7	0	2	0	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1635	"AWI"	1635	40096	41475	40811	3	0	1	20	0	2	0	75	0	0	2	0	1	0	0	4	1	0	7	0	0	4	0	0	0	13	0	0	0	8	0	0	1	3	0	0	2	0	1	1	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1650	"AWI"	1650	40407	41613	41042	1	1	2	0	0	6	0	48	0	7	1	0	1	1	0	10	0	4	29	0	5	6	0	0	15	40	0	0	0	43	0	0	2	0	0	0	0	1	1	0	0
3295	4275	"Lago Grande di Monticchio"	40.93049	15.604298	1675	"AWI"	1675	40724	41991	41434	5	1	0	4	0	10	0	24	0	7	0	0	7	1	0	10	1	0	22	0	1	3	0	0	1	29	0	0	0	38	0	0	5	3	1	0	1	0	2	0	0
