"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tofieldiaceae"	"Urticaceae"
3353	4351	"Pickletillem"	56.41204	-2.90744	662	"AWI"	662	10662	11655	11115	0	0	0	0	0	310	0	0	0	0	0	24	0	19	0	0	0	2	7	0	0	0	12	0	0	55	0	0	0	0	0	0	52	0	2	0	2
3353	4351	"Pickletillem"	56.41204	-2.90744	666	"AWI"	666	10706	11924	11265	0	0	0	0	0	298	0	0	0	0	0	10	0	11	0	7	0	0	10	0	0	0	15	0	0	89	0	0	0	0	0	0	28	0	0	1	0
3353	4351	"Pickletillem"	56.41204	-2.90744	670	"AWI"	670	10804	12081	11390	1	0	0	0	0	146	4	0	0	0	0	2	4	62	0	16	0	14	8	1	0	0	14	1	1	348	0	0	0	0	3	0	34	0	10	0	2
3353	4351	"Pickletillem"	56.41204	-2.90744	672	"AWI"	672	10856	12115	11452	0	0	0	0	0	27	3	0	0	0	0	0	0	29	0	0	0	1	1	0	0	0	5	0	1	357	0	0	3	0	5	0	17	0	5	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	678	"AWI"	678	10993	12265	11649	1	0	0	0	0	36	6	0	0	0	0	0	5	37	0	0	0	12	4	0	0	0	12	0	2	149	0	0	0	0	0	0	39	0	7	0	1
3353	4351	"Pickletillem"	56.41204	-2.90744	682	"AWI"	682	11063	12409	11773	0	1	0	0	0	29	5	0	0	0	0	0	0	38	0	0	0	5	7	1	0	0	9	0	2	157	0	2	3	0	2	0	35	0	14	0	2
3353	4351	"Pickletillem"	56.41204	-2.90744	686	"AWI"	686	11121	12603	11887	1	0	0	0	0	22	4	0	0	0	0	0	0	28	0	0	0	6	8	0	0	0	10	0	0	227	0	0	5	0	1	0	25	0	1	0	2
3353	4351	"Pickletillem"	56.41204	-2.90744	690	"AWI"	690	11252	12664	11987	0	3	0	0	0	21	4	0	0	0	0	0	0	49	1	0	0	5	5	0	0	0	12	0	0	117	0	0	3	0	1	0	29	0	7	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	694	"AWI"	694	11401	12723	12096	0	2	0	0	0	35	10	0	0	0	2	0	0	84	0	0	0	6	6	0	0	1	11	0	0	266	0	0	0	3	3	0	62	0	8	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	698	"AWI"	698	11482	12779	12204	0	0	0	0	0	28	5	0	0	0	0	0	0	55	0	0	0	10	9	0	0	0	13	0	2	212	0	0	0	0	4	0	25	0	3	0	2
3353	4351	"Pickletillem"	56.41204	-2.90744	702	"AWI"	702	11548	12874	12315	0	0	0	0	0	31	9	0	0	0	2	0	0	55	0	0	0	6	3	0	0	0	8	0	1	223	0	0	0	0	4	0	38	0	2	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	706	"AWI"	706	11649	12972	12415	0	0	0	0	0	15	9	0	0	0	0	0	0	60	0	0	0	2	7	0	0	0	6	0	0	236	0	0	0	0	3	0	18	0	5	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	710	"AWI"	710	11834	12998	12506	0	0	0	0	0	45	1	0	0	0	4	0	0	26	0	0	0	0	73	0	0	0	3	0	0	148	0	0	0	0	5	0	4	0	6	0	1
3353	4351	"Pickletillem"	56.41204	-2.90744	714	"AWI"	714	11987	13038	12602	0	0	0	0	0	25	2	0	0	0	1	0	0	110	0	0	0	1	10	0	0	0	8	0	0	200	0	0	0	0	4	0	6	0	6	0	1
3353	4351	"Pickletillem"	56.41204	-2.90744	718	"AWI"	718	12088	13085	12696	0	0	0	0	0	51	1	0	0	0	4	0	0	32	0	0	0	0	92	0	0	0	3	0	0	178	0	0	0	0	5	0	5	0	6	0	1
3353	4351	"Pickletillem"	56.41204	-2.90744	720	"AWI"	720	12125	13120	12744	0	0	0	0	0	10	0	0	0	0	1	0	0	22	0	0	0	1	27	0	0	0	1	0	0	129	0	0	0	0	4	0	1	0	2	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	722	"AWI"	722	12169	13167	12788	0	0	0	0	0	28	0	0	0	0	2	0	0	19	0	0	0	0	212	0	0	0	3	0	0	102	0	0	0	0	1	0	4	0	1	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	724	"AWI"	724	12208	13215	12834	0	0	0	0	0	37	0	0	0	0	4	0	0	15	0	0	0	1	109	0	0	0	1	0	0	100	0	0	0	0	2	0	4	0	5	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	726	"AWI"	726	12266	13235	12867	0	0	3	0	0	7	0	0	0	0	1	0	0	15	0	0	0	2	19	0	0	0	0	0	0	49	0	0	0	0	2	0	4	0	2	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	736	"AWI"	736	12472	13431	13038	0	0	0	0	0	40	0	0	0	0	2	0	0	19	0	0	0	1	133	0	0	0	6	1	0	220	0	0	0	0	8	0	6	0	13	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	740	"AWI"	740	12536	13553	13100	0	0	0	21	0	64	1	0	0	0	4	0	0	50	0	19	0	6	115	0	0	0	6	1	0	494	0	0	0	0	15	0	18	0	14	0	2
3353	4351	"Pickletillem"	56.41204	-2.90744	744	"AWI"	744	12583	13664	13160	0	0	0	0	0	26	0	0	0	0	0	1	0	22	0	0	0	4	24	0	0	0	2	0	0	295	0	0	0	0	7	0	9	0	21	0	0
3353	4351	"Pickletillem"	56.41204	-2.90744	748	"AWI"	748	12621	13749	13222	0	0	0	70	0	84	0	0	0	0	1	0	0	66	1	0	0	7	28	0	0	0	4	0	0	501	0	0	0	0	17	0	35	0	13	0	0
