"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
13451	20180	"Zahájí"	50.37944	14.11556	1	"AWI"	1	-128	46	-43	0	0	1594	27	0	0	24	0	339	0	33	0	0	0	0	0	0	0	147	0	0	1	0	0	0	14	0	2	1	403	0	0	0	0	7	0	0	1	0	0	0	6	0	57	182	0	190	0	1	0	0	72	0	0	0	6	0	8	48	0	0	0	4	0	0	1	2	0	10	1
13451	20180	"Zahájí"	50.37944	14.11556	30	"AWI"	30	-39	383	152	8	0	877	29	0	0	16	0	329	0	6	0	48	0	0	0	0	0	67	0	2	41	0	0	0	0	0	15	34	5	0	0	0	0	1	1	0	0	0	0	0	14	0	34	241	0	0	0	3	0	0	158	0	0	0	5	0	9	0	0	0	0	0	0	0	0	0	6	0	0
13451	20180	"Zahájí"	50.37944	14.11556	40	"AWI"	40	-1	496	217	4	0	1630	8	0	0	8	0	1110	0	2	0	0	0	0	0	0	0	12	0	0	40	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	2	0	0	2	0	4	72	0	0	0	13	10	0	65	0	0	0	14	0	6	0	0	0	0	1	0	0	0	0	0	1	0
13451	20180	"Zahájí"	50.37944	14.11556	50	"AWI"	50	110	513	292	3	0	1333	11	0	1	28	0	539	0	6	1	90	0	0	0	0	0	41	0	1	112	0	0	0	0	0	5	28	2	1	0	0	1	0	1	0	0	3	0	0	1	0	12	92	0	0	0	5	10	0	44	0	0	0	7	14	7	0	0	0	0	0	0	1	0	0	0	6	0
13451	20180	"Zahájí"	50.37944	14.11556	60	"AWI"	60	186	543	370	4	0	993	12	0	1	38	0	111	0	8	2	128	0	0	0	0	0	55	0	2	146	0	0	0	0	0	7	10	3	1	0	0	1	0	1	0	0	4	0	0	1	0	16	94	0	0	0	0	9	0	25	0	0	0	2	13	7	0	0	0	0	0	0	1	0	0	0	8	0
13451	20180	"Zahájí"	50.37944	14.11556	70	"AWI"	70	246	590	452	5	0	396	28	0	0	34	0	86	0	6	3	81	0	0	0	0	0	23	0	1	83	0	0	0	0	0	3	6	1	0	0	0	3	0	4	0	0	2	0	0	0	0	27	198	0	0	0	0	4	0	11	0	0	0	37	22	14	0	0	0	0	0	0	1	0	0	0	5	0
13451	20180	"Zahájí"	50.37944	14.11556	90	"AWI"	90	462	653	559	3	0	8	21	0	0	18	0	39	0	3	2	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0	0	19	148	0	0	0	0	0	0	1	0	0	0	33	0	10	0	0	0	0	0	0	1	0	0	0	2	0
13451	20180	"Zahájí"	50.37944	14.11556	100	"AWI"	100	556	689	607	1	0	318	23	0	0	46	0	880	0	6	0	42	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	111	0	0	0	1	0	0	5	0	0	0	9	0	2	0	0	0	0	0	0	1	0	0	0	1	0
13451	20180	"Zahájí"	50.37944	14.11556	110	"AWI"	110	575	797	671	1	0	124	19	0	0	78	0	377	0	7	0	47	0	0	0	0	0	11	0	0	11	0	0	0	0	0	2	4	0	0	0	0	0	0	1	0	0	0	0	0	6	0	9	105	0	0	0	0	0	0	6	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	1	0	0
13451	20180	"Zahájí"	50.37944	14.11556	120	"AWI"	120	599	860	711	1	0	5	15	0	0	57	0	63	0	7	0	0	0	0	0	0	0	14	0	0	15	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	8	0	8	90	0	0	0	0	0	0	7	0	0	0	14	0	8	0	0	0	0	0	0	0	0	0	1	0	0
13451	20180	"Zahájí"	50.37944	14.11556	130	"AWI"	130	620	886	743	9	0	16	39	0	0	207	0	80	0	16	0	0	0	0	0	0	2	14	0	0	8	0	0	0	0	0	6	6	0	0	0	0	2	0	1	0	0	2	0	0	1	0	1	185	0	0	0	0	0	0	5	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	1	0	4
13451	20180	"Zahájí"	50.37944	14.11556	140	"AWI"	140	632	927	775	15	0	9	43	0	0	131	0	45	0	21	0	50	0	0	0	0	1	10	0	0	19	0	0	0	0	0	27	3	0	0	0	2	2	0	0	0	0	1	0	0	0	0	10	205	0	0	0	0	0	0	7	0	0	0	10	12	3	0	0	0	0	0	0	0	0	0	0	0	1
