"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15748	24190	"Hopschensee"	46.2525	8.02306	200	"AWI"	200	3102	3813	3436	1.82815356489945	0.36563071297989	0	0.36563071297989	0	0	0	0	0	0	0	8.95795246800731	0	0.731261425959781	0	0	0	0	4.57038391224863	0	10.6032906764168	0	0	0	0	2.74223034734918	0.36563071297989	0	0	0	0	0.548446069469835	0	5.48446069469835	0	0.914076782449726	0	0	0	5.30164533820841	49.7257769652651	0	0	0	0	4.02193784277879	0	0.182815356489945	0	0.182815356489945	2.0109689213894	0	0	0	0	0.731261425959781	0	0.182815356489945	0.182815356489945	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	220	"AWI"	220	3451	5017	4067	2.74841437632135	0	0	0.211416490486258	0	0	0	0	0.845665961945032	0	0	10.7822410147992	0	0.422832980972516	0	0	0	0	5.28541226215645	0	7.18816067653277	0	0	0	0	1.47991543340381	0	0	0	0	0	0.422832980972516	0	5.28541226215645	0	0.422832980972516	0	0	0	4.43974630021142	50.5285412262156	0	0	0	0	3.80549682875264	0	0.634249471458774	0	0	3.38266384778013	0.634249471458774	0	0	0	0.634249471458774	0	0.422832980972516	0.422832980972516	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	240	"AWI"	240	3968	5463	4817	4.20711974110032	0.323624595469256	0	0	0	0	0	0	0.161812297734628	0	0	9.06148867313916	0	0.485436893203883	0	0	0	0	3.07443365695793	0	4.36893203883495	0	0	0	0	0.647249190938511	0	0	0.323624595469256	0	0	0	0	4.20711974110032	0	0.161812297734628	0	0	0	1.94174757281553	61.8122977346278	0	0	0	0.161812297734628	4.0453074433657	0	0.647249190938511	0	0.323624595469256	1.61812297734628	0.485436893203883	0	0	0.485436893203883	1.29449838187702	0	0.161812297734628	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	250	"AWI"	250	4413	5592	5070	4.67091295116773	0	0	0	0	0	0	0	0.636942675159236	0	0	7.21868365180467	0	0.849256900212314	0	0	0	0.212314225053079	2.9723991507431	0	3.18471337579618	0	0	0	0	0.849256900212314	0	0	0.424628450106157	0.212314225053079	0	0.424628450106157	0	7.00636942675159	0	0.424628450106157	0	0	0	1.27388535031847	61.1464968152866	0	0	0	0.212314225053079	3.39702760084926	0	0.424628450106157	0	0	2.9723991507431	0.212314225053079	0	0	0	0.636942675159236	0	0.636942675159236	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	260	"AWI"	260	4634	5916	5346	4.25055928411633	0.447427293064877	0	0.223713646532438	0.447427293064877	0	0	0	0.894854586129754	0	0	13.1991051454139	0	1.34228187919463	0	0	0	0.223713646532438	1.78970917225951	0	3.13199105145414	0	0	0	0	1.11856823266219	0	0	0.223713646532438	0	0	0	0	8.27740492170022	0	0.671140939597315	0	0	0	0.671140939597315	57.9418344519016	0	0	0	0	1.78970917225951	0	0.223713646532438	0	0	1.56599552572707	0.447427293064877	0	0	0	0.447427293064877	0	0.223713646532438	0.447427293064877	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	270	"AWI"	270	5050	6021	5573	5.62913907284768	0	0	0	0	0	0	0	0.496688741721854	0	0	11.5894039735099	0	0.33112582781457	0	0	0	0	1.49006622516556	0	5.29801324503311	0	0	0	0	0.33112582781457	0	0	0.662251655629139	0	0	0	0.165562913907285	4.47019867549669	0	0.496688741721854	0	0	0	1.15894039735099	60.9271523178808	0	0	0	0	2.98013245033113	0	0.33112582781457	0	0	1.32450331125828	0.496688741721854	0	0	0	1.15894039735099	0	0.496688741721854	0.165562913907285	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	280	"AWI"	280	5308	6254	5817	3.63321799307958	0.173010380622837	0	0	0.173010380622837	0	0	0	0	0	0	13.3217993079585	0	0.173010380622837	0	0	0	0.173010380622837	1.73010380622837	0	5.70934256055363	0	0	0	0	0.69204152249135	0.173010380622837	0	0.173010380622837	0	0	0	0	8.47750865051903	0	0.346020761245675	0.173010380622837	0	0	0.865051903114187	60.0346020761246	0	0	0	0	1.55709342560554	0	0.173010380622837	0	0	0.69204152249135	0.519031141868512	0	0	0	0.346020761245675	0	0.69204152249135	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	290	"AWI"	290	5471	6453	6021	2.9320987654321	0	0	0	0	0	0	0	0.154320987654321	0	0	10.8024691358025	0	0.617283950617284	0	0	0	0.154320987654321	3.7037037037037	0	3.54938271604938	0	0	0	0	0.617283950617284	0	0	0	0	0	0.154320987654321	0	8.17901234567901	0	0	0	0	0	0.771604938271605	62.3456790123457	0	0	0	0	1.69753086419753	0	0.617283950617284	0	0	0.925925925925926	0.308641975308642	0	0	0	1.08024691358025	0	1.23456790123457	0.154320987654321	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	300	"AWI"	300	5559	6849	6210	2.29226361031519	0	0	0	0	0	0	0	1.14613180515759	0	0	10.0286532951289	0	0.286532951289398	0	0	0	0	5.44412607449857	0	2.86532951289398	0	0	0	0	2.00573065902579	0	0	0.286532951289398	0.286532951289398	0	0.286532951289398	0	13.1805157593123	0	0	0	0	0	0	55.0143266475645	0	0	0	0	2.00573065902579	0	0.286532951289398	0	0	1.43266475644699	0.286532951289398	0	0	0	1.14613180515759	0	1.71919770773639	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	310	"AWI"	310	5760	6969	6442	2.12765957446809	0.265957446808511	0	0.265957446808511	0	0	0	0	0.531914893617021	0	0	11.968085106383	0	1.06382978723404	0	0	0	0	3.45744680851064	0	5.85106382978723	0	0	0	0	0.797872340425532	0	0	0	0	0	0.531914893617021	0	10.6382978723404	0	0	0	0	0	0.531914893617021	53.9893617021277	0	0	0	0	3.19148936170213	0	1.06382978723404	0	0	1.86170212765957	0	0	0	0	0.531914893617021	0	1.32978723404255	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	320	"AWI"	320	5883	7196	6671	2.89855072463768	0	0	0.72463768115942	0	0	0	0	0	0	0	10.1449275362319	0	0.72463768115942	0	0	0	0	5.07246376811594	0	5.07246376811594	0	0	0	0	1.44927536231884	0	0	0.72463768115942	0	0	0	0	7.2463768115942	0	0.72463768115942	0	0	0	7.97101449275362	47.8260869565217	0	0	0	0	4.71014492753623	0	0.36231884057971	0	0	2.53623188405797	0	0	0	0	1.08695652173913	0	0.36231884057971	0.36231884057971	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	330	"AWI"	330	6512	7265	6946	4.6242774566474	0.289017341040462	0	0	0	0	0	0	0	0	0	9.2485549132948	0	0.578034682080925	0	0	0	0	4.33526011560694	0	2.89017341040462	0	0	0	0	0.289017341040462	0.578034682080925	0	0.289017341040462	0	0	0	0	10.4046242774566	0	0.867052023121387	0	0	0	0.578034682080925	58.3815028901734	0	0	0	0.289017341040462	2.60115606936416	0	0.578034682080925	0	0	0.578034682080925	0	0	0	0	1.44508670520231	0	1.15606936416185	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	340	"AWI"	340	6946	7449	7245	4.7008547008547	0	0	0	0	0	0	0	0.427350427350427	0	0	6.1965811965812	0	0.427350427350427	0	0	0	0	2.35042735042735	0	1.92307692307692	0	0	0	0	0.427350427350427	0	0	0.213675213675214	0	0	0.213675213675214	0	10.4700854700855	0	0	0	0	0	0.427350427350427	66.6666666666667	0	0	0	0	1.4957264957265	0	0.213675213675214	0	0	0.641025641025641	0.213675213675214	0	0	0	0	0	2.56410256410256	0.427350427350427	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	350	"AWI"	350	7317	7805	7509	2.84697508896797	0.355871886120996	0	0	0.177935943060498	0	0	0	0.177935943060498	0	0	7.82918149466192	0	0.533807829181495	0	0	0	0	3.55871886120996	0	1.24555160142349	0	0	0	0	0	0.355871886120996	0	0.355871886120996	0	0	0.889679715302491	0	11.0320284697509	0	0	0	0	0	0	63.7010676156584	0	0	0	0	1.77935943060498	0	0.177935943060498	0	0	1.95729537366548	0.355871886120996	0	0	0	0.355871886120996	0	2.13523131672598	0.177935943060498	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	360	"AWI"	360	7382	8566	7762	4.62962962962963	0	0	0	0	0	0	0	0	0	0	7.40740740740741	0	0.925925925925926	0	0	0	0	4.01234567901235	0	2.46913580246914	0	0	0	0	0.308641975308642	0.308641975308642	0	0	0	0	0.617283950617284	0	10.8024691358025	0	0.617283950617284	0	0	0	0	61.7283950617284	0	0	0	0	2.46913580246914	0	0	0	0	1.54320987654321	0	0	0	0	0.617283950617284	0	1.54320987654321	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	370	"AWI"	370	7544	8825	8025	4.76878612716763	0.144508670520231	0	0	0.144508670520231	0	0	0	0.578034682080925	0	0	10.6936416184971	0	0.433526011560694	0	0	0	0	8.67052023121387	0	2.45664739884393	0	0	0	0	0	0	0	0	0	0	0.289017341040462	0	8.38150289017341	0	0	0.144508670520231	0	0	0	55.635838150289	0	0	0	0	0.722543352601156	0	0	0	0	2.3121387283237	0.289017341040462	0	0	0	0.722543352601156	0	3.46820809248555	0	0.144508670520231	0
15748	24190	"Hopschensee"	46.2525	8.02306	380	"AWI"	380	7619	9255	8261	1.79640718562874	0	0	0	0.29940119760479	0	0	0	0.898203592814371	0	0	8.68263473053892	0	1.19760479041916	0	0	0	0	8.98203592814371	0	2.39520958083832	0	0	0	0	0	0.29940119760479	0	0	0	0	0.898203592814371	0	9.58083832335329	0	0	0	0	0	0	55.9880239520958	0	0	0	0	1.19760479041916	0	0	0	0	2.69461077844311	0.598802395209581	0	0	0	1.49700598802395	0	2.9940119760479	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	390	"AWI"	390	8563	9593	8987	2.80898876404494	0	0	0	0	0	0	0	1.40449438202247	0	0	5.33707865168539	0	0.561797752808989	0	0	0	0.280898876404494	11.7977528089888	0	4.21348314606742	0	0	0	0	0	0.561797752808989	0	0.280898876404494	0	0	1.12359550561798	0	5.89887640449438	0	0	0	0	0	0	54.2134831460674	0	0	0	0	1.96629213483146	0	0	0	0	2.80898876404494	0.561797752808989	0	0	0	0.280898876404494	0	5.61797752808989	0.280898876404494	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	395	"AWI"	395	8861	9892	9395	2.07253886010363	0	0	0	0.172711571675302	0	0.172711571675302	0	1.03626943005181	0	0	6.90846286701209	0	0.345423143350604	0	0	0	0	6.39032815198618	0	3.62694300518135	0	0	0	0	0	0	0	0.172711571675302	0	0	0.690846286701209	0	12.2625215889465	0	0	0	0	0	0	60.9671848013817	0	0	0	0	1.38169257340242	0	0	0	0	0.863557858376511	0	0	0	0	0.345423143350604	0	2.59067357512953	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	400	"AWI"	400	9080	10331	9780	1.03734439834025	0	0	0	0	0	0	0	0.829875518672199	0	0	4.77178423236515	0	1.03734439834025	0	0	0	0.20746887966805	8.09128630705394	0	3.94190871369295	0	0	0	0	0	0	0	0	0	0	1.45228215767635	0	7.05394190871369	0	0	0	0	0	0	66.1825726141079	0	0	0	0	0.829875518672199	0	0	0	0	2.4896265560166	0.20746887966805	0	0	0	0.4149377593361	0	1.45228215767635	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	405	"AWI"	405	9656	10578	10190	0.746268656716418	0	0	0	0	0	0	0	1.27931769722815	0	0	9.80810234541578	0	0.106609808102345	0	0	0	0	2.66524520255864	0	2.13219616204691	0.106609808102345	0	0	0	0	0	0	0	0	0	4.79744136460554	0	0.533049040511727	0	0	0	0	0	0.106609808102345	67.1641791044776	0	0	0	0	0.639658848614073	0	0	0	0.106609808102345	6.50319829424307	0.426439232409382	0	0	0	0.319829424307036	0	2.3454157782516	0.213219616204691	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	407	"AWI"	407	9873	10706	10348	0.251256281407035	0	0	0.251256281407035	0.251256281407035	0	0	0	1.75879396984925	0	0	7.78894472361809	0	0.251256281407035	0	0	0	0	0	0	3.76884422110553	0	0	0	0	0	0	0	0	0	0	4.77386934673367	0	0.251256281407035	0	0	0	0	0	0	74.6231155778894	0	0	0	0	1.50753768844221	0	0	0	0	3.26633165829146	0.251256281407035	0	0	0	0.50251256281407	0	0.50251256281407	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	410	"AWI"	410	10124	10942	10582	0.18796992481203	0.18796992481203	0	0	0	0	0	0	1.69172932330827	0	0	3.38345864661654	0	0.93984962406015	0	0	0	0	1.12781954887218	0	4.32330827067669	0	0	0	0	0	0	0	0	0	0	4.32330827067669	0	1.8796992481203	0	0	0	0	0	0	76.6917293233083	0	0	0	0	0.56390977443609	0	0	0	0.18796992481203	2.44360902255639	0.37593984962406	0	0	0	0.75187969924812	0	0.93984962406015	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	412.5	"AWI"	412.5	10273.5	11177.5	10785.5	0.396825396825397	0	0	0	0	0	0	0	2.18253968253968	0	0	6.74603174603175	0	0.396825396825397	0	0	0	0	0.595238095238095	0	4.36507936507936	0	0	0	0	0	0	0	0	0	0	7.34126984126984	0	1.19047619047619	0	0	0.198412698412698	0	0.198412698412698	0	67.4603174603175	0	0	0	0	0.793650793650794	0	0	0	0.992063492063492	4.76190476190476	0.396825396825397	0	0	0	1.19047619047619	0	0.793650793650794	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	415	"AWI"	415	10402	11439	10992	1.14613180515759	0	0	1.71919770773639	0	0	0	0	8.30945558739255	0	0	9.45558739255014	0	0	0	0	0	0	0.286532951289398	0	4.87106017191977	0	0	0	0	0.286532951289398	0	0	0	0	0	6.30372492836676	0	0.859598853868195	0	0	0	0	0	0.286532951289398	61.89111747851	0	0	0	0	0.573065902578797	0	0	0	0.286532951289398	1.14613180515759	1.43266475644699	0.286532951289398	0	0	0.286532951289398	0	0.286532951289398	0.286532951289398	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	420	"AWI"	420	10614	12013	11403	0	0.302114803625378	0	3.02114803625378	0	0	0	0	7.25075528700906	0	0	4.83383685800604	0	0	0	0	0	0	0	0	4.22960725075529	0	0	0	0	0	0	0	0	0	0	0.906344410876133	0.302114803625378	0	0	0	0	0	0	0	71.9033232628399	0	0	0	0	0.302114803625378	0	0	0	0.302114803625378	5.4380664652568	0.302114803625378	0.302114803625378	0	0	0.604229607250755	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	425	"AWI"	425	10730	12103	11505	0.472813238770686	0	0	2.36406619385343	0	0	0	0	8.98345153664303	0	0	2.83687943262411	0	0.472813238770686	0	0	0	0	0.472813238770686	0	2.36406619385343	0.236406619385343	0	0	0	0.236406619385343	0	0	0	0	0	0.236406619385343	0	0.709219858156028	0	0	0	0	0	0	77.7777777777778	0	0	0.236406619385343	0	0.945626477541371	0	0	0	0	0.236406619385343	0.236406619385343	0	0	0	0.945626477541371	0	0.236406619385343	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	430	"AWI"	430	10822	12231	11602	0.293255131964809	0	0	3.51906158357771	0	0	0	0	11.7302052785924	0	0	4.39882697947214	0	0.293255131964809	0	0	0	0	0	0	4.98533724340176	0	0	0	0	0	0	0	0	0	0	0	0	0.293255131964809	0	0	0	0	0	0.293255131964809	69.208211143695	0	0	0	0	0	0	0	0	0.879765395894428	2.05278592375367	1.17302052785924	0.293255131964809	0.293255131964809	0	0.293255131964809	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	435	"AWI"	435	10894	12390	11696	0	0	0	2.07939508506616	0	0	0	0	7.18336483931947	0	0	1.51228733459357	0	0.56710775047259	0	0	0	0.189035916824197	0	0	3.78071833648393	0	0	0	0	0	0	0	0	0	0	0.378071833648393	0	0	0	0	0	0	0	0	80.7183364839319	0	0	0.189035916824197	0	0.756143667296786	0	0	0	0.189035916824197	1.13421550094518	0.189035916824197	0.378071833648393	0	0	0.756143667296786	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	440	"AWI"	440	10956	12579	11787	0	0	0	3.31491712707182	0	0	0	0	11.3259668508287	0	0	1.93370165745856	0	0	0	0	0	0	0	0	5.80110497237569	0	0	0	0	0	0	0	0	0	0	0.552486187845304	0	0	0	0	0	0	0	0	74.0331491712707	0	0	0	0	0	0	0	0	0	0.552486187845304	1.38121546961326	0.552486187845304	0	0	0.552486187845304	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	445	"AWI"	445	11094	12650	11884	0	0	0	1.19284294234592	0	0	0	0	10.7355864811133	0	0	2.18687872763419	0	0.596421471172962	0	0	0	0	0	0	2.18687872763419	0.198807157057654	0	0	0	0	0	0	0	0	0	0.198807157057654	0	0	0	0	0	0	0	0	79.1252485089463	0	0	0	0	0.198807157057654	0	0	0	0.99403578528827	1.98807157057654	0.397614314115308	0	0	0	0	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	450	"AWI"	450	11201	12730	11981	0.746268656716418	0	0	0.746268656716418	0	0	0	0	11.1940298507463	0	0	2.7363184079602	0	0.248756218905473	0	0	0	0	0	0	3.48258706467662	0	0	0	0	0	0	0	0	0	0	1.49253731343284	0	0	0	0	0	0	0	0	76.3681592039801	0	0	0	0	0.497512437810945	0	0	0	0	0.497512437810945	1.74129353233831	0	0	0	0.248756218905473	0	0	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	455	"AWI"	455	11290	12853	12076	1.02040816326531	0	0	3.06122448979592	0	0	0	0	9.18367346938776	0	0	4.08163265306122	0	1.02040816326531	0	0	0	0	0	0	2.29591836734694	0	0	0	0	0	0	0	0	0	0	0.510204081632653	0	0.255102040816327	0	0	0	0	0	0	75.765306122449	0	0	0	0	0.510204081632653	0	0	0	0.255102040816327	1.02040816326531	0.510204081632653	0.255102040816327	0	0	0	0	0.255102040816327	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	460	"AWI"	460	11357	13026	12168	0.271739130434783	0	0	0.543478260869565	0	0	0	0	4.6195652173913	0	0	2.71739130434783	0	0	0	0	0	0	0	0	5.43478260869565	0	0	0	0	0	0	0	0	0	0	0	0	0.815217391304348	0	0	0	0	0	0.271739130434783	83.695652173913	0	0	0	0	0	0	0	0	0	0.543478260869565	0.543478260869565	0	0	0	0.271739130434783	0	0.271739130434783	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	465	"AWI"	465	11549	13088	12266	0	0	0	0.374531835205993	0	0	0	0	2.62172284644195	0	0	4.49438202247191	0	1.12359550561798	0	0	0	0	0	0	2.62172284644195	0	0	0	0	0	0	0	0	0	0	0.749063670411985	0	0	0	0	0	0	0	0	85.7677902621723	0	0	0	0	0	0	0	0	0	1.12359550561798	0.749063670411985	0	0	0	0	0	0.374531835205993	0	0	0
15748	24190	"Hopschensee"	46.2525	8.02306	470	"AWI"	470	11715	13200	12369	0.28169014084507	0	0	0.845070422535211	0	0	0	0	3.38028169014084	0	0	0.28169014084507	0	0	0	0	0	0	0.28169014084507	0	5.91549295774648	0	0	0	0	0	0	0	0	0	0	0	0	0.28169014084507	0	0	0.28169014084507	0	0	0	84.5070422535211	0	0	0	0	0	0	0	0	0.28169014084507	0.563380281690141	2.53521126760563	0.563380281690141	0	0	0	0	0	0	0	0
