"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Nyssa"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sequoia"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14475	22664	"Lake Mikolajki"	53.77171	21.60414	330	"AWI"	330	5539	7807	6757	0	1	109	2	0	1	0	1	0	0	0	121	0	0	0	0	0	0	0	0	0	101	14	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	61	0	0	0	0	0	1	3	1	1	0	0	0	0	1	16	64	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	335	"AWI"	335	5620	7919	6893	0	2	107	0	0	0	0	0	0	0	0	118	0	0	0	1	0	0	0	0	0	116	6	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	73	0	0	0	0	0	1	1	1	1	0	0	0	0	1	36	79	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	340	"AWI"	340	5784	8008	7022	0	1	182	1	0	0	0	5	0	0	0	124	0	0	0	2	0	0	0	0	0	150	15	0	0	0	0	3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	56	0	0	0	0	0	1	2	0	1	0	0	0	0	1	27	72	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	345	"AWI"	345	5947	8062	7161	0	1	139	1	0	0	0	3	0	0	0	108	0	0	0	0	0	0	0	0	0	97	9	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	39	1	0	0	0	0	2	6	0	1	0	0	0	0	0	37	65	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	350	"AWI"	350	6126	8149	7311	0	0	149	0	0	0	0	3	0	0	0	102	0	0	0	2	0	0	0	0	0	105	10	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	45	0	0	0	0	0	2	2	0	1	0	0	0	0	1	27	61	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	355	"AWI"	355	6238	8261	7443	0	2	126	0	0	0	0	4	0	0	0	124	0	0	0	0	0	0	0	0	0	100	11	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	54	0	0	0	0	0	0	4	0	1	0	0	0	0	0	37	57	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	360	"AWI"	360	6435	8345	7574	0	0	122	0	0	0	0	3	0	0	0	118	0	0	0	0	0	0	0	0	0	134	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	52	1	0	0	0	0	0	0	0	1	0	0	0	0	0	33	71	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	365	"AWI"	365	6608	8395	7714	0	3	108	0	0	0	0	2	1	0	0	83	0	0	0	0	0	0	0	0	0	97	10	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	58	0	0	0	0	1	0	0	0	2	0	0	0	0	0	17	52	0	1	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	370	"AWI"	370	6745	8460	7857	0	0	97	0	0	1	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	138	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	2	0	0	0	0	0	44	49	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	375	"AWI"	375	6867	8573	8002	0	0	151	0	0	0	0	5	0	0	0	88	0	0	0	2	0	0	0	0	0	148	10	0	0	0	0	0	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	2	3	0	0	0	0	0	0	0	26	67	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	380	"AWI"	380	7143	8642	8119	0	0	103	1	0	0	0	2	0	0	0	109	0	0	0	1	0	0	0	0	0	103	25	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	29	0	0	0	0	1	0	3	0	0	0	0	0	0	1	16	70	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	385	"AWI"	385	7523	8681	8226	0	0	131	1	0	0	0	4	0	0	0	127	0	0	0	2	0	0	0	0	0	154	24	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	21	0	0	0	0	1	0	4	0	1	0	0	0	0	1	16	43	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	390	"AWI"	390	7869	8735	8341	0	0	123	0	0	1	0	3	0	0	0	95	0	0	0	1	0	0	0	0	0	163	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	17	0	0	0	0	0	0	4	0	0	0	0	0	0	1	11	49	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	395	"AWI"	395	8136	8811	8468	0	0	130	1	0	0	0	4	0	0	0	130	0	0	0	2	0	0	0	0	0	227	52	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	0	0	0	2	1	12	0	1	0	0	0	0	2	6	50	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	400	"AWI"	400	8654	8991	8867	0	1	49	0	0	0	0	3	0	0	0	130	0	0	0	4	0	0	0	0	0	153	19	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	1	5	32	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	405	"AWI"	405	8923	9692	9391	0	0	3	0	0	0	0	5	0	0	0	174	0	0	0	1	0	0	0	0	0	122	40	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	1	0	30	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	410	"AWI"	410	9034	10467	9929	0	0	1	1	0	0	0	7	0	0	0	317	0	0	0	0	0	0	0	0	0	9	38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	20	0	0	0	0	0	0	2	0	15	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	415	"AWI"	415	9134	11266	10469	0	0	1	1	0	0	0	6	0	0	0	387	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	0	4	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	420	"AWI"	420	9344	11575	10799	0	0	0	3	0	0	0	9	0	0	0	492	0	0	0	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	425	"AWI"	425	9501	11730	11038	0	0	0	4	0	0	0	16	0	0	0	399	0	1	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	21	0	0	0	0	0	0	0	0	2	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	430	"AWI"	430	9640	12072	11243	0	0	0	13	0	0	0	58	0	0	0	256	0	0	0	0	0	0	0	0	0	0	63	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	23	0	0	0	0	0	0	3	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	435	"AWI"	435	9752	12532	11420	0	0	0	31	0	0	0	103	0	0	0	235	0	0	0	0	0	0	2	0	0	0	113	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	5	36	0	0	0	0	0	0	1	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	440	"AWI"	440	9887	12766	11553	0	0	0	14	0	0	0	78	0	0	0	225	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	19	0	0	0	0	0	0	3	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	445	"AWI"	445	9980	12935	11678	0	0	0	7	0	0	1	14	0	0	0	260	0	1	0	0	0	0	0	0	0	0	48	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	36	0	0	0	0	0	0	2	0	0	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	450	"AWI"	450	10059	13148	11789	0	0	0	10	0	0	0	18	0	0	0	189	0	0	0	0	0	0	0	0	0	0	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	29	0	0	0	0	0	0	4	0	0	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	455	"AWI"	455	10145	13397	11889	0	0	0	12	0	0	0	20	0	0	0	185	0	0	0	0	0	0	0	0	0	0	32	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	4	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	460	"AWI"	460	10259	13540	12005	0	0	0	13	0	0	0	15	0	0	0	243	0	1	0	0	0	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	14	0	0	0	0	0	0	1	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	465	"AWI"	465	10382	13660	12119	0	0	0	16	0	0	0	17	0	0	0	436	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	36	0	0	0	0	0	0	9	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	470	"AWI"	470	10495	13806	12237	0	0	0	7	0	0	0	19	0	0	0	388	0	1	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	2	33	0	0	0	0	0	0	14	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	475	"AWI"	475	10566	14008	12340	0	0	0	14	0	0	0	22	0	0	0	396	0	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	34	0	0	0	0	0	0	5	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	480	"AWI"	480	10698	14130	12465	0	0	0	6	0	0	0	16	0	0	0	431	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	2	44	0	0	0	0	0	0	8	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	485	"AWI"	485	10809	14270	12590	0	0	0	5	0	0	0	26	0	0	0	353	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	37	0	0	0	0	0	0	4	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	490	"AWI"	490	10915	14440	12711	0	0	0	13	0	0	0	15	0	0	0	591	0	0	0	0	0	0	0	0	0	0	113	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	49	0	0	0	0	0	0	9	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	495	"AWI"	495	11026	14652	12825	0	0	0	12	0	0	1	17	0	0	0	592	0	2	0	0	0	0	0	8	0	0	65	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	23	0	0	0	0	0	0	4	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	500	"AWI"	500	11139	14786	12942	0	0	0	10	0	0	0	22	0	0	0	449	0	0	0	0	0	0	2	10	0	0	119	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0	0	0	0	2	0	0	0	1	0	28	0	0	0	0	0	0	2	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	505	"AWI"	505	11277	14912	13057	0	0	0	5	0	0	0	8	0	0	0	191	0	0	0	0	0	0	0	0	0	0	67	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	510	"AWI"	510	11371	15083	13190	0	0	0	4	5	0	0	56	0	0	0	343	0	0	0	0	0	0	0	2	0	0	105	121	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	62	0	0	1	0	0	0	7	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	515	"AWI"	515	11464	15326	13316	0	0	0	6	0	0	1	62	0	0	0	279	0	0	0	0	0	0	8	0	0	0	106	107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	47	0	0	1	0	0	0	5	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	520	"AWI"	520	11612	15468	13432	0	0	0	8	0	0	1	77	0	0	0	225	0	0	0	0	0	0	0	0	0	0	163	72	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	84	0	0	0	0	0	0	2	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	525	"AWI"	525	11755	15574	13549	0	0	0	6	0	0	0	74	0	0	0	345	0	1	0	0	0	0	0	0	0	0	156	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	67	0	0	4	0	0	0	4	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	530	"AWI"	530	11868	15750	13674	0	0	0	3	0	0	0	30	0	0	0	210	0	1	0	0	0	0	4	2	0	0	38	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	2	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	535	"AWI"	535	11970	15919	13800	0	0	0	2	0	0	0	20	0	0	0	183	0	0	0	0	0	0	0	5	0	0	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	24	0	0	3	0	0	0	2	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	540	"AWI"	540	12082	16025	13920	0	0	0	9	0	0	0	38	0	0	0	363	0	0	0	0	0	0	2	8	0	0	67	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	16	0	0	1	0	0	0	1	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	545	"AWI"	545	12212	16151	14039	0	0	0	4	0	0	0	40	0	0	0	360	0	0	0	0	0	0	9	0	0	0	96	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	27	0	0	4	0	0	0	2	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	550	"AWI"	550	12320	16303	14165	0	0	0	8	0	0	0	95	0	0	0	269	0	0	0	0	0	0	8	10	0	0	131	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	3	4	61	0	0	0	0	0	0	1	0	0	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	555	"AWI"	555	12407	16437	14288	0	0	0	1	0	0	0	50	0	0	0	301	0	2	0	0	0	0	3	15	0	0	110	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	48	0	0	1	0	0	0	1	0	0	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	560	"AWI"	560	12525	16576	14415	0	0	0	7	0	0	0	41	0	0	0	389	0	0	0	0	0	0	0	12	0	0	68	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	38	0	0	0	0	0	0	4	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	565	"AWI"	565	12649	16688	14534	0	0	0	8	0	0	0	33	0	0	0	301	0	1	0	0	0	0	5	7	0	0	110	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	25	0	0	3	0	0	0	1	0	0	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	575	"AWI"	575	12831	17013	14769	0	0	0	12	0	0	0	41	0	0	0	218	0	1	0	0	0	0	4	16	0	0	169	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	4	0	0	0	5	4	31	0	0	1	0	0	0	4	0	0	1	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	580	"AWI"	580	12974	17122	14879	0	0	0	8	0	0	0	12	0	0	0	98	0	0	0	0	0	0	0	4	0	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	2	0	0	0	1	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	585	"AWI"	585	13103	17264	14999	0	0	0	1	0	0	0	21	0	0	0	170	0	1	0	0	0	0	0	0	0	0	27	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	142	0	0	0	0	0	0	0	1	0	0	0	1	1	7	0	0	1	0	0	0	0	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	590	"AWI"	590	13214	17435	15105	0	0	0	7	0	0	1	10	0	0	0	118	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	8	1	0	0	0	0	127	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
14475	22664	"Lake Mikolajki"	53.77171	21.60414	595	"AWI"	595	13281	17608	15224	0	0	0	13	0	0	0	24	0	0	0	112	0	1	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	80	0	0	0	0	0	0	0	5	0	0	0	0	1	5	0	0	2	1	0	0	1	0	0	0	0	0
