"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
3046	3973	"Vallon de Provence"	44.39111	6.40417	496	"AWI"	496	10735	12692	11638	0	0	0	0	0	75	0	8.33333333333333	0	0	0	0	0	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	498	"AWI"	498	10768	12743	11681	0	0	0	0	6.25	37.5	0	0	0	0	0	0	0	0	0	0	0	0	6.25	0	37.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25	0	0	0	0	0	0	6.25	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	497	"AWI"	497	10751	12716	11657	0	0	0	0	0	54.5454545454545	0	4.54545454545455	0	0	0	0	0	0	0	0	4.54545454545455	0	18.1818181818182	4.54545454545455	0	0	0	0	0	0	4.54545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54545454545455	0	0	0	0	0	0	0	4.54545454545455	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	100	"AWI"	100	2045	3671	2932	3.21428571428571	0	1.78571428571429	0	0	0.714285714285714	0	2.14285714285714	0	0	0	0	0	0	0	0	2.85714285714286	0	0	5.71428571428571	0	0	0	0	8.57142857142857	0.357142857142857	0	0.357142857142857	0	0	0	0	0	0	0	57.1428571428571	0	0	0	0	17.1428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	110	"AWI"	110	2402	3905	3236	6.7524115755627	0	0.321543408360129	0.964630225080386	0	0.964630225080386	0	1.92926045016077	0	0	0	0	0.643086816720257	0	0	0	0.964630225080386	0	0	32.1543408360129	0	0	0	0	2.2508038585209	0.643086816720257	0	1.28617363344051	0	0	0	0	0	0.964630225080386	0	30.8681672025724	0	0	4.82315112540193	0	13.8263665594855	0	0	0	0	0	0	0.643086816720257	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	120	"AWI"	120	2767	4085	3543	9.58904109589041	0	2.3972602739726	0	0	0.342465753424658	0	1.36986301369863	0	0	0.342465753424658	0	0	0	0.342465753424658	0	1.02739726027397	0	0	9.58904109589041	0	0	0	0	6.16438356164384	0.684931506849315	0	0.342465753424658	0	0	0	0	0	0	0	57.5342465753425	0	0	0	0	9.24657534246575	0	0	0	0	0	0	0	0	0	0	0	0	0	0.684931506849315	0.342465753424658
3046	3973	"Vallon de Provence"	44.39111	6.40417	130	"AWI"	130	3144	4266	3859	16.4383561643836	0	2.3972602739726	0	0	0.342465753424658	0	1.36986301369863	0	0	0	0	0	0	0	0	2.3972602739726	0	0.684931506849315	6.50684931506849	0	0	0	0	1.71232876712329	0	0	0.342465753424658	0	0	0	0	0	0	0	58.2191780821918	0	0	0	0	9.58904109589041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	140	"AWI"	140	3773	4415	4140	11.6129032258065	0.32258064516129	0.32258064516129	0	0.645161290322581	0.32258064516129	0	2.25806451612903	0	0	0.32258064516129	0	0	0	0	0.32258064516129	0.967741935483871	0	0	3.54838709677419	0	0	0	0	0.967741935483871	0	0	0.645161290322581	0	0	0	0	0	0	0.32258064516129	66.7741935483871	0	0	0	0	9.03225806451613	0	0.967741935483871	0	0	0	0	0	0	0	0	0	0	0	0.645161290322581	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	150	"AWI"	150	4060	4788	4389	9.24092409240924	0	0.33003300330033	0	0	0.66006600660066	0	8.58085808580858	0	0	0	0	0	0	0	0.33003300330033	1.98019801980198	0	0.99009900990099	4.95049504950495	0	0	0	0	0	0	0	0	0	0	0	0.33003300330033	0	0	0	65.3465346534654	0	0	0	0	5.94059405940594	0.33003300330033	0	0	0	0	0	0	0.66006600660066	0	0	0	0	0	0.33003300330033	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	160	"AWI"	160	4213	5145	4618	41.1764705882353	0	0	0	0	1.96078431372549	0	9.80392156862745	0	0	0	0	0	0	0	0	7.84313725490196	0	0	3.92156862745098	0	0	0	0	1.96078431372549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.4117647058824	1.96078431372549	0	0	0	0	0	0	0	0	0	0	0	0	1.96078431372549	0
