"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16096	24852	"Marais de Méron"	47.38056	-1.12333	8	"AWI"	8	-85	229	25	0	2	2	60	2	2	0	0	2	0	10	0	0	0	0	2	1	0	0	0	2	0	3	4	0	0	0	3	2	0	0	0	0	0	3	0	4	2	0	0	0	0	0	0	3	2	0	126	6	0	0	2	5	0	44	0	0	0	3	10	0	0	0	0	0	0	2	2	0	0	0	2
16096	24852	"Marais de Méron"	47.38056	-1.12333	10	"AWI"	10	-78	298	43	0	8	2	201	0	0	0	0	8	0	20	0	0	0	0	0	6	0	0	0	2	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	1	21	0	324	0	4	1	0	22	0	0	0	10	0	1	0	4	0	2	0	0
16096	24852	"Marais de Méron"	47.38056	-1.12333	13	"AWI"	13	-52	334	80	0	3	0	98	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	3	0	2	4	0	0	0	2	2	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0	2	2	0	87	6	0	0	1	8	0	53	0	0	0	0	3	0	0	0	1	0	0	2	5	1	0	0	2
16096	24852	"Marais de Méron"	47.38056	-1.12333	16	"AWI"	16	-36	379	116	0	7	3	146	0	0	0	0	2	0	2	0	0	3	0	0	3	0	0	0	1	0	15	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	23	0	117	0	0	1	0	14	0	0	0	2	0	0	0	5	0	1	0	0
16096	24852	"Marais de Méron"	47.38056	-1.12333	20	"AWI"	20	-18	460	159	0	17	3	143	0	1	0	0	3	0	2	0	0	1	0	1	6	0	0	0	3	0	28	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	31	0	46	0	0	4	0	13	0	0	0	2	0	0	0	5	1	2	0	1
16096	24852	"Marais de Méron"	47.38056	-1.12333	24	"AWI"	24	19	505	210	0	12	2	28	1	2	0	0	2	0	3	0	0	3	0	2	1	0	0	0	14	0	13	7	0	0	0	3	1	0	0	0	0	0	3	0	11	1	0	0	0	0	0	0	0	2	0	0	15	0	0	0	13	0	34	0	0	1	4	0	0	0	0	2	0	2	1	1	0	0	0	5
16096	24852	"Marais de Méron"	47.38056	-1.12333	28	"AWI"	28	44	561	257	2	2	6	30	0	2	0	35	1	2	1	0	0	4	0	2	0	0	0	0	2	0	17	5	0	0	0	2	0	0	0	0	1	0	3	0	17	0	1	0	0	0	0	0	0	2	0	0	8	1	0	0	5	0	14	0	0	0	9	0	0	1	0	2	0	2	1	2	0	0	0	2
16096	24852	"Marais de Méron"	47.38056	-1.12333	32	"AWI"	32	79	614	302	0	8	7	40	1	1	0	50	3	0	2	0	0	4	0	1	3	0	0	0	6	0	137	2	0	0	0	1	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	48	0	5	0	6	1	0	4	0	0	0	4	0	1	0	5	2	2	0	0
16096	24852	"Marais de Méron"	47.38056	-1.12333	35	"AWI"	35	100	651	339	1	4	2	16	2	1	0	0	1	0	0	0	0	3	0	2	0	0	0	0	10	1	3	6	0	0	0	2	1	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	13	0	10	0	0	0	7	1	0	0	0	0	0	0	0	4	0	0	0	1
16096	24852	"Marais de Méron"	47.38056	-1.12333	40	"AWI"	40	133	730	396	0	11	5	41	0	2	0	0	4	0	2	0	1	1	0	2	1	0	0	0	14	0	49	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	74	0	26	0	5	0	0	3	0	0	0	1	0	1	0	2	3	0	0	3
16096	24852	"Marais de Méron"	47.38056	-1.12333	45	"AWI"	45	185	775	454	0	7	2	40	2	2	0	23	1	0	0	0	0	3	0	2	0	0	0	0	11	0	22	7	0	0	0	3	1	0	0	0	0	0	3	0	3	0	0	0	2	0	0	0	2	2	0	0	0	0	0	2	22	0	22	2	3	0	0	2	0	0	0	2	0	1	0	12	0	1	0	2
16096	24852	"Marais de Méron"	47.38056	-1.12333	50	"AWI"	50	216	850	512	1	12	2	35	0	0	0	0	3	0	6	0	0	6	0	0	0	0	0	0	15	0	31	4	0	0	0	0	1	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	21	2	14	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0
