"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	302	"AWI"	302	-124	42	-44	2.98013245033113	0	0	0	0	0.662251655629139	0	69.205298013245	0.33112582781457	0	0	0.33112582781457	0	0	0	0.33112582781457	0.33112582781457	7.94701986754967	5.62913907284768	0	0	0.33112582781457	0	0	1.65562913907285	0	0	0	0	0	0	3.64238410596026	0	0	0	0	0	0	0	0	0.662251655629139	0	0	0	0	2.31788079470199	0	0.33112582781457	0.33112582781457	0	0.662251655629139	2.31788079470199	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	304	"AWI"	304	-52	304	88	8.23529411764706	1.17647058823529	0	0	1.17647058823529	2.35294117647059	0	0	0	0	0	0	0	0	0	5.88235294117647	1.17647058823529	36.4705882352941	0	0	0	1.17647058823529	0	0	14.1176470588235	0	0	0	0	0	0	11.7647058823529	0	0	0	0	0	0	0	0	4.70588235294118	0	0	0	0	4.70588235294118	0	0	1.17647058823529	0	1.17647058823529	4.70588235294118	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	306	"AWI"	306	-27	641	214	3.98230088495575	0.442477876106195	0	0	0	1.32743362831858	0	59.7345132743363	0	0	0	0	0	0	0	1.76991150442478	0	16.8141592920354	0	0	0	0.884955752212389	0	0.442477876106195	3.53982300884956	0	0	0	0	0	0	3.98230088495575	0	0	0	0	0	0	0	0	1.76991150442478	0	0	0	0	1.76991150442478	0	0	0.884955752212389	0.442477876106195	0.884955752212389	1.32743362831858	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	308	"AWI"	308	48	841	354	5.79710144927536	0.483091787439614	0	0	0	0.483091787439614	0	53.6231884057971	0	0	0	0	0	0	0	0.966183574879227	0	13.5265700483092	6.76328502415459	0	0	0	0	0	7.2463768115942	0	0	0	0	0	0	2.41545893719807	0	0	0	0	0	0	0	0.483091787439614	2.41545893719807	0	0	0	0	2.41545893719807	0	0	0.966183574879227	0	0.483091787439614	1.93236714975845	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	310	"AWI"	310	119	925	522	8.33333333333333	4.16666666666667	0	0	0	1.04166666666667	0	0	0	0	1.04166666666667	0	0	0	0	3.125	0	33.3333333333333	18.75	0	0	0	0	1.04166666666667	8.33333333333333	0	0	1.04166666666667	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	2.08333333333333	0	0	0	0	6.25	0	0	0	0	2.08333333333333	1.04166666666667	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	312	"AWI"	312	169	1102	674	5.55555555555556	0	0	0	0	1.23456790123457	0	40.1234567901235	0	0	0	0	0	0	0	6.17283950617284	0	22.8395061728395	9.25925925925926	0	0	0	0	0.617283950617284	6.79012345679012	0	0	0	0	0	0	3.7037037037037	0	0	0	0	0	0	0	0	1.23456790123457	0	0	0	0	1.23456790123457	0	0	0.617283950617284	0	0.617283950617284	0	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	314	"AWI"	314	416	1147	815	10	0	0	0	0	0	0	43.125	0	0	0	0	0	0	0	3.75	0	25	0	0	0	0.625	0	0	4.375	0	0	0	0	0	0	5.625	0	0	0	0	0	0	0	0	0.625	0	0	0	0	1.875	0	0	0.625	0	0	4.375	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	316	"AWI"	316	550	1213	973	8.49673202614379	0	0	0	0	2.61437908496732	0	44.4444444444444	0	0	0	0	0	0	0	0.65359477124183	0	18.3006535947712	9.15032679738562	0	0	0	0	0	3.26797385620915	0	0	0	0.65359477124183	0	0	6.5359477124183	0	0	0	0	0	0	0	0	3.26797385620915	0	0	0	0	1.96078431372549	0	0	0	0	0	0.65359477124183	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	318	"AWI"	318	784	1294	1109	5.02958579881657	0	0	0	0.29585798816568	0	0	29.585798816568	0	0	0	0	0	0	0	2.36686390532544	0.29585798816568	9.17159763313609	1.77514792899408	0	0	0	0	0	2.9585798816568	0	0	0	0	0	0	1.4792899408284	42.8994082840237	0	0	0	0	0	0	0	0.887573964497041	0	0	0	0	1.18343195266272	0	0	0.591715976331361	0	0	1.4792899408284	0
26215	45713	"Lille Kjelavatn"	59.795962	7.251924	320	"AWI"	320	1071	1371	1244	6.26702997275204	0	0	0	0.272479564032698	0	0	26.158038147139	0	0	0	0	0	0	0	3.26975476839237	0	10.6267029972752	0	0	0	0	0	0	1.90735694822888	0	0	0	0	0	0	3.81471389645777	43.8692098092643	0	0	0	0	0	0	0	1.90735694822888	0	0	0	0	0.817438692098093	0	0	0	0.272479564032698	0.544959128065395	0.272479564032698	0
