"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acacia"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3174	24084	"Švarcenberk"	49.143988	14.703396	130	"AWI"	130	4702	5632	5256	177	0	0	0	2	0	0	11	0	0	0	1	0	2	0	0	0	46	19	0	0	0	0	0	48	0	3	0	0	0	0	0	0	0	0	0	0	252	387	0	103	0	0	0	0	0	60	0	0	0	0	2	2	0	4	0	0	14	19	1	0
3174	24084	"Švarcenberk"	49.143988	14.703396	150	"AWI"	150	5041	5736	5409	171	0	3	0	1	0	0	2	0	0	0	0	0	0	0	0	0	59	82	0	0	0	0	0	146	0	4	0	0	0	0	0	0	0	0	0	0	239	76	0	0	0	0	0	2	0	44	0	0	0	0	5	0	0	0	0	1	13	30	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	156	"AWI"	156	5085	5795	5458	139	0	2	0	2	0	0	1	0	0	0	0	0	1	0	0	0	40	105	0	0	0	0	0	197	2	1	0	0	0	0	0	0	0	0	0	0	391	126	0	0	0	0	6	0	0	83	0	0	0	0	0	0	0	0	0	1	23	36	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	162	"AWI"	162	5141	5856	5514	93	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	85	0	0	0	0	0	161	2	6	0	0	0	0	1	0	0	0	0	0	372	113	0	0	0	0	5	0	0	76	0	0	0	0	0	0	0	0	0	0	27	18	0	2
3174	24084	"Švarcenberk"	49.143988	14.703396	168	"AWI"	168	5193	5933	5577	50	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	54	23	0	0	0	0	0	159	2	20	0	0	0	0	0	0	0	0	0	0	610	122	0	0	0	0	16	1	0	93	0	0	0	0	0	0	0	0	0	0	21	19	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	176	"AWI"	176	5244	6070	5654	130	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	102	23	0	0	0	0	0	144	2	27	0	0	0	0	0	0	0	0	0	0	1712	177	0	0	0	0	2	2	0	177	0	0	0	0	0	0	0	0	0	2	24	33	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	182	"AWI"	182	5277	6211	5711	35	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	44	0	0	0	0	0	105	3	3	0	0	0	3	0	0	0	0	0	0	977	136	0	0	0	0	7	2	0	164	0	0	0	0	3	0	0	0	0	0	66	42	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	188	"AWI"	188	5306	6356	5763	21	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	113	25	0	0	0	1	0	50	4	17	1	0	0	2	0	0	0	0	0	0	391	85	0	0	0	0	3	1	0	100	0	0	0	0	2	0	0	0	2	0	53	44	0	3
3174	24084	"Švarcenberk"	49.143988	14.703396	194	"AWI"	194	5382	6398	5835	22	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	143	43	0	0	0	0	0	77	2	16	0	0	0	0	0	0	0	0	0	0	441	111	0	0	0	0	1	1	0	120	0	0	0	0	7	0	0	0	0	0	47	32	0	0
3174	24084	"Švarcenberk"	49.143988	14.703396	200	"AWI"	200	5428	6458	5901	19	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	153	42	0	0	0	0	0	57	0	9	0	0	0	0	0	0	0	0	0	0	369	96	0	15	0	0	1	0	0	93	0	0	0	0	2	0	0	0	0	0	17	17	0	0
