"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3273	4251	"Loch Maree"	57.672206	-5.479654	0	"AWI"	0	-103	58	-22	21	0	0	0	0	1	0	0	64	0	0	0	94	0	40	0	0	0	0	1	0	0	0	2	3	0	1	0	48	0	62	0	0	2	0	0	0	3	2	0	1	0	0	0	1	0
3273	4251	"Loch Maree"	57.672206	-5.479654	3	"AWI"	3	-58	184	41	46	0	0	0	0	0	0	0	0	0	0	0	109	0	57	0	0	0	0	0	0	0	0	0	8	0	1	0	35	0	95	0	0	10	0	0	0	3	1	0	2	0	0	2	1	0
3273	4251	"Loch Maree"	57.672206	-5.479654	5	"AWI"	5	-32	264	84	21	0	0	0	0	1	0	0	0	0	0	0	94	0	40	0	0	0	0	1	0	0	0	2	3	0	1	0	48	0	62	0	0	2	0	0	0	3	2	0	1	0	0	0	1	0
3273	4251	"Loch Maree"	57.672206	-5.479654	10	"AWI"	10	43	420	198	33	0	0	0	0	0	0	0	89	1	0	0	96	0	63	0	0	0	0	1	0	0	0	1	1	0	2	0	41	0	93	0	0	8	0	0	0	0	4	0	0	0	0	1	0	0
3273	4251	"Loch Maree"	57.672206	-5.479654	20	"AWI"	20	208	723	431	27	0	0	0	0	0	0	0	74	0	0	0	60	0	39	0	0	0	0	1	0	0	25	0	9	0	0	0	39	0	49	0	0	9	0	0	0	0	4	0	0	0	0	1	0	0
3273	4251	"Loch Maree"	57.672206	-5.479654	30	"AWI"	30	395	1014	663	106	1	0	0	0	0	0	0	98	0	0	0	98	0	46	0	0	0	0	0	0	0	41	2	5	0	0	0	50	0	90	0	0	10	0	0	0	0	1	0	2	0	0	5	2	0
3273	4251	"Loch Maree"	57.672206	-5.479654	40	"AWI"	40	586	1273	894	58	0	0	0	0	1	0	0	102	0	0	0	99	0	41	0	0	0	0	0	0	0	26	0	3	0	0	0	30	0	80	0	0	14	0	0	0	0	1	0	0	0	0	2	0	0
3273	4251	"Loch Maree"	57.672206	-5.479654	50	"AWI"	50	785	1519	1125	56	0	0	0	0	0	0	0	56	0	0	0	102	0	42	0	0	0	0	0	0	0	0	1	1	0	0	0	35	0	48	0	0	16	0	0	0	0	1	0	0	0	0	3	0	0
3273	4251	"Loch Maree"	57.672206	-5.479654	60	"AWI"	60	985	1776	1359	49	0	0	0	0	0	0	0	112	0	0	0	123	0	87	0	0	0	0	1	0	0	36	1	9	0	0	0	72	0	90	0	0	19	0	0	0	0	6	0	0	0	0	2	1	0
3273	4251	"Loch Maree"	57.672206	-5.479654	70	"AWI"	70	1201	2016	1590	107	0	0	2	0	0	0	0	159	0	0	0	116	0	61	0	0	0	0	2	0	0	44	4	5	0	3	1	66	0	108	0	0	18	0	0	0	0	3	0	0	0	0	4	1	0
3273	4251	"Loch Maree"	57.672206	-5.479654	80	"AWI"	80	1417	2260	1821	75	0	0	1	0	0	0	0	130	0	0	0	100	0	50	0	0	1	0	1	0	0	34	1	4	0	2	0	63	0	60	0	0	21	0	0	0	0	8	0	1	0	0	2	2	0
3273	4251	"Loch Maree"	57.672206	-5.479654	90	"AWI"	90	1635	2497	2051	61	0	0	0	0	0	1	0	153	1	0	0	131	0	41	0	0	0	0	0	0	0	36	5	1	0	1	0	136	0	75	0	1	11	0	0	0	0	5	0	1	0	0	6	2	0
3273	4251	"Loch Maree"	57.672206	-5.479654	100	"AWI"	100	1865	2727	2279	56	0	0	1	1	0	0	0	91	1	0	0	102	0	43	0	0	0	0	1	0	0	0	4	1	0	1	0	99	0	56	0	0	8	0	0	0	2	1	0	1	0	0	1	1	0
3273	4251	"Loch Maree"	57.672206	-5.479654	110	"AWI"	110	2093	2939	2514	94	0	0	0	0	0	0	0	154	0	0	0	136	0	42	0	0	0	0	0	0	0	31	1	1	0	0	0	104	0	67	0	0	6	0	0	0	0	2	0	1	0	0	9	3	0
3273	4251	"Loch Maree"	57.672206	-5.479654	120	"AWI"	120	2313	3172	2748	98	0	0	1	0	0	0	0	161	0	0	0	108	0	37	0	0	0	0	0	0	0	31	2	0	0	0	0	35	0	48	0	1	10	0	0	0	0	4	0	1	0	0	3	3	0
3273	4251	"Loch Maree"	57.672206	-5.479654	130	"AWI"	130	2534	3387	2972	159	0	0	1	0	0	0	0	119	0	0	0	114	0	34	0	0	0	0	0	0	0	35	7	3	0	0	0	21	0	99	0	1	19	0	0	0	0	8	0	0	0	0	5	3	0
3273	4251	"Loch Maree"	57.672206	-5.479654	140	"AWI"	140	2777	3608	3204	101	0	0	0	0	0	0	0	105	0	0	0	141	0	28	0	0	0	0	1	0	0	36	2	3	0	1	0	46	0	67	0	0	9	0	0	0	0	3	0	0	0	0	3	1	0
3273	4251	"Loch Maree"	57.672206	-5.479654	150	"AWI"	150	3018	3827	3437	62	0	0	0	0	0	0	0	117	0	0	0	152	0	71	0	0	0	0	0	0	1	0	1	2	0	0	0	52	0	99	0	0	11	0	0	0	0	5	0	3	0	0	5	4	0
3273	4251	"Loch Maree"	57.672206	-5.479654	160	"AWI"	160	3271	4033	3671	89	0	0	0	0	0	0	0	111	0	0	0	94	0	43	0	0	0	0	3	0	0	36	3	1	0	1	0	63	0	41	0	0	12	0	0	0	0	3	0	1	0	0	4	2	0
3273	4251	"Loch Maree"	57.672206	-5.479654	170	"AWI"	170	3524	4237	3902	91	0	0	0	1	0	0	0	144	1	0	0	117	1	41	0	0	0	0	0	0	0	41	2	2	0	0	0	38	0	48	0	0	10	0	0	0	0	1	0	0	0	0	3	4	0
