"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Syringa"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26147	45391	"Lake Verijärv"	57.80833	27.05833	2032	"AWI"	2032	283	474	367	0	0	111	4	0	0	13	6	238	0	3	0	0	0	0	0	0	4	0	35	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	28	146	0	0	0	0	5	0	6	0	0	0	0	7	3	0	0	0	1	0	0	0	1	10	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2035	"AWI"	2035	309	479	385	0	0	93	0	1	0	15	9	0	0	0	0	0	0	0	0	0	8	0	31	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	45	268	0	0	157	0	4	0	13	0	0	0	0	20	6	1	0	0	0	0	0	2	1	5	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2038	"AWI"	2038	334	485	403	0	0	111	2	0	0	10	5	221	0	2	0	0	0	0	0	0	5	0	48	8	0	0	0	0	3	0	0	2	0	0	0	0	0	0	58	241	0	0	174	0	8	0	5	0	0	0	0	39	17	0	0	0	0	0	0	0	2	1	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2043	"AWI"	2043	375	492	433	0	0	104	3	1	0	4	0	225	0	18	0	0	0	0	0	0	6	0	35	8	0	0	0	0	1	0	0	1	0	0	0	0	1	0	66	349	0	0	0	0	5	0	7	0	0	0	0	31	17	2	0	0	0	0	0	0	0	5	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2048	"AWI"	2048	415	504	463	0	0	127	0	1	0	2	5	0	0	9	0	0	0	0	0	0	3	0	19	5	0	0	0	2	3	0	0	3	0	0	0	0	0	0	48	274	4	0	98	0	5	0	6	0	0	0	0	14	6	1	0	0	0	0	0	1	3	3	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2053	"AWI"	2053	448	524	492	0	0	104	1	0	0	11	6	400	0	11	0	0	0	0	0	0	10	0	32	3	0	0	2	0	6	0	0	0	0	0	0	0	4	0	53	226	5	0	0	0	8	0	10	0	0	0	0	11	10	0	0	2	0	0	0	1	3	4	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2060	"AWI"	2060	481	572	530	0	0	126	0	0	0	5	5	419	0	3	0	0	0	0	0	0	8	0	27	3	0	0	1	0	4	0	0	4	0	0	0	0	0	0	23	248	0	0	0	0	6	0	10	0	0	0	0	16	9	0	0	2	0	0	0	3	1	3	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2065	"AWI"	2065	508	597	551	0	0	116	0	0	0	0	0	380	0	5	0	0	0	0	0	0	11	0	24	6	0	0	0	0	3	0	0	1	0	0	0	0	0	0	30	270	0	0	0	0	6	0	13	0	0	0	0	14	20	0	0	0	0	0	0	1	0	0	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2070	"AWI"	2070	530	621	565	0	0	95	0	1	0	2	0	357	0	6	0	0	0	0	0	0	3	0	19	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	36	266	2	0	0	0	1	0	8	0	0	0	0	12	7	0	0	1	0	0	0	1	2	4	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2075	"AWI"	2075	543	651	583	0	0	90	0	1	0	2	0	252	0	7	0	0	0	0	0	0	9	0	19	7	0	0	0	0	4	0	0	1	0	0	0	0	0	0	35	269	0	0	0	0	4	0	10	0	0	0	0	18	7	0	0	0	0	0	0	2	1	3	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2080	"AWI"	2080	549	688	600	0	0	98	0	1	0	2	0	231	0	10	0	0	0	0	0	0	9	0	29	6	0	0	0	1	1	0	0	3	0	0	0	0	1	0	42	288	0	0	0	0	2	0	7	0	0	0	0	10	1	1	0	0	0	0	0	4	0	5	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2085	"AWI"	2085	555	727	617	0	0	92	4	1	0	5	0	298	0	5	0	0	0	0	0	0	8	0	32	8	0	0	0	2	1	0	0	1	0	0	0	0	1	0	36	373	2	0	0	0	5	0	11	0	0	0	0	9	6	1	0	1	0	0	0	0	2	4	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2090	"AWI"	2090	560	768	633	0	0	109	2	0	0	2	0	313	0	7	0	0	0	0	0	0	10	0	27	6	0	0	0	0	3	0	0	3	0	0	0	0	1	0	33	290	0	0	0	0	5	0	12	0	0	0	0	8	8	1	0	1	0	0	0	1	2	8	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2095	"AWI"	2095	563	808	649	0	0	95	1	1	0	6	0	402	0	8	0	0	0	0	0	0	8	0	35	0	0	0	0	0	5	0	0	1	0	0	0	0	2	0	46	320	0	0	0	0	4	0	5	0	0	0	0	14	7	1	0	0	0	0	0	1	1	2	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2100	"AWI"	2100	566	853	665	0	0	109	0	0	0	4	0	371	0	8	0	0	0	0	0	0	7	0	34	0	1	0	0	2	1	0	0	1	0	0	0	0	1	0	47	343	0	0	0	0	3	0	8	0	0	0	0	18	11	0	0	0	0	0	0	2	2	6	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2105	"AWI"	2105	567	898	681	0	0	104	1	0	0	3	0	261	0	13	0	0	0	0	0	0	8	0	24	2	0	0	0	1	2	0	0	1	0	0	0	0	1	0	30	311	3	0	0	0	3	0	7	0	0	0	0	8	16	1	0	0	0	0	0	1	1	7	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2110	"AWI"	2110	570	942	697	0	0	103	1	0	0	3	4	294	0	17	0	0	0	0	0	0	8	0	21	5	0	0	0	0	5	0	0	3	0	0	0	0	0	0	24	380	0	0	0	0	3	0	12	0	0	0	0	14	11	2	0	0	1	0	0	1	3	6	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2115	"AWI"	2115	571	984	713	0	0	97	1	0	0	3	0	332	0	14	0	0	0	0	0	0	8	0	16	3	0	0	0	1	1	0	0	1	0	0	0	0	2	0	31	287	0	0	91	0	4	0	2	0	0	0	0	14	20	1	0	0	0	0	0	0	0	6	3
26147	45391	"Lake Verijärv"	57.80833	27.05833	2120	"AWI"	2120	573	1026	729	0	0	81	2	0	0	4	0	316	0	8	0	0	0	0	0	0	10	0	18	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	30	296	0	0	0	0	0	0	11	0	0	0	0	15	9	3	0	0	0	0	0	2	2	6	7
26147	45391	"Lake Verijärv"	57.80833	27.05833	2125	"AWI"	2125	576	1069	745	0	0	91	0	0	4	7	0	403	0	12	0	0	0	5	0	0	10	0	19	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	25	253	0	0	0	0	5	0	11	0	0	0	0	6	3	2	0	0	0	0	0	1	2	5	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2130	"AWI"	2130	583	1097	760	0	0	109	2	0	1	3	0	352	0	6	0	0	0	0	0	0	10	0	13	0	0	0	0	1	3	0	0	2	0	0	1	0	4	0	28	268	2	0	0	0	4	0	14	0	0	0	0	11	4	2	0	0	0	0	0	1	9	5	6
26147	45391	"Lake Verijärv"	57.80833	27.05833	2135	"AWI"	2135	595	1105	772	0	0	97	0	1	4	1	0	317	0	2	0	0	0	0	0	0	9	0	13	3	0	0	0	0	3	0	0	2	0	0	0	0	7	0	36	289	0	0	86	0	7	0	14	0	0	0	0	23	10	2	0	0	0	0	0	2	9	4	1
26147	45391	"Lake Verijärv"	57.80833	27.05833	2140	"AWI"	2140	606	1116	787	0	0	129	1	0	0	4	0	337	0	5	0	0	0	0	0	0	9	0	20	4	0	0	0	0	10	0	0	1	0	0	0	0	2	0	48	317	2	0	0	0	7	0	15	0	0	0	1	29	5	0	0	0	0	0	0	4	5	9	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2145	"AWI"	2145	615	1129	801	0	0	112	1	0	2	2	0	317	0	12	0	0	0	3	0	0	11	0	23	0	0	0	0	0	3	0	0	3	0	0	0	0	4	0	44	310	0	0	0	0	10	0	14	0	0	0	1	38	3	0	0	0	0	0	0	4	14	6	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2150	"AWI"	2150	623	1140	815	0	0	99	3	1	0	4	0	0	0	9	0	0	0	0	0	0	10	0	16	0	0	0	0	1	2	0	0	1	0	0	0	0	7	0	50	305	0	0	0	0	4	0	10	0	0	0	0	35	3	1	0	0	0	0	0	5	20	3	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2155	"AWI"	2155	628	1152	830	0	0	101	2	0	1	3	0	269	0	13	0	0	0	0	0	0	15	0	12	6	0	0	1	0	11	0	0	0	0	0	0	0	6	0	29	292	0	0	0	0	9	0	12	0	0	0	1	33	4	1	0	0	0	0	0	3	5	6	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2160	"AWI"	2160	633	1170	843	0	0	83	1	0	0	3	0	0	0	9	0	0	0	0	0	0	7	0	21	4	0	0	0	0	11	0	0	0	0	0	0	0	4	0	69	323	0	0	0	0	5	0	14	0	0	0	0	30	1	0	0	0	0	0	0	4	4	2	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2165	"AWI"	2165	639	1183	856	0	0	64	1	0	0	1	0	0	0	8	0	0	0	0	0	0	6	0	23	4	0	0	0	0	2	0	0	1	0	0	0	0	3	0	81	327	0	0	0	0	3	0	16	0	0	0	0	12	3	0	0	0	0	0	0	2	9	10	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2170	"AWI"	2170	644	1199	871	0	0	58	0	4	0	0	0	343	0	8	0	0	0	0	0	0	4	0	9	6	0	0	0	0	6	0	0	2	0	0	0	0	0	0	49	365	2	0	0	0	4	0	17	0	0	0	0	5	1	0	0	0	0	0	0	5	10	2	1
26147	45391	"Lake Verijärv"	57.80833	27.05833	2175	"AWI"	2175	647	1219	884	0	0	82	0	1	0	2	0	0	0	3	0	0	0	0	0	0	9	0	12	0	0	0	1	0	6	0	0	1	0	0	0	0	3	0	69	508	0	0	0	0	8	0	14	0	0	0	0	1	3	0	0	0	0	0	0	6	7	10	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2180	"AWI"	2180	650	1238	897	0	0	59	1	0	0	0	0	335	0	3	0	0	0	0	0	0	8	0	8	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	56	356	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	11	3	1
26147	45391	"Lake Verijärv"	57.80833	27.05833	2185	"AWI"	2185	654	1261	909	0	0	76	0	1	0	0	0	0	0	8	0	0	0	0	0	0	12	0	9	0	0	0	0	1	2	0	0	5	0	0	0	0	3	0	66	344	0	0	0	0	2	0	21	0	0	0	0	2	0	1	0	0	0	0	0	5	8	4	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2190	"AWI"	2190	658	1285	921	0	0	74	0	0	0	2	0	296	0	5	0	0	0	0	0	0	11	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	95	416	0	0	0	0	1	0	17	0	0	0	1	1	0	0	0	0	0	0	0	4	3	4	2
26147	45391	"Lake Verijärv"	57.80833	27.05833	2195	"AWI"	2195	664	1305	933	0	0	48	0	1	0	0	0	0	0	5	0	0	0	0	0	0	6	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	102	354	0	0	0	0	5	0	16	0	0	0	0	0	1	0	0	0	0	0	0	1	3	5	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2200	"AWI"	2200	680	1309	947	0	0	49	0	1	0	1	0	0	0	6	0	0	0	0	0	0	11	0	10	0	0	0	2	2	0	0	0	1	0	0	1	0	4	0	56	346	0	0	0	0	3	0	17	0	0	0	0	1	0	0	0	0	0	0	0	5	3	0	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2205	"AWI"	2205	695	1318	960	0	0	41	0	0	0	3	0	0	0	6	0	0	0	0	0	0	14	0	8	3	0	0	1	0	4	0	0	0	0	0	0	0	4	0	72	315	0	0	0	0	0	0	23	0	0	0	0	2	1	1	0	0	0	0	0	2	0	1	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2210	"AWI"	2210	705	1324	972	0	0	24	1	1	0	3	0	0	0	5	0	3	0	0	0	0	9	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	81	246	0	0	0	0	1	0	18	0	0	0	0	1	2	0	0	0	1	0	0	2	1	1	0
26147	45391	"Lake Verijärv"	57.80833	27.05833	2215	"AWI"	2215	716	1330	987	0	0	15	0	0	0	3	0	0	0	5	0	0	0	2	0	0	16	0	13	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	107	258	0	0	0	0	3	0	24	0	0	0	0	0	1	2	0	0	2	0	0	9	4	1	0
