"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	1	"AWI"	1	-135	13	-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77720207253886	0	0	0	0	0	5.69948186528497	0	0	0	1.03626943005181	0	0.518134715025907	0	0	0	0	0	1.03626943005181	0	0.259067357512953	0	0	0.77720207253886	0	0	82.9015544041451	0	0	0	0	0	0	3.62694300518135	3.36787564766839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	4	"AWI"	4	-126	18	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.735294117647059	0	0	0	0	0	7.72058823529412	0	0	0	0.367647058823529	0	0	0	0	0	0	0	0.367647058823529	0	0	0	0	1.10294117647059	0	0	82.3529411764706	0	0	0	0	0	0	2.94117647058824	2.94117647058824	0	0	0	0	0	0.735294117647059	0	0	0.735294117647059	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	8	"AWI"	8	-115	25	-38	0	0	0	0	0	0.520833333333333	0	0	0.520833333333333	0	0	0	0	0	0	0	0	0	0	0	9.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.375	0	0	0	0	0.520833333333333	0	1.5625	2.60416666666667	0	0	0	0	0	0.520833333333333	0	0	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	12	"AWI"	12	-107	36	-30	0	0	0	0	0	0	0	0	0	0	0.617283950617284	0.925925925925926	0	0	0	0	0	0	0	0	8.02469135802469	0	0	0	0.308641975308642	0	0	0	0	0	0	0	0.925925925925926	0	0	0	0	1.85185185185185	0	0	47.2222222222222	0.308641975308642	0	34.8765432098765	0	0	0	1.85185185185185	1.23456790123457	0	0	0	0	0	1.54320987654321	0	0.308641975308642	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	16	"AWI"	16	-101	50	-22	0.578034682080925	1.15606936416185	0	0	0	0.578034682080925	0	0	0	0	0	0.578034682080925	0	0	0	0	0	0	0	0	8.67052023121387	0	0	0	0.578034682080925	0	0.578034682080925	0	0	0	0	0	2.3121387283237	0	0	0	0	2.3121387283237	0	0	73.9884393063584	0	0	0	0	0	0	2.89017341040462	2.89017341040462	0	0	0	0	0	2.89017341040462	0	0	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	20	"AWI"	20	-90	56	-14	0	0	0	0	0	0	0	0	0	0	1.49253731343284	0	0	0	0.746268656716418	4.47761194029851	0	0	0	0	10.4477611940298	0	0	0	1.49253731343284	0.746268656716418	0	0	0	0	0	0	1.49253731343284	0	0	0	0	3.73134328358209	0	0	64.1791044776119	0	0	0	0	0.746268656716418	0	4.47761194029851	2.23880597014925	0	0	0	0	0	2.98507462686567	0	0	0.746268656716418	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	24	"AWI"	24	-81	64	-6	0	0	0.602409638554217	0	0	0.602409638554217	0	0	0	0	0	1.20481927710843	0	0	0	3.6144578313253	0	0	0	0	16.2650602409639	0	0	0	1.20481927710843	0	0	0	0	0	0	0	1.20481927710843	0	0	0	0	1.80722891566265	0	0	62.6506024096386	0	0	0	0	0	0	6.02409638554217	1.80722891566265	0	0	0	0	0	3.01204819277108	0	0	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	28	"AWI"	28	-74	73	2	0	0	0	0	0	0.757575757575758	0	0	0	0	0.378787878787879	0.757575757575758	0	0	0	1.51515151515152	0	0	0	0	5.3030303030303	0	0	0	0.378787878787879	0	0	0	0	0	0	0	1.13636363636364	0	0.378787878787879	0	0	1.13636363636364	0	0	15.530303030303	0	0	65.9090909090909	0	0	0	1.51515151515152	1.13636363636364	0	0	0	0	0	3.40909090909091	0	0	0.378787878787879	0	0.378787878787879	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	32	"AWI"	32	-67	82	9	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0.5	3	0	0	0	0	0	0.5	0	0	0	0	2	0	0	75.5	0	0	0	0	0	0	1.5	1	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0
26050	45184	"Arroyo de Valdeconejos"	40.86104	-4.06103	36	"AWI"	36	-54	88	17	0	0	0	0	0	0.512820512820513	0	0	0	0	0	0.512820512820513	0	0	0	0	0	0	0	0	7.69230769230769	0	0	0	0	0	0	0	0	0	0	0	1.53846153846154	0	0	0.512820512820513	0	1.53846153846154	0	0	78.974358974359	0	0	0	0	0	0	5.64102564102564	1.02564102564103	0	0	0	0	0	2.05128205128205	0	0	0	0	0	0	0	0	0
