"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	10	"AWI"	10	-73	546	121	1.25	0	6.25	1.25	0.625	2.5	0	0	0	3.125	0	0	0	0.625	0	0	3.75	0	8.125	8.75	0	0	0	0.625	0	3.75	3.125	0	0	0	3.125	0	0	0	0	3.125	7.5	12.5	0	16.875	0	6.875	0	0	2.5	0	0.625	0	0	0	0	0	0	0.625	0	2.5	0
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	35	"AWI"	35	104	1625	640	0.574712643678161	0	6.32183908045977	0.574712643678161	0	0	1.72413793103448	0	0	3.44827586206897	0	0.574712643678161	0	3.44827586206897	0	0	1.14942528735632	0	18.9655172413793	5.74712643678161	0	0	0	0.574712643678161	0	8.62068965517241	0	0	0	0	9.77011494252874	0	0	0	0	1.72413793103448	1.72413793103448	4.02298850574713	0	9.77011494252874	0	15.5172413793103	0	0	0	0	0	1.14942528735632	0.574712643678161	0	0	0	0	0	0.574712643678161	3.44827586206897	0
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	45	"AWI"	45	172	1932	862	0.716845878136201	0.3584229390681	7.16845878136201	0	0	0	0	0	0	5.01792114695341	0	0	0	3.2258064516129	0	0	0.716845878136201	0	20.7885304659498	1.0752688172043	0	0	0	0.716845878136201	0	8.60215053763441	0	0	0	0	8.60215053763441	0.716845878136201	0	0	0	3.2258064516129	0.716845878136201	4.3010752688172	0	8.60215053763441	0	20.7885304659498	0	0	0	0	0	1.0752688172043	0	0	0	0	0	0	0	3.584229390681	0
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	55	"AWI"	55	317	2199	1073	0.427350427350427	0.427350427350427	5.98290598290598	0	0	0	0	0	0	6.41025641025641	0	0	0	0	0	0	0.427350427350427	0	21.3675213675214	2.56410256410256	0	0	0	0.427350427350427	0	11.1111111111111	0	0	0	0	7.26495726495727	0	0	0	0	1.70940170940171	1.28205128205128	5.55555555555556	0	8.97435897435897	0	18.8034188034188	0.427350427350427	0	0.854700854700855	0	0	0.854700854700855	0	0	0	0	0	0	0	4.27350427350427	0.854700854700855
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	75	"AWI"	75	548	2733	1538	0.574712643678161	0.574712643678161	5.17241379310345	0	0.574712643678161	0	0	0	0	2.8735632183908	0	1.14942528735632	0	5.17241379310345	0	0	1.14942528735632	0	8.04597701149425	5.74712643678161	0.574712643678161	0	0	0	0	9.77011494252874	0	0	0	0	11.4942528735632	0	0	0	0	1.14942528735632	1.14942528735632	5.74712643678161	0	25.2873563218391	0	11.4942528735632	0	0	0	0	0	0	0.574712643678161	0	0	0	0	0	0	1.72413793103448	0
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	135	"AWI"	135	1869	3776	2881	0.675675675675676	0.337837837837838	8.44594594594595	0.337837837837838	0.337837837837838	0	1.01351351351351	0	0	3.04054054054054	0	0.675675675675676	0	2.7027027027027	0	0	0	0	23.6486486486486	0	0	0	0	0	0	12.5	0.337837837837838	0	0	0	10.1351351351351	0.675675675675676	0.337837837837838	0	0	1.35135135135135	0	2.7027027027027	0	7.09459459459459	0	21.2837837837838	0	0	0	0	0	0.337837837837838	0.337837837837838	0	0	0	0	0	0	1.68918918918919	0
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	145	"AWI"	145	2056	3973	3102	0.696864111498258	0	10.801393728223	0.348432055749129	0	0	0	0	0	2.78745644599303	0	0	0	4.18118466898955	0	0	0.348432055749129	0	25.4355400696864	2.78745644599303	0	0	0	0.348432055749129	0	8.36236933797909	0	0	0	0	3.48432055749129	0	0	0	0	5.22648083623693	1.39372822299652	4.8780487804878	0	9.05923344947735	0	15.6794425087108	0	0	0	0	0	0.348432055749129	0.348432055749129	0	0	0	0	0	0	3.48432055749129	0
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	155	"AWI"	155	2395	4120	3303	0	0	4.6875	0	0	0	1.04166666666667	0	0	3.125	0	0	0	8.33333333333333	0	0	0.520833333333333	0	13.5416666666667	1.5625	0	0	0	0	0	10.9375	0	0	0	0	5.20833333333333	0	0	0	0	5.20833333333333	0	5.20833333333333	0	11.9791666666667	0	18.75	0	0	0.520833333333333	0	0	1.04166666666667	0.520833333333333	0	0	0	0	0	0	7.29166666666667	0.520833333333333
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	165	"AWI"	165	2720	4245	3512	2.20264317180617	0	7.04845814977974	0	0	0	0	0.440528634361234	0	0.881057268722467	0	0.881057268722467	0	7.04845814977974	0	0	0.440528634361234	0	14.9779735682819	0.881057268722467	0	0	0	0	0	11.8942731277533	0	0	0	0	7.04845814977974	0	0	0	0	3.9647577092511	1.76211453744493	5.72687224669604	0	9.2511013215859	0	16.2995594713656	0	0	0	0	0.440528634361234	0.881057268722467	0.881057268722467	0	0	0	0	0	0.440528634361234	6.6079295154185	0
3373	4374	"Saint Julien de Ratz"	45.34833	5.65528	175	"AWI"	175	2942	4430	3723	1.21951219512195	0.40650406504065	8.53658536585366	0	0	0.40650406504065	0	0	0	5.28455284552846	0	0.40650406504065	0	4.0650406504065	0	0	0.40650406504065	0	18.2926829268293	1.21951219512195	0	0	0	0	0	10.1626016260163	0	0	0	0	6.09756097560976	0.40650406504065	0	0	0	2.03252032520325	0	4.0650406504065	0	6.50406504065041	0	23.1707317073171	0	0	0	0	0	2.03252032520325	0	0	0	0	0	0	0	5.28455284552846	0
