"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Ailanthus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ficus"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Vitaceae"
27016	47584	"Gorgo Tondo"	37.90131	13.41265	0	"AWI"	0	-158	3	-63	0	0	0	0	0	0	0	0.526315789473684	4.73684210526316	0	0	0	0	0	3.68421052631579	0	0	0	0	0	2.10526315789474	0	0	0	0.526315789473684	0	18.9473684210526	0	1.57894736842105	0.526315789473684	0	0	0	0	0	1.05263157894737	0	0	0.526315789473684	0	0	3.15789473684211	0.526315789473684	0	0	0	7.89473684210526	0	0	0	0	28.9473684210526	0	0	0	0	0	0	0	22.6315789473684	1.05263157894737	0	0	0	0	0	0	0	0	0	0	0.526315789473684	0.526315789473684	0	0.526315789473684
27016	47584	"Gorgo Tondo"	37.90131	13.41265	10	"AWI"	10	-111	142	-3	0	0.418410041841004	0.418410041841004	0	0	0	0	0	1.25523012552301	1.25523012552301	0.418410041841004	0	0	0	1.67364016736402	0	0	0	0	0	3.34728033472803	0	0	0	0.418410041841004	0	11.7154811715481	0.418410041841004	0.836820083682008	1.25523012552301	0	0	0	0	0	0.418410041841004	0	0	0	0	0	0.418410041841004	0	0.418410041841004	0.418410041841004	0	1.25523012552301	0	0	0.418410041841004	0	56.0669456066946	0.418410041841004	0	0	0	2.51046025104602	0	0.418410041841004	10.0418410041841	0.418410041841004	0	0	0	2.51046025104602	0	0	0.418410041841004	0	0	0	0	0	0.418410041841004	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	20	"AWI"	20	-63	246	68	0	0	0	0	0	0	0	0	3.125	0	10.9375	0	0	0	18.75	0	0	0	0	0	1.5625	0	0	0	0	0	17.1875	0	1.5625	0	0	0	0	0	0	0	0	1.5625	0	0	0	1.5625	3.125	0	0	0	14.0625	0	0	1.5625	0	1.5625	0	0	0	0	0	0	0	15.625	1.5625	0	0	0	3.125	0	0	0	0	0	0	0	0	3.125	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	30	"AWI"	30	-6	328	142	0	0	0	0	5.69105691056911	0	0	1.6260162601626	5.69105691056911	0.813008130081301	0.813008130081301	0	0	0	4.8780487804878	0	0	0	0	0	1.6260162601626	0	0	0	0	0	24.390243902439	0	2.4390243902439	0	0	0	0	0.813008130081301	0	0	0	0	0	0	0.813008130081301	0	0	0	0	0	4.8780487804878	0	0	0.813008130081301	0	1.6260162601626	1.6260162601626	0	0	0	0	0	0	29.2682926829268	1.6260162601626	0	0	0	0	0	3.2520325203252	0	1.6260162601626	0.813008130081301	0.813008130081301	0	0.813008130081301	1.6260162601626	1.6260162601626
27016	47584	"Gorgo Tondo"	37.90131	13.41265	40	"AWI"	40	45	406	217	0	0	0	0	0	0	0	0.574712643678161	6.32183908045977	0	0.574712643678161	0	0	0	5.74712643678161	0.574712643678161	0	0	0	0	0.574712643678161	0	0	0	0.574712643678161	0	26.4367816091954	0	0.574712643678161	0	0	0	0	0	1.72413793103448	0.574712643678161	0	0.574712643678161	0	0.574712643678161	0.574712643678161	1.72413793103448	0.574712643678161	0	0	0	5.17241379310345	0	0	0	0	1.14942528735632	1.72413793103448	0	0	0	0	0	0.574712643678161	37.3563218390805	1.72413793103448	0	0	0	0	0	0	0	0	0	0.574712643678161	0	0	2.29885057471264	1.14942528735632
27016	47584	"Gorgo Tondo"	37.90131	13.41265	50	"AWI"	50	115	472	293	0	0	0	1.01010101010101	0	0	0	0	7.07070707070707	1.01010101010101	1.01010101010101	0	0	0	2.02020202020202	1.01010101010101	0	0	0	0	0	0	0	0	0	0	24.2424242424242	0	2.02020202020202	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	2.02020202020202	0	1.01010101010101	0	0	1.01010101010101	2.02020202020202	0	0	0	0	0	0	45.4545454545455	6.06060606060606	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101
27016	47584	"Gorgo Tondo"	37.90131	13.41265	60	"AWI"	60	185	531	363	0	0	0	0	0	0	0	3.10077519379845	3.87596899224806	0	0	0	0	0	6.97674418604651	0	0	0	0	0	0	0.775193798449612	0	0	0	0	6.97674418604651	0	0.775193798449612	0	0	0	0	0	0	0	0	0.775193798449612	0	0	0	0.775193798449612	2.32558139534884	0	0	0	3.10077519379845	0	0	0	0.775193798449612	1.55038759689922	1.55038759689922	0	0	0	0	0	0.775193798449612	54.2635658914729	1.55038759689922	3.10077519379845	0	0	5.42635658914729	0	0.775193798449612	0	0	0	0	0	0	0.775193798449612	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	72	"AWI"	72	283	586	449	0	0	0	0.25	0	0	0	1	1	0	0.5	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0.25	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.25	0	0.25	0	0	0.25	0.25	0	0	0	0	0	0	80.5	1.5	0	0	0	0	0	0.25	0	0.5	0	0	0	0	0.25	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	80	"AWI"	80	335	630	511	0	0	0	0.234192037470726	0	0	0	1.17096018735363	0.468384074941452	0	0.234192037470726	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234192037470726	0	21.0772833723653	0	0	0	0	0	0	0	0	0.234192037470726	0	0	0	0	0	0	0.234192037470726	0	0	2.34192037470726	0.468384074941452	0	0.234192037470726	0	0	0.234192037470726	0.234192037470726	0	0	0	0	0	0.234192037470726	67.4473067915691	1.87353629976581	0	0	0	1.63934426229508	0	0.702576112412178	0	0.234192037470726	0	0	0	0	0.468384074941452	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	90	"AWI"	90	432	674	586	0	0	0	0	0	0	0	0.386100386100386	1.54440154440154	1.93050193050193	0	0	0	0	0	0	0	0	0	0	0.386100386100386	0	0	0	0.386100386100386	0	15.8301158301158	0.386100386100386	0	0	0	0	0	0	0	0.386100386100386	0	0.386100386100386	0	0	0	0.772200772200772	0	0	0	0	0.386100386100386	0	0.772200772200772	0.386100386100386	0	0	0.386100386100386	0	0	0	0	0	0	72.2007722007722	0.772200772200772	0	0	0	0	0	0.386100386100386	0	0.772200772200772	0	0.386100386100386	0	0.386100386100386	0.772200772200772	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	100	"AWI"	100	556	715	654	0	0	0	0	0	0	0	0	1.86915887850467	0	0	0	0	0	0.934579439252336	0	0	0	0	0	0	0	0	0	0	1.86915887850467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.934579439252336	0	1.86915887850467	0	0	0	0.934579439252336	0	0	0	0	0	0	89.7196261682243	1.86915887850467	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	110	"AWI"	110	596	849	710	0	0	0	0	0	0	0	0	7.36842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10526315789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	6.31578947368421	0	0	0	0	0	0	0	2.10526315789474	2.10526315789474	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	120	"AWI"	120	648	936	779	0	0	0	3.77358490566038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88679245283019	0	0	0	0	0	0	0	0	0	0	1.88679245283019	0	0	0	0	0	0	0	0	0	0	0	0	77.3584905660377	5.66037735849057	0	0	0	0	0	0	0	1.88679245283019	0	3.77358490566038	0	1.88679245283019	1.88679245283019	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	130	"AWI"	130	705	1016	851	0	0	0	0	0	0	0	0	27.2727272727273	0	4.54545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.54545454545455	13.6363636363636	0	0	0	0	0	0	0	0	0	0	0	0	4.54545454545455	31.8181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.6363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	140	"AWI"	140	762	1088	927	5.88235294117647	0	0	11.7647058823529	0	0	0	0	17.6470588235294	0	11.7647058823529	0	5.88235294117647	0	5.88235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88235294117647	11.7647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.7647058823529	0	0	0	0	0	0	0	5.88235294117647	0	5.88235294117647	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	160	"AWI"	160	908	1200	1073	0	0	0	1.98019801980198	0	0	0	0	2.47524752475248	0	0	0	0.495049504950495	0	1.48514851485149	0	0	0	0	0	0	0	0	0	0.99009900990099	0.99009900990099	0	0	0.99009900990099	0	0	0	0	0	6.43564356435644	0	0	0	0	0	0	1.98019801980198	0	0	0	0	0	0	1.98019801980198	0	0	0.495049504950495	0	6.93069306930693	0	0	0	0	0	67.8217821782178	2.47524752475248	0	0	0	0	0	0	0	0.495049504950495	0	1.98019801980198	0	0	0	0
27016	47584	"Gorgo Tondo"	37.90131	13.41265	170	"AWI"	170	984	1244	1147	0	0	0	0.418410041841004	0	0	0	0.418410041841004	0.418410041841004	0	0.836820083682008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67364016736402	0	0	0	0	0	0.418410041841004	0	0	0	0.418410041841004	0	0	0	0	0	0	89.5397489539749	3.76569037656904	0	0	0	0	0	1.25523012552301	0	0	0	0	0	0.836820083682008	0	0
