"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Colchicaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Urticaceae"	"Viburnum"
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	0	"AWI"	0	-137	26	-55	17	4	0	0	0	0	29	0	0	0	5	0	2	1	2	0	0	13	0	0	0	0	0	5	0	1	0	57	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	5	"AWI"	5	-85	147	19	8	0	0	0	0	0	18	0	0	0	20	0	3	0	2	0	0	12	0	0	0	0	0	2	0	2	2	66	0	0	0	0	0	0	0	126	0	2	0	0	0	2	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	10	"AWI"	10	-57	323	89	0	1	0	0	0	0	10	0	2	0	6	0	2	0	3	0	1	34	0	22	1	3	0	11	0	4	10	14	0	2	0	0	0	0	0	53	0	0	2	0	9	8	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	13	"AWI"	13	-13	347	137	8	0	0	0	0	0	4	0	0	0	11	0	1	1	1	0	1	5	0	0	0	0	0	1	0	5	1	24	0	0	0	0	0	0	0	52	0	0	0	0	2	1	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	17	"AWI"	17	21	401	207	5	0	0	0	0	0	0	0	0	0	12	0	3	4	4	0	0	12	0	0	0	0	0	1	0	1	0	17	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	20	"AWI"	20	41	467	254	3	7	13	1	1	0	7	0	0	5	8	1	3	1	2	1	1	51	0	17	0	0	3	6	3	12	1	11	8	0	154	0	0	0	2	36	2	10	0	1	4	4	1
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	23	"AWI"	23	108	485	300	6	0	0	2	1	0	0	0	0	0	5	0	0	3	0	0	0	5	0	0	0	0	0	0	0	8	0	15	0	0	0	0	0	0	0	43	0	0	0	0	1	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	27	"AWI"	27	160	515	365	7	0	0	0	2	0	0	0	0	0	13	0	0	3	0	0	0	11	44	0	0	0	0	0	0	27	0	28	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	30	"AWI"	30	189	562	413	4	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	41	0	0	0	0	0	0	0	133	0	0	0	0	0	2	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	33	"AWI"	33	299	580	454	9	1	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	6	0	0	0	0	0	0	0	2	0	25	0	0	0	0	0	252	0	51	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	37	"AWI"	37	440	604	505	5	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	13	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	40	"AWI"	40	511	641	545	8	0	0	0	0	0	0	0	0	0	5	0	0	3	0	1	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	33	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	43	"AWI"	43	540	752	619	9	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	47	"AWI"	47	560	972	703	8	0	0	0	1	0	0	0	0	0	2	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	50	"AWI"	50	572	1147	764	10	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	13	44	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	55	"AWI"	55	652	1229	900	13	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	5	0	3	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	37	0	0	0	0	0	1	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	60	"AWI"	60	700	1382	1029	22	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	63	"AWI"	63	788	1414	1106	16	0	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	1	52	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	67	"AWI"	67	860	1470	1213	9	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	4	39	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	58	0	0	0	0	0	2	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	70	"AWI"	70	906	1556	1292	12	0	0	0	0	0	50	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	73	"AWI"	73	1071	1580	1351	11	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	77	"AWI"	77	1255	1623	1439	11	0	0	0	0	0	43	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	80	"AWI"	80	1332	1671	1505	10	0	0	0	1	0	46	0	0	0	6	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	83	"AWI"	83	1449	1696	1575	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	87	"AWI"	87	1568	1759	1675	6	0	0	0	1	1	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	90	"AWI"	90	1615	1843	1748	8	0	0	0	0	0	34	0	0	0	5	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	93	"AWI"	93	1663	1861	1775	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	97	"AWI"	97	1710	1894	1811	8	0	0	0	0	0	24	0	0	0	6	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	100	"AWI"	100	1738	1937	1839	9	0	0	0	1	0	20	0	0	0	7	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	103	"AWI"	103	1769	1952	1866	12	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0
24036	41753	"Puerto de Serranillos"	40.30722	-4.93417	107	"AWI"	107	1800	1999	1903	10	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
